Mui	Muy	RQ	muy
uno	uno	PI0MS000	uno
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
pareze	parece	VMIP3S0	parecer
que	que	CS	que
lo	lo	PP3CNA00	lo
a	ha	VMIP3S0	haber
de	de	SPS00	de
menester	menester	NCMS000	menester
	.	Fp	.
y	Y	CC	y
hasi	así	RG	así
Dios	Dios	NP00000	dios
se	se	PP3CN000	se
los	los	PP3MPA00	lo
haumente	aumente	VMSP0S0	aumentar
los	los	DA0MP0	el
pesos	pesos	NCMP000	peso
para	para	SPS00	para
rregalar	regalar	VMN0000	regalar
a	a	SPS00	a
otros	otros	PI0MP000	otro
que	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
Va	va	VMIP3S0	ir
ni	ni	CC	ni
le	le	PP3CSD00	le
Viene	viene	VMIP3S0	venir
y	y	CC	y
a	a	SPS00	a
los	los	DA0MP0	el
suyos	suyos	PX3MP000	suyo
desanpararlos	desampararlos	VMN0000+PP3MPA00	desamparar+lo
	,	Fc	,
que	que	CS	que
Amor	amor	NCMS000	amor
con	con	SPS00	con
amor	amor	NCMS000	amor
se	se	P00CN000	se
paga	paga	VMIP3S0	pagar
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
canso	canso	VMIP1S0	cansar
mas	más	RC	más
a	a	SPS00	a
usted	usted	PP2CS000	usted
	,	Fc	,
sino	sino	CC	sino
que	que	CS	que
Dios	Dios	NP00000	dios
le	le	PP3CSD00	le
guarde	guarde	VMSP0S0	guardar
Muchos	muchos	DI0MP0	mucho
años	años	NCMP000	año
y	y	CC	y
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
los	los	DA0MP0	el
Aumentos	aumentos	NCMP000	aumento
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
deseo	deseo	VMIP1S0	desear
para	para	SPS00	para
mi	mí	PP1CSO00	mí
y	y	CC	y
Guarde	guarde	VMSP0S0	guardar
Dios	Dios	NP00000	dios
la	la	DA0FS0	el
Vida	vida	NCFS000	vida
de	de	SPS00	de
usted	usted	PP2CS000	usted
	.	Fp	.
y	Y	CC	y
Cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
y	y	CC	y
Abril	abril	NCMS000	abril
quatro	cuatro	Z	4
de	de	SPS00	de
1740	1740	Z	1740
años	años	NCMP000	año
.	.	Fp	.
Su	Su	DP3CS0	su
serVidor	servidor	NCMS000	servidor
de	de	SPS00	de
usted	usted	PP2CS000	usted
.	.	Fp	.
quien	Quien	PR0CS000	quien
mas	más	RC	más
le	le	PP3CSD00	le
estima	estima	VMIP3S0	estimar
y	y	CC	y
quiere	quiere	VMIP3S0	querer
y	y	CC	y
desea	desea	VMIP3S0	desear
VolVer	volver	VMN0000	volver
a	a	SPS00	a
Verle	verle	VMN0000+PP3CSA00	ver+le
	,	Fc	,
su	su	DP3CS0	su
soVrino	sobrino	NCMS000	sobrino
	,	Fc	,
Miguel	Miguel	NP00000	miguel
Mayor	Mayor	NCMS000	mayor
Rico	Rico	AQ0MS0	rico
