Mui	Muy	RQ	muy
lo	lo	DA0NS0	el
referido	referido	VMP00SM	referir
,	,	Fc	,
como	como	CS	como
le	le	PP3CSA00	le
previno	previno	VMIS3S0	prevenir
dho	dicho	VMP00SM	decir
sr	señor	NP00000	señor
Colon	Colón	NP00000	colón
,	,	Fc	,
quedando	quedando	VMG0000	quedar
acordes	acordes	AQ0CP0	acorde
con	con	SPS00	con
señalamiento	señalamiento	NCMS000	señalamiento
de	de	SPS00	de
hora	hora	NCFS000	hora
	.	Fp	.
todo	Todo	DI0MS0	todo
lo	lo	DA0NS0	el
qu-al	cual	PR0CS000	cual
pongo	pongo	VMIP1S0	poner
en	en	SPS00	en
noticia	noticia	NCFS000	noticia
de	de	SPS00	de
VS	VSa	NP00000	VSa
,	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
tributo	tributo	VMIP1S0	tributar
las	las	DA0FP0	el
mas	más	RC	más
reverentes	reverentes	AQ0CP0	reverente
gracias	gracias	NCFP000	gracia
por	por	SPS00	por
las	las	DA0FP0	el
finezas	finezas	NCFP000	fineza
que	que	PR0CN000	que
se	se	P00CN000	se
ha	ha	VAIP3S0	haber
servido	servido	VMP0000	servir
franquearme	franquearme	VMN0000+PP1CS000	franquear+me
i	y	CC	y
comunicarme	comunicarme	VMN0000+PP1CS000	comunicar+me
,	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
he	he	VAIP1S0	haber
eje-cutado	ejecutado	VMP0000	ejecutar
antes	antes	RG	antes
por	por	SPS00	por
no	no	RN	no
molestar	molestar	VMN0000	molestar
a	a	SPS00	a
VS	VSa	NP00000	VSa
con	con	SPS00	con
cartas	cartas	NCFP000	carta
dilatorias	dilatorias	AQ0FP0	dilatorio
i	y	CC	y
de	de	SPS00	de
ningun	ningún	DI0MS0	ninguno
efecto	efecto	NCMS000	efecto
,	.	Fp	.
bien	Bien	RG	bien
es	es	VSIP3S0	ser
que	que	CS	que
me	me	PP1CS000	me
temo	temo	VMIP1S0	temer
acaso	acaso	RG	acaso
sea	sea	VSSP0S0	ser
la	la	DA0FS0	el
resolucion	resolución	NCFS000	resolución
de	de	SPS00	de
el	el	DA0MS0	el
sr	señor	NP00000	señor
governador	gobernador	NCMS000	gobernador
de	de	SPS00	de
el	el	DA0MS0	el
Consejo	Consejo	NP00000	consejo
embiar	enviar	VMN0000	enviar
por	por	SPS00	por
esta	esta	DD0FS0	este
Persona	persona	NCFS000	persona
a	a	SPS00	a
esa	ésa	PD0FS000	ese
i	y	CC	y
llevarla	llevarla	VMN0000+PP3FSA00	llevar+lo
al	al	SPS00+DA0MS0	a+el
Hospicio	hospicio	NCMS000	hospicio
de	de	SPS00	de
la	la	DA0FS0	el
Corte	corte	NCFS000	corte
con	con	SPS00	con
separacion	separación	NCFS000	separación
de	de	SPS00	de
las	las	DA0FP0	el
demas	demás	PI0CP000	demás
,	,	Fc	,
segun	según	SPS00	según
algo	algo	PI0CS000	algo
se	se	P00CN000	se
conjetura	conjetura	VMIP3S0	conjeturar
de	de	SPS00	de
la	la	DA0FS0	el
Carta	carta	NCFS000	carta
de	de	SPS00	de
mi	mi	DP1CSS	mi
Ajente	agente	NCCS000	agente
	.	Fp	.
Con	Con	SPS00	con
este	este	DD0MS0	este
motivo	motivo	NCMS000	motivo
me	me	PP1CS000	me
ofrezco	ofrezco	VMIP1S0	ofrecer
a	a	SPS00	a
las	las	DA0FP0	el
Ordenes	órdenes	NCFP000	orden
i	y	CC	y
preceptos	preceptos	NCMP000	precepto
de	de	SPS00	de
VS	VSa	NP00000	VSa
,	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
de-seo	deseo	VMIP1S0	desear
corresponder	corresponder	VMN0000	corresponder
agradecido	agradecido	VMP00SM	agradecer
incesantemente	incesantemente	RG	incesantemente
en	en	SPS00	en
qto	cuanto	PR0MS000	cuanto
penda	penda	VMSP0S0	pender
de	de	SPS00	de
mi	mi	DP1CSS	mi
arbitrio	arbitrio	NCMS000	arbitrio
,	.	Fp	.
i	Y	CC	y
ruego	ruego	VMIP1S0	rogar
al	al	SPS00+DA0MS0	a+el
sr	Señor	NP00000	señor
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
VS	VSa	NP00000	VSa
ms	muchos	DI0MP0	mucho
añs	años	NCMP000	año
	.	Fp	.
Astorga	Astorga	NP00000	astorga
	,	Fc	,
i	y	CC	y
Octe	octubre	NCMS000	octubre
1o	primero	AO0MS0	primero
de	de	SPS00	de
1790	1790	Z	1790
	.	Fp	.
su	Su	DP3CS0	su
mas	más	RC	más
obligdo	obligado	VMP00SM	obligar
servr	servidor	NCMS000	servidor
i	y	CC	y
Cappn	capellán	NCMS000	capellán
	,	Fc	,
Dn	don	NP00000	don
Berndo	Bernardo	NP00000	bernardo
Alegre	Alegre	NP00000	alegre
Verragudo	Verragudo	NP00000	verragudo
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
Jph	José	NP00000	josé
Valdes	Valdés	NP00000	valdés
	.	Fp	.
