Mui	Muy	RQ	muy
asunto	asunto	NCMS000	asunto
de	de	SPS00	de
Maria	María	NP00000	maría
de	de	SPS00	de
Almagro	Almagro	NP00000	almagro
	,	Fc	,
por	por	SPS00	por
ser	ser	VSN0000	ser
obra	obra	NCFS000	obra
larga	larga	AQ0FS0	largo
referir	referir	VMN0000	referir
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
suzeso	suceso	NCMS000	suceso
para	para	SPS00	para
que	que	CS	que
Vm	VM	NP00000	VM
se	se	P00CN000	se
actue	actúe	VMSP0S0	actuar
,	,	Fc	,
determino	determino	VMIP1S0	determinar
escrivir	escribir	VMN0000	escribir
sobre	sobre	SPS00	sobre
ello	ello	PD0NN000	ello
a	a	SPS00	a
su	su	DP3CS0	su
Illma	ilustrísima	AQSFS0	ilustre
pr	por	SPS00	por
ofrecerseme	ofrecérseme	VMN0000+P00CN000+PP1CS000	ofrecer+se+me
cosa	cosa	NCFS000	cosa
particular	particular	NCMS000	particular
que	que	PR0CN000	que
comunicarle	comunicarle	VMN0000+PP3CSD00	comunicar+le
	.	Fp	.
y	Y	CC	y
pareze	parece	VMIP3S0	parecer
suficiente	suficiente	AQ0CS0	suficiente
lo	lo	DA0NS0	el
que	que	PR0CN000	que
escrivi	escribí	VMIS1S0	escribir
a	a	SPS00	a
Vm	VM	NP00000	VM
para	para	SPS00	para
que	que	CS	que
informe	informe	VMSP0S0	informar
a	a	SPS00	a
su	su	DP3CS0	su
Illma	ilustrísima	AQSFS0	ilustre
	.	Fp	.
Sobre	Sobre	SPS00	sobre
los	los	DA0MP0	el
autos	autos	NCMP000	auto
que	que	PR0CN000	que
Vm	VM	NP00000	VM
puso	puso	VMIS3S0	poner
en	en	SPS00	en
la	La	DA0FS0	el
Rodo	Roda	NP00000	roda
en	en	SPS00	en
punto	punto	NCMS000	punto
de	de	SPS00	de
la	la	DA0FS0	el
cruz	cruz	NCFS000	cruz
principal	principal	AQ0CS0	principal
de	de	SPS00	de
la	la	DA0FS0	el
Parrochia	parroquia	NCFS000	parroquia
	,	Fc	,
no	no	RN	no
le	le	PP3CSD00	le
informaron	informaron	VMIS3P0	informar
a	a	SPS00	a
Vm	VM	NP00000	VM
bien	bien	NP00000	bien
	,	Fc	,
porque	porque	CS	porque
la	la	DA0FS0	el
cruz	cruz	NCFS000	cruz
esta	está	VMIP3S0	estar
sin	sin	SPS00	sin
lesion	lesión	NCFS000	lesión
alguna	alguna	DI0FS0	alguno
y	y	CC	y
tan	tan	RC	tan
blanqueada	blanqueada	VMP00SF	blanquear
como	como	CS	como
si	si	CS	si
se	se	P00CN000	se
acavara	acabara	VMSI0S0	acabar
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
,	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
no	no	RN	no
causar	causar	VMN0000	causar
nota	nota	NCFS000	nota
no	no	RN	no
la	la	PP3FSA00	lo
remiti	remití	VMIS1S0	remitir
a	a	SPS00	a
Sisante	Sisante	NP00000	sisante
para	para	SPS00	para
el	el	DA0MS0	el
desengaño	desengaño	NCMS000	desengaño
:	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
organo	órgano	NCMS000	órgano
esta	está	VMIP3S0	estar
en	en	SPS00	en
todo	todo	DI0MS0	todo
su	su	DP3CS0	su
uso	uso	NCMS000	uso
;	;	Fx	;
solo	sólo	RG	sólo
tiene	tiene	VMIP3S0	tener
el	el	DA0MS0	el
defecto	defecto	NCMS000	defecto
de	de	SPS00	de
ser	ser	VSN0000	ser
antiguo	antiguo	AQ0MS0	antiguo
	,	Fc	,
el	el	DA0MS0	el
que	que	PR0CN000	que
no	no	RN	no
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
remediar	remediar	VMN0000	remediar
pr	por	SPS00	por
no	no	RN	no
poderse	poderse	VMN0000+P00CN000	poder+se
hazer	hacer	VMN0000	hacer
nuebo	nuevo	AQ0MS0	nuevo
,	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
presumo	presumo	VMIP1S0	presumir
q	que	CS	que
el	el	DA0MS0	el
extraviar	extraviar	VMN0000	extraviar
a	a	SPS00	a
Vm	VM	NP00000	VM
en	en	SPS00	en
la	la	DA0FS0	el
vuelta	vuelta	NCFS000	vuelta
por	por	SPS00	por
esta	ésta	PD0FS000	este
suya	suya	PX3FS000	suyo
pudo	pudo	VMIS3S0	poder
ser	ser	VSN0000	ser
lo	lo	PP3CNA00	lo
motivase	motivase	VMSI0S0	motivar
el	el	DA0MS0	el
huir	huir	VMN0000	huir
la	la	DA0FS0	el
ocasion	ocasión	NCFS000	ocasión
del	del	SPS00+DA0MS0	de+el
desengaño	desengaño	NCMS000	desengaño
en	en	SPS00	en
estas	estas	DD0FP0	este
y	y	CC	y
otras	otras	DI0FP0	otro
cosas	cosas	NCFP000	cosa
	,	Fc	,
en	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
en	en	SPS00	en
todo	todo	DI0MS0	todo
acontecimiento	acontecimiento	NCMS000	acontecimiento
	.	Fp	.
y	Y	CC	y
soy	soy	VSIP1S0	ser
siempre	siempre	RG	siempre
de	de	SPS00	de
Vm	VM	NP00000	VM
con	con	SPS00	con
un	un	DI0MS0	uno
verdadero	verdadero	AQ0MS0	verdadero
inmutable	inmutable	AQ0CS0	inmutable
afto	afecto	NCMS000	afecto
y	y	CC	y
con	con	SPS00	con
este	éste	PD0MS000	este
ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
me	me	PP1CS000	me
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vm	VM	NP00000	VM
los	los	DA0MP0	el
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
que	que	PR0CN000	que
deseo	deseo	VMIP1S0	desear
.	.	Fp	.
Minaya	Minaya	NP00000	minaya
	,	Fc	,
y	y	CC	y
Deze	diciembre	NCMS000	diciembre
28	28	Z	28
de	de	SPS00	de
1752	1752	Z	1752
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
m	mano	NCFS000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
su	su	DP3CS0	su
mas	más	RC	más
obligdo	obligado	VMP00SM	obligar
Servor	servidor	NCMS000	servidor
y	y	CC	y
Capn	capellán	NCMS000	capellán
	,	Fc	,
Juan	Juan	NP00000	juan
Anto	Antonio	NP00000	antonio
Serra	Serra	NP00000	serra
Sor	Señor	NP00000	señor
Lizdo	licenciado	NP00000	licenciado
D	don	NP00000	don
Manl	Manuel	NP00000	manuel
de	de	SPS00	de
Puerta	Puerta	NP00000	puerta
	.	Fp	.
