Mui	Muy	RQ	muy
diligencia	diligencia	NCFS000	diligencia
de	de	SPS00	de
toda	toda	DI0FS0	todo
confianza	confianza	NCFS000	confianza
Y	y	CC	y
secreto	secreto	NCMS000	secreto
	,	Fc	,
aunque	aunque	CS	aunque
no	no	RN	no
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
Dn	don	NP00000	don
Marezelo	Marezelo	NP00000	marezelo
que	qué	DT0CN0	qué
diligencia	diligencia	NCFS000	diligencia
por	por	SPS00	por
no	no	RN	no
saberla	saberla	VMN0000+PP3FSA00	saber+lo
	.	Fp	.
oy	Hoy	RG	hoy
espero	espero	VMIP1S0	esperar
Mi	mi	DP1CSS	mi
Criado	criado	NCMS000	criado
,	.	Fp	.
Dios	Dios	NP00000	dios
nos	nos	PP1CP000	nos
asista	asista	VMSP0S0	asistir
	,	Fc	,
que	que	CS	que
le	le	PP3CSD00	le
aseguro	aseguro	VMIP1S0	asegurar
que	que	CS	que
Yo	yo	PP1CSN00	yo
no	no	RN	no
bivo	vivo	VMIP1S0	vivir
Con	con	SPS00	con
tantas	tantas	DI0FP0	tanto
Cosas	cosas	NCFP000	cosa
que	que	PR0CN000	que
me	me	PP1CS000	me
aCavan	acaban	VMIP3P0	acabar
Conmigo	conmigo	SPS00+PP1CSO00	con+mí
y	y	CC	y
despues	después	RG	después
bien	bien	RG	bien
agradeCido	agradecido	VMP00SM	agradecer
.	.	Fp	.
A	A	SPS00	a
esas	esas	DD0FP0	ese
Mis	mis	DP1CPS	mi
Señoras	señoras	NCFP000	señor
beso	beso	VMIP1S0	besar
la	la	DA0FS0	el
mano	mano	NCFS000	mano
y	y	CC	y
que	que	CS	que
las	las	PP3FPA00	lo
tengo	tengo	VMIP1S0	tener
en	en	SPS00	en
enbidia	envidia	NCFS000	envidia
por	por	SPS00	por
reconozer	reconocer	VMN0000	reconocer
an	han	VAIP3P0	haber
salido	salido	VMP0000	salir
de	de	SPS00	de
este	este	DD0MS0	este
ruin	ruin	AQ0CS0	ruin
lugar	lugar	NCMS000	lugar
.	.	Fp	.
Dios	Dios	NP00000	dios
los	los	PP3MPA00	lo
trayga	traiga	VMSP0S0	traer
Con	con	SPS00	con
Mas	más	RC	más
quietud	quietud	NCFS000	quietud
que	que	CS	que
asta	hasta	SPS00	hasta
aora	ahora	RG	ahora
	,	Fc	,
q	que	CS	que
si	sí	RG	sí
lo	lo	PP3CNA00	lo
espero	espero	VMIP1S0	esperar
de	de	SPS00	de
Su	Su	DP3CS0	su
alta	Alta	AQ0FS0	alto
probidencia	Providencia	NCFS000	providencia
	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
los	los	PP3MPA00	lo
guarde	guarde	VMSP0S0	guardar
	.	Fp	.
d	De	SPS00	de
esta	esta	DD0FS0	este
su	su	DP3CS0	su
casa	casa	NCFS000	casa
y	y	CC	y
pastrana	Pastrana	NP00000	pastrana
	,	Fc	,
20	20	Z	20
de	de	SPS00	de
octubre	octubre	NCMS000	octubre
1706	1706	Z	1706
años	años	NCMP000	año
	.	Fp	.
Su	Su	DP3CS0	su
mas	más	RC	más
afecto	afecto	NCMS000	afecto
amigo	amigo	NP00000	amigo
y	y	CC	y
Serbidor	servidor	NCMS000	servidor
que	que	PR0CN000	que
su	su	DP3CS0	su
mano	mano	NCFS000	mano
bessa	besa	VMIP3S0	besar
	.	Fp	.
Don	Don	NP00000	don
Juan	Juan	NP00000	juan
Plaza	Plaza	NCFS000	plaza
Lodeña	Lodeña	NP00000	loden
