Mui	Muy	RQ	muy
mi	mi	DP1CSS	mi
Alma	alma	NCFS000	alma
	.	Fp	.
A	Ha	VMIP3S0	haber
ocho	ocho	Z	8
meses	meses	NCMP000	mes
que	que	PR0CN000	que
estoi	estoy	VMIP1S0	estar
privada	privada	AQ0FS0	privado
de	de	SPS00	de
la	la	DA0FS0	el
sagrada	sagrada	AQ0FS0	sagrado
cumunion	comunión	NCFS000	comunión
y	y	CC	y
causando	causando	VMG0000	causar
tanto	tanto	DI0MS0	tanto
escandalo	escándalo	NCMS000	escándalo
y	y	CC	y
nota	nota	NCFS000	nota
a	a	SPS00	a
la	la	DA0FS0	el
cumunidad	comunidad	NCFS000	comunidad
que	que	CS	que
todas	todas	PI0FP000	todo
lo	lo	PP3CNA00	lo
Reparan	reparan	VMIP3P0	reparar
	.	Fp	.
y	Y	CC	y
es	es	VSIP3S0	ser
mui	muy	RQ	muy
sensible	sensible	AQ0CS0	sensible
que	que	CS	que
no	no	RN	no
pueda	pueda	VMSP0S0	poder
ser	ser	VSN0000	ser
admetida	admitida	VMP00SF	admitir
en	en	SPS00	en
esta	esta	DD0FS0	este
verdad	verdad	NCFS000	verdad
como	como	CS	como
la	la	DA0FS0	el
madalena	Magdalena	NP00000	magdalena
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
del	del	SPS00+DA0MS0	de+el
Sr	Señor	NP00000	señor
	.	Fp	.
pues	Pues	CS	pues
ya	ya	RG	ya
tengo	tengo	VMIP1S0	tener
ensinuhado	insinuado	VMP00SM	insinuar
a	a	SPS00	a
VSra	VSa	NP00000	VSa
en	en	SPS00	en
las	las	DA0FP0	el
antesedentes	antecedentes	AQ0CP0	antecedente
cartas	cartas	NCFP000	carta
algunos	algunos	DI0MP0	alguno
sujetos	sujetos	NCMP000	sujeto
de	de	SPS00	de
que	que	CS	que
ai	hay	VMIP3S0	haber
por	por	SPS00	por
estos	estos	DD0MP0	este
payses	países	NCMP000	país
y	y	CC	y
haora	ahora	RG	ahora
nuevamente	nuevamente	RG	nuevamente
me	me	PP1CS000	me
ocurre	ocurre	VMIP3S0	ocurrir
que	que	CS	que
esta	está	VMIP3S0	estar
el	el	DA0MS0	el
Dr	doctor	NP00000	doctor
Murisio	Mauricio	NP00000	mauricio
domenec	Domenech	I	domenech
	,	Fc	,
cura	cura	NCMS000	cura
de	de	SPS00	de
piniscola	Peñíscola	NP00000	peñíscola
	,	Fc	,
que	que	CS	que
tanbien	también	RG	también
es	es	VSIP3S0	ser
de	de	SPS00	de
los	los	DA0MP0	el
que	que	PR0CN000	que
por	por	SPS00	por
aqui	aquí	RG	aquí
se	se	P00CN000	se
hase	hace	VMIP3S0	hacer
mucho	mucho	DI0MS0	mucho
caso	caso	NCMS000	caso
	.	Fp	.
y	Y	CC	y
	,	Fc	,
por	por	SPS00	por
Dios	Dios	NP00000	dios
nuestro	Nuestro	DP1MSP	nuestro
Sr	Señor	NP00000	señor
	,	Fc	,
le	le	PP3CSD00	le
pido	pido	VMIP1S0	pedir
a	a	SPS00	a
VSria	VSa	NP00000	VSa
me	me	PP1CS000	me
hescriva	escriba	VMSP0S0	escribir
VSra	VSa	NP00000	VSa
dos	dos	Z	2
liniaas	líneas	NCFP000	línea
	,	Fc	,
pues	pues	CS	pues
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
con	con	SPS00	con
grande	grande	AQ0CS0	grande
suspension	suspensión	NCFS000	suspensión
si	si	CS	si
no	no	RN	no
allegan	allegan	VMIP3P0	allegar
en	en	SPS00	en
manos	manos	NCFP000	mano
de	de	SPS00	de
VSra	VSa	NP00000	VSa
estas	estas	DD0FP0	este
cartas	cartas	NCFP000	carta
	.	Fp	.
que	Que	CS	que
no	no	RN	no
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
lo	lo	PP3CNA00	lo
meresco	merezco	VMIP1S0	merecer
	,	Fc	,
sino	sino	CC	sino
por	por	SPS00	por
las	las	DA0FP0	el
llagas	llagas	NCFP000	llaga
del	del	SPS00+DA0MS0	de+el
Sr	Señor	NP00000	señor
	,	Fc	,
yo	yo	PP1CSN00	yo
confio	confío	VMIP1S0	confiar
VSra	VSa	NP00000	VSa
me	me	PP1CS000	me
dara	dará	VMIF3S0	dar
consuelo	consuelo	NCMS000	consuelo
en	en	SPS00	en
mis	mis	DP1CPS	mi
trabajos	trabajos	NCMP000	trabajo
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
esto	esto	PD0NN000	esto
quedo	quedo	VMIP1S0	quedar
suplicando	suplicando	VMG0000	suplicar
al	al	SPS00+DA0MS0	a+el
Sr	Señor	NP00000	señor
le	le	PP3CSD00	le
guarde	guarde	VMSP0S0	guardar
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
como	como	CS	como
deseho	deseo	VMIP1S0	desear
	.	Fp	.
de	De	SPS00	de
este	este	DD0MS0	este
convento	convento	NCMS000	convento
de	de	SPS00	de
Snta	Santa	NP00000	santo
Maria	María	NP00000	maría
Madalena	Magdalena	NP00000	magdalena
de	de	SPS00	de
Ulldecona	Ulldecona	NP00000	ulldecona
	,	Fc	,
novienbre	noviembre	NCMS000	noviembre
a	a	SPS00	a
nueve	nueve	Z	9
	.	Fp	.
Rendida	Rendida	NP00000	rendida
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
de	de	SPS00	de
VSra	VSa	NP00000	VSa
su	su	DP3CS0	su
mas	más	RC	más
afecta	afecta	AQ0FSP	afecto
en	en	SPS00	en
el	el	DA0MS0	el
Sr	Señor	NP00000	señor
	,	Fc	,
sor	sor	NCFS000	sor
ysabel	Isabel	NP00000	isabel
Maria	María	NP00000	maría
Antoli	Antoli	NP00000	antoli
y	y	CC	y
Borras	Borrás	NP00000	borrás
Mui	Muy	RQ	muy
ylustrisim	ilustrísimo	AQSMS0	ilustre
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Manuel	Manuel	NP00000	manuel
camarillo	Jaramillo	NP00000	jaramillo
	.	Fp	.
