Mui	Muy	RQ	muy
los	los	DA0MP0	el
atentados	atentados	NCMP000	atentado
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
cometido	cometido	VMP0000	cometer
ultimamte	últimamente	RG	últimamente
	,	Fc	,
no	no	RN	no
por	por	SPS00	por
la	la	DA0FS0	el
falta	falta	NCFS000	falta
que	que	PR0CN000	que
puede	puede	VMIP3S0	poder
hacerme	hacerme	VMN0000+PP1CS000	hacer+me
,	,	Fc	,
porque	porque	CS	porque
ya	ya	RG	ya
estoy	estoy	VMIP1S0	estar
acostumbrada	acostumbrada	VMP00SF	acostumbrar
a	a	SPS00	a
padecer	padecer	VMN0000	padecer
,	,	Fc	,
ni	ni	CC	ni
por	por	SPS00	por
la	la	DA0FS0	el
pena	pena	NCFS000	pena
que	que	CS	que
se	se	P00CN000	se
le	le	PP3CSD00	le
puede	puede	VMIP3S0	poder
seguir	seguir	VMN0000	seguir
,	,	Fc	,
que	que	CS	que
bien	bien	RG	bien
la	la	PP3FSA00	lo
merece	merece	VMIP3S0	merecer
,	,	Fc	,
sino	sino	CC	sino
por	por	SPS00	por
el	el	DA0MS0	el
mal	mal	NCMS000	mal
pago	pago	NCMS000	pago
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
a	a	SPS00	a
VS	VSa	NP00000	VSa
	,	Fc	,
que	que	CS	que
tantos	tantos	DI0MP0	tanto
beneficios	beneficios	NCMP000	beneficio
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
,	;	Fx	;
por	por	SPS00	por
aber	haber	VAN0000	haber
dado	dado	VMP0000	dar
causa	causa	NCFS000	causa
a	a	SPS00	a
que	que	CS	que
se	se	P00CN000	se
dude	dude	VMSP0S0	dudar
,	,	Fc	,
a	a	SPS00	a
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
sea	sea	VSSP0S0	ser
su	su	DP3CS0	su
legitima	legítima	AQ0FS0	legítimo
muger	mujer	NCFS000	mujer
,	.	Fp	.
ojala	Ojalá	I	ojalá
	,	Fc	,
sor	señor	NP00000	señor
	,	Fc	,
dios	Dios	NP00000	dios
me	me	PP1CS000	me
hubiera	hubiera	VASI0S0	haber
quitado	quitado	VMP0000	quitar
la	la	DA0FS0	el
vida	vida	NCFS000	vida
antes	antes	RG	antes
de	de	SPS00	de
aberlo	haberlo	VAN0000+PP3CNA00	haber+lo
efectuado	efectuado	VMP0000	efectuar
	,	Fc	,
si	si	CS	si
el	el	DA0MS0	el
fin	fin	NCMS000	fin
abia	había	VMII0S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
tan	tan	RC	tan
funesto	funesto	AQ0MS0	funesto
,	;	Fx	;
pero	pero	CC	pero
a	a	SPS00	a
la	la	DA0FS0	el
berdad	verdad	NCFS000	verdad
	,	Fc	,
sor	señor	NP00000	señor
	,	Fc	,
no	no	RN	no
puedo	puedo	VMIP1S0	poder
negar	negar	VMN0000	negar
casé	casé	VMIS1S0	casar
coram	coram	NCFS000	cora
facie	facie	SPS00	facie
e	ecclesiae	NCMS000	ecclesiae
con	con	SPS00	con
dn	don	NP00000	don
Man	Manuel	NP00000	manuel
Muñiz	Muñiz	NP00000	muñiz
en	en	SPS00	en
la	la	DA0FS0	el
villa	villa	NCFS000	villa
de	de	SPS00	de
Benabente	Benavente	NP00000	benavente
,	,	Fc	,
obispo	obispado	NCMS000	obispado
de	de	SPS00	de
Obiedo	Oviedo	NP00000	oviedo
,	,	Fc	,
en	en	SPS00	en
la	la	DA0FS0	el
Parroquia	parroquia	NCFS000	parroquia
de	de	SPS00	de
Sn	San	NP00000	san
Nicolas	Nicolás	NP00000	nicolás
	,	Fc	,
donde	donde	PA000000	donde
al	al	SPS00+DA0MS0	a+el
presente	presente	NCMS000	presente
es	es	VSIP3S0	ser
cura	cura	NCMS000	cura
mi	mi	DP1CSS	mi
herm	hermano	NP00000	hermano
dn	don	NP00000	don
Juan	Juan	NP00000	juan
Man	Manuel	NP00000	manuel
enriquez	Enríquez	NP00000	enríquez
,	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
puede	puede	VMIP3S0	poder
pedir	pedir	VMN0000	pedir
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
para	para	SPS00	para
mi	mi	DP1CSS	mi
justificacion	justificación	NCFS000	justificación
las	las	DA0FP0	el
fees	fes	NCFP000	fe
correspondientes	correspondientes	AQ0CP0	correspondiente
.	.	Fp	.
Ultimamte	Últimamente	RG	últimamente
suplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
que	que	CS	que
solo	sólo	RG	sólo
por	por	SPS00	por
Dios	Dios	NP00000	dios
no	no	RN	no
nos	nos	PP1CP000	nos
desampare	desampare	VMSP0S0	desamparar
,	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
sin	sin	SPS00	sin
la	la	DA0FS0	el
menor	menor	AQ0CS0	menor
parte	parte	NCFS000	parte
en	en	SPS00	en
los	los	DA0MP0	el
atentados	atentados	NCMP000	atentado
de	de	SPS00	de
mi	mi	DP1CSS	mi
yngrato	ingrato	AQ0MS0	ingrato
marido	marido	NCMS000	marido
,	,	Fc	,
padezco	padezco	VMIP1S0	padecer
con	con	SPS00	con
esta	esta	DD0FS0	este
ynfeliz	infeliz	AQ0CS0	infeliz
hija	hija	NCFS000	hijo
que	que	PR0CN000	que
me	me	PP1CS000	me
acompaña	acompaña	VMIP3S0	acompañar
tantas	tantas	DI0FP0	tanto
necesidades	necesidades	NCFP000	necesidad
sin	sin	SPS00	sin
tener	tener	VMN0000	tener
el	el	DA0MS0	el
menor	menor	AQ0CS0	menor
recurso	recurso	NCMS000	recurso
ni	ni	CC	ni
consuelo	consuelo	NCMS000	consuelo
,	,	Fc	,
pues	pues	CS	pues
ni	ni	CC	ni
de	de	SPS00	de
este	éste	PD0MS000	este
pudiera	pudiera	VMSI0S0	poder
lograr	lograr	VMN0000	lograr
a	a	SPS00	a
no	no	RN	no
subsistir	subsistir	VMN0000	subsistir
el	el	DA0MS0	el
dho	dicho	NCMS000	dicho
pe	padre	NP00000	padre
Prieto	Prieto	NP00000	prieto
,	.	Fp	.
reitero	Reitero	VMIP1S0	reiterar
	,	Fc	,
sor	señor	NP00000	señor
	,	Fc	,
espero	espero	VMIP1S0	esperar
que	que	CS	que
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
no	no	RN	no
solo	sólo	RG	sólo
me	me	PP1CS000	me
favorezca	favorezca	VMSP0S0	favorecer
en	en	SPS00	en
remitirme	remitirme	VMN0000+PP1CS000	remitir+me
alguna	alguna	DI0FS0	alguno
limosna	limosna	NCFS000	limosna
capas	capaz	AQ0CS0	capaz
de	de	SPS00	de
poderme	poderme	VMN0000+PP1CS000	poder+me
transportar	transportar	VMN0000	transportar
con	con	SPS00	con
mi	mi	DP1CSS	mi
hija	hija	NCFS000	hijo
a	a	SPS00	a
Benabente	Benavente	NP00000	benavente
,	,	Fc	,
si	si	CS	si
tambien	también	RG	también
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
ynteresar	interesar	VMN0000	interesar
con	con	SPS00	con
mi	mi	DP1CSS	mi
hermo	hermano	NCMS000	hermano
a	a	SPS00	a
efecto	efecto	NCMS000	efecto
de	de	SPS00	de
que	que	CS	que
nos	nos	PP1CP000	nos
reciva	reciba	VMSP0S0	recibir
en	en	SPS00	en
su	su	DP3CS0	su
compa	compañía	NCFS000	compañía
considerandonos	considerándonos	VMG0000+PP1CP000	considerar+nos
ynocentes	inocentes	AQ0CP0	inocente
en	en	SPS00	en
medio	medio	NCMS000	medio
de	de	SPS00	de
tanto	tanto	DI0MS0	tanto
padecer	padecer	NCMS000	padecer
.	,	Fc	,
consolandome	consolándome	VMG0000+PP1CS000	consolar+me
asimismo	asimismo	RG	asimismo
en	en	SPS00	en
no	no	RN	no
carecer	carecer	VMN0000	carecer
de	de	SPS00	de
las	las	DA0FP0	el
letras	letras	NCFP000	letra
de	de	SPS00	de
mi	mi	DP1CSS	mi
amada	amada	VMP00SF	amar
hija	hija	NP00000	hijo
encarnacion	Encarnación	NP00000	encarnación
para	para	SPS00	para
muestras	muestras	NCFP000	muestra
de	de	SPS00	de
que	que	CS	que
aun	aún	RG	aun
se	se	P00CN000	se
acuerda	acuerda	VMIP3S0	acordar
de	de	SPS00	de
su	su	DP3CS0	su
desdichada	desdichada	AQ0FS0	desdichado
me	madre	NCFS000	madre
	.	Fp	.
Cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
11	11	Z	11
de	de	SPS00	de
julio	julio	NCMS000	julio
de	de	SPS00	de
1786	1786	Z	1786
.	.	Fp	.
B	Besa	VMIP3S0	besar
S	su	DP3CS0	su
M	mano	NCFS000	mano
de	de	SPS00	de
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
su	su	DP3CS0	su
mas	más	RC	más
reconocida	reconocida	VMP00SF	reconocer
	,	Fc	,
Maria	María	NP00000	maría
Ana	Ana	NP00000	ana
enrriquez	Enríquez	NP00000	enríquez
el	El	DA0MS0	el
manuense	manuense	NCMS000	manuense
recuerda	recuerda	VMIP3S0	recordar
a	a	SPS00	a
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
que	que	CS	que
dios	Dios	NP00000	dios
rezive	recibe	VMM02S0	recibir
nuestras	nuestras	DP1FPP	nuestro
buenas	buenas	AQ0FP0	bueno
obras	obras	NCFP000	obra
,	,	Fc	,
siendo	siendo	VSG0000	ser
las	las	DA0FP0	el
de	de	SPS00	de
su	su	DP3CS0	su
mayor	mayor	AQ0CS0	mayor
agrado	agrado	NCMS000	agrado
las	las	DA0FP0	el
de	de	SPS00	de
misericordia	misericordia	NCFS000	misericordia
,	.	Fp	.
por	Por	SPS00	por
tanto	tanto	RG	tanto
,	,	Fc	,
duelase	duélase	VMSP0S0+P00CN000	doler+se
de	de	SPS00	de
estas	estas	DD0FP0	este
ymfelices	infelices	NCCP000	infeliz
sras	señoras	NCFP000	señor
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
honrradas	honradas	AQ0FP0	honrado
tanto	tanto	RC	tanto
an	han	VAIP3P0	haber
padecido	padecido	VMP0000	padecer
y	y	CC	y
padecen	padecen	VMIP3P0	padecer
,	,	Fc	,
sin	sin	SPS00	sin
atender	atender	VMN0000	atender
a	a	SPS00	a
los	los	DA0MP0	el
atentados	atentados	NCMP000	atentado
de	de	SPS00	de
ese	ese	DD0MS0	ese
hombre	hombre	NCMS000	hombre
que	que	PR0CN000	que
olbidó	olvidó	VMIS3S0	olvidar
a	a	SPS00	a
su	su	DP3CS0	su
Dios	Dios	NP00000	dios
,	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
agradecido	agradecido	VMP00SM	agradecer
siempre	siempre	RG	siempre
me	me	PP1CS000	me
acordare	acordaré	VMIF1S0	acordar
de	de	SPS00	de
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
en	en	SPS00	en
el	el	DA0MS0	el
sto	santo	AQ0MS0	santo
Sacrificio	sacrificio	NCMS000	sacrificio
de	de	SPS00	de
la	la	DA0FS0	el
missa	misa	NCFS000	misa
	.	Fp	.
cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
11	11	Z	11
supra	supra	RG	supra
	.	Fp	.
siempre	Siempre	RG	siempre
de	de	SPS00	de
V	vuestra	DP2FSP	vuestro
e	excelencia	NP00000	excelencia
su	su	DP3CS0	su
fiel	fiel	AQ0CS0	fiel
cappn	capellán	NCMS000	capellán
	,	Fc	,
Antonio	Antonio	NP00000	antonio
Prieto	Prieto	NP00000	prieto
Illmo	Ilustrísimo	AQSMS0	ilustre
sor	señor	NP00000	señor
Dn	don	NP00000	don
Geronimo	Gerónimo	NP00000	gerónimo
Bern	Bernardo	NP00000	bernardo
Osorio	Osorio	NP00000	osorio
de	de	SPS00	de
Castro	Castro	NP00000	castro
.	.	Fp	.
