Amigo	Amigo	NP00000	amigo
piedras	piedras	NCFP000	piedra
	.	Fp	.
se	Se	P00CN000	se
lo	lo	PP3CNA00	lo
estimare	estimaré	VMIF1S0	estimar
a	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
prque	porque	CS	porque
ese	ese	DD0MS0	ese
dinero	dinero	NCMS000	dinero
lo	lo	PP3CNA00	lo
estoy	estoy	VMIP1S0	estar
deviendo	debiendo	VMG0000	deber
aqui	aquí	RG	aquí
de	de	SPS00	de
las	las	DA0FP0	el
pruebas	pruebas	NCFP000	prueba
de	de	SPS00	de
mi	mi	DP1CSS	mi
hermano	hermano	NCMS000	hermano
y	y	CC	y
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
an	han	VAIP3P0	haber
pedido	pedido	VMP0000	pedir
y	y	CC	y
quisiera	quisiera	VMSI0S0	querer
pagarlo	pagarlo	VMN0000+PP3MSA00	pagar+lo
	.	Fp	.
si	Si	CS	si
ubiere	hubiere	VMSF0S0	haber
lugar	lugar	NCMS000	lugar
bien	bien	RG	bien
y	y	CC	y
si	si	CS	si
no	no	RN	no
pasiensia	paciencia	NCFS000	paciencia
p	por	SPS00	por
todo	todo	PI0MS000	todo
	.	Fp	.
Quedo	Quedo	VMIP1S0	quedar
a	a	SPS00	a
la	la	DA0FS0	el
obeda	obediencia	NCFS000	obediencia
de	de	SPS00	de
Vmd	VM	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qn	quien	PR0CS000	quien
gd	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
	.	Fp	.
sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
14	14	Z	14
de	de	SPS00	de
heno	enero	NCMS000	enero
de	de	SPS00	de
1731	1731	Z	1731
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
ms	más	RC	más
segro	seguro	AQ0MS0	seguro
y	y	CC	y
fiel	fiel	AQ0CS0	fiel
seror	servidor	NCMS000	servidor
	,	Fc	,
Lynce	Lince	NP00000	lince
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
David	David	NP00000	david
Power	Power	NP00000	power
	.	Fp	.
