Mui	Muy	RQ	muy
capellan	capellán	NCMS000	capellán
	,	Fc	,
dn	don	NP00000	don
Ildefonso	Ildefonso	NP00000	ildefonso
Anto	Antonio	NP00000	antonio
de	de	SPS00	de
Pando	Pando	NP00000	pando
Sr	Señor	NP00000	señor
dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
Thome	Tomé	NP00000	tomé
Gonzalez	González	NP00000	gonzález
	.	Fp	.
