Mui	Muy	RQ	muy
enbargado	embargado	VMP00SM	embargar
por	por	SPS00	por
la	la	DA0FS0	el
ilesia	iglesia	NCFS000	iglesia
	.	Fp	.
mi	Mi	DP1CSS	mi
Cuñado	cuñado	NCMS000	cuñado
esta	está	VMIP3S0	estar
Como	como	CS	como
libre	libre	AQ0CS0	libre
.	.	Fp	.
y	Y	CC	y
Con	con	SPS00	con
esto	esto	PD0NN000	esto
quedo	quedo	VMIP1S0	quedar
rogando	rogando	VMG0000	rogar
a	a	SPS00	a
Dios	Dios	NP00000	dios
le	le	PP3CSD00	le
guarde	guarde	VMSP0S0	guardar
muChos	muchos	DI0MP0	mucho
años	años	NCMP000	año
	.	Fp	.
Madrid	Madrid	NP00000	madrid
	,	Fc	,
y	y	CC	y
Carzel	cárcel	NCFS000	cárcel
de	de	SPS00	de
Corte	Corte	NCFS000	corte
	,	Fc	,
a	a	SPS00	a
Vente	veinte	Z	20
y	y	CC	y
siete	siete	Z	7
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
de	de	SPS00	de
mil	mil	Z	1000
setecientos	setecientos	NCMP000	seteciento
y	y	CC	y
diez	diez	Z	10
	.	Fp	.
Serbidor	Servidor	NCMS000	servidor
de	de	SPS00	de
Vmd	VM	NP00000	VM
	,	Fc	,
gaspar	Gaspar	NP00000	gaspar
Diaz	Díaz	NP00000	díaz
Señor	Señor	NP00000	señor
grabiel	Gabriel	NP00000	gabriel
luis	Luis	NP00000	luis
	.	Fp	.
