Primo	Primo	NCMS000	primo
se	se	PP3CN000	se
hallan	hallan	VMIP3P0	hallar
tan	tan	RC	tan
distantes	distantes	AQ0CP0	distante
de	de	SPS00	de
su	su	DP3CS0	su
patria	patria	NCFS000	patria
y	y	CC	y
lexos	lejos	RG	lejos
de	de	SPS00	de
su	su	DP3CS0	su
familia	familia	NCFS000	familia
;	.	Fp	.
la	La	DA0FS0	el
ultima	última	AO0FS0	último
que	que	PR0CN000	que
Rvi	recibí	VMIS1S0	recibir
de	de	SPS00	de
Vm	VM	NP00000	VM
fue	fue	VMIS3S0	ir
en	en	SPS00	en
cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
en	en	SPS00	en
que	que	CS	que
me	me	PP1CS000	me
prebiene	previene	VMIP3S0	prevenir
los	los	DA0MP0	el
suplimientos	suplementos	NCMP000	suplemento
hechos	hechos	NCMP000	hecho
antes	antes	RG	antes
y	y	CC	y
despues	después	RG	después
de	de	SPS00	de
mi	mi	DP1CSS	mi
Partida	partida	NCFS000	partida
	.	Fp	.
y	Y	CC	y
sin	sin	SPS00	sin
que	que	CS	que
sirva	sirva	VMSP0S0	servir
de	de	SPS00	de
satisfazon	satisfacción	NCFS000	satisfacción
	,	Fc	,
le	le	PP3CSD00	le
aseguro	aseguro	VMIP1S0	asegurar
que	que	CS	que
en	en	SPS00	en
mi	mi	DP1CSS	mi
memoria	memoria	NCFS000	memoria
estan	están	VMIP3P0	estar
tan	tan	RC	tan
presentes	presentes	AQ0CP0	presente
Como	como	CS	como
Vera	verá	VMIF3S0	ver
Vm	VM	NP00000	VM
quando	cuando	PA000000	cuando
llegue	llegue	VMSP0S0	llegar
el	el	DA0MS0	el
Despacho	despacho	NCMS000	despacho
de	de	SPS00	de
los	los	DA0MP0	el
Navios	navíos	NCMP000	navío
que	que	PR0CN000	que
al	al	SPS00+DA0MS0	a+el
presente	presente	NCMS000	presente
se	se	P00CN000	se
hallan	hallan	VMIP3P0	hallar
en	en	SPS00	en
este	este	DD0MS0	este
nuebo	nuevo	AQ0MS0	nuevo
Reyno	reino	NCMS000	reino
y	y	CC	y
Puerto	puerto	NCMS000	puerto
de	de	SPS00	de
la	la	DA0FS0	el
Veracruz	Veracruz	NP00000	veracruz
	.	Fp	.
que	Que	CS	que
	,	Fc	,
aunque	aunque	CS	aunque
es	es	VSIP3S0	ser
berdad	verdad	NCFS000	verdad
	,	Fc	,
va	va	VMIP3S0	ir
haôra	ahora	RG	ahora
la	la	DA0FS0	el
Almiranta	almiranta	NCFS000	almiranta
de	de	SPS00	de
Barlovento	Barlovento	NP00000	barlovento
y	y	CC	y
en	en	SPS00	en
ella	ella	PP3FS000	él
y	y	CC	y
con	con	SPS00	con
paissano	paisano	NCMS000	paisano
del	del	SPS00+DA0MS0	de+el
Balle	valle	NCMS000	valle
de	de	SPS00	de
Peñamellera	Peñamellera	NP00000	peñamellera
y	y	CC	y
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
Abandames	Abándames	NP00000	abándames
Remito	remito	VMIP1S0	remitir
un	un	DI0MS0	uno
corto	corto	AQ0MS0	corto
socorro	socorro	NCMS000	socorro
a	a	SPS00	a
mi	mi	DP1CSS	mi
querida	querida	VMP00SF	querer
esposa	esposa	NCFS000	esposo
e	e	CC	y
hijos	hijos	NCMP000	hijo
	.	Fp	.
y	Y	CC	y
antezedente	antecedente	AQ0CS0	antecedente
lo	lo	PP3CNA00	lo
hizo	hizo	VMIS3S0	hacer
mi	mi	DP1CSS	mi
Hermano	hermano	NP00000	hermano
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
qn	quien	PR0CS000	quien
asi	así	RG	así
entonzes	entonces	RG	entonces
Como	como	CS	como
hahora	ahora	RG	ahora
lo	lo	PP3CNA00	lo
haze	hace	VMIP3S0	hacer
todo	todo	PI0MS000	todo
y	y	CC	y
pido	pido	VMIP1S0	pedir
a	a	SPS00	a
Dios	Dios	NP00000	dios
le	le	PP3CSD00	le
dilate	dilate	VMSP0S0	dilatar
la	la	DA0FS0	el
vida	vida	NCFS000	vida
para	para	SPS00	para
que	que	CS	que
Con	con	SPS00	con
su	su	DP3CS0	su
Ayuda	ayuda	VMIP3S0	ayudar
pueda	pueda	VMSP0S0	poder
yo	yo	PP1CSN00	yo
atender	atender	VMN0000	atender
y	y	CC	y
ber	ver	VMN0000	ver
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
tanto	tanto	RC	tanto
devo	debo	VMIP1S0	deber
y	y	CC	y
deseo	deseo	NCMS000	deseo
.	.	Fp	.
De	De	SPS00	de
nobedades	novedades	NCFP000	novedad
d	de	SPS00	de
este	este	DD0MS0	este
Reyno	reino	NCMS000	reino
no	no	RN	no
se	se	P00CN000	se
ofreze	ofrece	VMIP3S0	ofrecer
por	por	SPS00	por
el	el	DA0MS0	el
presente	presente	NCMS000	presente
ninguna	ninguna	PI0FS00N	ninguno
mas	más	RC	más
que	que	CS	que
las	las	DA0FP0	el
Comunes	comunes	AQ0CP0	común
que	que	PR0CN000	que
corren	corren	VMIP3P0	correr
por	por	SPS00	por
todas	todas	DI0FP0	todo
partes	partes	NCFP000	parte
	,	Fc	,
todo	todo	DI0MS0	todo
Corto	corto	AQ0MS0	corto
sin	sin	SPS00	sin
que	que	CS	que
en	en	SPS00	en
nada	nada	PI0NN00N	nada
se	se	P00CN000	se
pueda	pueda	VMSP0S0	poder
adelantar	adelantar	VMN0000	adelantar
Cosa	cosa	NCFS000	cosa
de	de	SPS00	de
entidad	entidad	NCFS000	entidad
.	.	Fp	.
su	Su	DP3CS0	su
tio	tío	NCMS000	tío
de	de	SPS00	de
Vm	VM	NP00000	VM
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
fernz	Fernández	NP00000	fernández
de	de	SPS00	de
Noriega	Noriega	NP00000	noriega
se	se	P00CN000	se
halla	halla	VMIP3S0	hallar
en	en	SPS00	en
el	el	DA0MS0	el
Rl	Real	NP00000	real
de	de	SPS00	de
Minas	Minas	NP00000	minas
de	de	SPS00	de
Guanajuato	Guanajuato	NP00000	guanajuato
Con	con	SPS00	con
caudal	caudal	NCMS000	caudal
de	de	SPS00	de
Diez	diez	Z	10
y	y	CC	y
seis	seis	Z	6
mill	mil	Z	1000
pesos	pesos	NCMP000	peso
	,	Fc	,
segun	según	SPS00	según
sentir	sentir	VMN0000	sentir
de	de	SPS00	de
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
paisanos	paisanos	NCMP000	paisano
que	que	CS	que
lo	lo	PP3CNA00	lo
conozen	conocen	VMIP3P0	conocer
y	y	CC	y
Comunican	comunican	VMIP3P0	comunicar
	.	Fp	.
todos	Todos	DI0MP0	todo
los	los	DA0MP0	el
demas	demás	NCMS000	demás
que	que	PR0CN000	que
por	por	SPS00	por
aca	acá	RG	acá
se	se	P00CN000	se
hallan	hallan	VMIP3P0	hallar
gozan	gozan	VMIP3P0	gozar
salud	salud	NCFS000	salud
	.	Fp	.
y	Y	CC	y
las	las	DA0FP0	el
demas	demás	DI0CP0	demás
nobedades	novedades	NCFP000	novedad
me	me	PP1CS000	me
Remito	remito	VMIP1S0	remitir
a	a	SPS00	a
la	la	DA0FS0	el
ultima	última	AO0FS0	último
q	que	PR0CN000	que
escribio	escribió	VMIS3S0	escribir
mi	mi	DP1CSS	mi
hermano	hermano	NP00000	hermano
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
	,	Fc	,
quien	quien	PR0CS000	quien
dava	daba	VMII0S0	dar
notizia	noticia	NCFS000	noticia
de	de	SPS00	de
todo	todo	PI0MS000	todo
Con	con	SPS00	con
toda	toda	DI0FS0	todo
claridad	claridad	NCFS000	claridad
	,	Fc	,
Como	como	CS	como
tambien	también	RG	también
al	al	SPS00+DA0MS0	a+el
tio	tío	NCMS000	tío
Thoribio	Toribio	NP00000	toribio
de	de	SPS00	de
Noriega	Noriega	NP00000	noriega
del	del	SPS00+DA0MS0	de+el
natural	natural	NCMS000	natural
suzeso	suceso	NCMS000	suceso
de	de	SPS00	de
su	su	DP3CS0	su
hijo	hijo	NCMS000	hijo
	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
Junto	junto	RG	junto
Con	con	SPS00	con
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
demas	demás	NCMS000	demás
de	de	SPS00	de
la	la	DA0FS0	el
Ôbligazion	obligación	NCFS000	obligación
me	me	PP1CS000	me
encomiendo	encomiendo	VMIP1S0	encomendar
.	.	Fp	.
es	Es	VSIP3S0	ser
quanto	cuanto	PA000000	cuanto
por	por	SPS00	por
hahora	ahora	RG	ahora
se	se	P00CN000	se
me	me	PP1CS000	me
ofreze	ofrece	VMIP3S0	ofrecer
y	y	CC	y
pedir	pedir	VMN0000	pedir
a	a	SPS00	a
nro	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
guarde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vm	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Puebla	Puebla	NP00000	puebla
de	de	SPS00	de
los	los	DA0MP0	el
Angeles	Ángeles	NP00000	ángel
	,	Fc	,
y	y	CC	y
nobiembre	noviembre	NCMS000	noviembre
12	12	Z	12
de	de	SPS00	de
1711	1711	Z	1711
a	años	NCMP000	año
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
Su	su	DP3CS0	su
mas	más	RC	más
humilde	humilde	AQ0CS0	humilde
primo	primo	NCMS000	primo
Y	y	CC	y
ssdor	servidor	NCMS000	servidor
	,	Fc	,
Balthasar	Baltasar	NP00000	baltasar
de	de	SPS00	de
Noriega	Noriega	NP00000	noriega
Primo	Primo	NP00000	primo
y	y	CC	y
sor	señor	NP00000	señor
Dn	don	NP00000	don
Josseph	José	NP00000	josé
Gonzes	González	NP00000	gonzález
de	de	SPS00	de
Noriega	Noriega	NP00000	noriega
	.	Fp	.
