Muy	Muy	RQ	muy
y	y	CC	y
1700	1700	Z	1700
ynfantes	infantes	NCMP000	infante
	.	Fp	.
el	El	DA0MS0	el
enemi	enemigo	NCMS000	enemigo
dice	dice	VMIP3S0	decir
q	que	CS	que
no	no	RN	no
tiene	tiene	VMIP3S0	tener
sino	sino	CC	sino
di	de	SPS00	de
18000	18000	Z	18000
ombres	hombres	NCMP000	hombre
	,	Fc	,
conq	conque	CS	conque
esperamos	esperamos	VMIP1P0	esperar
esta	esta	DD0FS0	este
lograrla	lograrla	VMN0000+PP3FSA00	lograr+lo
y	y	CC	y
sacar	sacar	VMN0000	sacar
al	al	SPS00+DA0MS0	a+el
enemi	enemigo	NCMS000	enemigo
d	de	SPS00	de
españa	España	NP00000	españa
	.	Fp	.
por	Por	SPS00	por
aora	ahora	RG	ahora
no	no	RN	no
ay	hay	VMIP3S0	haber
mas	más	RC	más
novidades	novedades	NCFP000	novedad
	.	Fp	.
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
perdone	perdone	VMSP0S0	perdonar
por	por	SPS00	por
lo	lo	DA0NS0	el
mal	mal	RG	mal
trotada	tratada	VMP00SF	tratar
q	que	CS	que
va	va	VMIP3S0	ir
	.	Fp	.
Dios	Dios	NP00000	dios
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
muchos	muchos	DI0MP0	mucho
años	años	NCMP000	año
como	como	CS	como
deseo	deseo	VMIP1S0	desear
	.	Fp	.
en	En	SPS00	en
la	la	DA0FS0	el
estremadura	Extremadura	NP00000	extremadura
	,	Fc	,
en	en	SPS00	en
la	la	DA0FS0	el
villa	villa	NCFS000	villa
de	de	SPS00	de
la	la	DA0FS0	el
peraleda	Peraleda	NP00000	peraleda
	,	Fc	,
a	a	SPS00	a
24	24	Z	24
d	de	SPS00	de
otubre	octubre	NCMS000	octubre
de	de	SPS00	de
1710	1710	Z	1710
	.	Fp	.
Su	Su	DP3CS0	su
umilde	humilde	AQ0CS0	humilde
servidor	servidor	NCMS000	servidor
	,	Fc	,
Franco	Francisco	NP00000	francisco
de	de	SPS00	de
olarte	Olarte	NP00000	olarte
	.	Fp	.
Señor	Señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
de	de	SPS00	de
goxenola	Goxenola	NP00000	goxenola
	.	Fp	.
estando	Estando	VMG0000	estar
escribiendo	escribiendo	VMG0000	escribir
esta	ésta	PD0FS000	este
	,	Fc	,
a	ha	VAIP3S0	haber
llegado	llegado	VMP0000	llegar
notizia	noticia	NCFS000	noticia
como	como	CS	como
l	el	DA0MS0	el
enemigo	enemigo	NCMS000	enemigo
se	se	P00CN000	se
Retira	retira	VMIP3S0	retirar
hazia	hacia	SPS00	hacia
Cataluña	Cataluña	NP00000	cataluña
y	y	CC	y
a	a	SPS00	a
nosotros	nosotros	PP1MP000	nosotros
nos	nos	PP1CP000	nos
ba	va	VMIP3S0	ir
llegando	llegando	VMG0000	llegar
el	el	DA0MS0	el
socoro	socorro	NCMS000	socorro
de	de	SPS00	de
franzia	Francia	NP00000	francia
	.	Fp	.
