Mui	Muy	RQ	muy
Anglada	Anglada	NP00000	anglada
una	una	DI0FS0	uno
Ynstrucsion	instrucción	NCFS000	instrucción
de	de	SPS00	de
todo	todo	PI0MS000	todo
con	con	SPS00	con
los	los	DA0MP0	el
papeles	papeles	NCMP000	papel
pa	para	SPS00	para
que	que	CS	que
vea	vea	VMSP0S0	ver
como	cómo	PA000000	cómo
lo	lo	PP3CNA00	lo
puede	puede	VMIP3S0	poder
componer	componer	VMN0000	componer
,	.	Fp	.
dn	Don	NP00000	don
Juan	Juan	NP00000	juan
tyrry	Tyrry	NP00000	tyrry
paso	pasó	VMIS3S0	pasar
pr	por	SPS00	por
esta	ésta	PD0FS000	este
y	y	CC	y
ba	va	VMIP3S0	ir
tambien	también	RG	también
empeñado	empeñado	VMP00SM	empeñar
en	en	SPS00	en
q	que	CS	que
esto	esto	PD0NN000	esto
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
acavar	acabar	VMN0000	acabar
,	.	Fp	.
asi	Así	RG	así
	,	Fc	,
he	he	VMIP1S0	haber
de	de	SPS00	de
mereser	merecer	VMN0000	merecer
al	al	SPS00+DA0MS0	a+el
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
coadyude	coadyuve	VMSP0S0	coadyuvar
a	a	SPS00	a
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
q	que	PR0CN000	que
sea	sea	VSSP0S0	ser
quedar	quedar	VMN0000	quedar
en	en	SPS00	en
pas	paz	NCFS000	paz
y	y	CC	y
acavar	acabar	VMN0000	acabar
este	este	DD0MS0	este
pleyto	pleito	NCMS000	pleito
	,	Fc	,
pero	pero	CC	pero
le	le	PP3CSD00	le
supco	suplico	VMIP1S0	suplicar
no	no	RN	no
haga	haga	VMSP0S0	hacer
nada	nada	PI0NN00N	nada
sin	sin	SPS00	sin
verce	verse	VMN0000+P00CN000	ver+se
primero	primero	RG	primero
con	con	SPS00	con
dho	dicho	VMP00SM	decir
dn	don	NP00000	don
Carlos	Carlos	NP00000	carlos
y	y	CC	y
seguir	seguir	VMN0000	seguir
su	su	DP3CS0	su
dictamen	dictamen	NCMS000	dictamen
	.	Fp	.
En	En	SPS00	en
qto	cuanto	PA000000	cuanto
al	al	SPS00+DA0MS0	a+el
Dinero	dinero	NCMS000	dinero
harto	harto	RG	harto
siento	siento	VMIP1S0	sentir
el	el	DA0MS0	el
quebranto	quebranto	NCMS000	quebranto
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	.	Fp	.
este	Este	DD0MS0	este
correo	correo	NCMS000	correo
me	me	PP1CS000	me
avisa	avisa	VMIP3S0	avisar
anglada	Anglada	NP00000	anglada
q	que	CS	que
vendio	vendió	VMIS3S0	vender
el	el	DA0MS0	el
agte	aguardiente	NCMS000	aguardiente
y	y	CC	y
le	le	PP3CSD00	le
entregara	entregará	VMIF3S0	entregar
a	a	SPS00	a
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
producto	producto	NCMS000	producto
	,	Fc	,
y	y	CC	y
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
del	del	SPS00+DA0MS0	de+el
aseyte	aceite	NCMS000	aceite
y	y	CC	y
vino	vino	NCMS000	vino
	,	Fc	,
que	que	CS	que
todo	todo	PI0MS000	todo
llegara	llegará	VMIF3S0	llegar
a	a	SPS00	a
siete	siete	Z	7
mil	mil	Z	1000
pesos	pesos	NCMP000	peso
	.	Fp	.
siento	Siento	VMIP1S0	sentir
el	el	DA0MS0	el
quebranto	quebranto	NCMS000	quebranto
de	de	SPS00	de
la	la	DA0FS0	el
falta	falta	NCFS000	falta
de	de	SPS00	de
sicilia	Cecilia	NP00000	cecilia
	,	Fc	,
que	que	CS	que
solo	sólo	RG	sólo
la	la	DA0FS0	el
ciensia	ciencia	NCFS000	ciencia
cierta	cierta	AQ0FS0	cierto
q	que	CS	que
tenemos	tenemos	VMIP1P0	tener
de	de	SPS00	de
q	que	CS	que
se	se	P00CN000	se
halla	halla	VMIP3S0	hallar
con	con	SPS00	con
mas	más	RC	más
gustos	gustos	NCMP000	gusto
q	que	CS	que
los	los	DA0MP0	el
q	que	PR0CN000	que
podia	podía	VMII0S0	poder
tener	tener	VMN0000	tener
en	en	SPS00	en
este	este	DD0MS0	este
mundo	mundo	NCMS000	mundo
puede	puede	VMIP3S0	poder
servir	servir	VMN0000	servir
de	de	SPS00	de
consuelo	consuelo	NCMS000	consuelo
	.	Fp	.
y	Y	CC	y
espero	espero	VMIP1S0	esperar
que	que	CS	que
su	su	DP3CS0	su
prudensia	prudencia	NCFS000	prudencia
hara	hará	VMIF3S0	hacer
esta	esta	DD0FS0	este
reflecsion	reflexión	NCFS000	reflexión
y	y	CC	y
se	se	P00CN000	se
conformaran	conformarán	VMIF3P0	conformar
con	con	SPS00	con
la	la	DA0FS0	el
voluntad	voluntad	NCFS000	voluntad
de	de	SPS00	de
Ds	Dios	NP00000	dios
	,	Fc	,
a	a	SPS00	a
qn	quien	PR0CS000	quien
Pido	pido	VMIP1S0	pedir
Ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
24	24	Z	24
de	de	SPS00	de
9bre	noviembre	NCMS000	noviembre
de	de	SPS00	de
1734	1734	Z	1734
	.	Fp	.
mi	Mi	DP1CSS	mi
hermana	hermana	NP00000	hermano
Nicolasa	Nicolasa	NP00000	nicolasa
queda	queda	VMIP3S0	quedar
bien	bien	RG	bien
fatigada	fatigada	VMP00SF	fatigar
de	de	SPS00	de
tersianas	tercianas	NCFP000	terciana
dobles	dobles	AQ0CP0	doble
	.	Fp	.
y	Y	CC	y
ella	ella	PP3FS000	él
	,	Fc	,
mi	mi	DP1CSS	mi
madre	madre	NCFS000	madre
y	y	CC	y
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
demas	demás	NCMS000	demás
d	de	SPS00	de
esta	esta	DD0FS0	este
su	su	DP3CS0	su
casa	casa	NCFS000	casa
acompañan	acompañan	VMIP3P0	acompañar
en	en	SPS00	en
el	el	DA0MS0	el
quebranto	quebranto	NCMS000	quebranto
de	de	SPS00	de
la	la	DA0FS0	el
falta	falta	NCFS000	falta
de	de	SPS00	de
sicilia	Cecilia	NP00000	cecilia
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Compa	Compañía	NCFS000	compañía
	.	Fp	.
