Illmo	Ilustrísimo	AQSMS0	ilustre
providenzia	providencia	NCFS000	providencia
	,	Fc	,
ô	o	CC	o
a	a	SPS00	a
lo	lo	DA0NS0	el
menos	menos	RC	menos
se	se	P00CN000	se
adelantase	adelantase	VMSI0S0	adelantar
algun	algún	DI0MS0	alguno
poco	poco	RQ	poco
un	un	DI0MS0	uno
criado	criado	NCMS000	criado
a	a	SPS00	a
partiziparme	participarme	VMN0000+PP1CS000	participar+me
como	como	CS	como
no	no	RN	no
se	se	P00CN000	se
detenia	detenía	VMII0S0	detener
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
fue	fue	VSIS3S0	ser
asi	así	RG	así
	,	Fc	,
pues	pues	CS	pues
vino	vino	VMIS3S0	venir
y	y	CC	y
se	se	P00CN000	se
entro	entró	VMIS3S0	entrar
en	en	SPS00	en
la	la	DA0FS0	el
Iglesia	iglesia	NCFS000	iglesia
,	.	Fp	.
y	Y	CC	y
asi	así	RG	así
que	que	CS	que
tube	tuve	VMIS1S0	tener
la	la	DA0FS0	el
notizia	noticia	NCFS000	noticia
	,	Fc	,
pase	pasé	VMIS1S0	pasar
con	con	SPS00	con
toda	toda	DI0FS0	todo
zeleridad	celeridad	NCFS000	celeridad
y	y	CC	y
me	me	PP1CS000	me
rezivio	recibió	VMIS3S0	recibir
sin	sin	SPS00	sin
aquella	aquella	DD0FS0	aquel
atenzion	atención	NCFS000	atención
que	que	PR0CN000	que
correspondia	correspondía	VMII0S0	corresponder
	,	Fc	,
haziendome	haciéndome	VMG0000+PP1CS000	hacer+me
graves	graves	AQ0CP0	grave
cargos	cargos	NCMP000	cargo
	,	Fc	,
â	a	SPS00	a
que	que	PR0CN000	que
le	le	PP3CSA00	le
satisfice	satisfice	VMIS1S0	satisfacer
con	con	SPS00	con
lo	lo	DA0NS0	el
referido	referido	VMP00SM	referir
y	y	CC	y
me	me	PP1CS000	me
dixo	dijo	VMIS3S0	decir
que	que	CS	que
me	me	PP1CS000	me
avia	había	VMII0S0	haber
de	de	SPS00	de
sugetar	sujetar	VMN0000	sujetar
y	y	CC	y
que	que	CS	que
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
lo	lo	PP3CNA00	lo
avia	había	VMII0S0	haber
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
asi	así	RG	así
tambien	también	RG	también
y	y	CC	y
vajarme	bajarme	VMN0000+PP1CS000	bajar+me
la	la	DA0FS0	el
sobervia	soberbia	NCFS000	soberbia
,	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
que	qué	DT0CN0	qué
falta	falta	NCFS000	falta
de	de	SPS00	de
devida	debida	VMP00SF	deber
sugezion	sujeción	NCFS000	sujeción
ni	ni	CCN	ni
que	qué	DT0CN0	qué
so-vervia	soberbia	NCFS000	soberbia
aya	haya	VASP0S0	haber
tenido	tenido	VMP0000	tener
con	con	SPS00	con
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
ni	ni	CCN	ni
con	con	SPS00	con
el	el	DA0MS0	el
Sor	señor	NP00000	señor
Visitador	visitador	NP00000	visitador
	,	Fc	,
pues	pues	CS	pues
las	las	DA0FP0	el
reberentes	reverentes	AQ0CP0	reverente
suplicas	súplicas	NCFP000	súplica
que	que	PR0CN000	que
he	he	VAIP1S0	haber
echo	hecho	VMP0000	hacer
,	,	Fc	,
como	como	CS	como
en	en	SPS00	en
ellas	ellas	PP3FP000	ellos
mismas	mismas	AQ0FP0	mismo
se	se	P00CN000	se
demuestra	demuestra	VMIP3S0	demostrar
	,	Fc	,
no	no	RN	no
dejaran	dejarán	VMIF3P0	dejar
de	de	SPS00	de
ser	ser	VSN0000	ser
bien	bien	RG	bien
vistas	vistas	VMP00PF	ver
de	de	SPS00	de
todo	todo	DI0MS0	todo
preze-dente	precedente	NCFS000	precedente
y	y	CC	y
el	el	DA0MS0	el
progreso	progreso	NCMS000	progreso
de	de	SPS00	de
la	la	DA0FS0	el
visita	visita	NCFS000	visita
manifestara	manifestará	VMIF3S0	manifestar
no	no	RN	no
an	han	VAIP3P0	haber
sido	sido	VSP0000	ser
artifiziosas	artificiosas	AQ0FP0	artificioso
por	por	SPS00	por
temer	temer	VMN0000	temer
fuesse	fuese	VSSI0S0	ser
de	de	SPS00	de
re-pente	repente	NCMS000	repente
:	.	Fp	.
dige	Dije	VMIS1S0	decir
al	al	SPS00+DA0MS0	a+el
Sor	señor	NP00000	señor
Visitador	visitador	NP00000	visitador
que	que	CS	que
	,	Fc	,
no	no	RN	no
obstante	obstante	RG	obstante
lo	lo	PP3CNA00	lo
suzedido	sucedido	VMP00SM	suceder
	,	Fc	,
se	se	P00CN000	se
viniesse	viniese	VMSI0S0	venir
a	a	SPS00	a
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
por	por	SPS00	por
oviar	obviar	VMN0000	obviar
la	la	DA0FS0	el
nota	nota	NCFS000	nota
en	en	SPS00	en
las	las	DA0FP0	el
prezisas	precisas	AQ0FP0	preciso
zircunstanzias	circunstancias	NCFP000	circunstancia
,	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
admitio	admitió	VMIS3S0	admitir
,	,	Fc	,
no	no	RN	no
obtante	obstante	RG	obstante
las	las	DA0FP0	el
repetidas	repetidas	VMP00PF	repetir
instanzias	instancias	NCFP000	instancia
que	que	PR0CN000	que
hize	hice	VMIS1S0	hacer
,	.	Fp	.
y	Y	CC	y
dijo	dijo	VMIS3S0	decir
al	al	SPS00+DA0MS0	a+el
Maymo	mayordomo	NCMS000	mayordomo
de	de	SPS00	de
fabrica	fábrica	NCFS000	fábrica
que	que	CS	que
le	le	PP3CSD00	le
vuscase	buscase	VMSI0S0	buscar
ca-sa	casa	NCFS000	casa
y	y	CC	y
este	éste	PD0MS000	este
manifesto	manifestó	VMIS3S0	manifestar
la	la	DA0FS0	el
dificultad	dificultad	NCFS000	dificultad
de	de	SPS00	de
allarla	hallarla	VMN0000+PP3FSA00	hallar+lo
y	y	CC	y
ofrezio	ofreció	VMIS3S0	ofrecer
la	la	DA0FS0	el
Suya	suya	PX3FS000	suyo
	,	Fc	,
la	la	DA0FS0	el
que	que	PR0CN000	que
no	no	RN	no
admitio	admitió	VMIS3S0	admitir
,	.	Fp	.
y	Y	CC	y
mando	mandó	VMIS3S0	mandar
al	al	SPS00+DA0MS0	a+el
Notario	notario	NCMS000	notario
fuese	fuese	VMSI0S0	ir
a	a	SPS00	a
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
para	para	SPS00	para
que	que	CS	que
le	le	PP3CSD00	le
vuscasen	buscasen	VMSI3P0	buscar
casa	casa	NCFS000	casa
	,	Fc	,
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
ubo	hubo	VMIS3S0	haber
remedio	remedio	NCMS000	remedio
zediesse	cediese	VMSI0S0	ceder
	,	Fc	,
aunque	aunque	CS	aunque
propuse	propuse	VMIS1S0	proponer
la	la	DA0FS0	el
grave	grave	AQ0CS0	grave
nota	nota	NCFS000	nota
que	que	PR0CN000	que
se	se	P00CN000	se
causava	causaba	VMII0S0	causar
:	.	Fp	.
vinieron	Vinieron	VMIS3P0	venir
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
con	con	SPS00	con
casa	casa	NCFS000	casa
ya	ya	RG	ya
vuscada	buscada	VMP00SF	buscar
,	.	Fp	.
y	Y	CC	y
viendo	viendo	VMG0000	ver
que	que	CS	que
esta	esta	DD0FS0	este
determinazion	determinación	NCFS000	determinación
se	se	P00CN000	se
avia	había	VAII0S0	haber
publicado	publicado	VMP0000	publicar
	,	Fc	,
dige	dije	VMIS1S0	decir
al	al	SPS00+DA0MS0	a+el
sacristan	sacristán	NCMS000	sacristán
tocase	tocase	VMSI0S0	tocar
las	las	DA0FP0	el
campanas	campanas	NCFP000	campana
para	para	SPS00	para
solemnizar	solemnizar	VMN0000	solemnizar
en	en	SPS00	en
el	el	DA0MS0	el
modo	modo	NCMS000	modo
posible	posible	AQ0CS0	posible
su	su	DP3CS0	su
venida	venida	NCFS000	venida
	,	Fc	,
a	a	SPS00	a
que	que	PR0CN000	que
dixo	dijo	VMIS3S0	decir
que	que	CS	que
mandava	mandaba	VMII0S0	mandar
no	no	RN	no
se	se	P00CN000	se
tocase	tocase	VMSI0S0	tocar
,	.	Fp	.
fuimos	Fuimos	VMIS1P0	ir
acompañando	acompañando	VMG0000	acompañar
a	a	SPS00	a
su	su	DP3CS0	su
mrd	merced	NP00000	merced
y	y	CC	y
	,	Fc	,
no	no	RN	no
obstante	obstante	RG	obstante
que	que	CS	que
repeti	repetí	VMIS1S0	repetir
mis	mis	DP1CPS	mi
instanzias	instancias	NCFP000	instancia
para	para	SPS00	para
que	que	CS	que
se	se	P00CN000	se
trasladase	trasladase	VMSI0S0	trasladar
a	a	SPS00	a
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
y	y	CC	y
se	se	P00CN000	se
evitase	evitase	VMSI0S0	evitar
tan	tan	RC	tan
gravissima	gravísima	AQSFS0	grave
nota	nota	NCFS000	nota
	,	Fc	,
me	me	PP1CS000	me
preziso	precisó	VMIS3S0	precisar
a	a	SPS00	a
callar	callar	VMN0000	callar
diziendo	diciendo	VMG0000	decir
que	que	CS	que
no	no	RN	no
tendria	tendría	VMIC0S0	tener
su	su	DP3CS0	su
mrd	merced	NP00000	merced
honra	honra	NCFS000	honra
si	si	CS	si
se	se	P00CN000	se
fuesse	fuese	VMSI0S0	ir
a	a	SPS00	a
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
:	.	Fp	.
el	El	DA0MS0	el
Notario	notario	NCMS000	notario
dixo	dijo	VMIS3S0	decir
al	al	SPS00+DA0MS0	a+el
Maymo	mayordomo	NCMS000	mayordomo
que	que	CS	que
luego	luego	RG	luego
incontinenti	incontinenti	RG	incontinenti
se	se	P00CN000	se
pusiesse	pusiese	VMSI0S0	poner
alli	allí	RG	allí
el	el	DA0MS0	el
libro	libro	NCMS000	libro
de	de	SPS00	de
fabrica	fábrica	NCFS000	fábrica
,	;	Fx	;
se	se	P00CN000	se
practico	practicó	VMIS3S0	practicar
asi	así	RG	así
	.	Fp	.
no	No	RN	no
dege	dejé	VMIS1S0	dejar
de	de	SPS00	de
notar	notar	VMN0000	notar
la	la	DA0FS0	el
subita	súbita	AQ0FS0	súbito
diligenzia	diligencia	NCFS000	diligencia
,	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
nos	nos	PP1CP000	nos
dio	dio	VMIS3S0	dar
cuidado	cuidado	NCMS000	cuidado
asi	así	CC	así
al	al	SPS00+DA0MS0	a+el
Maymo	mayordomo	NCMS000	mayordomo
como	como	CC	como
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
pues	pues	CS	pues
responde-ra	responderá	VMIF3S0	responder
la	la	DA0FS0	el
formalidad	formalidad	NCFS000	formalidad
de	de	SPS00	de
las	las	DA0FP0	el
quentas	cuentas	NCFP000	cuenta
;	.	Fp	.
y	Y	CC	y
Saviendo	sabiendo	VMG0000	saber
que	que	CS	que
el	el	DA0MS0	el
Sor	señor	NP00000	señor
Visitador	visitador	NP00000	visitador
esta	está	VMIP3S0	estar
examinando	examinando	VMG0000	examinar
testigos	testigos	NCCP000	testigo
	,	Fc	,
exten-diendo	extendiendo	VMG0000	extender
declaraziones	declaraciones	NCFP000	declaración
firmadas	firmadas	VMP00PF	firmar
de	de	SPS00	de
mi	mi	DP1CSS	mi
sacristan	sacristán	NCMS000	sacristán
y	y	CC	y
a	a	SPS00	a
lo	lo	DA0NS0	el
menos	menos	RC	menos
de	de	SPS00	de
otro	otro	PI0MS000	otro
,	,	Fc	,
Justificando	justificando	VMG0000	justificar
en	en	SPS00	en
ellas	ellas	PP3FP000	ellos
solo	sólo	RG	sólo
que	que	CS	que
el	el	DA0MS0	el
Mayordomo	mayordomo	NCMS000	mayordomo
de	de	SPS00	de
fabrica	fábrica	NCFS000	fábrica
y	y	CC	y
yo	yo	PP1CSN00	yo
no	no	RN	no
nos	nos	PP1CP000	nos
alla-mos	hallamos	VMIP1P0	hallar
en	en	SPS00	en
la	la	DA0FS0	el
Iglesia	iglesia	NCFS000	iglesia
a	a	SPS00	a
rezivirlo	recibirlo	VMN0000+PP3MSA00	recibir+lo
	,	Fc	,
sin	sin	SPS00	sin
expresar	expresar	VMN0000	expresar
las	las	DA0FP0	el
zircunstanzias	circunstancias	NCFP000	circunstancia
que	que	PR0CN000	que
acompañan	acompañan	VMIP3P0	acompañar
a	a	SPS00	a
este	este	DD0MS0	este
echo	hecho	NCMS000	hecho
	,	Fc	,
me	me	PP1CS000	me
pareze	parece	VMIP3S0	parecer
combeniente	conveniente	AQ0CS0	conveniente
para	para	SPS00	para
qualquier	cualquier	DI0CS0	cualquier
acontezimto	acontecimiento	NCMS000	acontecimiento
ponerlo	ponerlo	VMN0000+PP3CNA00	poner+lo
en	en	SPS00	en
notizia	noticia	NCFS000	noticia
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
para	para	SPS00	para
que	que	CS	que
este	esté	VMSP0S0	estar
zertificado	certificado	VMP00SM	certificar
que	que	CS	que
este	éste	PD0MS000	este
es	es	VSIP3S0	ser
el	el	DA0MS0	el
echo	hecho	NCMS000	hecho
de	de	SPS00	de
la	la	DA0FS0	el
verdad	verdad	NCFS000	verdad
y	y	CC	y
en	en	SPS00	en
caso	caso	NCMS000	caso
nezesario	necesario	AQ0MS0	necesario
se	se	P00CN000	se
Justificara	justificará	VMIF3S0	justificar
,	.	Fp	.
y	Y	CC	y
sentire	sentiré	VMIF1S0	sentir
que	que	CS	que
el	el	DA0MS0	el
Sor	señor	NP00000	señor
Visi-tador	visitador	NP00000	visitador
me	me	PP1CS000	me
prezise	precise	VMIS3S0	precisar
a	a	SPS00	a
que	que	CS	que
sobre	sobre	SPS00	sobre
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
de	de	SPS00	de
mis	mis	DP1CPS	mi
suplicas	súplicas	NCFP000	súplica
andemos	andemos	VMSP1P0	andar
en	en	SPS00	en
alegatos	alegatos	NCMP000	alegato
y	y	CC	y
Justificaziones	justificaciones	NCFP000	justificación
	,	Fc	,
pues	pues	CS	pues
me	me	PP1CS000	me
sera	será	VSIF3S0	ser
preziso	preciso	AQ0MS0	preciso
dar	dar	VMN0000	dar
satisfaccion	satisfacción	NCFS000	satisfacción
de	de	SPS00	de
mi	mi	DP1CSS	mi
persona	persona	NCFS000	persona
;	.	Fp	.
yo	Yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
con	con	SPS00	con
el	el	DA0MS0	el
sentimto	sentimiento	NCMS000	sentimiento
de	de	SPS00	de
que	que	CS	que
este	este	DD0MS0	este
echo	hecho	NCMS000	hecho
sera	será	VSIF3S0	ser
causa	causa	NCFS000	causa
de	de	SPS00	de
que	que	CS	que
en	en	SPS00	en
mis	mis	DP1CPS	mi
feligreses	feligreses	NCMP000	feligrés
descaezca	descaezca	VMSP0S0	descaecer
aquel	aquel	DD0MS0	aquel
respecto	respeto	NCMS000	respeto
y	y	CC	y
venerazion	veneración	NCFS000	veneración
que	que	PR0CN000	que
deven	deben	VMIP3P0	deber
tener	tener	VMN0000	tener
a	a	SPS00	a
su	su	DP3CS0	su
Parrocho	párroco	NCMS000	párroco
,	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
pareze	parece	VMIP3S0	parecer
que	que	CS	que
mis	mis	DP1CPS	mi
operaziones	operaciones	NCFP000	operación
no	no	RN	no
lo	lo	PP3CNA00	lo
an	han	VAIP3P0	haber
desmerezido	desmerecido	VMP0000	desmerecer
;	;	Fx	;
pero	pero	CC	pero
teniendo	teniendo	VMG0000	tener
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
presentes	presentes	AQ0CP0	presente
estas	estas	DD0FP0	este
notizias	noticias	NCFP000	noticia
como	como	SPS00	como
veridicas	verídicas	AQ0FP0	verídico
	,	Fc	,
que	que	CS	que
lo	lo	PP3CNA00	lo
son	son	VSIP3P0	ser
,	,	Fc	,
espero	espero	VMIP1S0	esperar
que	que	CS	que
en	en	SPS00	en
qualquier	cualquier	DI0CS0	cualquier
acontezimto	acontecimiento	NCMS000	acontecimiento
que	que	PR0CN000	que
ocurra	ocurra	VMSP0S0	ocurrir
,	,	Fc	,
si	si	CS	si
es	es	VSIP3S0	ser
que	que	CS	que
el	el	DA0MS0	el
Sor	señor	NP00000	señor
Visitador	visitador	NP00000	visitador
remitiese	remitiese	VMSI0S0	remitir
la	la	DA0FS0	el
informazion	información	NCFS000	información
que	que	PR0CN000	que
rezive	recibe	VMIP3S0	recibir
	,	Fc	,
providenziara	providenciará	VMIF3S0	providenciar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
mas	más	RC	más
combenga	convenga	VMSP0S0	convenir
para	para	SPS00	para
la	la	DA0FS0	el
paz	paz	NCFS000	paz
y	y	CC	y
servizio	servicio	NCMS000	servicio
de	de	SPS00	de
Ds	Dios	NP00000	dios
nro	Nuestro	DP1MSP	nuestro
Sor	Señor	NP00000	señor
	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
ruego	ruego	VMIP1S0	rogar
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
en	en	SPS00	en
su	su	DP3CS0	su
mayor	mayor	AQ0CS0	mayor
grandeza	grandeza	NCFS000	grandeza
.	.	Fp	.
Minaya	Minaya	NP00000	minaya
	,	Fc	,
y	y	CC	y
Mayo	mayo	NCMS000	mayo
26	26	Z	26
de	de	SPS00	de
1745	1745	Z	1745
	.	Fp	.
Illmo	Ilustrísimo	AQSMS0	ilustre
Sor	señor	NP00000	señor
	,	Fc	,
B	besa	VMIP3S0	besar
l	los	DA0MP0	el
Ps	pies	NCMP000	pie
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
su	su	DP3CS0	su
mas	más	RC	más
rendido	rendido	VMP00SM	rendir
Subdito	súbdito	NCMS000	súbdito
y	y	CC	y
cappn	capellán	NCMS000	capellán
	,	Fc	,
Juan	Juan	NP00000	juan
Anto	Antonio	NP00000	antonio
Serra	Serra	NP00000	serra
Illmo	Ilustrísimo	AQSMS0	ilustre
Sor	señor	NP00000	señor
mi	mi	DP1CSS	mi
Sor	señor	NP00000	señor
	.	Fp	.
