Señor	Señor	NP00000	señor
de	de	SPS00	de
los	los	DA0MP0	el
muchos	muchos	DI0MP0	mucho
bienes	bienes	NCMP000	bien
que	que	PR0CN000	que
podian	podían	VMII3P0	poder
ser	ser	VSN0000	ser
embargados	embargados	NCMP000	embargado
para	para	SPS00	para
el	el	DA0MS0	el
pago	pago	NCMS000	pago
por	por	SPS00	por
las	las	DA0FP0	el
razones	razones	NCFP000	razón
que	que	CS	que
en	en	SPS00	en
dha	dicha	VMP00SF	decir
carta	carta	NCFS000	carta
U	usted	PP2CS000	usted
veria	vería	VMIC0S0	ver
.	)	Fbt	)
	,	Fc	,
Para	para	SPS00	para
librarme	librarme	VMN0000+PP1CS000	librar+me
d	de	SPS00	de
ell	ello	PD0NN000	ello
,	,	Fc	,
como	como	CS	como
que	que	CS	que
jamas	jamás	RG	jamás
le	le	PP3CSD00	le
he	he	VAIP1S0	haber
padecido	padecido	VMP0000	padecer
y	y	CC	y
temeroso	temeroso	AQ0MS0	temeroso
de	de	SPS00	de
que	que	CS	que
U	usted	PP2CS000	usted
no	no	RN	no
abrazaria	abrazaría	VMIC0S0	abrazar
ninguno	ninguno	PI0MS00N	ninguno
de	de	SPS00	de
los	los	DA0MP0	el
partidos	partidos	NCMP000	partido
que	que	CS	que
en	en	SPS00	en
dha	dicha	VMP00SF	decir
carta	carta	NCFS000	carta
le	le	PP3CSD00	le
hacia	hacía	VMII0S0	hacer
,	,	Fc	,
pues	pues	CS	pues
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
contextaba	contestaba	VMII0S0	contestar
â	a	SPS00	a
ella	ella	PP3FS000	él
,	,	Fc	,
acudi	acudí	VMIS1S0	acudir
al	al	SPS00+DA0MS0	a+el
consexo	consejo	NCMS000	consejo
en	en	SPS00	en
el	el	DA0MS0	el
mes	mes	NCMS000	mes
de	de	SPS00	de
marzo	marzo	NCMS000	marzo
proponiendo	proponiendo	VMG0000	proponer
quantos	cuantos	DT0MP0	cuanto
motivos	motivos	NCMP000	motivo
tenia	tenía	VMII0S0	tener
hechos	hechos	NCMP000	hecho
â	a	SPS00	a
U	usted	PP2CS000	usted
preste	presente	VMSP0S0	presentar
	:	Fd	:
la	la	DA0FS0	el
imposibilidad	imposibilidad	NCFS000	imposibilidad
al	al	SPS00+DA0MS0	a+el
plazo	plazo	NCMS000	plazo
cumpdo	cumplido	VMP00SM	cumplir
y	y	CC	y
los	los	DA0MP0	el
por	por	SPS00	por
cumplir	cumplir	VMN0000	cumplir
	;	Fx	;
y	y	CC	y
que	que	CS	que
a	a	SPS00	a
qta	cuenta	NCFS000	cuenta
de	de	SPS00	de
todos	todos	DI0MP0	todo
ellos	ellos	PP3MP000	ellos
propuse	propuse	VMIS1P0	proponer
satisfacer	satisfacer	VMN0000	satisfacer
â	a	SPS00	a
U	usted	PP2CS000	usted
en	en	SPS00	en
los	los	DA0MP0	el
enunciados	enunciados	NCMP000	enunciado
generos	géneros	NCMP000	género
;	;	Fx	;
y	y	CC	y
que	que	CS	que
	,	Fc	,
quando	cuando	PA000000	cuando
no	no	RN	no
,	,	Fc	,
daria	daría	VMIC0S0	dar
de	de	SPS00	de
contado	contado	NCMS000	contado
5M	5000	Z	5000
rs	reales	NCMP000	real
â	a	SPS00	a
qta	cuenta	NCFS000	cuenta
y	y	CC	y
en	en	SPS00	en
segunda	segunda	AO0FS0	segundo
500	500	Z	500
rs	reales	NCMP000	real
mensuales	mensuales	AQ0CP0	mensual
hasta	hasta	SPS00	hasta
la	la	DA0FS0	el
extincion	extinción	NCFS000	extinción
del	del	SPS00+DA0MS0	de+el
credito	crédito	NCMS000	crédito
	.	Fp	.
de	De	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
	,	Fc	,
resolbiendo	resolviendo	VMG0000	resolver
	,	Fc	,
el	el	DA0MS0	el
consexo	consejo	NCMS000	consejo
libro	libró	VMIS3S0	librar
Provision	provisión	NCFS000	provisión
para	para	SPS00	para
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
me	me	PP1CS000	me
pudiese	pudiese	VMSI0S0	poder
molestar	molestar	VMN0000	molestar
,	,	Fc	,
con	con	SPS00	con
vista	vista	NCFS000	vista
â	a	SPS00	a
la	la	DA0FS0	el
que	que	PR0CN000	que
en	en	SPS00	en
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
mes	mes	NCMS000	mes
de	de	SPS00	de
marzo	marzo	NCMS000	marzo
escribi	escribí	VMIS1S0	escribir
â	a	SPS00	a
U	usted	PP2CS000	usted
lo	lo	DA0NS0	el
que	que	PR0CN000	que
contiene	contiene	VMIP3S0	contener
la	la	DA0FS0	el
adjunta	adjunta	AQ0FSP	adjunto
copia	copia	NCFS000	copia
,	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
ella	ella	PP3FS000	él
le	le	PP3CSD00	le
hacia	hacía	VMII0S0	hacer
partidos	partidos	NCMP000	partido
mas	más	RC	más
bentajosos	ventajosos	NCMP000	ventajoso
que	que	CS	que
los	los	DA0MP0	el
qe	que	PR0CN000	que
el	el	DA0MS0	el
consexo	consejo	NCMS000	consejo
tenia	tenía	VMII0S0	tener
abrazados	abrazados	NCFP000	abrazado
,	,	Fc	,
deseoso	deseoso	AQ0MS0	deseoso
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
â	a	SPS00	a
U	usted	PP2CS000	usted
	.	Fp	.
tampco	Tampoco	RG	tampoco
a	a	SPS00	a
esta	ésta	PD0FS000	este
he	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
respta	respuesta	NCFS000	respuesta
y	y	CC	y
	,	Fc	,
aunqe	aunque	CS	aunque
he	he	VAIP1S0	haber
visto	visto	VMP0000	ver
algna	alguna	DI0FS0	alguno
de	de	SPS00	de
U	usted	PP2CS000	usted
que	que	CS	que
mi	mi	DP1CSS	mi
tio	tío	NCMS000	tío
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
remitido	remitido	VMP0000	remitir
,	,	Fc	,
como	como	CS	como
U	usted	PP2CS000	usted
no	no	RN	no
hiciese	hiciese	VMSI0S0	hacer
mencion	mención	NCFS000	mención
de	de	SPS00	de
ella	ella	PP3FS000	él
me	me	PP1CS000	me
hace	hace	VMIP3S0	hacer
presumir	presumir	VMN0000	presumir
se	se	P00CN000	se
estrabiase	extraviase	VMSI0S0	extraviar
	.	Fp	.
pero	Pero	CC	pero
	,	Fc	,
por	por	SPS00	por
si	si	CS	si
es	es	VSIP3S0	ser
asi	así	RG	así
û	u	CC	o
otro	otro	PI0MS000	otro
el	el	DA0MS0	el
motivo	motivo	NCMS000	motivo
,	,	Fc	,
certifico	certifico	VMIP1S0	certificar
esta	ésta	PD0FS000	este
para	para	SPS00	para
no	no	RN	no
tener	tener	VMN0000	tener
duda	duda	NCFS000	duda
de	de	SPS00	de
su	su	DP3CS0	su
recivo	recibo	NCMS000	recibo
,	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
su	su	DP3CS0	su
vista	vista	NCFS000	vista
determine	determine	VMSP0S0	determinar
U	usted	PP2CS000	usted
lo	lo	DA0NS0	el
que	que	PR0CN000	que
guste	guste	VMSP0S0	gustar
en	en	SPS00	en
el	el	DA0MS0	el
particular	particular	NCMS000	particular
,	,	Fc	,
en	en	SPS00	en
inteliga	inteligencia	NCFS000	inteligencia
de	de	SPS00	de
qe	que	CS	que
es	es	VSIP3S0	ser
hasta	hasta	SPS00	hasta
qto	cuanto	PA000000	cuanto
puedo	puedo	VMIP1S0	poder
estenderme	extenderme	VMN0000+PP1CS000	extender+me
a	a	SPS00	a
menos	menos	RC	menos
de	de	SPS00	de
que	que	CS	que
quiera	quiera	VMSP0S0	querer
U	usted	PP2CS000	usted
hacerse	hacerse	VMN0000+P00CN000	hacer+se
pago	pago	NCMS000	pago
en	en	SPS00	en
generos	géneros	NCMP000	género
,	,	Fc	,
qe	que	CS	que
d	de	SPS00	de
este	este	DD0MS0	este
modo	modo	NCMS000	modo
saldriamos	saldríamos	VMIC1P0	salir
immediatamte	immediatamente	RG	immediatamente
de	de	SPS00	de
ello	ello	PD0NN000	ello
y	y	CC	y
a	a	SPS00	a
mi	mí	PP1CSO00	mí
se	se	P00CN000	se
me	me	PP1CS000	me
haria	haría	VMIC0S0	hacer
gran	gran	AQ0CS0	gran
favor	favor	NCMS000	favor
,	,	Fc	,
mas	más	RC	más
bien	bien	RG	bien
qe	que	CS	que
del	del	SPS00+DA0MS0	de+el
modo	modo	NCMS000	modo
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
propuesto	propuesto	VMP00SM	proponer
.	.	Fp	.
