hermana	Hermana	NP00000	hermano
tu	tu	DP2CSS	tu
calle	calle	NCFS000	calle
porque	porque	CS	porque
estube	estuve	VMIS1S0	estar
despachando	despachando	VMG0000	despachar
a	a	SPS00	a
dos	dos	Z	2
forasteros	forasteros	NCMP000	forastero
	,	Fc	,
pero	pero	CC	pero
el	el	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
santiago	Santiago	NP00000	santiago
pase	pasé	VMIS1S0	pasar
por	por	SPS00	por
señas	señas	NCFP000	seña
que	que	CS	que
tu	tu	DP2CSS	tu
puerta	puerta	NCFS000	puerta
estaba	estaba	VMII0S0	estar
un	un	DI0MS0	uno
poco	poco	RQ	poco
buelta	vuelta	NCFS000	vuelta
y	y	CC	y
en	en	SPS00	en
tu	tu	DP2CSS	tu
quarto	cuarto	NCMS000	cuarto
estaban	estaban	VMII3P0	estar
hablando	hablando	VMG0000	hablar
	.	Fp	.
esto	Esto	PD0NN000	esto
seria	sería	VSIC0S0	ser
como	como	CS	como
las	las	DA0FP0	el
dos	dos	Z	2
.	.	Fp	.
Anoche	Anoche	RG	anoche
dia	día	NCMS000	día
de	de	SPS00	de
sant	Santa	NP00000	santo
ana	Ana	NP00000	ana
pasaria	pasaría	VMIC0S0	pasar
por	por	SPS00	por
tu	tu	DP2CSS	tu
calle	calle	NCFS000	calle
asta	hasta	SPS00	hasta
ocho	ocho	Z	8
bezes	veces	NCFP000	vez
y	y	CC	y
me	me	PP1CS000	me
fui	fui	VMIS1S0	ir
a	a	SPS00	a
el	el	DA0MS0	el
varado	varado	VMP00SM	varar
de	de	SPS00	de
dn	don	NP00000	don
Antonio	Antonio	NP00000	antonio
Luis	Luis	NP00000	luis
Berrugo	Berrugo	NP00000	berrugo
y	y	CC	y
bide	vi	VMIS1S0	ver
a	a	SPS00	a
tu	tu	DP2CSS	tu
Cuñado	cuñado	NCMS000	cuñado
y	y	CC	y
a	a	SPS00	a
tu	tu	DP2CSS	tu
hermana	hermana	NCFS000	hermano
Antonia	Antonia	NP00000	antonia
,	.	Fp	.
y	Y	CC	y
io	yo	PP1CSN00	yo
fui	fui	VMIS1S0	ir
unicamente	únicamente	RG	únicamente
por	por	SPS00	por
ver	ver	VMN0000	ver
si	si	CS	si
podia	podía	VMII0S0	poder
hablar	hablar	VMN0000	hablar
contigo	contigo	SPS00+PP2CSO00	con+ti
,	,	Fc	,
pues	pues	CS	pues
quando	cuando	PA000000	cuando
tu	tu	DP2CSS	tu
Padre	padre	NCMS000	padre
entro	entró	VMIS3S0	entrar
en	en	SPS00	en
tu	tu	DP2CSS	tu
casa	casa	NCFS000	casa
	(	Fba	(
que	que	CS	que
zerrastes	cerrastes	VMIS2S0	cerrar
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
por	por	SPS00	por
señas	señas	NCFP000	seña
que	que	PR0CN000	que
estabas	estabas	VMII2S0	estar
tu	tú	PP2CSN00	tú
en	en	SPS00	en
el	el	DA0MS0	el
zagual	zagual	NCMS000	zagual
o	o	CC	o
casa	casa	NCFS000	casa
puerta	puerta	NCFS000	puerta
y	y	CC	y
apagastes	apagastes	VMIS2S0	apagar
el	el	DA0MS0	el
farol	farol	NCMS000	farol
	,	Fc	,
porque	porque	CS	porque
por	por	SPS00	por
el	el	DA0MS0	el
bujero	agujero	NCMS000	agujero
de	de	SPS00	de
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
te	te	PP2CS000	te
estaba	estaba	VMII0S0	estar
biendo	viendo	VMG0000	ver
	)	Fbt	)
puedes	puedes	VMIP2S0	poder
por	por	SPS00	por
estas	estas	DD0FP0	este
señas	señas	NCFP000	seña
benir	venir	VMN0000	venir
en	en	SPS00	en
conozimiento	conocimiento	NCMS000	conocimiento
que	que	CS	que
lo	lo	DA0NS0	el
que	que	PR0CN000	que
llevo	llevo	VMIP1S0	llevar
dicho	dicho	VMP00SM	decir
es	es	VSIP3S0	ser
zierto	cierto	AQ0MS0	cierto
.	.	Fp	.
y	Y	CC	y
luego	luego	RG	luego
me	me	PP1CS000	me
fui	fui	VMIS1S0	ir
por	por	SPS00	por
la	la	DA0FS0	el
calle	calle	NCFS000	calle
de	de	SPS00	de
ofiziales	Oficiales	NCMP000	oficial
hazer	hacer	VMN0000	hacer
ora	hora	NCFS000	hora
para	para	SPS00	para
ber	ver	VMN0000	ver
si	si	CS	si
te	te	PP2CS000	te
podia	podía	VMII0S0	poder
hablar	hablar	VMN0000	hablar
	,	Fc	,
conque	conque	CS	conque
biendo	viendo	VMG0000	ver
que	que	CS	que
no	no	RN	no
pudo	pudo	VMIS3S0	poder
ser	ser	VSN0000	ser
me	me	PP1CS000	me
bine	vine	VMIS1S0	venir
a	a	SPS00	a
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
.	.	Fp	.
Dn	Don	NP00000	don
Miguel	Miguel	NP00000	miguel
de	de	SPS00	de
Roa	Roa	NP00000	roa
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
aier	ayer	RG	ayer
	:	Fd	:
	«	Fra	«
aDios	Adiós	I	adiós
aijado	ahijado	NCMS000	ahijado
	»	Frt	»
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
que	que	CS	que
estubo	estuvo	VMIS3S0	estar
en	en	SPS00	en
la	la	DA0FS0	el
bentana	ventana	NCFS000	ventana
y	y	CC	y
que	que	CS	que
quando	cuando	PA000000	cuando
bino	vino	VMIS3S0	venir
el	el	DA0MS0	el
Arriero	arriero	NCMS000	arriero
me	me	PP1CS000	me
fui	fui	VMIS1S0	ir
,	.	Fp	.
y	Y	CC	y
todo	todo	PI0MS000	todo
era	era	VSII0S0	ser
dezirme	decirme	VMN0000+PP1CS000	decir+me
	:	Fd	:
	«	Fra	«
	¡	Faa	¡
ai	Ay	I	ay
	,	Fc	,
que	qué	DE0CN0	qué
lastima	lástima	NCFS000	lástima
de	de	SPS00	de
Arriero	arriero	NCMS000	arriero
	!	Fat	!
	»	Frt	»
	,	Fc	,
a	a	SPS00	a
cada	cada	DI0CN0	cada
ynstante	instante	NCMS000	instante
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
que	que	CS	que
a	a	SPS00	a
quien	quién	PT0CS000	quién
le	le	PP3CSD00	le
abia	había	VAII0S0	haber
pedido	pedido	VMP0000	pedir
el	el	DA0MS0	el
sombrero	sombrero	NCMS000	sombrero
que	que	PR0CN000	que
llebaba	llevaba	VMII0S0	llevar
,	.	Fp	.
y	Y	CC	y
io	yo	PP1CSN00	yo
todo	todo	PI0MS000	todo
era	era	VSII0S0	ser
hazerme	hacerme	VMN0000+PP1CS000	hacer+me
desentendido	desentendido	VMP00SM	desentender
y	y	CC	y
le	le	PP3CSD00	le
dezia	decía	VMII0S0	decir
que	que	CS	que
no	no	RN	no
se	sé	VMIP1S0	saber
por	por	SPS00	por
que	qué	DT0CN0	qué
fin	fin	NCMS000	fin
me	me	PP1CS000	me
dezia	decía	VMII0S0	decir
aquello	aquello	PD0NN000	aquello
	;	Fx	;
que	que	CS	que
si	si	CS	si
no	no	RN	no
se	se	P00CN000	se
esplicaba	explicaba	VMII0S0	explicar
mas	más	RC	más
claro	claro	RG	claro
yo	yo	PP1CSN00	yo
no	no	RN	no
le	le	PP3CSD00	le
entendia	entendía	VMII0S0	entender
	.	Fp	.
y	Y	CC	y
el	él	PP3MS000	él
todo	todo	PI0MS000	todo
era	era	VSII0S0	ser
dezirme	decirme	VMN0000+PP1CS000	decir+me
que	que	CS	que
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
sobraba	sobraba	VMII0S0	sobrar
era	era	VSII0S0	ser
biveza	viveza	NCFS000	viveza
para	para	SPS00	para
yo	yo	PP1CSN00	yo
entenderle	entenderle	VMN0000+PP3CSD00	entender+le
,	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
pone	pone	VMIP3S0	poner
el	el	DA0MS0	el
pie	pie	NCMS000	pie
para	para	SPS00	para
ber	ver	VMN0000	ver
si	si	CS	si
por	por	SPS00	por
aqui	aquí	RG	aquí
podia	podía	VMII0S0	poder
sacar	sacar	VMN0000	sacar
algo	algo	PI0CS000	algo
,	.	Fp	.
y	Y	CC	y
dizeme	díceme	VMSI0S0+PP1CS000	decir+me
	:	Fd	:
	«	Fra	«
ella	Ella	PP3FS000	él
es	es	VSIP3S0	ser
una	una	DI0FS0	uno
linda	linda	AQ0FS0	lindo
cosa	cosa	NCFS000	cosa
	,	Fc	,
pues	pues	CS	pues
tiene	tiene	VMIP3S0	tener
mucha	mucha	DI0FS0	mucho
rrazon	razón	NCFS000	razón
	,	Fc	,
bien	bien	RG	bien
criada	criada	NCFS000	criado
y	y	CC	y
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
zircunstanzias	circunstancias	NCFP000	circunstancia
que	que	PR0CN000	que
se	se	P00CN000	se
rrequieren	requieren	VMIP3P0	requerir
	»	Frt	»
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
	:	Fd	:
	«	Fra	«
en	En	SPS00	en
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
se	se	P00CN000	se
caso	casó	VMIS3S0	casar
su	su	DP3CS0	su
hermana	hermana	NCFS000	hermano
y	y	CC	y
asi	así	RG	así
	,	Fc	,
si	si	CS	si
vmd	VM	NP00000	VM
quiere	quiere	VMIP3S0	querer
	,	Fc	,
sere	seré	VSIF1S0	ser
yo	yo	PP1CSN00	yo
su	su	DP3CS0	su
padrino	padrino	NCMS000	padrino
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
sin	sin	SPS00	sin
que	que	CS	que
la	la	DA0FS0	el
tierra	tierra	NCFS000	tierra
lo	lo	PP3CNA00	lo
sepa	sepa	VMSP0S0	saber
se	se	P00CN000	se
aran	harán	VMIF3P0	hacer
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
	»	Frt	»
	.	Fp	.
y	Y	CC	y
io	yo	PP1CSN00	yo
todo	todo	PI0MS000	todo
era	era	VSII0S0	ser
dezirle	decirle	VMN0000+PP3CSD00	decir+le
que	que	CS	que
no	no	RN	no
savia	sabía	VMII0S0	saber
quien	quién	PT0CS000	quién
era	era	VSII0S0	ser
esa	ésa	PD0FS000	ese
que	que	CS	que
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
se	se	P00CN000	se
havia	había	VAII0S0	haber
casado	casado	VMP0000	casar
	.	Fp	.
conque	Conque	CS	conque
io	yo	PP1CSN00	yo
todo	todo	PI0MS000	todo
era	era	VSII0S0	ser
hazerme	hacerme	VMN0000+PP1CS000	hacer+me
desentendido	desentendido	VMP00SM	desentender
	,	Fc	,
de	de	SPS00	de
modo	modo	NCMS000	modo
que	que	CS	que
lo	lo	PP3CNA00	lo
deje	dejé	VMIS1S0	dejar
achicharrado	achicharrado	VMP00SM	achicharrar
a	a	SPS00	a
rroa	Roa	NP00000	roa
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
t	te	PP2CS000	te
encargo	encargo	VMIP1S0	encargar
que	que	CS	que
tu	tú	PP2CSN00	tú
te	te	PP2CS000	te
agas	hagas	VMSP2S0	hacer
desentendida	desentendida	VMP00SF	desentender
a	a	SPS00	a
todo	todo	PI0MS000	todo
quanto	cuanto	PA000000	cuanto
te	te	PP2CS000	te
digan	digan	VMSP3P0	decir
;	.	Fp	.
y	Y	CC	y
te	te	PP2CS000	te
advierto	advierto	VMIP1S0	advertir
	,	Fc	,
si	si	CS	si
tu	tú	PP2CSN00	tú
gustas	gustas	VMIP2S0	gustar
	,	Fc	,
que	que	CS	que
en	en	SPS00	en
un	un	DI0MS0	uno
mes	mes	NCMS000	mes
no	no	RN	no
baia	vaya	VMSP0S0	ir
por	por	SPS00	por
las	las	DA0FP0	el
mañas	mañanas	NCFP000	mañana
	,	Fc	,
porque	porque	CS	porque
te	te	PP2CS000	te
aseguro	aseguro	VMIP1S0	asegurar
que	que	CS	que
rroa	Roa	NP00000	roa
nos	nos	PP1CP000	nos
ay	ha	VMIP3S0	haber
estar	estar	VMN0000	estar
asechando	acechando	VMG0000	acechar
	.	Fp	.
y	Y	CC	y
	,	Fc	,
biendo	viendo	VMG0000	ver
el	él	PP3MS000	él
en	en	SPS00	en
este	este	DD0MS0	este
tiempo	tiempo	NCMS000	tiempo
que	que	CS	que
no	no	RN	no
boy	voy	VMIP1S0	ir
	,	Fc	,
se	se	P00CN000	se
ara	hará	VMIF3S0	hacer
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
lo	lo	DA0NS0	el
contrario	contrario	NCMS000	contrario
y	y	CC	y
	,	Fc	,
por	por	SPS00	por
fin	fin	NCMS000	fin
	,	Fc	,
luego	luego	RG	luego
rrefresca	refresca	VMIP3S0	refrescar
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
y	y	CC	y
zerrara	cerrará	VMIF3S0	cerrar
la	la	DA0FS0	el
bentana	ventana	NCFS000	ventana
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
te	te	PP2CS000	te
lo	lo	PP3CNA00	lo
digo	digo	VMIP1S0	decir
si	si	CSI	si
tu	tú	PP2CSN00	tú
gustas	gustas	VMIP2S0	gustar
	;	Fx	;
y	y	CC	y
si	si	CS	si
no	no	RN	no
gustas	gustas	VMIP2S0	gustar
	,	Fc	,
prosiguire	proseguiré	VMIF1S0	proseguir
yendo	yendo	VMG0000	ir
.	.	Fp	.
yo	Yo	PP1CSN00	yo
desde	desde	SPS00	desde
las	las	DA0FP0	el
oraziones	oraciones	NCFP000	oración
hasta	hasta	SPS00	hasta
las	las	DA0FP0	el
diez	diez	Z	10
de	de	SPS00	de
la	la	DA0FS0	el
noche	noche	NCFS000	noche
puedo	puedo	VMIP1S0	poder
pasar	pasar	VMN0000	pasar
por	por	SPS00	por
tu	tu	DP2CSS	tu
calle	calle	NCFS000	calle
	.	Fp	.
conque	Conque	CS	conque
asi	así	RG	así
lo	lo	DA0NS0	el
que	que	PR0CN000	el
podremos	podremos	VMIF1P0	poder
hazer	hacer	VMN0000	hacer
sera	será	VSIF3S0	ser
escribirnos	escribirnos	VMN0000+PP1CP000	escribir+nos
el	el	DA0MS0	el
uno	uno	Z	1
a	a	SPS00	a
el	el	DA0MS0	el
otro	otro	PI0MS000	otro
hasta	hasta	SPS00	hasta
que	que	CS	que
Dios	Dios	NP00000	dios
quiera	quiera	VMSP0S0	querer
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
que	que	CS	que
muchas	muchas	DI0FP0	mucho
siestas	siestas	NCFP000	siesta
pasare	pasaré	VMIF1S0	pasar
por	por	SPS00	por
tu	tu	DP2CSS	tu
calle	calle	NCFS000	calle
y	y	CC	y
entonzes	entonces	RG	entonces
ay	hay	VMIP3S0	haber
ocasion	ocasión	NCFS000	ocasión
tambien	también	RG	también
de	de	SPS00	de
poderlos	poderlos	VMN0000+PP3MPA00	poder+lo
dar	dar	VMN0000	dar
.	.	Fp	.
Cuidado	Cuidado	NCMS000	cuidado
aunque	aunque	CS	aunque
llamen	llamen	VMSP3P0	llamar
en	en	SPS00	en
la	la	DA0FS0	el
bentana	ventana	NCFS000	ventana
por	por	SPS00	por
la	la	DA0FS0	el
mañana	mañana	NCFS000	mañana
no	no	RN	no
habrir	abrir	VMN0000	abrir
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
	,	Fc	,
porque	porque	CS	porque
io	yo	PP1CSN00	yo
no	no	RN	no
e	he	VMIP1S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
hasta	hasta	SPS00	hasta
tanto	tanto	RG	tanto
que	que	CS	que
no	no	RN	no
te	te	PP2CS000	te
abise	avise	VMSP0S0	avisar
de	de	SPS00	de
que	que	CS	que
io	yo	PP1CSN00	yo
boy	voy	VMIP1S0	ir
	,	Fc	,
pues	pues	CS	pues
puede	puede	VMIP3S0	poder
ser	ser	VSN0000	ser
que	que	CS	que
rroa	Roa	NP00000	roa
se	se	P00CN000	se
lebante	levante	SPS00	levante
algunas	algunas	DI0FP0	alguno
mañanas	mañanas	NCFP000	mañana
por	por	SPS00	por
darte	darte	VMN0000+PP2CS000	dar+te
chazco	chasco	VMIP1S0	chascar
	.	Fp	.
conque	Conque	CS	conque
asi	así	RG	así
ya	ya	RG	ya
estas	estás	VMIP2S0	estar
avisada	avisada	VMP00SF	avisar
y	y	CC	y
puedes	puedes	VMIP2S0	poder
estar	estar	VMN0000	estar
en	en	SPS00	en
el	el	DA0MS0	el
seguro	seguro	NCMS000	seguro
de	de	SPS00	de
que	que	CS	que
io	yo	PP1CSN00	yo
no	no	RN	no
e	he	VMIP1S0	haber
de	de	SPS00	de
llamar	llamar	VMN0000	llamar
.	.	Fp	.
hermana	Hermana	NP00000	hermano
mia	mía	DP1FSS	mío
	,	Fc	,
tengo	tengo	VMIP1S0	tener
el	el	DA0MS0	el
dedo	dedo	NCMS000	dedo
pulgar	pulgar	NCMS000	pulgar
de	de	SPS00	de
la	la	DA0FS0	el
mano	mano	NCFS000	mano
derecha	derecha	NCFS000	derecha
bastantemente	bastantemente	RG	bastantemente
malo	malo	AQ0MS0	malo
de	de	SPS00	de
un	un	DI0MS0	uno
palito	palito	NCMS000	palito
que	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
metio	metió	VMIS3S0	meter
por	por	SPS00	por
la	la	DA0FS0	el
uña	uña	NCFS000	uña
y	y	CC	y
la	la	DA0FS0	el
carne	carne	NCFS000	carne
	,	Fc	,
de	de	SPS00	de
modo	modo	NCMS000	modo
que	que	CS	que
io	yo	PP1CSN00	yo
me	me	PP1CS000	me
saque	saqué	VMIS1S0	sacar
un	un	DI0MS0	uno
