Mui	Muy	RQ	muy
que	que	PR0CN000	que
fueron	fueron	VMIS3P0	ir
pr	por	SPS00	por
mi	mi	DP1CSS	mi
mano	mano	NCFS000	mano
	.	Fp	.
espero	Espero	VMIP1S0	esperar
se	se	P00CN000	se
conseguira	conseguirá	VMIF3S0	conseguir
como	como	CS	como
lo	lo	DA0NS0	el
deseo	deseo	VMIP1S0	desear
	.	Fp	.
di	Di	VMIS1S0	dar
pr	por	SPS00	por
ultima	última	AO0FS0	último
razon	razón	NCFS000	razón
q	que	CS	que
al	al	SPS00+DA0MS0	a+el
1/2	1/2	Z	1/2
rl	real	NCMS000	real
de	de	SPS00	de
Vn	vellón	NCMS000	vellón
podian	podían	VMII3P0	poder
serrarla	cerrarla	VMN0000+PP3FSA00	cerrar+lo
aunq	aunque	CS	aunque
pretendieran	pretendieran	VMSI3P0	pretender
sacar	sacar	VMN0000	sacar
mas	más	RC	más
	,	Fc	,
pero	pero	CC	pero
entiendo	entiendo	VMIP1S0	entender
lo	lo	DA0NS0	el
q	que	PR0CN000	que
me	me	PP1CS000	me
escriven	escriben	VMIP3P0	escribir
	.	Fp	.
ire	Iré	VMIF1S0	ir
alargando	alargando	VMG0000	alargar
si	si	CS	si
nesesario	necesario	AQ0MS0	necesario
fuere	fuere	VSSF0S0	ser
hasta	hasta	SPS00	hasta
los	los	DA0MP0	el
21	21	Z	21
qtos	cuartos	NCMP000	cuarto
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
la	la	DA0FS0	el
orden	orden	NCFS000	orden
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	.	Fp	.
el	El	DA0MS0	el
thesorero	tesorero	NCMS000	tesorero
esta	está	VMIP3S0	estar
todavia	todavía	RG	todavía
fuera	fuera	RG	fuera
de	de	SPS00	de
esta	ésta	PD0FS000	este
	,	Fc	,
conq	conque	CS	conque
no	no	RN	no
puedo	puedo	VMIP1S0	poder
desir	decir	VMN0000	decir
nada	nada	PI0NN00N	nada
.	.	Fp	.
antier	Anteayer	RG	anteayer
binieron	vinieron	VMIS3P0	venir
a	a	SPS00	a
ver	ver	VMN0000	ver
los	los	DA0MP0	el
generos	géneros	NCMP000	género
un	un	DI0MS0	uno
mercader	mercader	NCMS000	mercader
y	y	CC	y
creo	creo	VMIP1S0	creer
q	que	CS	que
mañana	mañana	RG	mañana
se	se	P00CN000	se
hara	hará	VMIF3S0	hacer
algo	algo	PI0CS000	algo
	.	Fp	.
el	El	DA0MS0	el
q	que	PR0CN000	que
los	los	PP3MPA00	lo
quiere	quiere	VMIP3S0	querer
es	es	VSIP3S0	ser
hombre	hombre	NCMS000	hombre
segurisimo	segurísimo	AQSMS0	seguro
y	y	CC	y
el	el	DA0MS0	el
unico	único	AQ0MS0	único
q	que	CS	que
ay	hay	VMIP3S0	haber
a	a	SPS00	a
qn	quien	PR0CS000	quien
fiar	fiar	VMN0000	fiar
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
soy	soy	VSIP1S0	ser
de	de	SPS00	de
sentir	sentir	VMN0000	sentir
	,	Fc	,
si	si	CS	si
quiere	quiere	VMIP3S0	querer
tomarlos	tomarlos	VMN0000+PP3MPA00	tomar+lo
pr	por	SPS00	por
algun	algún	DI0MS0	alguno
plazo	plazo	NCMS000	plazo
	,	Fc	,
darselos	dárselos	VMN0000+PP3CN000+PP3MPA00	dar+se+lo
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
seguro	seguro	AQ0MS0	seguro
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
menos	menos	RC	menos
pa	para	SPS00	para
el	el	DA0MS0	el
tpo	tiempo	NCMS000	tiempo
esta	está	VMIP3S0	estar
seguro	seguro	AQ0MS0	seguro
el	el	DA0MS0	el
Dinero	dinero	NCMS000	dinero
	.	Fp	.
antes	Antes	RG	antes
de	de	SPS00	de
ayer	ayer	RG	ayer
despacho	despachó	VMIS3S0	despachar
patiño	Patiño	NP00000	patiño
papel	papel	NCMS000	papel
de	de	SPS00	de
aviso	aviso	NCMS000	aviso
al	al	SPS00+DA0MS0	a+el
embajador	embajador	NCMS000	embajador
de	de	SPS00	de
francia	Francia	NP00000	francia
diciendole	diciéndole	VMG0000+PP3CSD00	decir+le
q	que	CS	que
el	el	DA0MS0	el
rey	rey	NCMS000	rey
avia	había	VAII0S0	haber
determinado	determinado	VMP0000	determinar
entregar	entregar	VMN0000	entregar
los	los	DA0MP0	el
caudales	caudales	NCMP000	caudal
de	de	SPS00	de
flota	flota	NCFS000	flota
con	con	SPS00	con
condision	condición	NCFS000	condición
q	que	CS	que
el	el	DA0MS0	el
comercio	comercio	NCMS000	comercio
de	de	SPS00	de
esa	ésa	PD0FS000	ese
sacara	sacara	VMSI0S0	sacar
de	de	SPS00	de
la	la	DA0FS0	el
aduana	aduana	NCFS000	aduana
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
q	que	PR0CN000	que
tiene	tiene	VMIP3S0	tener
detenida	detenida	VMP00SF	detener
sin	sin	SPS00	sin
despachar	despachar	VMN0000	despachar
	,	Fc	,
conque	conque	CS	conque
creo	creo	VMIP1S0	creer
q	que	CS	que
al	al	SPS00+DA0MS0	a+el
resivo	recibo	NCMS000	recibo
de	de	SPS00	de
esta	ésta	PD0FS000	este
ya	ya	RG	ya
estara	estará	VMIF3S0	estar
en	en	SPS00	en
esa	ésa	PD0FS000	ese
el	el	DA0MS0	el
decreto	decreto	NCMS000	decreto
pa	para	SPS00	para
entregar	entregar	VMN0000	entregar
la	la	DA0FS0	el
pla	plata	NCFS000	plata
	,	Fc	,
cuya	cuya	PU0FS000	cuyo
notisia	noticia	NCFS000	noticia
es	es	VSIP3S0	ser
favorable	favorable	AQ0CS0	favorable
pa	para	SPS00	para
todos	todos	PI0MP000	todo
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
a	a	SPS00	a
la	la	DA0FS0	el
obeda	obediencia	NCFS000	obediencia
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qns	quienes	PR0CP000	quien
Ge	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
fbr	febrero	NCMS000	febrero
9	9	Z	9
de	de	SPS00	de
1731	1731	Z	1731
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
m	más	RC	más
s	seguro	AQ0MS0	seguro
sr	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
