Illmo	Ilustrísimo	AQSMS0	ilustre
al	al	SPS00+DA0MS0	a+el
P	padre	NCMS000	padre
Provl	provincial	AQ0CS0	provincial
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
P	padre	NCMS000	padre
Prior	prior	AQ0CS0	prior
de	de	SPS00	de
san	San	NP00000	san
clemte	Clemente	NP00000	clemente
	,	Fc	,
quien	quien	PR0CS000	quien
vino	vino	VMIS3S0	venir
y	y	CC	y
se	se	P00CN000	se
informo	informó	VMIS3S0	informar
de	de	SPS00	de
todo	todo	PI0MS000	todo
:	.	Fp	.
lo	Lo	PP3CNA00	lo
participe	participé	VMIS1S0	participar
tambien	también	RG	también
a	a	SPS00	a
las	las	DA0FP0	el
Madres	madres	NCFP000	madre
y	y	CC	y
me	me	PP1CS000	me
escrivieron	escribieron	VMIS3P0	escribir
la	la	PP3FSA00	lo
llevase	llevase	VMSI0S0	llevar
pa	para	SPS00	para
verla	verla	VMN0000+PP3FSA00	ver+lo
,	,	Fc	,
como	como	CS	como
se	se	P00CN000	se
hizo	hizo	VMIS3S0	hacer
:	.	Fp	.
suplique	Supliqué	VMIS1S0	suplicar
alli	allí	RG	allí
a	a	SPS00	a
los	los	DA0MP0	el
PP	padres	NCMP000	padre
me	me	PP1CS000	me
diesen	diesen	VMSI3P0	dar
luz	luz	NCFS000	luz
para	para	SPS00	para
el	el	DA0MS0	el
azierto	acierto	NCMS000	acierto
y	y	CC	y
quedo	quedó	VMIS3S0	quedar
en	en	SPS00	en
venir	venir	VMN0000	venir
a	a	SPS00	a
esta	esta	DD0FS0	este
villa	villa	NCFS000	villa
el	el	DA0MS0	el
P	padre	NP00000	padre
fr	fray	NP00000	fray
Ju	Juan	NP00000	juan
Bautista	Bautista	NP00000	bautista
de	de	SPS00	de
christo	Cristo	NP00000	cristo
,	,	Fc	,
Prelado	prelado	NCMS000	prelado
interino	interino	AQ0MS0	interino
,	,	Fc	,
que	que	PR0CN000	que
se	se	P00CN000	se
allava	hallaba	VMII0S0	hallar
:	.	Fp	.
escrivi	Escribí	VMIS1S0	escribir
despues	después	RG	después
para	para	SPS00	para
q	que	CS	que
viniese	viniese	VMSI0S0	venir
y	y	CC	y
se	se	P00CN000	se
escuso	excusó	VMIS3S0	excusar
,	.	Fp	.
y	Y	CC	y
las	las	DA0FP0	el
Religiosas	religiosas	NCFP000	religioso
me	me	PP1CS000	me
escrivieron	escribieron	VMIS3P0	escribir
zesase	cesase	VMSI0S0	cesar
por	por	SPS00	por
entonzes	entonces	RG	entonces
la	la	DA0FS0	el
pretension	pretensión	NCFS000	pretensión
:	.	Fp	.
escrivi	Escribí	VMIS1S0	escribir
a	a	SPS00	a
VS	VSa	NP00000	VSa
I	ilustrísima	AQSFS0	ilustre
suplicando	suplicando	VMG0000	suplicar
mandase	mandase	VMSI0S0	mandar
venir	venir	VMN0000	venir
personas	personas	NCFP000	persona
de	de	SPS00	de
comprehension	comprensión	NCFS000	comprensión
para	para	SPS00	para
que	que	CS	que
me	me	PP1CS000	me
dirigiesen	dirigiesen	VMSI3P0	dirigir
en	en	SPS00	en
su	su	DP3CS0	su
asistenzia	asistencia	NCFS000	asistencia
,	;	Fx	;
y	y	CC	y
me	me	PP1CS000	me
dixo	dijo	VMIS3S0	decir
VS	VSa	NP00000	VSa
I	ilustrísima	AQSFS0	ilustre
ocurriese	ocurriese	VMSI0S0	ocurrir
a	a	SPS00	a
los	los	DA0MP0	el
PP	padres	NCMP000	padre
Rectores	rectores	AQ0MP0	rector
de	de	SPS00	de
Villarejo	Villarejo	NP00000	villarejo
y	y	CC	y
Huete	Huete	NP00000	huete
:	.	Fp	.
escrivi	Escribí	VMIS1S0	escribir
al	al	SPS00+DA0MS0	a+el
de	de	SPS00	de
Vi-llarejo	Villarejo	NP00000	villarejo
y	y	CC	y
respondio	respondió	VMIS3S0	responder
no	no	RN	no
eran	eran	VSII3P0	ser
Zircunstanzias	circunstancias	NCFP000	circunstancia
correspondientes	correspondientes	AQ0CP0	correspondiente
para	para	SPS00	para
que	que	CS	que
viniese	viniese	VMSI0S0	venir
,	.	Fp	.
y	Y	CC	y
temiendo	temiendo	VMG0000	temer
la	la	DA0FS0	el
misma	misma	AQ0FS0	mismo
respuesta	respuesta	NCFS000	respuesta
en	en	SPS00	en
el	el	DA0MS0	el
de	de	SPS00	de
Huete	Huete	NP00000	huete
,	,	Fc	,
no	no	RN	no
le	le	PP3CSD00	le
escrivi	escribí	VMIS1S0	escribir
y	y	CC	y
lo	lo	PP3CNA00	lo
parti-cipe	participé	VMIS1S0	participar
a	a	SPS00	a
VS	VSa	NP00000	VSa
I	ilustrísima	AQSFS0	ilustre
	,	Fc	,
quien	quien	PR0CS000	quien
me	me	PP1CS000	me
respondio	respondió	VMIS3S0	responder
no	no	RN	no
allar	hallar	VMN0000	hallar
quien	quien	PR0CS000	quien
se	se	P00CN000	se
quisiese	quisiese	VMSI0S0	querer
encargar	encargar	VMN0000	encargar
de	de	SPS00	de
este	este	DD0MS0	este
negozio	negocio	NCMS000	negocio
,	,	Fc	,
que	que	CS	que
el	el	DA0MS0	el
P	padre	NP00000	padre
fr	fray	NP00000	fray
Thomas	Tomás	NP00000	tomás
de	de	SPS00	de
Murzia	Murcia	NP00000	murcia
	,	Fc	,
capuchino	capuchino	NCMS000	capuchino
	,	Fc	,
avia	había	VMII0S0	haber
de	de	SPS00	de
venir	venir	VMN0000	venir
a	a	SPS00	a
este	este	DD0MS0	este
Obispado	obispado	NCMS000	obispado
a	a	SPS00	a
predicar	predicar	VMN0000	predicar
Mision	misión	NCFS000	misión
y	y	CC	y
que	que	CS	que
en	en	SPS00	en
viniendo	viniendo	VMG0000	venir
pasaria	pasaría	VMIC0S0	pasar
a	a	SPS00	a
esta	esta	DD0FS0	este
villa	villa	NCFS000	villa
,	.	Fp	.
y	Y	CC	y
aviendolo	habiéndolo	VAG0000+PP3CNA00	haber+lo
executado	ejecutado	VMP0000	ejecutar
,	,	Fc	,
trato	trató	VMIS3S0	tratar
a	a	SPS00	a
esta	esta	DD0FS0	este
criatura	criatura	NCFS000	criatura
y	y	CC	y
puso	puso	VMIS3S0	poner
el	el	DA0MS0	el
esfuerzo	esfuerzo	NCMS000	esfuerzo
en	en	SPS00	en
que	que	CS	que
se	se	P00CN000	se
pusiese	pusiese	VMSI0S0	poner
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
,	,	Fc	,
sacandola	sacándola	VMG0000+PP3FSA00	sacar+lo
de	de	SPS00	de
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
,	,	Fc	,
en	en	SPS00	en
que	que	PR0CN000	que
se	se	P00CN000	se
allava	hallaba	VMII0S0	hallar
por	por	SPS00	por
las	las	DA0FP0	el
causas	causas	NCFP000	causa
que	que	PR0CN000	que
es	es	VSIP3S0	ser
notorio	notorio	AQ0MS0	notorio
y	y	CC	y
dire	diré	VMIF1S0	decir
siempre	siempre	RG	siempre
que	que	CS	que
se	se	P00CN000	se
me	me	PP1CS000	me
pida	pida	VMSP0S0	pedir
	.	Fp	.
hizo	Hizo	VMIS3S0	hacer
la	la	DA0FS0	el
misma	misma	AQ0FS0	mismo
propuesta	propuesta	NCFS000	propuesta
a	a	SPS00	a
dha	dicha	VMP00SF	decir
Maria	María	NP00000	maría
de	de	SPS00	de
Almagro	Almagro	NP00000	almagro
	,	Fc	,
quien	quien	PR0CS000	quien
le	le	PP3CSD00	le
dixo	dijo	VMIS3S0	decir
que	que	CS	que
	,	Fc	,
siendo	siendo	VSG0000	ser
tantos	tantos	PI0MP000	tanto
y	y	CC	y
tan	tan	RC	tan
frecuentes	frecuentes	AQ0CP0	frecuente
los	los	DA0MP0	el
accidentes	accidentes	NCMP000	accidente
y	y	CC	y
dolores	dolores	NCMP000	dolor
que	que	PR0CN000	que
padecia	padecía	VMII0S0	padecer
,	,	Fc	,
en	en	SPS00	en
que	que	PR0CN000	que
nezesitava	necesitaba	VMII0S0	necesitar
mi	mi	DP1CSS	mi
asistenzia	asistencia	NCFS000	asistencia
	,	Fc	,
como	cómo	PA000000	cómo
podia	podía	VMII0S0	poder
hazerse	hacerse	VMN0000+P00CN000	hacer+se
sin	sin	SPS00	sin
nota	nota	NCFS000	nota
de	de	SPS00	de
el	el	DA0MS0	el
Pueblo	pueblo	NCMS000	pueblo
?	.	Fp	.
que	Que	CS	que
le	le	PP3CSD00	le
respondio	respondió	VMIS3S0	responder
no	no	RN	no
era	era	VSII0S0	ser
incombeniente	inconveniente	NCMS000	inconveniente
,	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
se	se	P00CN000	se
podia	podía	VMII0S0	poder
seguir	seguir	VMN0000	seguir
fundada	fundada	VMP00SF	fundar
nota	nota	NCFS000	nota
en	en	SPS00	en
que	que	CS	que
el	el	DA0MS0	el
cura	cura	NCMS000	cura
asistiese	asistiese	VMSI0S0	asistir
en	en	SPS00	en
un	un	DI0MS0	uno
caso	caso	NCMS000	caso
tan	tan	RC	tan
singular	singular	AQ0CS0	singular
,	,	Fc	,
aunque	aunque	CS	aunque
fuese	fuese	VSSI0S0	ser
a	a	SPS00	a
todas	todas	DI0FP0	todo
oras	horas	NCFP000	hora
,	,	Fc	,
y	y	CC	y
a	a	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
hizo	hizo	VMIS3S0	hacer
la	la	DA0FS0	el
misma	misma	AQ0FS0	mismo
expresion	expresión	NCFS000	expresión
:	.	Fp	.
este	Este	DD0MS0	este
dictamen	dictamen	NCMS000	dictamen
de	de	SPS00	de
que	que	CS	que
	,	Fc	,
en	en	SPS00	en
aviendo	habiendo	VMG0000	haber
causa	causa	NCFS000	causa
que	que	PR0CN000	que
cohoneste	cohoneste	VMSP0S0	cohonestar
la	la	DA0FS0	el
frequenzia	frecuencia	NCFS000	frecuencia
y	y	CC	y
familiaridad	familiaridad	NCFS000	familiaridad
entre	entre	SPS00	entre
personas	personas	NCFP000	persona
de	de	SPS00	de
esta	esta	DD0FS0	este
linea	línea	NCFS000	línea
,	,	Fc	,
no	no	RN	no
deve	debe	VMIP3S0	deber
causar	causar	VMN0000	causar
fundada	fundada	VMP00SF	fundar
nota	nota	NCFS000	nota
,	,	Fc	,
a	a	SPS00	a
mas	más	RC	más
de	de	SPS00	de
ser	ser	VSN0000	ser
de	de	SPS00	de
Persona	persona	NCFS000	persona
tan	tan	RC	tan
honrada	honrada	AQ0FS0	honrado
como	como	CS	como
este	este	DD0MS0	este
Rmo	reverendísimo	AQSMS0	reverendo
P	padre	NCMS000	padre
	,	Fc	,
pareze	parece	VMIP3S0	parecer
que	que	CS	que
para	para	SPS00	para
su	su	DP3CS0	su
apoyo	apoyo	NCMS000	apoyo
tiene	tiene	VMIP3S0	tener
exemplar	ejemplar	NCMS000	ejemplar
que	que	PR0CN000	que
lo	lo	PP3CNA00	lo
acredite	acredite	VMSP0S0	acreditar
en	en	SPS00	en
aquella	aquella	DD0FS0	aquel
ruidosa	ruidosa	AQ0FS0	ruidoso
nota	nota	NCFS000	nota
que	que	PR0CN000	que
ubo	hubo	VMIS3S0	haber
en	en	SPS00	en
Roma	Roma	NP00000	roma
contra	contra	SPS00	contra
San	san	NP00000	san
Geronimo	Jerónimo	NP00000	jerónimo
por	por	SPS00	por
la	la	DA0FS0	el
frequente	frecuente	AQ0CS0	frecuente
comunicazion	comunicación	NCFS000	comunicación
con	con	SPS00	con
Sta	santa	AQ0FS0	santo
Paula	Paula	NP00000	paula
y	y	CC	y
su	su	DP3CS0	su
hija	hija	NCFS000	hijo
,	,	Fc	,
a	a	SPS00	a
las	las	DA0FP0	el
que	que	PR0CN000	que
en	en	SPS00	en
lo	lo	DA0NS0	el
spiritual	espiritual	AQ0CS0	espiritual
governava	gobernaba	VMII0S0	gobernar
:	.	Fp	.
dice	Dice	VMIP3S0	decir
el	el	DA0MS0	el
Sto	santo	NCMS000	santo
en	en	SPS00	en
la	la	DA0FS0	el
carta	carta	NCFS000	carta
que	que	PR0CN000	que
escrivio	escribió	VMIS3S0	escribir
â	a	SPS00	a
Asela	Asela	NP00000	asela
:	:	Fd	:
	«	Fra	«
Multa	Multa	Fra	«
me	me	Fra	«
Virginum	virginum	Fra	«
crebro	crebro	Fra	«
turba	turba	Fra	«
circumdedit	circumdedit	Fra	«
	»	Frt	»
.	,	Fc	,
donde	donde	PA000000	donde
es	es	VSIP3S0	ser
de	de	SPS00	de
notar	notar	VMN0000	notar
el	el	DA0MS0	el
	«	Fra	«
crebro	crebro	Fra	crebr
	»	Frt	»
	,	Fc	,
porque	porque	CS	porque
Historiadores	historiadores	NCMP000	historiador
de	de	SPS00	de
su	su	DP3CS0	su
vida	vida	NCFS000	vida
dicen	dicen	VMIP3P0	decir
iba	iba	VMII0S0	ir
a	a	SPS00	a
asistirlas	asistirlas	VMN0000+PP3FPA00	asistir+lo
a	a	SPS00	a
sus	sus	DP3CP0	su
casas	casas	NCFP000	casa
:	.	Fp	.
dice	Dice	VMIP3S0	decir
:	:	Fd	:
	«	Fra	«
Divinos	Divinos	Fra	«
libros	libros	Fra	«
,	,	Fc	,
ut	ut	Fc	,
potui	potui	Fc	,
	,	Fc	,
nonnullis	nonnullis	Fc	,
,	,	Fc	,
saepe	saepe	Fc	,
disserui	disserui	Fc	,
	»	Frt	»
	;	Fx	;
y	y	CC	y
prosigue	prosigue	VMIP3S0	proseguir
:	:	Fd	:
	«	Fra	«
leccio	Lectio	Fra	«
asiduitatem	assiduitatem	Fra	«
,	,	Fc	,
asiduitas	assiduitas	Fc	,
familiaritatem	familiaritatem	Fc	,
,	,	Fc	,
familiaritas	familiaritas	Fc	,
fiduciam	fiduciam	Fc	,
fecerat	fecerat	Fc	,
	»	Frt	»
.	.	Fp	.
el	El	DA0MS0	el
aprovechamiento	aprovechamiento	NCMS000	aprovechamiento
spiritual	espiritual	AQ0CS0	espiritual
que	que	PR0CN000	que
se	se	P00CN000	se
seguia	seguía	VMII0S0	seguir
a	a	SPS00	a
aquellas	aquellas	DD0FP0	aquel
almas	almas	NCFP000	alma
en	en	SPS00	en
declararles	declararles	VMN0000+PP3CPD00	declarar+le
la	la	DA0FS0	el
inteligencia	inteligencia	NCFS000	inteligencia
de	de	SPS00	de
los	los	DA0MP0	el
Divinos	divinos	AQ0MP0	divino
libros	libros	NCMP000	libro
parece	parece	VMIP3S0	parecer
fue	fue	VSIS3S0	ser
la	la	DA0FS0	el
causa	causa	NCFS000	causa
de	de	SPS00	de
aquella	aquella	DD0FS0	aquel
frequencia	frecuencia	NCFS000	frecuencia
y	y	CC	y
familiaridad	familiaridad	NCFS000	familiaridad
	.	Fp	.
esta	Esta	DD0FS0	este
Maria	María	NP00000	maría
de	de	SPS00	de
Almagro	Almagro	NP00000	almagro
,	,	Fc	,
desde	desde	SPS00	desde
que	que	CS	que
le	le	PP3CSD00	le
ocurrio	ocurrió	VMIS3S0	ocurrir
el	el	DA0MS0	el
sabido	sabido	VMP00SM	saber
suzeso	suceso	NCMS000	suceso
,	,	Fc	,
a	ha	VAIP3S0	haber
experimentado	experimentado	VMP0000	experimentar
un	un	DI0MS0	uno
quasi	cuasi	RG	cuasi
continuo	continuo	AQ0MS0	continuo
padecer	padecer	VMN0000	padecer
dolores	dolores	NCMP000	dolor
vehementissimos	vehementísimos	AQSMP0	vehemente
,	,	Fc	,
en	en	SPS00	en
tanto	tanto	DI0MS0	tanto
grado	grado	NCMS000	grado
que	que	CS	que
en	en	SPS00	en
di-versos	diversos	AQ0MP0	diverso
tiempos	tiempos	NCMP000	tiempo
por	por	SPS00	por
mucha	mucha	DI0FS0	mucho
continuazion	continuación	NCFS000	continuación
de	de	SPS00	de
noches	noches	NCFP000	noche
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
preciso	preciso	AQ0MS0	preciso
no	no	RN	no
desnudarme	desnudarme	VMN0000+PP1CS000	desnudar+me
y	y	CC	y
aun	aun	CS	aun
algunas	algunas	DI0FP0	alguno
vezes	veces	NCFP000	vez
comer	comer	VMN0000	comer
deprisa	deprisa	RG	deprisa
,	,	Fc	,
por	por	SPS00	por
pedirme	pedirme	VMN0000+PP1CS000	pedir+me
la	la	PP3FSA00	lo
asistiesse	asistiese	VMSI0S0	asistir
para	para	SPS00	para
su	su	DP3CS0	su
alivio	alivio	NCMS000	alivio
en	en	SPS00	en
comunicarme	comunicarme	VMN0000+PP1CS000	comunicar+me
sus	sus	DP3CP0	su
interiores	interiores	AQ0CP0	interior
ocurrenzias	ocurrencias	NCFP000	ocurrencia
,	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
patente	patente	AQ0CS0	patente
a	a	SPS00	a
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
de	de	SPS00	de
mi	mi	DP1CSS	mi
familia	familia	NCFS000	familia
y	y	CC	y
a	a	SPS00	a
otros	otros	PI0MP000	otro
que	que	PR0CN000	que
	,	Fc	,
como	como	CS	como
si	si	CS	si
lo	lo	PP3CNA00	lo
fueran	fueran	VSSI3P0	ser
	,	Fp	,
frequentaban	frecuentaban	VMII3P0	frecuentar
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
por	por	SPS00	por
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
que	que	PR0CN000	que
estubo	estuvo	VMIS3S0	estar
en	en	SPS00	en
ella	ella	PP3FS000	él
;	.	Fp	.
y	Y	CC	y
desde	desde	SPS00	desde
que	que	CS	que
salio	salió	VMIS3S0	salir
â	ha	VAIP3S0	haber
proseguido	proseguido	VMP0000	proseguir
tambien	también	RG	también
un	un	DI0MS0	uno
frequente	frecuente	AQ0CS0	frecuente
y	y	CC	y
quasi	cuasi	RG	cuasi
continuado	continuado	VMP00SM	continuar
padecer	padecer	NCMS000	padecer
,	,	Fc	,
originado	originado	VMP00SM	originar
de	de	SPS00	de
unos	unos	DI0MP0	uno
continuos	continuos	AQ0MP0	continuo
ê	e	CC	y
intensos	intensos	AQ0MP0	intenso
dolores	dolores	NCMP000	dolor
de	de	SPS00	de
caveza	cabeza	NCFS000	cabeza
,	,	Fc	,
con	con	SPS00	con
una	una	DI0FS0	uno
inzesante	incesante	AQ0CS0	incesante
fluxion	fluxión	NCFS000	fluxión
a	a	SPS00	a
la	la	DA0FS0	el
garganta	garganta	NCFS000	garganta
,	,	Fc	,
pecho	pecho	NCMS000	pecho
y	y	CC	y
demas	demás	DI0CP0	demás
interior	interior	NCMS000	interior
,	,	Fc	,
que	que	PR0CN000	que
suzesivamte	sucesivamente	RG	sucesivamente
la	la	PP3FSA00	lo
molesta	molesta	VMIP3S0	molestar
,	,	Fc	,
padeciendo	padeciendo	VMG0000	padecer
mui	muy	RQ	muy
frequente	frecuente	AQ0CS0	frecuente
inflamazion	inflamación	NCFS000	inflamación
en	en	SPS00	en
lo	lo	DA0NS0	el
interior	interior	NCMS000	interior
de	de	SPS00	de
la	la	DA0FS0	el
garganta	garganta	NCFS000	garganta
	,	Fc	,
de	de	SPS00	de
modo	modo	NCMS000	modo
que	que	CS	que
alguna	alguna	DI0FS0	alguno
vez	vez	NCFS000	vez
â	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
preciso	preciso	AQ0MS0	preciso
mandarla	mandarla	VMN0000+PP3FSA00	mandar+lo
sacramentar	sacramentar	VMN0000	sacramentar
,	,	Fc	,
sintiendo	sintiendo	VMG0000	sentir
tan	tan	RC	tan
mal	mal	NCMS000	mal
de	de	SPS00	de
ello	ello	PD0NN000	ello
los	los	DA0MP0	el
Medicos	médicos	NCMP000	médico
que	que	CS	que
le	le	PP3CSD00	le
an	han	VAIP3P0	haber
dicho	dicho	VMP0000	decir
que	que	CS	que
	,	Fc	,
a	a	SPS00	a
no	no	RN	no
sentir	sentir	VMN0000	sentir
alivio	alivio	NCMS000	alivio
con	con	SPS00	con
algun	algún	DI0MS0	alguno
medicamto	medicamento	NCMS000	medicamento
	,	Fc	,
es	es	VSIP3S0	ser
preciso	preciso	AQ0MS0	preciso
le	le	PP3CSD00	le
quite	quite	VMSP0S0	quitar
la	la	DA0FS0	el
vida	vida	NCFS000	vida
:	.	Fp	.
y	Y	CC	y
difundiendose	difundiéndose	VMG0000+P00CN000	difundir+se
dha	dicha	VMP00SF	decir
fluxion	fluxión	NCFS000	fluxión
a	a	SPS00	a
lo	lo	DA0NS0	el
restante	restante	NCMS000	restante
del	del	SPS00+DA0MS0	de+el
cuerpo	cuerpo	NCMS000	cuerpo
,	,	Fc	,
le	le	PP3CSD00	le
ocasiona	ocasiona	VMIP3S0	ocasionar
un	un	DI0MS0	uno
sucesivo	sucesivo	AQ0MS0	sucesivo
y	y	CC	y
quasi	cuasi	RG	cuasi
continuado	continuado	VMP00SM	continuar
tormento	tormento	NCMS000	tormento
,	,	Fc	,
haciendose	haciéndose	VMG0000+P00CN000	hacer+se
por	por	SPS00	por
esta	esta	DD0FS0	este
causa	causa	NCFS000	causa
y	y	CC	y
peticion	petición	NCFS000	petición
suya	suya	DP3FS0	suyo
tan	tan	RC	tan
precisa	precisa	AQ0FS0	preciso
la	la	DA0FS0	el
frequente	frecuente	AQ0CS0	frecuente
asistenzia	asistencia	NCFS000	asistencia
,	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
obligado	obligado	VMP0000	obligar
repetidas	repetidas	VMP00PF	repetir
ocasiones	ocasiones	NCFP000	ocasión
â	a	SPS00	a
asistirla	asistirla	VMN0000+PP3FSA00	asistir+lo
las	las	DA0FP0	el
tres	tres	Z	3
ô	o	CC	o
quatro	cuatro	Z	4
noches	noches	NCFP000	noche
sin	sin	SPS00	sin
desnudarme	desnudarme	VMN0000+PP1CS000	desnudar+me
:	.	Fp	.
de	De	SPS00	de
muchas	muchas	PI0FP000	mucho
de	de	SPS00	de
estas	estas	DD0FP0	este
ocurrenzias	ocurrencias	NCFP000	ocurrencia
en	en	SPS00	en
lo	lo	DA0NS0	el
grave	grave	AQ0CS0	grave
de	de	SPS00	de
su	su	DP3CS0	su
padezer	padecer	NCMS000	padecer
an	han	VAIP3P0	haber
tenido	tenido	VMP0000	tener
noticia	noticia	NCFS000	noticia
Medico	médico	NCMS000	médico
y	y	CC	y
zirujano	cirujano	NCMS000	cirujano
;	,	Fc	,
pero	pero	CC	pero
de	de	SPS00	de
muchas	muchas	PI0FP000	mucho
mas	más	RC	más
no	no	RN	no
:	,	Fc	,
porque	porque	CS	porque
	,	Fc	,
considerando	considerando	VMG0000	considerar
ya	ya	RG	ya
sentir	sentir	VMN0000	sentir
mas	más	RC	más
alivio	alivio	NCMS000	alivio
con	con	SPS00	con
algun	algún	DI0MS0	alguno
interior	interior	AQ0CS0	interior
consuelo	consuelo	NCMS000	consuelo
que	que	CS	que
con	con	SPS00	con
medicinas	medicinas	NCFP000	medicina
,	,	Fc	,
se	se	P00CN000	se
dexava	dejaba	VMII0S0	dejar
ya	ya	RG	ya
de	de	SPS00	de
llamarlos	llamarlos	VMN0000+PP3MPA00	llamar+lo
	,	Fc	,
dando	dando	VMG0000	dar
orden	orden	NCMS000	orden
me	me	PP1CS000	me
llamasen	llamasen	VMSI3P0	llamar
en	en	SPS00	en
ocurriendo	ocurriendo	VMG0000	ocurrir
novedad	novedad	NCFS000	novedad
	,	Fc	,
sin	sin	SPS00	sin
detenerse	detenerse	VMN0000+P00CN000	detener+se
en	en	SPS00	en
la	la	DA0FS0	el
ora	hora	NCFS000	hora
por	por	SPS00	por
incommoda	incómoda	AQ0FS0	incómodo
q	que	PR0CN000	que
fuese	fuese	VSSI0S0	ser
,	.	Fp	.
y	Y	CC	y
ya	ya	RG	ya
a	ha	VAIP3S0	haber
sucedido	sucedido	VMP0000	suceder
animarse	animarse	VMN0000+P00CN000	animar+se
para	para	SPS00	para
ir	ir	VMN0000	ir
a	a	SPS00	a
Missa	misa	NCFS000	misa
y	y	CC	y
volver	volver	VMN0000	volver
sin	sin	SPS00	sin
poder	poder	VMN0000	poder
oirla	oírla	VMN0000+PP3FSA00	oír+lo
,	,	Fc	,
y	y	CC	y
muchas	muchas	DI0FP0	mucho
veces	veces	NCFP000	vez
no	no	RN	no
poder	poder	VMN0000	poder
confesar	confesar	VMN0000	confesar
ni	ni	CCN	ni
comulgar	comulgar	VMN0000	comulgar
,	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
se	se	P00CN000	se
a	ha	VAIP3S0	haber
podido	podido	VMP0000	poder
observar	observar	VMN0000	observar
curso	curso	NCMS000	curso
determinado	determinado	VMP00SM	determinar
en	en	SPS00	en
este	este	DD0MS0	este
exercicio	ejercicio	NCMS000	ejercicio
,	,	Fc	,
como	como	CS	como
tampoco	tampoco	RG	tampoco
determinado	determinado	VMP00SM	determinar
punto	punto	NCMS000	punto
para	para	SPS00	para
su	su	DP3CS0	su
asistencia	asistencia	NCFS000	asistencia
,	,	Fc	,
pues	pues	CS	pues
muchas	muchas	DI0FP0	mucho
