Mui	Muy	RQ	muy
Dn	don	NP00000	don
Alfonso	Alfonso	NP00000	alfonso
de	de	SPS00	de
Astudillo	Astudillo	NP00000	astudillo
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
felix	Félix	NP00000	félix
de	de	SPS00	de
Astudillo	Astudillo	NP00000	astudillo
Lopez	López	NP00000	lópez
.	.	Fp	.
