Por	Por	SPS00	por
mi	mi	DP1CSS	mi
buen	buen	AQ0MS0	bueno
obrar	obrar	NCMS000	obrar
y	y	CC	y
la	la	DA0FS0	el
linpieza	limpieza	NCFS000	limpieza
con	con	SPS00	con
que	que	CS	que
me	me	PP1CS000	me
e	he	VAIP1S0	haber
portado	portado	VMP0000	portar
no	no	RN	no
solo	sólo	RG	sólo
en	en	SPS00	en
su	su	DP3CS0	su
negoçio	negocio	NCMS000	negocio
	,	Fc	,
sino	sino	CC	sino
es	es	VSIP3S0	ser
en	en	SPS00	en
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
que	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
an	han	VAIP3P0	haber
encargado	encargado	VMP0000	encargar
	.	Fp	.
Y	Y	CC	y
le	le	PP3CSD00	le
e	he	VMIP1S0	haber
de	de	SPS00	de
probar	probar	VMN0000	probar
todas	todas	DI0FP0	todo
sus	sus	DP3CP0	su
falsedades	falsedades	NCFP000	falsedad
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
ellas	ellas	PP3FP000	ellos
no	no	RN	no
a	ha	VMIP3S0	haber
de	de	SPS00	de
labarse	lavarse	VMN0000+P00CN000	lavar+se
ni	ni	CC	ni
a	ha	VMIP3S0	haber
de	de	SPS00	de
dejar	dejar	VMN0000	dejar
de	de	SPS00	de
tener	tener	VMN0000	tener
castigo	castigo	NCMS000	castigo
del	del	SPS00+DA0MS0	de+el
cielo	cielo	NCMS000	cielo
o	o	CC	o
de	de	SPS00	de
la	la	DA0FS0	el
tierra	tierra	NCFS000	tierra
	.	Fp	.
Y	Y	CC	y
no	no	RN	no
porque	porque	CS	porque
a	a	SPS00	a
la	la	DA0FS0	el
ora	hora	NCFS000	hora
de	de	SPS00	de
esta	ésta	PD0FS000	este
me	me	PP1CS000	me
e	he	VAIP1S0	haber
quedado	quedado	VMP0000	quedar
en	en	SPS00	en
cueros	cueros	NCMP000	cuero
me	me	PP1CS000	me
faltaran	faltarán	VMIF3P0	faltar
buenos	buenos	AQ0MP0	bueno
basallos	vasallos	NCMP000	vasallo
del	del	SPS00+DA0MS0	de+el
Rey	rey	NCMS000	rey
que	que	PR0CN000	que
me	me	PP1CS000	me
ayuden	ayuden	VMSP3P0	ayudar
a	a	SPS00	a
bolber	volver	VMN0000	volver
por	por	SPS00	por
su	Su	DP3CS0	su
magd	Majestad	NP00000	majestad
y	y	CC	y
por	por	SPS00	por
mi	mi	DP1CSS	mi
onrra	honra	NCFS000	honra
	,	Fc	,
aunque	aunque	CS	aunque
esta	ésta	PD0FS000	este
no	no	RN	no
ynporta	importa	VMIP3S0	importar
este	esté	VMSP0S0	estar
perdida	pérdida	NCFS000	pérdida
entre	entre	SPS00	entre
traidores	traidores	AQ0MP0	traidor
	,	Fc	,
que	que	CS	que
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
mui	muy	RQ	muy
grangeada	granjeada	VMP00SF	granjear
entre	entre	SPS00	entre
leales	leales	AQ0CP0	leal
	.	Fp	.
Y	Y	CC	y
si	si	CS	si
tiene	tiene	VMIP3S0	tener
personajes	personajes	NCMP000	personaje
que	que	PR0CN000	que
le	le	PP3CSD00	le
ayuden	ayuden	VMSP3P0	ayudar
a	a	SPS00	a
fomentar	fomentar	VMN0000	fomentar
falsedades	falsedades	NCFP000	falsedad
	,	Fc	,
yo	yo	PP1CSN00	yo
espero	espero	VMIP1S0	esperar
en	en	SPS00	en
Dios	Dios	NP00000	dios
de	de	SPS00	de
tener	tener	VMN0000	tener
a	a	SPS00	a
el	el	DA0MS0	el
sr	señor	NP00000	señor
Presidente	presidente	NCMS000	presidente
y	y	CC	y
grandes	grandes	AQ0CP0	grande
para	para	SPS00	para
que	que	CS	que
me	me	PP1CS000	me
ayuden	ayuden	VMSP3P0	ayudar
a	a	SPS00	a
desaçerlas	deshacerlas	VMN0000+PP3FPA00	deshacer+lo
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
a	a	SPS00	a
Cargo	cargo	NCMS000	cargo
un	un	DI0MS0	uno
Rl	real	NCMS000	real
	.	Fp	.
y	Y	CC	y
es	es	VSIP3S0	ser
mucho	mucho	RQ	mucho
que	que	CS	que
	,	Fc	,
aviendo	habiendo	VAG0000	haber
tenido	tenido	VMP0000	tener
tienpo	tiempo	NCMS000	tiempo
quando	cuando	PA000000	cuando
Yzo	hizo	VMIS3S0	hacer
la	la	DA0FS0	el
fuga	fuga	NCFS000	fuga
de	de	SPS00	de
retirar	retirar	VMN0000	retirar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
alle	hallé	VMIS1S0	hallar
en	en	SPS00	en
diferentes	diferentes	AQ0CP0	diferente
casas	casas	NCFP000	casa
y	y	CC	y
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
pude	pude	VMIS1S0	poder
allar	hallar	VMN0000	hallar
	,	Fc	,
Se	se	P00CN000	se
dejasen	dejasen	VMSI3P0	dejar
olbidados	olvidados	SPS00	olvidados
los	los	DA0MP0	el
doblones	doblones	NCMP000	doblón
para	para	SPS00	para
que	que	CS	que
degar	dejar	VMN0000	dejar
que	que	CS	que
yo	yo	PP1CSN00	yo
los	los	PP3MPA00	lo
tome	tome	VMSP0S0	tomar
;	.	Fp	.
Como	Como	CS	como
deçir	decir	VMN0000	decir
que	que	CS	que
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
tenia	tenía	VMII0S0	tener
odio	odio	NCMS000	odio
	,	Fc	,
no	no	RN	no
aviendole	habiéndole	VAG0000+PP3CSD00	haber+le
bisto	visto	VMP0000	ver
ni	ni	CC	ni
conoçido	conocido	VMP0000	conocer
a	a	SPS00	a
el	él	PP3MS000	él
ni	ni	CC	ni
a	a	SPS00	a
otro	otro	PI0MS000	otro
alguno	alguno	PI0MS000	alguno
de	de	SPS00	de
Colmenar	Colmenar	NP00000	colmenar
en	en	SPS00	en
mi	mi	DP1CSS	mi
bida	vida	NCFS000	vida
mas	más	RC	más
que	que	CS	que
en	en	SPS00	en
esta	esta	DD0FS0	este
ocasion	ocasión	NCFS000	ocasión
	.	Fp	.
trate	Trate	VMSP0S0	tratar
de	de	SPS00	de
poner	poner	VMN0000	poner
bien	bien	RG	bien
esa	esa	DD0FS0	ese
cabeza	cabeza	NCFS000	cabeza
	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
estoy	estoy	VMIP1S0	estar
arepentido	arrepentido	VMP00SM	arrepentir
si	si	CS	si
no	no	RN	no
es	es	VSIP3S0	ser
de	de	SPS00	de
aber	haber	VAN0000	haber
ofendido	ofendido	VMP0000	ofender
a	a	SPS00	a
Dios	Dios	NP00000	dios
	,	Fc	,
no	no	RN	no
a	a	SPS00	a
el	el	DA0MS0	el
Rey	rey	NCMS000	rey
	.	Fp	.
porque	Porque	CS	porque
con	con	SPS00	con
su	su	DP3CS0	su
falsedad	falsedad	NCFS000	falsedad
Ya	ya	RG	ya
e	he	VAIP1S0	haber
acabado	acabado	VMP0000	acabar
de	de	SPS00	de
perder	perder	VMN0000	perder
lo	lo	DA0NS0	el
que	que	PR0CN000	que
el	el	DA0MS0	el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
por	por	SPS00	por
serbirle	servirle	VMN0000+PP3CSD00	servir+le
me	me	PP1CS000	me
destruyeron	destruyeron	VMIS3P0	destruir
los	los	DA0MP0	el
enemigos	enemigos	NCMP000	enemigo
Y	y	CC	y
este	este	DD0MS0	este
año	año	NCMS000	año
los	los	DA0MP0	el
traydores	traidores	AQ0MP0	traidor
	,	Fc	,
Conque	conque	CS	conque
no	no	RN	no
me	me	PP1CS000	me
queda	queda	VMIP3S0	quedar
q	que	CS	que
perder	perder	VMN0000	perder
mas	más	RC	más
de	de	SPS00	de
la	la	DA0FS0	el
bida	vida	NCFS000	vida
	,	Fc	,
que	que	CS	que
tanbien	también	RG	también
el	el	DA0MS0	el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
estube	estuve	VMIS1S0	estar
çerca	cerca	RG	cerca
de	de	SPS00	de
perderla	perderla	VMN0000+PP3FSA00	perder+lo
	.	Fp	.
Y	Y	CC	y
aora	ahora	RG	ahora
en	en	SPS00	en
defensa	defensa	NCFS000	defensa
de	de	SPS00	de
Dios	Dios	NP00000	dios
y	y	CC	y
de	de	SPS00	de
Phelipe	Felipe	NP00000	felipe
quinto	V	AO0MS0	quinto
si	si	CS	si
como	como	CS	como
obra	obra	NCFS000	obra
fueran	fueran	VSSI3P0	ser
las	las	PP3FPA00	lo
consagrare	consagraré	VMIF1S0	consagrar
Y	y	CC	y
perdere	perderé	VMIF1S0	perder
sin	sin	SPS00	sin
que	que	CS	que
me	me	PP1CS000	me
asusten	asusten	VMSP3P0	asustar
amenaças	amenazas	NCFP000	amenaza
,	,	Fc	,
ofertas	ofertas	NCFP000	oferta
ni	ni	CC	ni
dadibas	dádivas	NCFP000	dádiva
	,	Fc	,
que	que	CS	que
no	no	RN	no
las	las	PP3FPA00	lo
espero	espero	VMIP1S0	esperar
ni	ni	CC	ni
temo	temo	VMIP1S0	temer
de	de	SPS00	de
mano	mano	NCFS000	mano
de	de	SPS00	de
traidores	traidores	AQ0MP0	traidor
	.	Fp	.
y	Y	CC	y
apriete	apriete	VMSP0S0	apretar
la	la	DA0FS0	el
mano	mano	NCFS000	mano
	,	Fc	,
que	que	CS	que
tienpo	tiempo	NCMS000	tiempo
abra	habrá	VMIF3S0	haber
para	para	SPS00	para
todo	todo	PI0MS000	todo
	.	Fp	.
Y	Y	CC	y
Ruegue	ruegue	VMSP0S0	rogar
a	a	SPS00	a
Dios	Dios	NP00000	dios
(	(	Fba	(
si	si	CS	si
acaso	acaso	RG	acaso
pudiere	pudiere	VMSF0S0	poder
ponerse	ponerse	VMN0000+P00CN000	poner+se
en	en	SPS00	en
su	su	DP3CS0	su
graçia	gracia	NCFS000	gracia
)	)	Fbt	)
por	por	SPS00	por
el	el	DA0MS0	el
Rey	rey	NCMS000	rey
	,	Fc	,
reyna	reina	NCFS000	reina
y	y	CC	y
prinçipe	príncipe	NCMS000	príncipe
de	de	SPS00	de
asturias	Asturias	NP00000	asturias
	,	Fc	,
que	que	CS	que
si	si	CS	si
acaso	acaso	RG	acaso
escapare	escapare	VMSF0S0	escapar
a	a	SPS00	a
ora	hora	NCFS000	hora
buena	buena	AQ0FS0	bueno
puede	puede	VMIP3S0	poder
ser	ser	VSN0000	ser
no	no	RN	no
tarde	tarde	RG	tarde
(	(	Fba	(
segun	según	SPS00	según
su	su	DP3CS0	su
buena	buena	AQ0FS0	bueno
cabeza	cabeza	NCFS000	cabeza
)	)	Fbt	)
en	en	SPS00	en
bolber	volver	VMN0000	volver
a	a	SPS00	a
caer	caer	VMN0000	caer
,	.	Fp	.
Dios	Dios	NP00000	dios
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
su	su	DP3CS0	su
graçia	gracia	NCFS000	gracia
y	y	CC	y
le	le	PP3CSD00	le
asista	asista	VMSP0S0	asistir
conforme	conforme	RG	conforme
obrare	obrare	VMSF0S0	obrar
	.	Fp	.
de	De	SPS00	de
la	la	DA0FS0	el
Carçel	cárcel	NCFS000	cárcel
Real	real	NCMS000	real
de	de	SPS00	de
esta	esta	DD0FS0	este
Corte	corte	NCFS000	corte
	,	Fc	,
octubre	octubre	NCMS000	octubre
16	16	Z	16
de	de	SPS00	de
1707	1707	Z	1707
	.	Fp	.
Simon	Simón	NP00000	simón
Izquierdo	Izquierdo	NP00000	izquierdo
D	Don	NP00000	don
Gregorio	Gregorio	NP00000	gregorio
Paez	Páez	NP00000	páez
de	de	SPS00	de
Saabedra	Saavedra	NP00000	saavedra
	,	Fc	,
nl	natural	NCMS000	natural
de	de	SPS00	de
pastrana	Pastrana	NP00000	pastrana
	.	Fp	.
