Mui	Muy	RQ	muy
viene	viene	VMIP3S0	venir
	.	Fp	.
pr	Por	SPS00	por
lo	lo	DA0NS0	el
q	que	PR0CN000	que
toca	toca	VMIP3S0	tocar
a	a	SPS00	a
la	la	DA0FS0	el
libransa	libranza	NCFS000	libranza
del	del	SPS00+DA0MS0	de+el
tavaco	tabaco	NCMS000	tabaco
	,	Fc	,
en	en	SPS00	en
el	el	DA0MS0	el
estanco	estanco	NCMS000	estanco
no	no	RN	no
pagan	pagan	VMIP3P0	pagar
sino	sino	CC	sino
a	a	SPS00	a
principio	principio	NCMS000	principio
del	del	SPS00+DA0MS0	de+el
mes	mes	NCMS000	mes
	.	Fp	.
aora	Ahora	RG	ahora
entra	entra	VMIP3S0	entrar
el	el	DA0MS0	el
mes	mes	NCMS000	mes
y	y	CC	y
me	me	PP1CS000	me
daran	darán	VMIF3P0	dar
dinero	dinero	NCMS000	dinero
	,	Fc	,
que	que	CS	que
remitire	remitiré	VMIF1S0	remitir
luego	luego	RG	luego
	,	Fc	,
luego	luego	RG	luego
a	a	SPS00	a
Vmds	VMs	NP00000	VM
	.	Fp	.
tambien	También	RG	también
procurare	procuraré	VMIF1S0	procurar
pr	por	SPS00	por
el	el	DA0MS0	el
proximo	próximo	AQ0MS0	próximo
correo	correo	NCMS000	correo
embiar	enviar	VMN0000	enviar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
cumplido	cumplido	VMP00SM	cumplir
de	de	SPS00	de
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
	.	Fp	.
y	Y	CC	y
aora	ahora	RG	ahora
creo	creo	VMIP1S0	creer
q	que	CS	que
dn	don	NP00000	don
thomas	Tomás	NP00000	tomás
macore	Macore	NP00000	macore
quiere	quiere	VMIP3S0	querer
mover	mover	VMN0000	mover
pleyto	pleito	NCMS000	pleito
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
Ymporte	importe	NCMS000	importe
de	de	SPS00	de
las	las	DA0FP0	el
letras	letras	NCFP000	letra
q	que	PR0CN000	que
cobre	cobre	VMSP0S0	cobrar
	,	Fc	,
lo	lo	DA0NS0	el
q	que	PR0CN000	que
ando	ando	VMIP1S0	andar
procurando	procurando	VMG0000	procurar
sosegar	sosegar	VMN0000	sosegar
	,	Fc	,
aunq	aunque	CS	aunque
temo	temo	VMIP1S0	temer
q	que	CS	que
llegara	llegará	VMIF3S0	llegar
a	a	SPS00	a
ser	ser	VSN0000	ser
pleyto	pleito	NCMS000	pleito
	.	Fp	.
pr	Por	SPS00	por
lo	lo	DA0NS0	el
q	que	PR0CN000	que
toca	toca	VMIP3S0	tocar
a	a	SPS00	a
la	la	DA0FS0	el
contrata	contrata	NCFS000	contrata
	,	Fc	,
mañana	mañana	RG	mañana
dan	dan	VMIP3P0	dar
los	los	DA0MP0	el
directores	directores	NCMP000	director
Informe	informe	NCMS000	informe
al	al	SPS00+DA0MS0	a+el
rey	rey	NCMS000	rey
pa	para	SPS00	para
q	que	CS	que
adelante	adelante	RG	adelante
el	el	DA0MS0	el
presio	precio	NCMS000	precio
	.	Fp	.
bastantes	Bastantes	DI0CP0	bastante
empeños	empeños	NCMP000	empeño
tengo	tengo	VMIP1S0	tener
	,	Fc	,
q	que	CS	que
creo	creo	VMIP1S0	creer
no	no	RN	no
los	los	PP3MPA00	lo
puede	puede	VMIP3S0	poder
aver	haber	VMN0000	haber
mejores	mejores	AQ0CP0	mejor
	.	Fp	.
y	Y	CC	y
confio	confío	VMIP1S0	confiar
q	que	CS	que
saldre	saldré	VMIF1S0	salir
bien	bien	RG	bien
	.	Fp	.
Vmds	VMs	NP00000	VM
Intenten	intenten	VMSP3P0	intentar
a	a	SPS00	a
q	que	CS	que
el	el	DA0MS0	el
tavaco	tabaco	NCMS000	tabaco
benga	venga	VMSP0S0	venir
breve	breve	RG	breve
pa	para	SPS00	para
que	que	CS	que
pueda	pueda	VMSP0S0	poder
empesarce	empezarse	VMN0000+P00CN000	empezar+se
a	a	SPS00	a
fin	fin	NCMS000	fin
de	de	SPS00	de
marzo	marzo	NCMS000	marzo
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
la	la	DA0FS0	el
obligasion	obligación	NCFS000	obligación
	.	Fp	.
es	Es	VSIP3S0	ser
qto	cuanto	PA000000	cuanto
ocurre	ocurre	VMIP3S0	ocurrir
	.	Fp	.
seso	Ceso	VMIP1S0	cesar
y	y	CC	y
no	no	RN	no
de	de	SPS00	de
rogr	rogar	VMN0000	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
le	le	PP3CSD00	le
Gd	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
henro	enero	NCMS000	enero
27	27	Z	27
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
la	La	DA0FS0	el
adjunta	adjunta	AQ0FSP	adjunto
estimare	estimaré	VMIF1S0	estimar
la	la	PP3FSA00	lo
manden	manden	VMSP3P0	mandar
Vmds	VMs	NP00000	VM
entregar	entregar	VMN0000	entregar
luego	luego	RG	luego
a	a	SPS00	a
Erdosia	Erdosia	NP00000	erdosia
	.	Fp	.
