Mui	Muy	RQ	muy
hasta	hasta	SPS00	hasta
aora	ahora	RG	ahora
no	no	RN	no
a	ha	VAIP3S0	haber
salido	salido	VMP0000	salir
ninguna	ninguna	PI0FS00N	ninguno
mala	mala	AQ0FS0	malo
ni	ni	CC	ni
creo	creo	VMIP1S0	creer
saldra	saldrá	VMIF3S0	salir
entre	entre	SPS00	entre
todas	todas	DI0FP0	todo
ni	ni	CC	ni
una	una	DI0FS0	uno
de	de	SPS00	de
desecho	desecho	NCMS000	desecho
.	.	Fp	.
Veo	Veo	VMIP1S0	ver
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
dicen	dicen	VMIP3P0	decir
que	que	CS	que
si	si	CS	si
me	me	PP1CS000	me
quiero	quiero	VMIP1S0	querer
hazer	hacer	VMN0000	hacer
cargo	cargo	NCMS000	cargo
a	a	SPS00	a
34	34	Z	34
mrs	maravedís	NCMP000	maravedí
pr	por	SPS00	por
libra	libra	NCFS000	libra
de	de	SPS00	de
tavaco	tabaco	NCMS000	tabaco
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
avonaran	abonarán	VMIF3P0	abonar
el	el	DA0MS0	el
resto	resto	NCMS000	resto
cargandome	cargándome	VMG0000+PP1CS000	cargar+me
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
gastos	gastos	NCMP000	gasto
	,	Fc	,
a	a	SPS00	a
lo	lo	DA0NS0	el
q	que	PR0CN000	que
no	no	RN	no
puedo	puedo	VMIP1S0	poder
escusar	excusar	VMN0000	excusar
desir	decir	VMN0000	decir
que	que	CS	que
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
la	la	DA0FS0	el
proposicion	proposición	NCFS000	proposición
pa	para	SPS00	para
mi	mí	PP1CSO00	mí
del	del	SPS00+DA0MS0	de+el
mayor	mayor	AQ0CS0	mayor
dolor	dolor	NCMS000	dolor
pr	por	SPS00	por
considerar	considerar	VMN0000	considerar
la	la	DA0FS0	el
ninguna	ninguna	DI0FS0	ninguno
considerasion	consideración	NCFS000	consideración
q	que	PR0CN000	que
hazen	hacen	VMIP3P0	hacer
de	de	SPS00	de
mi	mi	DP1CSS	mi
travajo	trabajo	NCMS000	trabajo
y	y	CC	y
gastos	gastos	NCMP000	gasto
	,	Fc	,
q	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
capas	capaz	AQ0CS0	capaz
	,	Fc	,
aunq	aunque	CS	aunque
fuera	fuera	VSSI0S0	ser
pr	por	SPS00	por
28	28	Z	28
mrs	maravedís	NCMP000	maravedí
	,	Fc	,
me	me	PP1CS000	me
den	den	VMSP3P0	dar
lo	lo	DA0NS0	el
q	que	PR0CN000	que
he	he	VAIP1S0	haber
perdido	perdido	VMP0000	perder
	,	Fc	,
gastado	gastado	VMP0000	gastar
y	y	CC	y
travajado	trabajado	VMP0000	trabajar
yo	yo	PP1CSN00	yo
hasta	hasta	SPS00	hasta
aora	ahora	RG	ahora
	.	Fp	.
me	Me	PP1CS000	me
he	he	VAIP1S0	haber
sacrificado	sacrificado	VMP0000	sacrificar
en	en	SPS00	en
servir	servir	VMN0000	servir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
y	y	CC	y
en	en	SPS00	en
librar	librar	VMN0000	librar
la	la	DA0FS0	el
obligon	obligación	NCFS000	obligación
de	de	SPS00	de
la	la	DA0FS0	el
contrata	contrata	NCFS000	contrata
a	a	SPS00	a
37	37	Z	37
mrs	maravedís	NCMP000	maravedí
	.	Fp	.
despues	Después	RG	después
llego	llegó	VMIS3S0	llegar
a	a	SPS00	a
darme	darme	VMN0000+PP1CS000	dar+me
dn	don	NP00000	don
Antonio	Antonio	NP00000	antonio
Butler	Butler	NP00000	butler
a	a	SPS00	a
38	38	Z	38
mrs	maravedís	NCMP000	maravedí
pr	por	SPS00	por
libra	libra	NCFS000	libra
y	y	CC	y
Vmds	VMs	NP00000	VM
fueron	fueron	VMIS3P0	ir
los	los	DA0MP0	el
primeros	primeros	AO0MP0	primero
que	que	CS	que
me	me	PP1CS000	me
Ynstaron	instaron	VMIS3P0	instar
a	a	SPS00	a
q	que	CS	que
pr	por	SPS00	por
este	este	DD0MS0	este
presio	precio	NCMS000	precio
serrara	cerrara	VMSI0S0	cerrar
el	el	DA0MS0	el
ajuste	ajuste	NCMS000	ajuste
	,	Fc	,
lo	lo	DA0NS0	el
q	que	PR0CN000	que
no	no	RN	no
quiero	quiero	VMIP1S0	querer
hazer	hacer	VMN0000	hacer
pr	por	SPS00	por
conoser	conocer	VMN0000	conocer
q	que	CS	que
a	a	SPS00	a
este	este	DD0MS0	este
presio	precio	NCMS000	precio
	,	Fc	,
si	si	CS	si
se	se	P00CN000	se
avian	habían	VMII3P0	haber
de	de	SPS00	de
sacar	sacar	VMN0000	sacar
gastos	gastos	NCMP000	gasto
particulares	particulares	NCMP000	particular
	,	Fc	,
no	no	RN	no
avia	había	VMII0S0	haber
de	de	SPS00	de
alcansar	alcanzar	VMN0000	alcanzar
nada	nada	PI0NN00N	nada
	.	Fp	.
dijome	Díjome	VMIS3S0+PP1CS000	decir+me
el	el	DA0MS0	el
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
q	que	CS	que
en	en	SPS00	en
dando	dando	VMG0000	dar
a	a	SPS00	a
28	28	Z	28
mrs	maravedís	NCMP000	maravedí
estava	estaba	VMII0S0	estar
contento	contento	AQ0MS0	contento
y	y	CC	y
prque	porque	CS	porque
a	a	SPS00	a
fuerza	fuerza	NCFS000	fuerza
de	de	SPS00	de
mi	mi	DP1CSS	mi
travajo	trabajo	NCMS000	trabajo
y	y	CC	y
avilidad	habilidad	NCFS000	habilidad
saque	saqué	VMIS1S0	sacar
despues	después	RG	después
a	a	SPS00	a
42	42	Z	42
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
,	.	Fp	.
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
ofresen	ofrecen	VMIP3P0	ofrecer
a	a	SPS00	a
34	34	Z	34
mrs	maravedís	NCMP000	maravedí
libra	libra	NCFS000	libra
y	y	CC	y
los	los	DA0MP0	el
gastos	gastos	NCMP000	gasto
de	de	SPS00	de
mi	mi	DP1CSS	mi
qta	cuenta	NCFS000	cuenta
	.	Fp	.
quedan	Quedan	VMIP3P0	quedar
8	8	Z	8
maravedis	maravedís	NCMP000	maravedí
en	en	SPS00	en
libras	libras	NCFP000	libra
en	en	SPS00	en
esa	ésa	PD0FS000	ese
	.	Fp	.
costaron	Costaron	VMIS3P0	costar
los	los	DA0MP0	el
derechos	derechos	NCMP000	derecho
de	de	SPS00	de
aduana	aduana	NCFS000	aduana
con	con	SPS00	con
los	los	DA0MP0	el
gastos	gastos	NCMP000	gasto
estrajudisiales	extrajudiciales	NCMP000	extrajudicial
de	de	SPS00	de
a	a	SPS00	a
4	4	Z	4
mrs	maravedís	NCMP000	maravedí
libra	libra	VMIP3S0	librar
	.	Fp	.
el	El	DA0MS0	el
flete	flete	NCMS000	flete
es	es	VSIP3S0	ser
2	2	Z	2
maravedis	maravedís	NCMP000	maravedí
	.	Fp	.
los	Los	DA0MP0	el
gastos	gastos	NCMP000	gasto
de	de	SPS00	de
acarretos	acarretos	NCMP000	acarreto
y	y	CC	y
almasen	almacén	NCMS000	almacén
hasta	hasta	SPS00	hasta
entregarlas	entregarlas	VMN0000+PP3FPA00	entregar+lo
bien	bien	RG	bien
llegaran	llegarán	VMIF3P0	llegar
a	a	SPS00	a
otros	otros	DI0MP0	otro
dos	dos	Z	2
maravedis	maravedís	NCMP000	maravedí
	,	Fc	,
con	con	SPS00	con
q	que	CS	que
son	son	VSIP3P0	ser
ocho	ocho	Z	8
	,	Fc	,
y	y	CC	y
34	34	Z	34
son	son	VSIP3P0	ser
42	42	Z	42
que	que	PR0CN000	que
me	me	PP1CS000	me
quedan	quedan	VMIP3P0	quedar
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
q	qué	DT0CN0	qué
juisio	juicio	NCMS000	juicio
hazen	hacen	VMIP3P0	hacer
Vmds	VMs	NP00000	VM
de	de	SPS00	de
mi	mí	PP1CSO00	mí
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
si	si	CSI	si
quieren	quieren	VMIP3P0	querer
q	que	CS	que
me	me	PP1CS000	me
aburra	aburra	VMSP0S0	aburrir
	,	Fc	,
pues	pues	CS	pues
esas	esas	DD0FP0	ese
barricas	barricas	NCFP000	barrica
binieron	vinieron	VMIS3P0	venir
con	con	SPS00	con
la	la	DA0FS0	el
mira	mira	NCFS000	mira
de	de	SPS00	de
entregarce	entregarse	VMN0000+P00CN000	entregar+se
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
pie	pie	NCMS000	pie
de	de	SPS00	de
37	37	Z	37
mrs	maravedís	NCMP000	maravedí
y	y	CC	y
a	a	SPS00	a
este	este	DD0MS0	este
presio	precio	NCMS000	precio
	,	Fc	,
despues	después	RG	después
de	de	SPS00	de
pagados	pagados	VMP00PM	pagar
gastos	gastos	NCMP000	gasto
y	y	CC	y
encomiendas	encomiendas	NCFP000	encomienda
	,	Fc	,
no	no	RN	no
avia	había	VMII0S0	haber
de	de	SPS00	de
pasar	pasar	VMN0000	pasar
de	de	SPS00	de
26	26	Z	26
mrs	maravedís	NCMP000	maravedí
	.	Fp	.
haganse	Háganse	VMSP3P0+P00CN000	hacer+se
Vmds	VMs	NP00000	VM
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
q	que	CS	que
he	he	VAIP1S0	haber
sido	sido	VSP0000	ser
y	y	CC	y
soy	soy	VSIP1S0	ser
leal	leal	AQ0CS0	leal
	,	Fc	,
y	y	CC	y
que	que	CS	que
he	he	VAIP1S0	haber
travajado	trabajado	VMP0000	trabajar
mucho	mucho	RQ	mucho
y	y	CC	y
gastado	gastado	VMP0000	gastar
mas	más	RC	más
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
me	me	PP1CS000	me
an	han	VMIP3P0	haber
de	de	SPS00	de
dar	dar	VMN0000	dar
pr	por	SPS00	por
mucho	mucho	RQ	mucho
q	que	CS	que
me	me	PP1CS000	me
den	den	VMSP3P0	dar
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
esa	esa	DD0FS0	ese
considerasion	consideración	NCFS000	consideración
podran	podrán	VMIF3P0	poder
determinar	determinar	VMN0000	determinar
presio	precio	NCMS000	precio
a	a	SPS00	a
los	los	DA0MP0	el
dueños	dueños	NCMP000	dueño
hasta	hasta	SPS00	hasta
q	que	CS	que
quedemos	quedemos	VMSP1P0	quedar
conformes	conformes	AQ0CP0	conforme
en	en	SPS00	en
terminos	términos	NCMP000	término
regulares	regulares	AQ0CP0	regular
,	,	Fc	,
que	que	CS	que
deseo	deseo	VMIP1S0	desear
tanto	tanto	RC	tanto
salir	salir	VMN0000	salir
de	de	SPS00	de
este	este	DD0MS0	este
negosio	negocio	NCMS000	negocio
q	que	CS	que
solo	sólo	RG	sólo
mentar	mentar	VMN0000	mentar
tavaco	tabaco	NCMS000	tabaco
me	me	PP1CS000	me
da	da	VMIP3S0	dar
miedo	miedo	NCMS000	miedo
y	y	CC	y
orror	horror	NCMS000	horror
por	por	SPS00	por
las	las	DA0FP0	el
graves	graves	AQ0CP0	grave
consecuensias	consecuencias	NCFP000	consecuencia
q	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
an	han	VAIP3P0	haber
seguido	seguido	VMP0000	seguir
.	.	Fp	.
Veo	Veo	VMIP1S0	ver
mi	mi	DP1CSS	mi
poca	poca	DI0FS0	poco
fortuna	fortuna	NCFS000	fortuna
en	en	SPS00	en
no	no	RN	no
aver	haber	VAN0000	haber
podido	podido	VMP0000	poder
conseguir	conseguir	VMN0000	conseguir
manteca	manteca	NCFS000	manteca
	.	Fp	.
en	En	SPS00	en
todo	todo	PI0MS000	todo
soy	soy	VSIP1S0	ser
desgrasiado	desgraciado	VMP00SM	desgraciar
	.	Fp	.
aora	Ahora	RG	ahora
se	se	P00CN000	se
despacha	despacha	VMIP3S0	despachar
en	en	SPS00	en
esta	ésta	PD0FS000	este
con	con	SPS00	con
bastante	bastante	DI0CS0	bastante
priesa	prisa	NCFS000	prisa
	,	Fc	,
de	de	SPS00	de
tal	tal	RC	tal
suerte	suerte	NCFS000	suerte
q	que	CS	que
si	si	CS	si
me	me	PP1CS000	me
binieran	vinieran	VMSI3P0	venir
600	600	Z	600
barriles	barriles	NCMP000	barril
en	en	SPS00	en
15	15	Z	15
dias	días	NCMP000	día
no	no	RN	no
me	me	PP1CS000	me
quedaria	quedaría	VMIC0S0	quedar
un	un	DI0MS0	uno
barril	barril	NCMS000	barril
	.	Fp	.
si	Si	CS	si
Vmds	VMs	NP00000	VM
pueden	pueden	VMIP3P0	poder
hazerme	hacerme	VMN0000+PP1CS000	hacer+me
el	el	DA0MS0	el
favor	favor	NCMS000	favor
a	a	SPS00	a
9	9	Z	9
1/2	1/2	Z	1/2
qtos	cuartos	NCMP000	cuarto
poco	poco	RQ	poco
mas	más	RC	más
o	o	CC	o
poco	poco	RQ	poco
menos	menos	RC	menos
	,	Fc	,
no	no	RN	no
dejen	dejen	VMSP3P0	dejar
de	de	SPS00	de
remitirme	remitirme	VMN0000+PP1CS000	remitir+me
600	600	Z	600
barriles	barriles	NCMP000	barril
quintaleños	quintaleños	AQ0MP0	quintaleño
buenos	buenos	AQ0MP0	bueno
	;	Fx	;
q	que	CS	que
benga	venga	VMSP0S0	venir
la	la	PP3FSA00	lo
guia	guía	VMIP3S0	guiar
a	a	SPS00	a
entregar	entregar	VMN0000	entregar
a	a	SPS00	a
dn	don	NP00000	don
Ygnacio	Ignacio	NP00000	ignacio
morales	Morales	NP00000	morales
	,	Fc	,
prque	porque	CS	porque
de	de	SPS00	de
tardarce	tardarse	VMN0000+P00CN000	tardar+se
mucho	mucho	RQ	mucho
no	no	RN	no
me	me	PP1CS000	me
tendra	tendrá	VMIF3S0	tener
qta	cuenta	NCFS000	cuenta
y	e	CC	y
Yre	iré	VMIF1S0	ir
arresgudo	arriesgado	VMP00SM	arriesgar
a	a	SPS00	a
perder	perder	VMN0000	perder
	.	Fp	.
yo	Yo	PP1CSN00	yo
	,	Fc	,
como	como	CS	como
no	no	RN	no
tengo	tengo	VMIP1S0	tener
en	en	SPS00	en
esa	ésa	PD0FS000	ese
de	de	SPS00	de
qn	quien	PR0CS000	quien
balerme	valerme	VMN0000+PP1CS000	valer+me
ni	ni	CC	ni
qn	quien	PR0CS000	quien
haga	haga	VMSP0S0	hacer
pr	por	SPS00	por
mi	mí	PP1CSO00	mí
	,	Fc	,
me	me	PP1CS000	me
es	es	VSIP3S0	ser
presiso	preciso	AQ0MS0	preciso
balerme	valerme	VMN0000+PP1CS000	valer+me
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
no	no	RN	no
prque	porque	CS	porque
mi	mi	DP1CSS	mi
deseo	deseo	NCMS000	deseo
es	es	VSIP3S0	ser
el	el	DA0MS0	el
no	no	RN	no
darles	darles	VMN0000+PP3CPD00	dar+le
chasco	chasco	NCMS000	chasco
y	y	CC	y
considerandome	considerándome	VMG0000+PP1CS000	considerar+me
desgrasiado	desgraciado	VMP00SM	desgraciar
no	no	RN	no
tengo	tengo	VMIP1S0	tener
animo	ánimo	NCMS000	ánimo
para	para	SPS00	para
pedirles	pedirles	VMN0000+PP3CPD00	pedir+le
nada	nada	PI0NN00N	nada
	.	Fp	.
pero	Pero	CC	pero
bolviendo	volviendo	VMG0000	volver
los	los	DA0MP0	el
ojos	ojos	NCMP000	ojo
a	a	SPS00	a
la	la	DA0FS0	el
familia	familia	NCFS000	familia
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
a	a	SPS00	a
mi	mi	DP1CSS	mi
cargo	cargo	NCMS000	cargo
y	y	CC	y
q	que	CS	que
es	es	VSIP3S0	ser
presiso	preciso	AQ0MS0	preciso
buscar	buscar	VMN0000	buscar
con	con	SPS00	con
que	qué	DT0CN0	qué
mantenerla	mantenerla	VMN0000+PP3FSA00	mantener+lo
	,	Fc	,
me	me	PP1CS000	me
escuso	excuso	VMIP1S0	excusar
el	el	DA0MS0	el
reyterar	reiterar	VMN0000	reiterar
a	a	SPS00	a
Vmd	VM	NP00000	VM
la	la	DA0FS0	el
suplica	súplica	NCFS000	súplica
q	que	PR0CN000	que
les	les	PP3CPD00	le
hize	hice	VMIS1S0	hacer
en	en	SPS00	en
esa	ésa	PD0FS000	ese
de	de	SPS00	de
que	que	CS	que
si	si	CS	si
me	me	PP1CS000	me
pueden	pueden	VMIP3P0	poder
conseguir	conseguir	VMN0000	conseguir
3M	3000	Z	3000
qqs	quintales	NCMP000	quintal
de	de	SPS00	de
bacalao	bacalao	NCMS000	bacalao
a	a	SPS00	a
3	3	Z	3
meses	meses	NCMP000	mes
de	de	SPS00	de
plaso	plazo	NCMS000	plazo
y	y	CC	y
600	600	Z	600
barriles	barriles	NCMP000	barril
de	de	SPS00	de
manteca	manteca	NCFS000	manteca
al	al	SPS00+DA0MS0	a+el
mismo	mismo	AQ0MS0	mismo
plaso	plazo	NCMS000	plazo
pa	para	SPS00	para
q	que	CS	que
al	al	SPS00+DA0MS0	a+el
tiempo	tiempo	NCMS000	tiempo
de	de	SPS00	de
su	su	DP3CS0	su
cumplimto	cumplimiento	NCMS000	cumplimiento
pague	pague	VMSP0S0	pagar
	.	Fp	.
esto	Esto	PD0NN000	esto
beo	veo	VMIP1S0	ver
es	es	VSIP3S0	ser
mucho	mucho	DI0MS0	mucho
chasco	chasco	NCMS000	chasco
y	y	CC	y
q	que	CS	que
podra	podrá	VMIF3S0	poder
ser	ser	VSN0000	ser
q	que	CS	que
no	no	RN	no
quieran	quieran	VMSP3P0	querer
meterce	meterse	VMN0000+P00CN000	meter+se
en	en	SPS00	en
ello	ello	PD0NN000	ello
	,	Fc	,
pero	pero	CC	pero
si	si	CS	si
pueden	pueden	VMIP3P0	poder
les	les	PP3CPD00	le
he	he	VMIP1S0	haber
de	de	SPS00	de
mereser	merecer	VMN0000	merecer
me	me	PP1CS000	me
favoresca	favorezca	VMSP0S0	favorecer
	.	Fp	.
a	A	SPS00	a
ver	ver	VMN0000	ver
si	si	CS	si
puedo	puedo	VMIP1S0	poder
adelantar	adelantar	VMN0000	adelantar
y	y	CC	y
en	en	SPS00	en
caso	caso	NCMS000	caso
q	que	CS	que
Vmds	VMs	NP00000	VM
no	no	RN	no
quieran	quieran	VMSP3P0	querer
	,	Fc	,
espero	espero	VMIP1S0	esperar
me	me	PP1CS000	me
hablen	hablen	VMSP3P0	hablar
claro	claro	RG	claro
.	.	Fp	.
la	La	DA0FS0	el
reyna	reina	NCFS000	reina
y	y	CC	y
rey	rey	NCMS000	rey
estan	están	VMIP3P0	estar
malos	malos	AQ0MP0	malo
en	en	SPS00	en
la	la	DA0FS0	el
cama	cama	NCFS000	cama
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
la	la	DA0FS0	el
unica	única	AQ0FS0	único
novedad	novedad	NCFS000	novedad
q	que	PR0CN000	que
ay	hay	VMIP3S0	haber
	.	Fp	.
y	Y	CC	y
qdo	quedo	VMIP1S0	quedar
Rogdo	rogando	VMG0000	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
le	le	PP3CSD00	le
Ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
12	12	Z	12
de	de	SPS00	de
9bre	noviembre	NCMS000	noviembre
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
