Mui	Muy	RQ	muy
del	del	SPS00+DA0MS0	de+el
Rey	rey	NCMS000	rey
se	se	P00CN000	se
chanselo	canceló	VMIS3S0	cancelar
	.	Fp	.
pero	Pero	CC	pero
	,	Fc	,
no	no	RN	no
obstante	obstante	RG	obstante
	,	Fc	,
en	en	SPS00	en
esta	esta	DD0FS0	este
semana	semana	NCFS000	semana
hare	haré	VMIF1S0	hacer
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
esfuerzo	esfuerzo	NCMS000	esfuerzo
para	para	SPS00	para
sacar	sacar	VMN0000	sacar
un	un	DI0MS0	uno
testimonio	testimonio	NCMS000	testimonio
de	de	SPS00	de
quedar	quedar	VMN0000	quedar
chanselado	cancelado	VMP00SM	cancelar
y	y	CC	y
de	de	SPS00	de
ningun	ningún	DI0MS0	ninguno
balor	valor	NCMS000	valor
	.	Fp	.
la	La	DA0FS0	el
consulta	consulta	NCFS000	consulta
esta	está	VMIP3S0	estar
em	en	SPS00	en
manos	manos	NCFP000	mano
del	del	SPS00+DA0MS0	de+el
rey	rey	NCMS000	rey
pa	para	SPS00	para
confirmarlo	confirmarlo	VMN0000+PP3MSA00	confirmar+lo
	.	Fp	.
Baños	Baños	NCMP000	baño
la	la	PP3FSA00	lo
a	ha	VAIP3S0	haber
ofrecido	ofrecido	VMP0000	ofrecer
a	a	SPS00	a
42	42	Z	42
	,	Fc	,
conque	conque	CS	conque
no	no	RN	no
ce	sé	VMIP1S0	saber
si	si	CSI	si
el	el	DA0MS0	el
rey	rey	NCMS000	rey
mandara	mandará	VMIF3S0	mandar
que	que	CS	que
se	se	P00CN000	se
quede	quede	VMSP0S0	quedar
baños	Baños	NCMP000	baño
con	con	SPS00	con
ella	ella	PP3FS000	él
o	o	CC	o
si	si	CS	si
mandara	mandará	VMIF3S0	mandar
que	que	CS	que
la	la	PP3FSA00	lo
afianse	afiance	VMSP0S0	afianzar
yo	yo	PP1CSN00	yo
a	a	SPS00	a
42	42	Z	42
maravediz	maravedís	NCMP000	maravedí
	.	Fp	.
una	Una	DI0FS0	uno
de	de	SPS00	de
estas	estas	DD0FP0	este
dos	dos	Z	2
cosas	cosas	NCFP000	cosa
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
puede	puede	VMIP3S0	poder
subseder	suceder	VMN0000	suceder
	,	Fc	,
pero	pero	CC	pero
ya	ya	RG	ya
no	no	RN	no
puede	puede	VMIP3S0	poder
subseder	suceder	VMN0000	suceder
nada	nada	PI0NN00N	nada
pr	por	SPS00	por
los	los	DA0MP0	el
37	37	Z	37
maravediz	maravedís	NCMP000	maravedí
,	.	Fp	.
de	De	SPS00	de
oy	hoy	RG	hoy
a	a	SPS00	a
mañana	mañana	RG	mañana
se	se	P00CN000	se
espera	espera	VMIP3S0	esperar
la	la	DA0FS0	el
confirmasion	confirmación	NCFS000	confirmación
del	del	SPS00+DA0MS0	de+el
rey	rey	NCMS000	rey
	.	Fp	.
asi	Así	RG	así
que	que	CS	que
salga	salga	VMSP0S0	salir
pagaran	pagarán	VMIF3P0	pagar
las	las	DA0FP0	el
libransas	libranzas	NCFP000	libranza
en	en	SPS00	en
el	el	DA0MS0	el
estanco	estanco	NCMS000	estanco
y	y	CC	y
remitire	remitiré	VMIF1S0	remitir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
lo	lo	DA0NS0	el
que	que	PR0CN000	que
cobra	cobra	VMIP3S0	cobrar
	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
tan	tan	RC	tan
muerto	muerto	VMP00SM	morir
con	con	SPS00	con
la	la	DA0FS0	el
contrata	contrata	NCFS000	contrata
que	que	CS	que
	,	Fc	,
quiera	quiera	VMSP0S0	querer
que	que	CS	que
nunca	nunca	RN	nunca
ubiera	hubiera	VASI0S0	haber
pensado	pensado	VMP0000	pensar
en	en	SPS00	en
ella	ella	PP3FS000	él
	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
q	que	CS	que
estoy	estoy	VMIP1S0	estar
libre	libre	AQ0CS0	libre
del	del	SPS00+DA0MS0	de+el
susto	susto	NCMS000	susto
de	de	SPS00	de
q	que	CS	que
me	me	PP1CS000	me
la	la	PP3FSA00	lo
hagan	hagan	VMSP3P0	hacer
cumplir	cumplir	VMN0000	cumplir
a	a	SPS00	a
37	37	Z	37
	,	Fc	,
que	que	CS	que
era	era	VSII0S0	ser
mi	mi	DP1CSS	mi
mayor	mayor	AQ0CS0	mayor
pesar	pesar	NCMS000	pesar
	.	Fp	.
luego	Luego	RG	luego
q	que	CS	que
aya	haya	VMSP0S0	haber
novedad	novedad	NCFS000	novedad
avisare	avisaré	VMIF1S0	avisar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
	.	Fp	.
interin	Ínterin	RG	ínterin
ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
les	les	PP3CPD00	le
Ge	guarde	VMSP0S0	guardar
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
y	y	CC	y
Abril	abril	NCMS000	abril
13	13	Z	13
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
