Mui	Muy	RQ	muy
el	el	DA0MS0	el
mas	más	RC	más
Obligado	obligado	VMP00SM	obligar
	,	Fc	,
Dn	don	NP00000	don
Luis	Luis	NP00000	luis
de	de	SPS00	de
rroxas	Rojas	NP00000	rojas
Y	y	CC	y
Gusman	Guzmán	NP00000	guzmán
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
Franco	Francisco	NP00000	francisco
Cerbera	Cervera	NP00000	cervera
Y	y	CC	y
Gasque	Gázquez	NP00000	gázquez
	.	Fp	.
