Madrid	Madrid	NP00000	madrid
dejarlos	dejarlos	VMN0000+PP3MPA00	dejar+lo
aser	hacer	VMN0000	hacer
	,	Fc	,
que	que	CS	que
ellos	ellos	PP3MP000	ellos
se	se	P00CN000	se
canseran	cansarán	VMIF3P0	cansar
viendo	viendo	VMG0000	ver
	.	Fp	.
ahora	Ahora	RG	ahora
padra	padre	NCMS000	padre
	,	Fc	,
como	como	CS	como
ve	ve	VMIP3S0	ver
que	que	CS	que
no	no	RN	no
puede	puede	VMIP3S0	poder
lograr	lograr	VMN0000	lograr
qe	que	CS	que
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
vuelve	vuelva	VMSP0S0	volver
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	,	Fc	,
queria	quería	VMII0S0	querer
quitarme	quitarme	VMN0000+PP1CS000	quitar+me
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
que	que	PR0CN000	que
me	me	PP1CS000	me
lleve	llevé	VMIS1S0	llevar
	,	Fc	,
porque	porque	CS	porque
desde	desde	SPS00	desde
el	el	DA0MS0	el
sitio	sitio	NCMS000	sitio
escrivio	escribió	VMIS3S0	escribir
a	a	SPS00	a
Don	don	NP00000	don
Jose	José	NP00000	josé
disiendole	diciéndole	VMG0000+PP3CSD00	decir+le
que	que	CS	que
mas	más	RC	más
regular	regular	AQ0CS0	regular
es	es	VSIP3S0	ser
que	que	CS	que
el	el	DA0MS0	el
tenga	tenga	VMSP0S0	tener
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
de	de	SPS00	de
su	su	DP3CS0	su
hija	hija	NCFS000	hijo
que	que	CS	que
un	un	DI0MS0	uno
estaño	extraño	NCMS000	extraño
	,	Fc	,
y	y	CC	y
que	que	CS	que
asi	así	RG	así
se	se	PP3CN000	se
la	la	PP3FSA00	lo
emviase	enviase	VMSI0S0	enviar
toda	toda	PI0FS000	todo
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
y	y	CC	y
que	que	CS	que
si	si	CS	si
no	no	RN	no
	,	Fc	,
lo	lo	PP3CNA00	lo
aria	haría	VMIC0S0	hacer
de	de	SPS00	de
otro	otro	DI0MS0	otro
modo	modo	NCMS000	modo
	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
qual	cual	PR0CS000	cual
Don	don	NP00000	don
Jose	José	NP00000	josé
me	me	PP1CS000	me
emvio	envió	VMIS3S0	enviar
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
porque	porque	CS	porque
	,	Fc	,
tiniendole	teniéndole	VMG0000+PP3CSA00	tener+le
el	él	PP3MS000	él
	,	Fc	,
se	se	PP3CN000	se
la	la	PP3FSA00	lo
podian	podían	VMII3P0	poder
quitar	quitar	VMN0000	quitar
	;	Fx	;
si	si	CS	si
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
yo	yo	PP1CSN00	yo
	,	Fc	,
no	no	RN	no
puedan	pueden	VMIP3P0	poder
	.	Fp	.
padra	Padre	NCMS000	padre
aria	haría	VMIC0S0	hacer
eso	eso	PD0NN000	eso
pensando	pensando	VMG0000	pensar
qe	que	CS	que
	,	Fc	,
si	si	CS	si
me	me	PP1CS000	me
la	la	PP3FSA00	lo
quitava	quitaba	VMII0S0	quitar
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
	,	Fc	,
me	me	PP1CS000	me
volveria	volvería	VMIC0S0	volver
a	a	SPS00	a
casa	casa	NCFS000	casa
	.	Fp	.
	¡	Faa	¡
pero	Pero	CC	pero
piensa	piensa	VMIP3S0	pensar
muy	muy	RQ	muy
mal	mal	RG	mal
	!	Fat	!
	¡	Faa	¡
lo	Lo	DA0NS0	el
que	que	PR0CN000	que
nunca	nunca	RN	nunca
avria	habría	VAIC0S0	haber
pensado	pensado	VMP0000	pensar
de	de	SPS00	de
padra	padre	NCMS000	padre
	!	Fat	!
ya	Ya	RG	ya
qe	que	CS	que
pracura	procura	VMIP3S0	procurar
estorvar	estorbar	VMN0000	estorbar
nuestro	nuestro	DP1MSP	nuestro
vuen	buen	AQ0MS0	bueno
fin	fin	NCMS000	fin
	,	Fc	,
aun	aún	RG	aun
queria	quería	VMII0S0	querer
quitarme	quitarme	VMN0000+PP1CS000	quitar+me
la	la	DA0FS0	el
poca	poca	DI0FS0	poco
ropa	ropa	NCFS000	ropa
que	que	PR0CN000	que
me	me	PP1CS000	me
lleve	llevé	VMIS1S0	llevar
	.	Fp	.
aDios	Adiós	I	adiós
	.	Fp	.
Quien	Quien	PR0CS000	quien
de	de	SPS00	de
todo	todo	DI0MS0	todo
corazon	corazón	NCMS000	corazón
te	te	PP2CS000	te
quiera	quiere	VMIP3S0	querer
y	y	CC	y
te	te	PP2CS000	te
querra	querrá	VMIF3S0	querer
	,	Fc	,
tu	tu	DP2CSS	tu
esposa	esposa	NCFS000	esposo
	,	Fc	,
Ma	María	NP00000	maría
Aa	Antonia	NP00000	antonia
Gimbernat	Gimbernat	NP00000	gimbernat
Mi	Mi	DP1CSS	mi
siempre	siempre	RG	siempre
querido	querido	VMP00SM	querer
amado	amado	VMP00SM	amar
esposo	esposo	NP00000	esposo
Leonardo	Leonardo	NP00000	leonardo
Galli	Galli	NP00000	galli
	.	Fp	.
