Jesus	Jesús	NP00000	jesús
si	sí	RG	sí
Al	al	SPS00+DA0MS0	a+el
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Ju	Juan	NP00000	juan
de	de	SPS00	de
noriega	Noriega	NP00000	noriega
zielis	Celis	NP00000	celis
que	que	CS	que
se	se	P00CN000	se
hallava	hallaba	VMII0S0	hallar
en	en	SPS00	en
la	La	DA0FS0	el
tore	Torre	NP00000	torre
por	por	SPS00	por
muerte	muerte	NCFS000	muerte
de	de	SPS00	de
Su	su	DP3CS0	su
ermano	hermano	NCMS000	hermano
Dn	don	NP00000	don
Ju	Juan	NP00000	juan
de	de	SPS00	de
noriega	Noriega	NP00000	noriega
posada	Posada	NCFS000	posada
,	.	Fp	.
Amigo	Amigo	NP00000	amigo
	,	Fc	,
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
hallo	hallo	VMIP1S0	hallar
Con	con	SPS00	con
el	el	DA0MS0	el
hanimo	ánimo	NCMS000	ánimo
de	de	SPS00	de
pasar	pasar	VMN0000	pasar
a	a	SPS00	a
ese	ese	DD0MS0	ese
reyno	reino	NCMS000	reino
	,	Fc	,
Si	si	CS	si
dios	Dios	NP00000	dios
me	me	PP1CS000	me
da	da	VMIP3S0	dar
Vida	vida	NCFS000	vida
	,	Fc	,
por	por	SPS00	por
ber	ver	VMN0000	ver
Si	si	CS	si
dios	Dios	NP00000	dios
me	me	PP1CS000	me
da	da	VMIP3S0	dar
Vida	vida	NCFS000	vida
Y	y	CC	y
fortuna	fortuna	NCFS000	fortuna
para	para	SPS00	para
que	que	CS	que
algun	algún	DI0MS0	alguno
dia	día	NCMS000	día
pueda	pueda	VMSP0S0	poder
bolber	volver	VMN0000	volver
a	a	SPS00	a
mi	mi	DP1CSS	mi
Casa	casa	NCFS000	casa
	.	Fp	.
Y	Y	CC	y
asi	así	RG	así
	,	Fc	,
	¡	Faa	¡
q	qué	DE0CN0	qué
maYor	mayor	NCMS000	mayor
Consuelo	consuelo	NCMS000	consuelo
q	que	CS	que
lograr	lograr	VMN0000	lograr
el	el	DA0MS0	el
amparo	amparo	NCMS000	amparo
de	de	SPS00	de
Vmd	VM	NP00000	VM
	!	Fat	!
y	Y	CC	y
asi	así	RG	así
en	en	SPS00	en
todas	todas	DI0FP0	todo
mis	mis	DP1CPS	mi
oraziones	oraciones	NCFP000	oración
qdo	quedo	VMIP1S0	quedar
pidiendo	pidiendo	VMG0000	pedir
A	a	SPS00	a
Dios	Dios	NP00000	dios
le	le	PP3CSD00	le
partizipe	participe	VMSP0S0	participar
la	la	DA0FS0	el
saluz	salud	NCFS000	salud
q	que	PR0CN000	que
deseo	deseo	VMIP1S0	desear
Y	y	CC	y
e	he	VMIP1S0	haber
menester	menester	NCMS000	menester
en	en	SPS00	en
Compañia	compañía	NCFS000	compañía
de	de	SPS00	de
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
demas	demás	DI0CP0	demás
paysanos	paisanos	NCMP000	paisano
Y	y	CC	y
parientes	parientes	NCMP000	pariente
	,	Fc	,
A	a	SPS00	a
quien	quien	PR0CS000	quien
SupliCo	suplico	VMIP1S0	suplicar
de	dé	VMSP0S0	dar
mis	mis	DP1CPS	mi
Cariñosas	cariñosas	AQ0FP0	cariñoso
memorias	memorias	NCFP000	memoria
	;	Fx	;
Y	y	CC	y
en	en	SPS00	en
particular	particular	NCMS000	particular
Al	al	SPS00+DA0MS0	a+el
Señor	señor	NP00000	señor
Ju	Juan	NP00000	juan
de	de	SPS00	de
noriega	Noriega	NP00000	noriega
mendoza	Mendoza	NP00000	mendoza
	,	Fc	,
nuestro	nuestro	DP1MSP	nuestro
primo	primo	NCMS000	primo
	,	Fc	,
y	y	CC	y
que	que	CS	que
Sus	sus	DP3CP0	su
padres	padres	NCMP000	padre
Y	y	CC	y
hermanos	hermanos	NCMP000	hermano
gozan	gozan	VMIP3P0	gozar
saluz	salud	NCFS000	salud
que	que	PR0CN000	que
le	le	PP3CSD00	le
deseo	deseo	VMIP1S0	desear
	.	Fp	.
Y	Y	CC	y
Vmd	VM	NP00000	VM
las	las	PP3FPA00	lo
rezibira	recibirá	VMIF3S0	recibir
em	en	SPS00	en
primer	primer	AO0MS0	primero
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
su	su	DP3CS0	su
madre	madre	NCFS000	madre
Y	y	CC	y
hermanos	hermanos	NCMP000	hermano
Y	y	CC	y
de	de	SPS00	de
la	la	DA0FS0	el
Sr	señora	NP00000	señor
Da	doña	NP00000	don
manuela	Manuela	NP00000	manuela
de	de	SPS00	de
noriega	Noriega	NP00000	noriega
	,	Fc	,
mi	mi	DP1CSS	mi
prima	prima	NCFS000	primo
	,	Fc	,
Y	y	CC	y
de	de	SPS00	de
mis	mis	DP1CPS	mi
padres	padres	NCMP000	padre
.	.	Fp	.
Ya	Ya	RG	ya
Sabra	sabrá	VMIF3S0	saber
Vmd	VM	NP00000	VM
quando	cuando	PA000000	cuando
esta	ésta	PD0FS000	este
llegue	llegue	VMSP0S0	llegar
a	a	SPS00	a
Sus	sus	DP3CP0	su
manos	manos	NCFP000	mano
Como	como	CS	como
murio	murió	VMIS3S0	morir
nuestro	nuestro	DP1MSP	nuestro
Rey	rey	NCMS000	rey
	,	Fc	,
q	que	CS	que
Dios	Dios	NP00000	dios
aYa	haya	VMSP0S0	haber
	.	Fp	.
esCuso	Excuso	VMIP1S0	excusar
de	de	SPS00	de
referir	referir	VMN0000	referir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
dejo	dejó	VMIS3S0	dejar
dispuesto	dispuesto	VMP00SM	disponer
	,	Fc	,
pues	pues	CS	pues
Sera	será	VSIF3S0	ser
bien	bien	NCMS000	bien
publico	público	AQ0MS0	público
en	en	SPS00	en
ese	ese	DD0MS0	ese
Reyno	reino	NCMS000	reino
	.	Fp	.
Con	Con	SPS00	con
esto	esto	PD0NN000	esto
	,	Fc	,
hermano	hermano	NCMS000	hermano
Y	y	CC	y
Sr	señor	NP00000	señor
	,	Fc	,
A	a	SPS00	a
dios	Dios	NP00000	dios
A	a	SPS00	a
dios	Dios	NP00000	dios
	.	Fp	.
y	Y	CC	y
pidamosle	pidámosle	VMSP0S0	pidámoslar
nos	nos	PP1CP000	nos
Deje	deje	VMSP0S0	dejar
ber	ver	VMN0000	ver
Con	con	SPS00	con
saluz	salud	NCFS000	salud
Si	si	CS	si
Conbiene	conviene	VMIP3S0	convenir
	.	Fp	.
Cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
Y	y	CC	y
nobiembre	noviembre	NCMS000	noviembre
25	25	Z	25
de	de	SPS00	de
1700	1700	Z	1700
	.	Fp	.
De	De	SPS00	de
Vmd	VM	NP00000	VM
herMo	hermano	NCMS000	hermano
quien	quien	PR0CS000	quien
Mas	más	RC	más
Su	su	DP3CS0	su
Saluz	salud	NCFS000	salud
desea	desea	VMIP3S0	desear
.	,	Fc	,
BAlthasar	Baltasar	NP00000	baltasar
De	de	SPS00	de
noriega	Noriega	NP00000	noriega
esCalante	Escalante	NP00000	escalante
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
Po	Pedro	NP00000	pedro
de	de	SPS00	de
mendoza	Mendoza	NP00000	mendoza
esCalante	Escalante	NP00000	escalante
	,	Fc	,
mi	mi	DP1CSS	mi
primo	primo	NCMS000	primo
.	.	Fp	.
Sabra	Sabrá	VMIF3S0	saber
Vmd	VM	NP00000	VM
Como	como	CS	como
tengo	tengo	VMIP1S0	tener
Ya	ya	RG	ya
una	una	DI0FS0	uno
hija	hija	NCFS000	hijo
	,	Fc	,
de	de	SPS00	de
quien	quien	PR0CS000	quien
fue	fue	VSIS3S0	ser
madrina	madrina	NCFS000	madrina
Su	su	DP3CS0	su
prima	prima	NCFS000	primo
Da	doña	NP00000	don
manuela	Manuela	NP00000	manuela
	.	Fp	.
que	Que	CS	que
Su	su	DP3CS0	su
ermano	hermano	NCMS000	hermano
de	de	SPS00	de
Vmd	VM	NP00000	VM
asta	hasta	SPS00	hasta
en	en	SPS00	en
aquella	aquella	DD0FS0	aquel
oCasion	ocasión	NCFS000	ocasión
no	no	RN	no
me	me	PP1CS000	me
quiso	quiso	VMIS3S0	querer
hazer	hacer	VMN0000	hacer
merzed	merced	NCFS000	merced
	.	Fp	.
que	Que	CS	que
	,	Fc	,
si	si	CS	si
le	le	PP3CSD00	le
ubiera	hubiera	VMSI0S0	haber
de	de	SPS00	de
dezir	decir	VMN0000	decir
a	a	SPS00	a
Vmd	VM	NP00000	VM
de	de	SPS00	de
la	la	DA0FS0	el
forma	forma	NCFS000	forma
que	que	PR0CN000	que
obro	obró	VMIS3S0	obrar
Comigo	conmigo	SPS00+PP1CSO00	con+mí
Su	su	DP3CS0	su
merzed	merced	NCFS000	merced
y	y	CC	y
el	el	DA0MS0	el
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Diego	Diego	NP00000	diego
	,	Fc	,
dudo	dudo	VMIP1S0	dudar
le	le	PP3CSD00	le
diera	diera	VMSI0S0	dar
Vmd	VM	NP00000	VM
Credito	crédito	NCMS000	crédito
	,	Fc	,
pero	pero	CC	pero
yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
he	he	VAIP1S0	haber
bisto	visto	VMP0000	ver
y	y	CC	y
rezibido	recibido	VMP0000	recibir
lo	lo	DA0NS0	el
q	que	PR0CN000	que
rezibio	recibió	VMIS3S0	recibir
Vmd	VM	NP00000	VM
	.	Fp	.
Y	Y	CC	y
no	no	RN	no
digo	digo	VMIP1S0	decir
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
q	que	PR0CN000	que
me	me	PP1CS000	me
suzedio	sucedió	VMIS3S0	suceder
	,	Fc	,
q	que	CS	que
Casi	casi	RG	casi
se	se	P00CN000	se
pueden	pueden	VMIP3P0	poder
dezir	decir	VMN0000	decir
Y	y	CC	y
no	no	RN	no
se	se	P00CN000	se
pueden	pueden	VMIP3P0	poder
esCribir	escribir	VMN0000	escribir
.	.	Fp	.
Amigo	Amigo	NP00000	amigo
	,	Fc	,
perdone	perdone	VMSP0S0	perdonar
mi	mi	DP1CSS	mi
atrebimiento	atrevimiento	NCMS000	atrevimiento
.	.	Fp	.
