Mui	Muy	RQ	muy
combienen	convienen	VMIP3P0	convenir
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
Ynteresados	interesados	VMP00PM	interesar
dar	dar	VMN0000	dar
poder	poder	NCMS000	poder
al	al	SPS00+DA0MS0	a+el
dho	dicho	NCMS000	dicho
dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
pa	para	SPS00	para
que	que	CS	que
cobre	cobre	VMSP0S0	cobrar
y	y	CC	y
liquide	liquide	VMSP0S0	liquidar
cuentas	cuentas	NCFP000	cuenta
con	con	SPS00	con
los	los	DA0MP0	el
que	que	PR0CN000	que
devieren	debieren	VMSF3P0	deber
dinero	dinero	NCMS000	dinero
a	a	SPS00	a
dho	dicho	VMP00SM	decir
Dn	don	NP00000	don
Olivero	Olivero	NP00000	olivero
	.	Fp	.
y	Y	CC	y
como	como	CS	como
no	no	RN	no
saven	saben	VMIP3P0	saber
si	si	CSI	si
tengo	tengo	VMIP1S0	tener
o	o	CC	o
no	no	RN	no
poder	poder	VMN0000	poder
	,	Fc	,
no	no	RN	no
les	les	PP3CPD00	le
quice	quise	VMIS1S0	querer
desir	decir	VMN0000	decir
nada	nada	PI0NN00N	nada
y	y	CC	y
solo	sólo	RG	sólo
dije	dije	VMIS1S0	decir
que	que	CS	que
	,	Fc	,
como	como	CS	como
no	no	RN	no
me	me	PP1CS000	me
avia	había	VAII0S0	haber
hallado	hallado	VMP0000	hallar
en	en	SPS00	en
la	la	DA0FS0	el
junta	junta	NCFS000	junta
	,	Fc	,
no	no	RN	no
savia	sabía	VMII0S0	saber
que	que	CS	que
combenio	convenio	NCMS000	convenio
era	era	VSII0S0	ser
aquel	aquél	PD0MS000	aquel
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
con	con	SPS00	con
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
avisaren	avisaren	VMSF3P0	avisar
determinare	determinaré	VMIF1S0	determinar
	.	Fp	.
y	Y	CC	y
solo	sólo	RG	sólo
prevengo	prevengo	VMIP1S0	prevenir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
q	que	CS	que
malicio	malicio	VMIP1S0	maliciar
que	que	CS	que
toda	toda	DI0FS0	todo
esta	esta	DD0FS0	este
resignasion	resignación	NCFS000	resignación
de	de	SPS00	de
dejarlo	dejarlo	VMN0000+PP3MSA00	dejar+lo
en	en	SPS00	en
los	los	DA0MP0	el
dependientes	dependientes	NCMP000	dependiente
de	de	SPS00	de
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
estranje	Strange	NP00000	strange
no	no	RN	no
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
bien	bien	RG	bien
	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
pr	por	SPS00	por
una	una	DI0FS0	uno
combersasion	conversación	NCFS000	conversación
que	que	PR0CN000	que
tubo	tuvo	VMIS3S0	tener
dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
mery	Mery	NP00000	mery
con	con	SPS00	con
mi	mi	DP1CSS	mi
madre	madre	NCFS000	madre
un	un	DI0MS0	uno
dia	día	NCMS000	día
q	que	PR0CN000	que
me	me	PP1CS000	me
benia	venía	VMII0S0	venir
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
y	y	CC	y
yo	yo	PP1CSN00	yo
no	no	RN	no
estava	estaba	VMII0S0	estar
en	en	SPS00	en
casa	casa	NCFS000	casa
	,	Fc	,
dijo	dijo	VMIS3S0	decir
q	que	CS	que
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
acreedores	acreedores	NCMP000	acreedor
tenian	tenían	VMII3P0	tener
mucha	mucha	DI0FS0	mucho
razon	razón	NCFS000	razón
	,	Fc	,
pero	pero	CC	pero
que	que	CS	que
Ninguno	ninguno	PI0MS00N	ninguno
tenia	tenía	VMII0S0	tener
mejor	mejor	AQ0CS0	mejor
derecho	derecho	NCMS000	derecho
para	para	SPS00	para
cobrar	cobrar	VMN0000	cobrar
q	que	CS	que
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
stranje	Strange	NP00000	strange
	.	Fp	.
y	Y	CC	y
ia	ya	RG	ya
q	que	CS	que
se	se	P00CN000	se
va	va	VMIP3S0	ir
con	con	SPS00	con
el	el	DA0MS0	el
fin	fin	NCMS000	fin
de	de	SPS00	de
que	que	CS	que
no	no	RN	no
aya	haya	VMSP0S0	haber
pleyto	pleito	NCMS000	pleito
	,	Fc	,
no	no	RN	no
sea	sea	VSSP0S0	ser
que	que	CS	que
luego	luego	RG	luego
lo	lo	PP3CNA00	lo
ayga	haya	VMSP0S0	haber
con	con	SPS00	con
estranje	Strange	NP00000	strange
	.	Fp	.
todo	Todo	DI0MS0	todo
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
hablar	hablar	VMN0000	hablar
	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
como	como	CS	como
no	no	RN	no
se	sé	VMIP1S0	saber
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
an	han	VAIP3P0	haber
quedado	quedado	VMP0000	quedar
en	en	SPS00	en
la	la	DA0FS0	el
junta	junta	NCFS000	junta
	,	Fc	,
no	no	RN	no
se	sé	VMIP1S0	saber
si	si	CSI	si
digo	digo	VMIP1S0	decir
bien	bien	RG	bien
o	o	CC	o
no	no	RN	no
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
Vmds	VMs	NP00000	VM
avisenme	avísenme	VMSP3P0+PP1CS000	avisar+me
lo	lo	DA0NS0	el
prinsipal	principal	AQ0CS0	principal
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
qto	cuanto	PA000000	cuanto
he	he	VMIP1S0	haber
de	de	SPS00	de
desir	decir	VMN0000	decir
	:	Fd	:
q	qué	DT0CN0	qué
devia	debía	VMII0S0	deber
a	a	SPS00	a
Vmds	VMs	NP00000	VM
o	o	CC	o
	,	Fc	,
a	a	SPS00	a
lo	lo	DA0NS0	el
menos	menos	RC	menos
	,	Fc	,
a	a	SPS00	a
nombre	nombre	NCMS000	nombre
de	de	SPS00	de
qn	quién	PT0CS000	quién
esta	está	VMIP3S0	estar
puesto	puesto	VMP0000	poner
el	el	DA0MS0	el
resto	resto	NCMS000	resto
de	de	SPS00	de
la	la	DA0FS0	el
Deuda	deuda	NCFS000	deuda
	,	Fc	,
que	que	CS	que
saviendo	sabiendo	VMG0000	saber
como	cómo	PA000000	cómo
me	me	PP1CS000	me
he	he	VMIP1S0	haber
de	de	SPS00	de
governar	gobernar	VMN0000	gobernar
me	me	PP1CS000	me
Ympondre	impondré	VMIF1S0	imponer
en	en	SPS00	en
todo	todo	PI0MS000	todo
y	y	CC	y
de	de	SPS00	de
ello	ello	PD0NN000	ello
avisare	avisaré	VMIF1S0	avisar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
.	.	Fp	.
Belica	Belica	NP00000	belica
ba	va	VMIP3S0	ir
mejorando	mejorando	VMG0000	mejorar
y	y	CC	y
confio	confío	VMIP1S0	confiar
que	que	CS	que
presto	presto	RG	presto
estara	estará	VMIF3S0	estar
buena	buena	AQ0FS0	bueno
	.	Fp	.
de	De	SPS00	de
todo	todo	DI0MS0	todo
quedo	quedo	VMIP1S0	quedar
al	al	SPS00+DA0MS0	a+el
adbitrio	arbitrio	NCMS000	arbitrio
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qnes	quienes	PR0CP000	quien
Ds	Dios	NP00000	dios
Ge	guarde	VMSP0S0	guardar
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
de	de	SPS00	de
henero	enero	NCMS000	enero
de	de	SPS00	de
1734	1734	Z	1734
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
