Mui	Muy	RQ	muy
y	y	CC	y
Butler	Butler	NP00000	butler
pa	para	SPS00	para
que	que	CS	que
entregaran	entregaran	VMSI3P0	entregar
a	a	SPS00	a
dn	don	NP00000	don
Gmo	Guillermo	NP00000	guillermo
Wadan	Wadan	NP00000	wadan
300	300	Z	300
barricas	barricas	NCFP000	barrica
de	de	SPS00	de
tavaco	tabaco	NCMS000	tabaco
	,	Fc	,
q	que	CS	que
a	ha	VMIP3S0	haber
dias	días	NCMP000	día
tienen	tienen	VMIP3P0	tener
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
dueño	dueño	NCMS000	dueño
de	de	SPS00	de
ellas	ellas	PP3FP000	ellos
escrive	escribe	VMIP3S0	escribir
a	a	SPS00	a
Wadan	Wadan	NP00000	wadan
y	y	CC	y
le	le	PP3CSD00	le
dice	dice	VMIP3S0	decir
q	que	CS	que
procure	procure	VMSP0S0	procurar
venderlas	venderlas	VMN0000+PP3FPA00	vender+lo
a	a	SPS00	a
un	un	DI0MS0	uno
particular	particular	NCMS000	particular
y	y	CC	y
que	que	CS	que
no	no	RN	no
se	se	PP3CN000	se
las	las	PP3FPA00	lo
venda	venda	VMSP0S0	vender
al	al	SPS00+DA0MS0	a+el
rey	rey	NCMS000	rey
prque	porque	CS	porque
tiene	tiene	VMIP3S0	tener
mala	mala	AQ0FS0	malo
pata	pata	NCFS000	pata
	.	Fp	.
Dn	Don	NP00000	don
Diego	Diego	NP00000	diego
de	de	SPS00	de
Baños	Baños	NCMP000	baño
quiso	quiso	VMIS3S0	querer
comprar	comprar	VMN0000	comprar
las	las	DA0FP0	el
Barricas	barricas	NCFP000	barrica
a	a	SPS00	a
dn	don	NP00000	don
Olivero	Olivero	NP00000	olivero
y	y	CC	y
a	a	SPS00	a
Blanco	Blanco	NP00000	blanco
	,	Fc	,
y	y	CC	y
les	les	PP3CPD00	le
dava	daba	VMII0S0	dar
a	a	SPS00	a
20	20	Z	20
maravedis	maravedís	NCMP000	maravedí
de	de	SPS00	de
las	las	DA0FP0	el
q	que	PR0CN000	que
se	se	P00CN000	se
aprovaran	aprobaran	VMSI3P0	aprobar
	,	Fc	,
siendo	siendo	VSG0000	ser
pr	por	SPS00	por
qta	cuenta	NCFS000	cuenta
del	del	SPS00+DA0MS0	de+el
vendedor	vendedor	NCMS000	vendedor
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
gastos	gastos	NCMP000	gasto
	,	Fc	,
conque	conque	CS	conque
quiere	quiere	VMIP3S0	querer
ganar	ganar	VMN0000	ganar
22	22	Z	22
mrs	maravedís	NCMP000	maravedí
en	en	SPS00	en
libra	libra	NCFS000	libra
	.	Fp	.
Asi	Así	RG	así
	,	Fc	,
es	es	VSIP3S0	ser
presiso	preciso	AQ0MS0	preciso
aguardar	aguardar	VMN0000	aguardar
a	a	SPS00	a
que	que	CS	que
pr	por	SPS00	por
fuerza	fuerza	NCFS000	fuerza
los	los	PP3MPA00	lo
resivan	reciban	VMSP3P0	recibir
en	en	SPS00	en
la	la	DA0FS0	el
fabrica	fábrica	NCFS000	fábrica
	.	Fp	.
q	Que	CS	que
Ynsinuandole	insinuándole	VMG0000+PP3CSD00	insinuar+le
yo	yo	PP1CSN00	yo
esto	esto	PD0NN000	esto
al	al	SPS00+DA0MS0	a+el
sr	señor	NP00000	señor
Ybañes	Ibáñez	NP00000	ibáñez
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
el	el	DA0MS0	el
secretario	secretario	NCMS000	secretario
de	de	SPS00	de
hazienda	Hacienda	NP00000	hacienda
	,	Fc	,
me	me	PP1CS000	me
ofrese	ofrece	VMIP3S0	ofrecer
q	que	CS	que
estubiera	estuviera	VMSI0S0	estar
sierto	cierto	AQ0MS0	cierto
que	que	CS	que
me	me	PP1CS000	me
las	las	PP3FPA00	lo
resevirian	recibirían	VMIC3P0	recibir
solo	sólo	RG	sólo
con	con	SPS00	con
la	la	DA0FS0	el
demora	demora	NCFS000	demora
de	de	SPS00	de
algunos	algunos	DI0MP0	alguno
dias	días	NCMP000	día
en	en	SPS00	en
sacar	sacar	VMN0000	sacar
el	el	DA0MS0	el
decreto	decreto	NCMS000	decreto
	,	Fc	,
q	que	CS	que
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
de	de	SPS00	de
palacio	palacio	NCMS000	palacio
ba	va	VMIP3S0	ir
con	con	SPS00	con
bastante	bastante	DI0CS0	bastante
lentitud	lentitud	NCFS000	lentitud
	.	Fp	.
yo	Yo	PP1CSN00	yo
he	he	VMIP1S0	haber
de	de	SPS00	de
Yr	ir	VMN0000	ir
a	a	SPS00	a
esa	ésa	PD0FS000	ese
la	la	PP3FSA00	lo
semama	semana	NCFS000	semana
que	que	PR0CN000	que
viene	viene	VMIP3S0	venir
o	o	CC	o
prinsipios	principios	NCMP000	principio
de	de	SPS00	de
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
	;	Fx	;
y	y	CC	y
he	he	VMIP1S0	haber
de	de	SPS00	de
llevar	llevar	VMN0000	llevar
sacado	sacado	VMP0000	sacar
el	el	DA0MS0	el
decreto	decreto	NCMS000	decreto
	.	Fp	.
Ynterin	Ínterin	RG	ínterin
	,	Fc	,
Ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
les	les	PP3CPD00	le
Ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
junio	junio	NCMS000	junio
25	25	Z	25
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sr	Señor	NP00000	señor
dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
Butler	Butler	NP00000	butler
y	y	CC	y
Ca	compañía	NCFS000	compañía
	.	Fp	.
