Padre	Padre	NP00000	padre
a	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
de	de	SPS00	de
que	que	PR0CN000	que
no	no	RN	no
tenia	tenía	VMII0S0	tener
nobedad	novedad	NCFS000	novedad
	.	Fp	.
i	Y	CC	y
si	sí	RG	sí
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
	,	Fc	,
que	que	CS	que
si	si	CS	si
estubiera	estuviera	VMSI0S0	estar
como	como	CS	como
queando	cuando	PA000000	cuando
me	me	PP1CS000	me
bido	vio	VMIS3S0	ver
Juan	Juan	NP00000	juan
antonio	Antonio	NP00000	antonio
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
entonces	entonces	RG	entonces
escribiria	escribiría	VMIC0S0	escribir
	,	Fc	,
ia	ya	CS	ya
estubiera	estuviera	VMSI0S0	estar
enteRada	enterrada	VMP00SF	enterrar
	.	Fp	.
no	No	RN	no
se	se	P00CN000	se
afliga	aflija	VMSP0S0	afligir
usted	usted	PP2CS000	usted
	,	Fc	,
que	que	CS	que
arto	harto	RG	harto
dolor	dolor	NCMS000	dolor
me	me	PP1CS000	me
cuesta	cuesta	VMIP3S0	costar
darle	darle	VMN0000+PP3CSD00	dar+le
a	a	SPS00	a
usted	usted	PP2CS000	usted
a	a	SPS00	a
entender	entender	VMN0000	entender
como	cómo	PA000000	cómo
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
	.	Fp	.
i	Y	CC	y
no	no	RN	no
puedo	puedo	VMIP1S0	poder
por	por	SPS00	por
menos	menos	RC	menos
por	por	SPS00	por
ser	ser	VSN0000	ser
mis	mis	DP1CPS	mi
desconsuelos	desconsuelos	NCMP000	desconsuelo
mui	muy	RQ	muy
grandes	grandes	AQ0CP0	grande
por	por	SPS00	por
aberme	haberme	VMN0000+PP1CS000	haber+me
faltado	faltado	VMP0000	faltar
todo	todo	PI0MS000	todo
	.	Fp	.
i	Y	CC	y
artas	hartas	DI0FP0	harto
penas	penas	NCFP000	pena
Reselbo	reservo	VMIP1S0	reservar
en	en	SPS00	en
mi	mi	DP1CSS	mi
pecho	pecho	NCMS000	pecho
por	por	SPS00	por
no	no	RN	no
contristar	contristar	VMN0000	contristar
a	a	SPS00	a
usted	usted	PP2CS000	usted
	.	Fp	.
i	Y	CC	y
arta	harta	DI0FS0	harto
pena	pena	NCFS000	pena
e	he	VAIP1S0	haber
tomado	tomado	VMP0000	tomar
de	de	SPS00	de
esta	ésta	PD0FS000	este
ultima	última	AO0FS0	último
que	que	PR0CN000	que
usted	usted	PP2CS000	usted
me	me	PP1CS000	me
escribe	escribe	VMIP3S0	escribir
	.	Fp	.
i	Y	CC	y
bien	bien	RG	bien
considero	considero	VMIP1S0	considerar
que	que	CS	que
mi	mi	DP1CSS	mi
muerte	muerte	NCFS000	muerte
pondra	pondrá	VMIF3S0	poner
termino	término	NCMS000	término
a	a	SPS00	a
esas	esas	DD0FP0	ese
cosas	cosas	NCFP000	cosa
i	y	CC	y
no	no	RN	no
espere	espere	VMSP0S0	esperar
usted	usted	PP2CS000	usted
sera	será	VSIF3S0	ser
de	de	SPS00	de
otro	otro	DI0MS0	otro
modo	modo	NCMS000	modo
	.	Fp	.
i	Y	CC	y
segun	según	SPS00	según
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
	,	Fc	,
si	si	CS	si
dios	Dios	NP00000	dios
no	no	RN	no
lo	lo	PP3CNA00	lo
remedia	remedia	VMIP3S0	remediar
i	y	CC	y
usted	usted	PP2CS000	usted
en	en	SPS00	en
no	no	RN	no
detenerse	detenerse	VMN0000+P00CN000	detener+se
ai	ahí	RG	ahí
un	un	DI0MS0	uno
punto	punto	NCMS000	punto
en	en	SPS00	en
benir	venir	VMN0000	venir
a	a	SPS00	a
socoRer	socorrer	VMN0000	socorrer
esta	esta	DD0FS0	este
necesidad	necesidad	NCFS000	necesidad
	,	Fc	,
tan	tan	RC	tan
abandonada	abandonada	VMP00SF	abandonar
de	de	SPS00	de
todo	todo	DI0MS0	todo
Remedio	remedio	NCMS000	remedio
perecera	perecerá	VMIF3S0	perecer
	.	Fp	.
i	Y	CC	y
siento	siento	VMIP1S0	sentir
la	la	DA0FS0	el
ausencia	ausencia	NCFS000	ausencia
tan	tan	RC	tan
dilatada	dilatada	VMP00SF	dilatar
de	de	SPS00	de
tres	tres	Z	3
meses	meses	NCMP000	mes
de	de	SPS00	de
usted	usted	PP2CS000	usted
	;	Fx	;
i	y	CC	y
esto	esto	PD0NN000	esto
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
en	en	SPS00	en
la	la	DA0FS0	el
aniquilacion	aniquilación	NCFS000	aniquilación
que	que	PR0CN000	que
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
i	y	CC	y
la	la	DA0FS0	el
que	que	PR0CN000	que
lo	lo	PP3CNA00	lo
a	ha	VAIP3S0	haber
niquilado	aniquilado	VMP0000	aniquilar
todo	todo	PI0MS000	todo
i	y	CC	y
que	que	CS	que
su	su	DP3CS0	su
estada	estada	NCFS000	estada
de	de	SPS00	de
usted	usted	PP2CS000	usted
solo	sólo	RG	sólo
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
para	para	SPS00	para
darles	darles	VMN0000+PP3CPD00	dar+le
ai	ahí	RG	ahí
fuerca	fuerza	NCFS000	fuerza
	,	Fc	,
que	que	PR0CN000	que
es	es	VSIP3S0	ser
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
an	han	VAIP3P0	haber
caminado	caminado	VMP0000	caminar
i	y	CC	y
caminan	caminan	VMIP3P0	caminar
i	y	CC	y
caminaran	caminarán	VMIF3P0	caminar
	,	Fc	,
aunque	aunque	CS	aunque
se	se	P00CN000	se
estrnartraño	extrañó	VMIS3S0	extrañar
dando	dando	VMG0000	dar
consolatorias	consolatorias	NCFP000	consolatoria
	,	Fc	,
como	como	CS	como
usted	usted	PP2CS000	usted
a	ha	VAIP3S0	haber
esperimentado	experimentado	VMP0000	experimentar
	.	Fp	.
i	Y	CC	y
bastantes	bastantes	DI0CP0	bastante
antecedentes	antecedentes	NCMP000	antecedente
tenemos	tenemos	VMIP1P0	tener
i	y	CC	y
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
an	han	VAIP3P0	haber
balido	valido	VMP0000	valer
para	para	SPS00	para
logralo	lograrlo	VMN0000+PP3CNA00	lograr+lo
i	y	CC	y
los	los	DA0MP0	el
que	que	PR0CN000	que
antecedentemente	antecedentemente	RG	antecedentemente
abian	habían	VAII3P0	haber
puesto	puesto	VMP0000	poner
	.	Fp	.
i	Y	CC	y
estas	éstas	PD0FP000	este
no	no	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
las	las	PP3FPA00	lo
a	ha	VAIP3S0	haber
boRado	borrado	VMP0000	borrar
usted	usted	PP2CS000	usted
Junto	junto	RG	junto
con	con	SPS00	con
las	las	DA0FP0	el
que	que	PR0CN000	que
aqui	aquí	RG	aquí
se	se	P00CN000	se
comunicaron	comunicaron	VMIS3P0	comunicar
	,	Fc	,
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
creiera	creyera	VMSI0S0	creer
usted	usted	PP2CS000	usted
de	de	SPS00	de
paradogas	paradojas	NCFP000	paradoja
ni	ni	CCN	ni
palabras	palabras	NCFP000	palabra
de	de	SPS00	de
que	que	PR0CN000	que
ia	ya	RG	ya
se	se	P00CN000	se
conpondra	compondrá	VMIF3S0	componer
	,	Fc	,
que	que	CS	que
lo	lo	PP3CNA00	lo
mismo	mismo	AQ0MS0	mismo
icieron	hicieron	VMIS3P0	hacer
con	con	SPS00	con
el	el	DA0MS0	el
pleito	pleito	NCMS000	pleito
pasado	pasado	VMP00SM	pasar
i	y	CC	y
luego	luego	RG	luego
salio	salió	VMIS3S0	salir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
usted	usted	PP2CS000	usted
bido	vio	VMIS3S0	ver
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
usted	usted	PP2CS000	usted
a	ha	VAIP3S0	haber
boRado	borrado	VMP0000	borrar
esto	esto	PD0NN000	esto
	,	Fc	,
pues	pues	CS	pues
bien	bien	RG	bien
presente	presente	AQ0CS0	presente
esta	está	VMIP3S0	estar
cocotemo	como	CS	como
usted	usted	PP2CS000	usted
lo	lo	PP3CNA00	lo
a	ha	VAIP3S0	haber
llebado	llevado	VMP0000	llevar
teniendo	teniendo	VMG0000	tener
esto	esto	PD0NN000	esto
presente	presente	AQ0CS0	presente
	,	Fc	,
pues	pues	CS	pues
estas	estas	DD0FP0	este
cosas	cosas	NCFP000	cosa
pedian	pedían	VMII3P0	pedir
otro	otro	DI0MS0	otro
tenperamento	temperamento	NCMS000	temperamento
de	de	SPS00	de
el	el	DA0MS0	el
que	que	PR0CN000	que
asta	hasta	SPS00	hasta
aqui	aquí	RG	aquí
se	se	P00CN000	se
a	ha	VAIP3S0	haber
llebado	llevado	VMP0000	llevar
	,	Fc	,
cuidandolo	cuidándolo	VMG0000+PP3MSA00	cuidar+lo
ustd	usted	PP2CS000	usted
sin	sin	SPS00	sin
fiarlo	fiarlo	VMN0000+PP3MSA00	fiar+lo
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
	,	Fc	,
pues	pues	CS	pues
todos	todos	PI0MP000	todo
caminan	caminan	VMIP3P0	caminar
a	a	SPS00	a
la	la	DA0FS0	el
contenplacion	contemplación	NCFS000	contemplación
como	como	CS	como
que	que	CS	que
no	no	RN	no
les	les	PP3CPD00	le
inporta	importa	VMIP3S0	importar
i	y	CC	y
dirian	dirían	VMIC3P0	decir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
les	les	PP3CPD00	le
parezga	parezca	VMSP0S0	parecer
	.	Fp	.
i	Y	CC	y
los	los	DA0MP0	el
otros	otros	PI0MP000	otro
estaran	estarán	VMIF3P0	estar
dando	dando	VMG0000	dar
cuerda	cuerda	NCFS000	cuerda
i	y	CC	y
se	se	P00CN000	se
estaran	estarán	VMIF3P0	estar
gloriando	gloriando	VMG0000	gloriar
bibendolo	viéndolo	VMG0000+PP3MSA00	ver+lo
confiado	confiado	VMP00SM	confiar
	,	Fc	,
que	que	CS	que
usted	usted	PP2CS000	usted
esta	está	VMIP3S0	estar
sin	sin	SPS00	sin
tomar	tomar	VMN0000	tomar
Resolucion	resolución	NCFS000	resolución
por	por	SPS00	por
si	sí	RG	sí
para	para	SPS00	para
que	que	CS	que
determinen	determinen	VMSP3P0	determinar
,	.	Fp	.
i	Y	CC	y
esto	esto	PD0NN000	esto
se	se	P00CN000	se
abia	había	VMII0S0	haber
de	de	SPS00	de
aber	haber	VAN0000	haber
echo	hecho	VMP0000	hacer
luego	luego	RG	luego
que	que	CS	que
usted	usted	PP2CS000	usted
llego	llegó	VMIS3S0	llegar
	,	Fc	,
como	como	CS	como
se	se	P00CN000	se
abia	había	VAII0S0	haber
comunicado	comunicado	VMP0000	comunicar
	,	Fc	,
sin	sin	SPS00	sin
llebar	llevar	VMN0000	llevar
mas	más	RC	más
pretensiones	pretensiones	NCFP000	pretensión
que	que	CS	que
el	el	DA0MS0	el
de	de	SPS00	de
despachar	despachar	VMN0000	despachar
presto	presto	RG	presto
por	por	SPS00	por
el	el	DA0MS0	el
peligro	peligro	NCMS000	peligro
en	en	SPS00	en
que	que	PR0CN000	que
quedaba	quedaba	VMII0S0	quedar
,	.	Fp	.
ia	Ya	RG	ya
esto	esto	PD0NN000	esto
se	se	P00CN000	se
abia	había	VMII0S0	haber
de	de	SPS00	de
aber	haber	VAN0000	haber
dirigido	dirigido	VMP0000	dirigir
todo	todo	PI0MS000	todo
para	para	SPS00	para
el	el	DA0MS0	el
mas	más	RC	más
brebe	breve	AQ0CS0	breve
despacho	despacho	NCMS000	despacho
por	por	SPS00	por
el	el	DA0MS0	el
cuidado	cuidado	NCMS000	cuidado
con	con	SPS00	con
que	que	PR0CN000	que
usted	usted	PP2CS000	usted
estaba	estaba	VMII0S0	estar
de	de	SPS00	de
si	si	CS	si
falleceria	fallecería	VMIC0S0	fallecer
estando	estando	VMG0000	estar
usted	usted	PP2CS000	usted
ausente	ausente	AQ0CS0	ausente
	.	Fp	.
i	Y	CC	y
esto	esto	PD0NN000	esto
ubiera	hubiera	VASI0S0	haber
inportado	importado	VMP0000	importar
mucho	mucho	RQ	mucho
para	para	SPS00	para
que	que	CS	que
no	no	RN	no
aian	hayan	VASP3P0	haber
pasado	pasado	VMP0000	pasar
a	a	SPS00	a
discuRir	discurrir	VMN0000	discurrir
esta	está	VMIP3S0	estar
usted	usted	PP2CS000	usted
sin	sin	SPS00	sin
el	el	DA0MS0	el
cuidado	cuidado	NCMS000	cuidado
de	de	SPS00	de
que	que	CS	que
no	no	RN	no
tengo	tengo	VMIP1S0	tener
tal	tal	DD0CS0	tal
peligro	peligro	NCMS000	peligro
de	de	SPS00	de
muerte	muerte	NCFS000	muerte
,	,	Fc	,
pues	pues	CS	pues
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
que	que	PR0CN000	que
lo	lo	PP3CNA00	lo
se	sé	VMIP1S0	saber
que	que	CS	que
usted	usted	PP2CS000	usted
lo	lo	PP3MSA00	lo
tiene	tiene	VMIP3S0	tener
	,	Fc	,
me	me	PP1CS000	me
pone	pone	VMIP3S0	poner
en	en	SPS00	en
confusion	confusión	NCFS000	confusión
por	por	SPS00	por
saber	saber	VMN0000	saber
usted	usted	PP2CS000	usted
como	cómo	PA000000	cómo
me	me	PP1CS000	me
pongo	pongo	VMIP1S0	poner
i	y	CC	y
ellos	ellos	PP3MP000	ellos
no	no	RN	no
lo	lo	PP3CNA00	lo
saben	saben	VMIP3P0	saber
,	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
a	a	SPS00	a
mi	mí	PP1CSO00	mí
se	se	P00CN000	se
me	me	PP1CS000	me
ofrece	ofrece	VMIP3S0	ofrecer
i	y	CC	y
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
ba	va	VMIP3S0	ir
fundado	fundado	VMP00SM	fundar
,	.	Fp	.
ia	Ya	RG	ya
usted	usted	PP2CS000	usted
me	me	PP1CS000	me
a	ha	VMIP3S0	haber
de	de	SPS00	de
acer	hacer	VMN0000	hacer
fuerca	fuerza	NCFS000	fuerza
i	y	CC	y
a	ha	VMIP3S0	haber
de	de	SPS00	de
conocer	conocer	VMN0000	conocer
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
	,	Fc	,
aunque	aunque	CS	aunque
ia	ya	RG	ya
es	es	VSIP3S0	ser
tarde	tarde	RG	tarde
	;	Fx	;
solo	sólo	RG	sólo
puede	puede	VMIP3S0	poder
serbir	servir	VMN0000	servir
para	para	SPS00	para
lo	lo	DA0NS0	el
presente	presente	AQ0CS0	presente
de	de	SPS00	de
no	no	RN	no
detenerse	detenerse	VMN0000+P00CN000	detener+se
usted	usted	PP2CS000	usted
mas	más	RC	más
istantes	instantes	NCMP000	instante
	.	Fp	.
padre	Padre	NP00000	padre
mio	mío	DP1MSS	mío
	,	Fc	,
io	yo	PP1CSN00	yo
me	me	PP1CS000	me
e	he	VAIP1S0	haber
cansado	cansado	VMP0000	cansar
muchisimo	muchísimo	RS	muchísimo
en	en	SPS00	en
escribir	escribir	VMN0000	escribir
esto	esto	PD0NN000	esto
	.	Fp	.
i	Y	CC	y
a	a	SPS00	a
usted	usted	PP2CS000	usted
solo	sólo	RG	sólo
le	le	PP3CSD00	le
serbira	servirá	VMIF3S0	servir
de	de	SPS00	de
gran	gran	AQ0CS0	gran
sentimiento	sentimiento	NCMS000	sentimiento
	,	Fc	,
nada	nada	PI0NN00N	nada
al	al	SPS00+DA0MS0	a+el
consuelo	consuelo	NCMS000	consuelo
que	que	PR0CN000	que
uste	usted	PP2CS000	usted
dice	dice	VMIP3S0	decir
Recibe	recibe	VMIP3S0	recibir
con	con	SPS00	con
ellas	ellas	PP3FP000	ellos
	,	Fc	,
aunque	aunque	CS	aunque
espero	espero	VMIP1S0	esperar
no	no	RN	no
a	ha	VMIP3S0	haber
de	de	SPS00	de
tomar	tomar	VMN0000	tomar
usted	usted	PP2CS000	usted
pena	pena	NCFS000	pena
de	de	SPS00	de
nada	nada	PI0NN00N	nada
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
aqui	aquí	RG	aquí
ba	va	VMIP3S0	ir
i	y	CC	y
solo	sólo	RG	sólo
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
para	para	SPS00	para
ponerlo	ponerlo	VMN0000+PP3CNA00	poner+lo
por	por	SPS00	por
obra	obra	NCFS000	obra
	,	Fc	,
que	que	CS	que
asi	así	RG	así
conbiene	conviene	VMIP3S0	convenir
muchissimo	muchísimo	RS	muchísimo
por	por	SPS00	por
muchas	muchas	DI0FP0	mucho
cosas	cosas	NCFP000	cosa
que	que	PR0CN000	que
aqui	aquí	RG	aquí
no	no	RN	no
puedo	puedo	VMIP1S0	poder
ponerlas	ponerlas	VMN0000+PP3FPA00	poner+lo
i	y	CC	y
por	por	SPS00	por
lo	lo	DA0NS0	el
acongojada	acongojada	VMP00SF	acongojar
que	que	PR0CN000	que
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
de	de	SPS00	de
no	no	RN	no
poder	poder	VMN0000	poder
desaogar	desahogar	VMN0000	desahogar
mi	mi	DP1CSS	mi
intedrior	interior	NCMS000	interior
	,	Fc	,
que	que	PR0CN000	que
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
mas	más	RC	más
me	me	PP1CS000	me
aflige	aflige	VMIP3S0	afligir
por	por	SPS00	por
berme	verme	VMN0000+PP1CS000	ver+me
tan	tan	RC	tan
sin	sin	SPS00	sin
alientos	alientos	NCMP000	aliento
	,	Fc	,
faltandome	faltándome	VMG0000+PP1CS000	faltar+me
cada	cada	DI0CN0	cada
istante	instante	NCMS000	instante
la	la	DA0FS0	el
Respiracion	respiración	NCFS000	respiración
	;	Fx	;
i	y	CC	y
esto	esto	PD0NN000	esto
a	ha	VMIP3S0	haber
mas	más	RC	más
de	de	SPS00	de
un	un	DI0MS0	uno
mes	mes	NCMS000	mes
	,	Fc	,
pasando	pasando	VMG0000	pasar
las	las	DA0FP0	el
noches	noches	NCFP000	noche
en	en	SPS00	en
un	un	DI0MS0	uno
quegido	quejido	NCMS000	quejido
como	como	CS	como
anima	ánima	NCFS000	ánima
de	de	SPS00	de
purgatorio	purgatorio	NCMS000	purgatorio
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
si	si	CSI	si
esto	esto	PD0NN000	esto
sera	será	VSIF3S0	ser
de	de	SPS00	de
el	el	DA0MS0	el
corto	corto	AQ0MS0	corto
alimento	alimento	NCMS000	alimento
que	que	PR0CN000	que
tomo	tomo	VMIP1S0	tomar
por	por	SPS00	por
no	no	RN	no
poderlo	poderlo	VMN0000+PP3MSA00	poder+lo
pasar	pasar	VMN0000	pasar
i	y	CC	y
esto	esto	PD0NN000	esto
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
sustancia	sustancia	NCFS000	sustancia
	.	Fp	.
abua	Agua	NCCS000	agua
entra	entra	VMIP3S0	entrar
bastante	bastante	RQ	bastante
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
aso	aso	VMIP1S0	asar
biba	viva	VMSP0S0	vivir
,	.	Fp	.
io	Yo	PP1CSN00	yo
estoi	estoy	VMIP1S0	estar
que	que	CS	que
estos	estos	DD0MP0	este
sudores	sudores	NCMP000	sudor
i	y	CC	y
angustias	angustias	NCFP000	angustia
son	son	VSIP3P0	ser
nacidas	nacidas	VMP00PF	nacer
de	de	SPS00	de
esto	esto	PD0NN000	esto
i	y	CC	y
lo	lo	DA0NS0	el
oprimido	oprimido	VMP00SM	oprimir
de	de	SPS00	de
la	la	DA0FS0	el
Respiracion	respiración	NCFS000	respiración
i	y	CC	y
acharcado	acharcado	VMP00SM	acharcar
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
el	el	DA0MS0	el
cuerpo	cuerpo	NCMS000	cuerpo
con	con	SPS00	con
la	la	DA0FS0	el
sed	sed	NCFS000	sed
tan	tan	RC	tan
interna	interna	AQ0FS0	interno
,	,	Fc	,
que	que	CS	que
esto	esto	PD0NN000	esto
ba	va	VMIP3S0	ir
caminando	caminando	VMG0000	caminar
a	a	SPS00	a
una	una	DI0FS0	uno
idropesía	hidropesía	NCFS000	hidropesía
segun	según	SPS00	según
las	las	DA0FP0	el
muestras	muestras	NCFP000	muestra
i	y	CC	y
lo	lo	DA0NS0	el
malissima	malísima	AQSFS0	malo
que	que	PR0CN000	que
estoi	estoy	VMIP1S0	estar
	.	Fp	.
i	Y	CC	y
si	si	CS	si
Dios	Dios	NP00000	dios
no	no	RN	no
me	me	PP1CS000	me
megora	mejora	VMIP3S0	mejorar
	,	Fc	,
temo	temo	VMIP1S0	temer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
a	a	SPS00	a
don	don	NP00000	don
Juan	Juan	NP00000	juan
de	de	SPS00	de
la	la	DA0FS0	el
toRe	Torre	NP00000	torre
	,	Fc	,
que	que	PR0CN000	que
por	por	SPS00	por
dibilitacion	debilitación	NCFS000	debilitación
se	se	P00CN000	se
queda	queda	VMIP3S0	quedar
ablando	hablando	VMG0000	hablar
sin	sin	SPS00	sin
mas	más	RC	más
acidente	accidente	NCMS000	accidente
	.	Fp	.
io	Yo	PP1CSN00	yo
temo	temo	VMIP1S0	temer
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
	.	Fp	.
i	Y	CC	y
asi	así	RG	así
	,	Fc	,
tomar	tomar	VMN0000	tomar
esas	esas	DD0FP0	ese
cosas	cosas	NCFP000	cosa
con	con	SPS00	con
el	el	DA0MS0	el
enpeño	empeño	NCMS000	empeño
posible	posible	AQ0CS0	posible
i	y	CC	y
por	por	SPS00	por
si	sí	RG	sí
,	,	Fc	,
no	no	RN	no
fiandolo	fiándolo	VMG0000+PP3MSA00	fiar+lo
a	a	SPS00	a
otro	otro	PI0MS000	otro
	,	Fc	,
como	como	CS	como
llebo	llevo	VMIP1S0	llevar
dicho	dicho	VMP00SM	decir
	.	Fp	.
i	Y	CC	y
puesde	puede	VMIP3S0	poder
usted	usted	PP2CS000	usted
informar	informar	VMN0000	informar
a	a	SPS00	a
boca	boca	NCFS000	boca
como	cómo	PA000000	cómo
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
i	y	CC	y
las	las	DA0FP0	el
circustancias	circunstancias	NCFP000	circunstancia
que	que	PR0CN000	que
ocuRen	ocurren	VMIP3P0	ocurrir
para	para	SPS00	para
no	no	RN	no
poderme	poderme	VMN0000+PP1CS000	poder+me
degar	dejar	VMN0000	dejar
de	de	SPS00	de
asistir	asistir	VMN0000	asistir
	.	Fp	.
i	Y	CC	y
a	a	SPS00	a
los	los	DA0MP0	el
Recaños	Recaños	NP00000	recaños
acer	hacer	VMN0000	hacer
todo	todo	DI0MS0	todo
enpeño	empeño	NCMS000	empeño
para	para	SPS00	para
que	que	CS	que
aprieten	aprieten	VMSP3P0	apretar
sin	sin	SPS00	sin
dar	dar	VMN0000	dar
mas	más	RC	más
dilatorias	dilatorias	NCFP000	dilatoria
i	y	CC	y
esto	esto	PD0NN000	esto
sin	sin	SPS00	sin
degarlo	dejarlo	VMN0000+PP3CNA00	dejar+lo
de	de	SPS00	de
la	la	DA0FS0	el
mano	mano	NCFS000	mano
	.	Fp	.
i	Y	CC	y
ellos	ellos	PP3MP000	ellos
	,	Fc	,
como	como	CS	como
esta	está	VMIP3S0	estar
usted	usted	PP2CS000	usted
ai	ahí	RG	ahí
	,	Fc	,
no	no	RN	no
se	se	P00CN000	se
atreberan	atreverán	VMIF3P0	atrever
porque	porque	CS	porque
no	no	RN	no
digan	digan	VMSP3P0	decir
estan	están	VMIP3P0	estar
artos	hartos	AQ0MP0	harto
de	de	SPS00	de
buespedes	huéspedes	NCMP000	huésped
	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
