Cadid	Cádiz	NP00000	cádiz
que	que	PR0CN000	que
havia	había	VAII0S0	haber
escrito	escrito	VMP0000	escribir
y	y	CC	y
por	por	SPS00	por
eso	eso	PD0NN000	eso
me	me	PP1CS000	me
movio	movió	VMIS3S0	mover
el	el	DA0MS0	el
escrivir	escribir	VMN0000	escribir
a	a	SPS00	a
Vega	Vega	NP00000	vega
por	por	SPS00	por
ber	ver	VMN0000	ver
si	si	CS	si
le	le	PP3CSD00	le
tenia	tenía	VMII0S0	tener
	)	Fbt	)
	;	Fx	;
ya	ya	RG	ya
me	me	PP1CS000	me
dizen	dicen	VMIP3P0	decir
en	en	SPS00	en
ella	ella	PP3FS000	él
que	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
llevan	llevan	VMIP3P0	llevar
a	a	SPS00	a
bien	bien	NCMS000	bien
	,	Fc	,
que	que	CS	que
tenia	tenía	VMII0S0	tener
a	a	SPS00	a
quien	quien	PR0CS000	quien
escrivir	escribir	VMN0000	escribir
	:	Fd	:
a	a	SPS00	a
Santos	Santos	NP00000	santos
Gutierrez	Gutiérrez	NP00000	gutiérrez
u	o	CC	o
andrea	Andrea	NP00000	andrea
del	del	SPS00+DA0MS0	de+el
castillo	Castillo	NP00000	castillo
	.	Fp	.
la	La	DA0FS0	el
otra	otra	PI0FS000	otro
es	es	VSIP3S0	ser
la	la	DA0FS0	el
que	que	PR0CN000	que
e	he	VAIP1S0	haber
rrecivido	recibido	VMP0000	recibir
de	de	SPS00	de
Salamanca	Salamanca	NP00000	salamanca
	.	Fp	.
y	Y	CC	y
de	de	SPS00	de
todas	todas	DI0FP0	todo
tres	tres	Z	3
m	me	PP1CS000	me
e	he	VAIP1S0	haber
hecho	hecho	VMP0000	hacer
el	el	DA0MS0	el
cargo	cargo	NCMS000	cargo
	.	Fp	.
y	Y	CC	y
	,	Fc	,
confiado	confiado	VMP00SM	confiar
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Uds	ustedes	PP2CP000	usted
me	me	PP1CS000	me
dizen	dicen	VMIP3P0	decir
en	en	SPS00	en
ellas	ellas	PP3FP000	ellos
	,	Fc	,
e	he	VAIP1S0	haber
pasado	pasado	VMP0000	pasar
a	a	SPS00	a
blar	hablar	VMN0000	hablar
Con	con	SPS00	con
el	el	DA0MS0	el
Sargto	sargento	NCMS000	sargento
Mayor	mayor	AQ0CS0	mayor
y	y	CC	y
le	le	PP3CSD00	le
e	he	VAIP1S0	haber
dicho	dicho	VMP0000	decir
que	que	CS	que
si	si	CS	si
podia	podía	VMII0S0	poder
darme	darme	VMN0000+PP1CS000	dar+me
mi	mi	DP1CSS	mi
licencia	licencia	NCFS000	licencia
por	por	SPS00	por
mi	mi	DP1CSS	mi
dinero	dinero	NCMS000	dinero
o	o	CC	o
por	por	SPS00	por
un	un	DI0MS0	uno
honbre	hombre	NCMS000	hombre
	,	Fc	,
y	y	CC	y
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
que	que	CS	que
por	por	SPS00	por
dinero	dinero	NCMS000	dinero
aunque	aunque	CS	aunque
le	le	PP3CSD00	le
diera	diera	VMSI0S0	dar
duscientos	doscientos	Z	200
pesos	pesos	NCMP000	peso
	,	Fc	,
ni	ni	CC	ni
por	por	SPS00	por
un	un	DI0MS0	uno
honbre	hombre	NCMS000	hombre
solo	sólo	RG	sólo
tampoco	tampoco	RG	tampoco
	,	Fc	,
sino	sino	CC	sino
que	que	CS	que
pusiera	pusiera	VMSI0S0	poner
dos	dos	Z	2
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
dixe	dije	VMIS1S0	decir
de	de	SPS00	de
que	que	CS	que
era	era	VSII0S0	ser
desertor	desertor	NCMS000	desertor
por	por	SPS00	por
azerle	hacerle	VMN0000+PP3CSD00	hacer+le
mas	más	RC	más
fuerza	fuerza	NCFS000	fuerza
y	y	CC	y
me	me	PP1CS000	me
respondio	respondió	VMIS3S0	responder
que	que	CS	que
no	no	RN	no
hazia	hacía	VMII0S0	hacer
fuerza	fuerza	NCFS000	fuerza
eso	eso	PD0NN000	eso
	,	Fc	,
que	que	CS	que
si	si	CS	si
havia	había	VAII0S0	haber
sido	sido	VSP0000	ser
hombre	hombre	NCMS000	hombre
de	de	SPS00	de
bien	bien	RG	bien
antes	antes	RG	antes
de	de	SPS00	de
desertarme	desertarme	VMN0000+PP1CS000	desertar+me
que	que	CS	que
tambien	también	RG	también
lo	lo	PP3CNA00	lo
seria	sería	VSIC0S0	ser
en	en	SPS00	en
adelante	adelante	RG	adelante
	,	Fc	,
y	y	CC	y
que	que	CS	que
si	si	CS	si
no	no	RN	no
para	para	SPS00	para
mi	mí	PP1CSO00	mí
perdia	perdía	VMII0S0	perder
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
pregunto	preguntó	VMIS3S0	preguntar
que	que	CS	que
hadonde	adónde	PA000000	adónde
pondria	pondría	VMIC0S0	poner
los	los	DA0MP0	el
dos	dos	Z	2
hombres	hombres	NCMP000	hombre
y	y	CC	y
le	le	PP3CSD00	le
e	he	VAIP1S0	haber
respondido	respondido	VMP0000	responder
que	que	CS	que
en	en	SPS00	en
valladolid	Valladolid	NP00000	valladolid
se	se	P00CN000	se
le	le	PP3CSD00	le
entregarian	entregarían	VMIC3P0	entregar
a	a	SPS00	a
Dn	don	NP00000	don
Pasqual	Pascual	NP00000	pascual
Martinez	Martínez	NP00000	martínez
el	el	DA0MS0	el
theniente	teniente	NP00000	teniente
	.	Fp	.
y	Y	CC	y
que	que	CS	que
ustedes	ustedes	PP2CP000	usted
lo	lo	PP3CNA00	lo
comuniquen	comuniquen	VMSP3P0	comunicar
con	con	SPS00	con
el	él	PP3MS000	él
y	y	CC	y
si	si	CS	si
ustedes	ustedes	PP2CP000	usted
pueden	pueden	VMIP3P0	poder
o	o	CC	o
no	no	RN	no
	,	Fc	,
me	me	PP1CS000	me
embiaran	enviarán	VMIF3P0	enviar
ustedes	ustedes	PP2CP000	usted
la	la	PP3FSA00	lo
respuesta	respuesta	NCFS000	respuesta
	.	Fp	.
que	Que	CS	que
Comfio	confío	VMIP1S0	confiar
en	en	SPS00	en
Ds	Dios	NP00000	dios
de	de	SPS00	de
que	que	CS	que
Uds	ustedes	PP2CP000	usted
lo	lo	PP3CNA00	lo
Alcanzaran	alcanzarán	VMIF3P0	alcanzar
con	con	SPS00	con
mas	más	RC	más
comenencia	conveniencia	NCFS000	conveniencia
qe	que	CS	que
si	si	CS	si
fuera	fuera	VSSI0S0	ser
por	por	SPS00	por
dinero	dinero	NCMS000	dinero
	,	Fc	,
supuesto	supuesto	VMP00SM	suponer
que	que	CS	que
Uds	ustedes	PP2CP000	usted
tienen	tienen	VMIP3P0	tener
diferentes	diferentes	AQ0CP0	diferente
amigos	amigos	NCMP000	amigo
	,	Fc	,
como	como	CS	como
es	es	VSIP3S0	ser
manuelillo	Manuelillo	NP00000	manuelillo
el	el	DA0MS0	el
de	de	SPS00	de
fernesio	Fernesio	NP00000	fernesio
	,	Fc	,
que	que	CS	que
si	si	CS	si
Uds	ustedes	PP2CP000	usted
le	le	PP3CSD00	le
hablan	hablan	VMIP3P0	hablar
mucho	mucho	RQ	mucho
hara	hará	VMIF3S0	hacer
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	.	Fp	.
ay	Hay	VMIP3S0	haber
otro	otro	PI0MS000	otro
	,	Fc	,
que	que	CS	que
al	al	SPS00+DA0MS0	a+el
simon	Simón	NP00000	simón
tambien	también	RG	también
me	me	PP1CS000	me
embiaran	enviarán	VMIF3P0	enviar
Uds	ustedes	PP2CP000	usted
a	a	SPS00	a
dezir	decir	VMN0000	decir
	.	Fp	.
que	Que	CS	que
si	si	CS	si
necesito	necesito	VMIP1S0	necesitar
dinero	dinero	NCMS000	dinero
para	para	SPS00	para
mantenerme	mantenerme	VMN0000+PP1CS000	mantener+me
	,	Fc	,
m	me	PP1CS000	me
e	he	VAIP1S0	haber
echo	hecho	VMP0000	hacer
el	el	DA0MS0	el
cargo	cargo	NCMS000	cargo
que	que	PR0CN000	que
gastar	gastar	VMN0000	gastar
por	por	SPS00	por
dos	dos	Z	2
partes	partes	NCFP000	parte
no	no	RN	no
es	es	VSIP3S0	ser
bueno	bueno	AQ0MS0	bueno
	,	Fc	,
qe	que	CS	que
despues	después	RG	después
ara	hará	VMIF3S0	hacer
falta	falta	NCFS000	falta
	.	Fp	.
que	Que	CS	que
tambien	también	RG	también
me	me	PP1CS000	me
he	he	VAIP1S0	haber
esforzado	esforzado	VMP0000	esforzar
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
mi	mi	DP1CSS	mi
deuda	deuda	NCFS000	deuda
	,	Fc	,
qe	que	CS	que
hera	era	VSII0S0	ser
muy	muy	RQ	muy
crezida	crecida	NCFS000	crecida
	,	Fc	,
que	que	CS	que
ymportava	importaba	VMII0S0	importar
duscientos	doscientos	Z	200
y	y	CC	y
veinte	veinte	Z	20
rs	reales	NCMP000	real
de	de	SPS00	de
vn	vellón	NCMS000	vellón
	;	Fx	;
que	que	CS	que
me	me	PP1CS000	me
han	han	VAIP3P0	haber
cargado	cargado	VMP0000	cargar
noventa	noventa	Z	90
rs	reales	NCMP000	real
por	por	SPS00	por
el	el	DA0MS0	el
fusil	fusil	NCMS000	fusil
y	y	CC	y
Bayoneta	bayoneta	NCFS000	bayoneta
	,	Fc	,
y	y	CC	y
setenta	setenta	Z	70
y	y	CC	y
zinco	cinco	Z	5
de	de	SPS00	de
la	la	DA0FS0	el
Prision	prisión	NCFS000	prisión
y	y	CC	y
muchila	mochila	NCFS000	mochila
y	y	CC	y
botines	botines	NCMP000	botín
y	y	CC	y
otros	otros	PI0MP000	otro
mas	más	RC	más
enrredillos	enredillos	NCMP000	enredillo
	,	Fc	,
lo	lo	DA0NS0	el
qual	cual	PR0CS000	cual
ya	ya	RG	ya
no	no	RN	no
devo	debo	VMIP1S0	deber
mas	más	RC	más
de	de	SPS00	de
treynta	treinta	Z	30
rs	reales	NCMP000	real
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
se	se	P00CN000	se
animaran	animarán	VMIF3P0	animar
Uds	ustedes	PP2CP000	usted
a	a	SPS00	a
lo	lo	DA0NS0	el
dicho	dicho	VMP00SM	decir
	,	Fc	,
que	que	CS	que
lo	lo	PP3CNA00	lo
alcanzaran	alcanzarán	VMIF3P0	alcanzar
Uds	ustedes	PP2CP000	usted
	.	Fp	.
y	Y	CC	y
que	que	CS	que
si	si	CS	si
no	no	RN	no
	,	Fc	,
de	de	SPS00	de
una	una	DI0FS0	uno
suerte	suerte	NCFS000	suerte
o	o	CC	o
de	de	SPS00	de
otra	otra	PI0FS000	otro
les	les	PP3CPD00	le
e	he	VMIP1S0	haber
de	de	SPS00	de
ir	ir	VMN0000	ir
a	a	SPS00	a
ver	ver	VMN0000	ver
a	a	SPS00	a
Uds	ustedes	PP2CP000	usted
	,	Fc	,
aunque	aunque	CS	aunque
sepa	sepa	VMSP0S0	saber
que	que	CS	que
me	me	PP1CS000	me
ha	ha	VMIP3S0	haber
de	de	SPS00	de
Costar	costar	VMN0000	costar
la	la	DA0FS0	el
Vida	vida	NCFS000	vida
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
digo	digo	VMIP1S0	decir
a	a	SPS00	a
Uds	ustedes	PP2CP000	usted
mas	más	RC	más
que	que	CS	que
ya	ya	RG	ya
e	he	VAIP1S0	haber
dicho	dicho	VMP0000	decir
ariba	arriba	RG	arriba
	,	Fc	,
que	que	CS	que
no	no	RN	no
pierdan	pierdan	VMSP3P0	perder
correo	correo	NCMS000	correo
con	con	SPS00	con
la	la	DA0FS0	el
novedad	novedad	NCFS000	novedad
que	que	PR0CN000	que
aya	haya	VMSP0S0	haber
y	y	CC	y
echara	echará	VMIF3S0	echar
usted	usted	PP2CS000	usted
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
todas	todas	DI0FP0	todo
en	en	SPS00	en
el	el	DA0MS0	el
dia	día	NCMS000	día
que	que	PR0CN000	que
cho	echó	VMIS3S0	echar
Ud	usted	PP2CS000	usted
la	la	DA0FS0	el
de	de	SPS00	de
la	la	DA0FS0	el
respuesta	respuesta	NCFS000	respuesta
de	de	SPS00	de
la	la	DA0FS0	el
de	de	SPS00	de
Vega	Vega	NP00000	vega
	,	Fc	,
porque	porque	CS	porque
no	no	RN	no
se	se	P00CN000	se
pierdan	pierdan	VMSP3P0	perder
	.	Fp	.
Daran	Darán	VMIF3P0	dar
Vmds	VMs	NP00000	VM
muchas	muchas	DI0FP0	mucho
memorias	memorias	NCFP000	memoria
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
a	a	SPS00	a
la	la	DA0FS0	el
Ysabel	Isabel	NP00000	isabel
	,	Fc	,
que	que	CS	que
	,	Fc	,
aunque	aunque	CS	aunque
ella	ella	PP3FS000	él
no	no	RN	no
se	se	P00CN000	se
acuerde	acuerde	VMSP0S0	acordar
de	de	SPS00	de
mi	mí	PP1CSO00	mí
	,	Fc	,
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
acuerdo	acuerdo	VMIP1S0	acordar
bastante	bastante	RQ	bastante
de	de	SPS00	de
ella	ella	PP3FS000	él
	;	Fx	;
y	y	CC	y
a	a	SPS00	a
el	el	DA0MS0	el
tio	tío	NCMS000	tío
Juan	Juan	NP00000	juan
y	y	CC	y
a	a	SPS00	a
las	las	DA0FP0	el
chequitas	chiquitas	NCFP000	chiquito
	;	Fx	;
tanbien	también	RG	también
a	a	SPS00	a
manuelillo	Manuelillo	NP00000	manuelillo
el	el	DA0MS0	el
de	de	SPS00	de
fernesio	Fernesio	NP00000	fernesio
	,	Fc	,
y	y	CC	y
las	las	PP3FPA00	lo
reziviran	recibirán	VMIF3P0	recibir
Uds	ustedes	PP2CP000	usted
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
a	a	SPS00	a
medida	medida	NCFS000	medida
de	de	SPS00	de
su	su	DP3CS0	su
deseo	deseo	NCMS000	deseo
	.	Fp	.
me	Me	PP1CS000	me
embian	envían	VMIP3P0	enviar
Uds	ustedes	PP2CP000	usted
a	a	SPS00	a
dezir	decir	VMN0000	decir
de	de	SPS00	de
que	que	CS	que
esse	ese	DD0MS0	ese
sugeto	sujeto	NCMS000	sujeto
saca	saca	VMIP3S0	sacar
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
con	con	SPS00	con
consentimiento	consentimiento	NCMS000	consentimiento
de	de	SPS00	de
alguno	alguno	PI0MS000	alguno
de	de	SPS00	de
casa	casa	NCFS000	casa
	.	Fp	.
sera	Será	VSIF3S0	ser
vasta	vasta	AQ0FS0	vasto
la	la	DA0FS0	el
ausencia	ausencia	NCFS000	ausencia
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
el	él	PP3MS000	él
	,	Fc	,
que	que	CS	que
si	si	CS	si
no	no	RN	no
no	no	RN	no
haria	haría	VMIC0S0	hacer
el	él	PP3MS000	él
tal	tal	RC	tal
cosa	cosa	NCFS000	cosa
	.	Fp	.
no	No	RN	no
estante	obstante	RG	obstante
	,	Fc	,
beran	verán	VMIF3P0	ver
Uds	ustedes	PP2CP000	usted
si	si	CS	si
topan	topan	VMIP3P0	topar
luz	luz	NCFS000	luz
de	de	SPS00	de
eso	eso	PD0NN000	eso
y	y	CC	y
por	por	SPS00	por
donde	donde	PA000000	donde
Pueden	pueden	VMIP3P0	poder
encontrarla	encontrarla	VMN0000+PP3FSA00	encontrar+lo
ha	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
Preguntando	preguntando	VMG0000	preguntar
a	a	SPS00	a
madalena	Magdalena	NP00000	magdalena
la	la	DA0FS0	el
zaza	Zaza	NP00000	zaza
	,	Fc	,
que	que	CS	que
la	la	PP3FSA00	lo
e	he	VAIP1S0	haber
embiado	enviado	VMP0000	enviar
memoria	memoria	NCFS000	memoria
para	para	SPS00	para
que	que	CS	que
se	se	PP3CN000	se
las	las	PP3FPA00	lo
diese	diese	VMSI0S0	dar
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
a	a	SPS00	a
la	la	DA0FS0	el
Ysabel	Isabel	NP00000	isabel
	.	Fp	.
zeso	Ceso	VMIP1S0	cesar
y	y	CC	y
no	no	RN	no
de	de	SPS00	de
rogar	rogar	VMN0000	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
les	les	PP3CPD00	le
gue	guarde	VMSP0S0	guardar
a	a	SPS00	a
Uds	ustedes	PP2CP000	usted
felizes	felices	AQ0CP0	feliz
años	años	NCMP000	año
para	para	SPS00	para
mi	mi	DP1CSS	mi
consuelo	consuelo	NCMS000	consuelo
.	.	Fp	.
Su	Su	DP3CS0	su
mas	más	RC	más
humilde	humilde	AQ0CS0	humilde
servidor	servidor	NCMS000	servidor
	,	Fc	,
Franco	Francisco	NP00000	francisco
Baldajos	Baldajos	NP00000	baldajos
Santos	Santos	NP00000	santos
Gutierrez	Gutiérrez	NP00000	gutiérrez
y	y	CC	y
mi	mi	DP1CSS	mi
Sa	señora	NP00000	señor
Andrea	Andrea	NP00000	andrea
del	del	SPS00+DA0MS0	de+el
Castillo	Castillo	NP00000	castillo
.	.	Fp	.
Ese	Ese	DD0MS0	ese
Juquete	Juquete	NP00000	juquete
que	que	PR0CN000	que
Uds	ustedes	PP2CP000	usted
me	me	PP1CS000	me
mandar	mandar	VMN0000	mandar
poner	poner	VMN0000	poner
el	el	DA0MS0	el
sobreescrito	sobrescrito	NCMS000	sobrescrito
no	no	RN	no
lo	lo	PP3CNA00	lo
conozco	conozco	VMIP1S0	conocer
sino	sino	CC	sino
para	para	SPS00	para
serbirlo	servirlo	VMN0000+PP3MSA00	servir+lo
con	con	SPS00	con
mucho	mucho	DI0MS0	mucho
gusto	gusto	NCMS000	gusto
	.	Fp	.
le	Le	PP3CSD00	le
daran	darán	VMIF3P0	dar
Uds	ustedes	PP2CP000	usted
muchas	muchas	DI0FP0	mucho
memorias	memorias	NCFP000	memoria
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
	,	Fc	,
que	que	CS	que
deseara	deseara	VMSI0S0	desear
conozerle	conocerle	VMN0000+PP3CSA00	conocer+le
	.	Fp	.
a	A	SPS00	a
la	la	DA0FS0	el
Buelta	vuelta	NCFS000	vuelta
de	de	SPS00	de
Correo	correo	NCMS000	correo
me	me	PP1CS000	me
diran	dirán	VMIF3P0	decir
Uds	ustedes	PP2CP000	usted
quien	quién	PT0CS000	quién
es	es	VSIP3S0	ser
.	.	Fp	.
y	Y	CC	y
perdone	perdone	VMSP0S0	perdonar
el	el	DA0MS0	el
qe	que	CS	que
la	la	PP3FSA00	lo
lea	lea	VMSP0S0	leer
por	por	SPS00	por
la	la	DA0FS0	el
letra	letra	NCFS000	letra
	,	Fc	,
qe	que	CS	que
no	no	RN	no
e	he	VAIP1S0	haber
querido	querido	VMP0000	querer
ynfadar	enfadar	VMN0000	enfadar
a	a	SPS00	a
naide	nadie	PI0NN00N	nadie
	.	Fp	.
si	Si	CS	si
le	le	PP3CSD00	le
avlan	hablan	VMIP3P0	hablar
Uds	ustedes	PP2CP000	usted
a	a	SPS00	a
el	el	DA0MS0	el
ofizial	oficial	NCMS000	oficial
le	le	PP3CSD00	le
daran	darán	VMIF3P0	dar
memorias	memorias	NCFP000	memoria
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
	,	Fc	,
qe	que	CS	que
perdone	perdone	VMSP0S0	perdonar
la	la	DA0FS0	el
croteda	cortedad	NCFS000	cortedad
de	de	SPS00	de
no	no	RN	no
averle	haberle	VAN0000+PP3CSD00	haber+le
escrito	escrito	VMP0000	escribir
	.	Fp	.
