Mui	Muy	RQ	muy
jenero	género	NCMS000	género
	,	Fc	,
q	que	CS	que
se	se	P00CN000	se
sacara	sacará	VMIF3S0	sacar
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
	;	Fx	;
y	y	CC	y
como	como	CS	como
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
presiso	preciso	AQ0MS0	preciso
Yr	ir	VMN0000	ir
al	al	SPS00+DA0MS0	a+el
campo	campo	NCMS000	campo
a	a	SPS00	a
resevirlo	recibirlo	VMN0000+PP3MSA00	recibir+lo
	,	Fc	,
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
el	el	DA0MS0	el
motivo	motivo	NCMS000	motivo
de	de	SPS00	de
no	no	RN	no
aver	haber	VAN0000	haber
tenido	tenido	VMP0000	tener
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
formar	formar	VMN0000	formar
la	la	DA0FS0	el
qta	cuenta	NCFS000	cuenta
	,	Fc	,
la	la	DA0FS0	el
q	que	PR0CN000	que
sin	sin	SPS00	sin
falta	falta	NCFS000	falta
alguna	alguna	DI0FS0	alguno
Yra	irá	VMIF3S0	ir
el	el	DA0MS0	el
Domingo	domingo	NCMS000	domingo
	.	Fp	.
Pague	Pagué	VMIS1S0	pagar
la	la	DA0FS0	el
letra	letra	NCFS000	letra
de	de	SPS00	de
pesos	pesos	NCMP000	peso
1500	1500	Z	1500
	,	Fc	,
la	la	DA0FS0	el
que	que	PR0CN000	que
queda	queda	VMIP3S0	quedar
cargada	cargada	VMP00SF	cargar
	,	Fc	,
em	en	SPS00	en
medio	medio	NCMS000	medio
que	que	PR0CN000	que
tiene	tiene	VMIP3S0	tener
una	una	DI0FS0	uno
orden	orden	NCFS000	orden
El	el	DA0MS0	el
thesorero	tesorero	NCMS000	tesorero
pa	para	SPS00	para
no	no	RN	no
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
y	y	CC	y
q	que	CS	que
Juro	juro	VMIP1S0	jurar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
pr	por	SPS00	por
esta	esta	DD0FS0	este
q	que	CS	que
mi	mi	DP1CSS	mi
libransa	libranza	NCFS000	libranza
de	de	SPS00	de
9M	9000	Z	9000
ps	pesos	NCMP000	peso
no	no	RN	no
me	me	PP1CS000	me
la	la	PP3FSA00	lo
an	han	VAIP3P0	haber
empesado	empezado	VMP0000	empezar
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
	.	Fp	.
pa	Para	SPS00	para
mañana	mañana	RG	mañana
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
ofresido	ofrecido	VMP0000	ofrecer
dar	dar	VMN0000	dar
algun	algún	DI0MS0	alguno
dinero	dinero	NCMS000	dinero
y	y	CC	y
si	si	CS	si
yo	yo	PP1CSN00	yo
no	no	RN	no
ubiera	hubiera	VASI0S0	haber
adelantado	adelantado	VMP0000	adelantar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
los	los	DA0MP0	el
1200	1200	Z	1200
ps	pesos	NCMP000	peso
q	que	PR0CN000	que
libre	libré	VMIS1S0	librar
sobre	sobre	SPS00	sobre
anglada	Anglada	NP00000	anglada
	,	Fc	,
menos	menos	RC	menos
les	les	PP3CPD00	le
ubiera	hubiera	VASI0S0	haber
remitido	remitido	VMP0000	remitir
	.	Fp	.
pero	Pero	CC	pero
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
q	que	PR0CN000	que
me	me	PP1CS000	me
entregare	entregare	VMSF0S0	entregar
mañana	mañana	RG	mañana
lo	lo	PP3CNA00	lo
remitire	remitiré	VMIF1S0	remitir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qns	quienes	PR0CP000	quien
Ds	Dios	NP00000	dios
Ge	guarde	VMSP0S0	guardar
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
24	24	Z	24
de	de	SPS00	de
febo	febrero	NCMS000	febrero
de	de	SPS00	de
1734	1734	Z	1734
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
