Muy	Muy	RQ	muy
poca	poca	DI0FS0	poco
diligencia	diligencia	NCFS000	diligencia
de	de	SPS00	de
Vm	VM	NP00000	VM
	,	Fc	,
pues	pues	CS	pues
los	los	DA0MP0	el
mas	más	RC	más
de	de	SPS00	de
los	los	DA0MP0	el
Correos	correos	NCMP000	correo
le	le	PP3CSD00	le
escrivo	escribo	VMIP1S0	escribir
,	.	Fp	.
pues	Pues	CS	pues
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
Vm	VM	NP00000	VM
con	con	SPS00	con
Grandisimo	grandísimo	AQSMS0	grande
cuidado	cuidado	NCMS000	cuidado
de	de	SPS00	de
ver	ver	VMN0000	ver
qe	qué	DT0CN0	qué
tanto	tanto	RC	tanto
tiempo	tiempo	NCMS000	tiempo
qe	que	PR0CN000	que
e	he	VAIP1S0	haber
stado	estado	VMP0000	estar
sin	sin	SPS00	sin
tener	tener	VMN0000	tener
Carta	carta	NCFS000	carta
de	de	SPS00	de
Vm	VM	NP00000	VM
	,	Fc	,
asta	hasta	SPS00	hasta
oy	hoy	RG	hoy
	,	Fc	,
qe	que	CS	que
el	el	DA0MS0	el
recluta	recluta	NCMS000	recluta
me	me	PP1CS000	me
la	la	PP3FSA00	lo
a	ha	VAIP3S0	haber
traydo	traído	VMP0000	traer
	,	Fc	,
pues	pues	CS	pues
Vm	VM	NP00000	VM
me	me	PP1CS000	me
va	va	VMIP3S0	ir
orvidando	olvidando	VMG0000	olvidar
poc	poco	RQ	poco
a	a	SPS00	a
poco	poco	RQ	poco
	.	Fp	.
pues	Pues	CS	pues
yo	yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
y	y	CC	y
estare	estaré	VMIF1S0	estar
firme	firme	AQ0CS0	firme
hasta	hasta	SPS00	hasta
la	la	DA0FS0	el
muerte	muerte	NCFS000	muerte
	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
dise	dice	VMIP3S0	decir
de	de	SPS00	de
qe	que	CS	que
si	si	CS	si
se	se	P00CN000	se
me	me	PP1CS000	me
ofrece	ofrece	VMIP3S0	ofrecer
alguna	alguna	DI0FS0	alguno
Cosa	cosa	NCFS000	cosa
	,	Fc	,
ya	ya	RG	ya
puede	puede	VMIP3S0	poder
comsiderar	considerar	VMN0000	considerar
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
puede	puede	VMIP3S0	poder
ofrecer	ofrecer	VMN0000	ofrecer
,	,	Fc	,
pues	pues	CS	pues
ya	ya	RG	ya
hase	hace	VMIP3S0	hacer
dos	dos	Z	2
meses	meses	NCMP000	mes
qe	que	PR0CN000	que
me	me	PP1CS000	me
pusieron	pusieron	VMIS3P0	poner
en	en	SPS00	en
libertad	libertad	NCFS000	libertad
;	.	Fp	.
Sra	Señora	NP00000	señor
	,	Fc	,
no	no	RN	no
dexe	deje	VMSP0S0	dejar
de	de	SPS00	de
yr	ir	VMN0000	ir
Vm	VM	NP00000	VM
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
Correos	correos	NCMP000	correo
	,	Fc	,
qe	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
dexare	dejaré	VMIF1S0	dejar
de	de	SPS00	de
escrivir	escribir	VMN0000	escribir
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
Correos	correos	NCMP000	correo
,	.	Fp	.
se	Se	P00CN000	se
sirvira	servirá	VMIF3S0	servir
Vm	VM	NP00000	VM
de	de	SPS00	de
dar	dar	VMN0000	dar
mil	mil	Z	1000
memorias	memorias	NCFP000	memoria
a	a	SPS00	a
Santos	Santos	NP00000	santos
y	y	CC	y
a	a	SPS00	a
la	la	DA0FS0	el
ysabel	Isabel	NP00000	isabel
	,	Fc	,
y	y	CC	y
le	le	PP3CSD00	le
dira	dirá	VMIF3S0	decir
Vm	VM	NP00000	VM
qe	que	CS	que
si	si	CS	si
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
orvidado	olvidado	VMP0000	olvidar
del	del	SPS00+DA0MS0	de+el
todo	todo	PI0MS000	todo
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
enbiara	enviará	VMIF3S0	enviar
Vm	VM	NP00000	VM
a	a	SPS00	a
desir	decir	VMN0000	decir
	,	Fc	,
qe	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
tan	tan	RC	tan
orvidada	olvidada	VMP00SF	olvidar
	,	Fc	,
qe	que	CS	que
no	no	RN	no
ay	hay	VMIP3S0	haber
ora	hora	NCFS000	hora
qe	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
acuerda	acuerda	VMIP3S0	acordar
d	de	SPS00	de
el	él	PP3MS000	él
y	y	CC	y
de	de	SPS00	de
todos	todos	PI0MS000	todo
Ustedes	ustedes	PP2CP000	usted
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
se	se	PP3CN000	se
las	las	PP3FPA00	lo
dara	dará	VMIF3S0	dar
Vm	VM	NP00000	VM
a	a	SPS00	a
Antonio	Antonio	NP00000	antonio
Gonzalez	González	NP00000	gonzález
	,	Fc	,
qe	que	CS	que
estimo	estimo	VMIP1S0	estimar
de	de	SPS00	de
ver	ver	VMN0000	ver
qe	que	CS	que
se	se	P00CN000	se
acuerda	acuerda	VMIP3S0	acordar
de	de	SPS00	de
mi	mí	PP1CSO00	mí
	.	Fp	.
en	En	SPS00	en
quanto	cuanto	PA000000	cuanto
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
nbiado	enviado	VMP0000	enviar
a	a	SPS00	a
desir	decir	VMN0000	decir
qe	que	CS	que
e	he	VAIP1S0	haber
ablado	hablado	VMP0000	hablar
con	con	SPS00	con
su	su	DP3CS0	su
