Hermano	Hermano	NCMS000	hermano
alla	allá	RG	allá
que	que	CS	que
estaba	estaba	VMII0S0	estar
echa	hecha	VMP00SF	hacer
una	una	DI0FS0	uno
denunciacion	denunciación	NCFS000	denunciación
a	a	SPS00	a
la	la	DA0FS0	el
Inquisicion	Inquisición	NP00000	inquisición
de	de	SPS00	de
lo	lo	DA0NS0	el
arriba	arriba	RG	arriba
expresado	expresado	VMP00SM	expresar
	,	Fc	,
con	con	SPS00	con
tales	tales	DD0CP0	tal
señas	señas	NCFP000	seña
que	que	PR0CN000	que
juzgaba	juzgaba	VMII0S0	juzgar
sin	sin	SPS00	sin
duda	duda	NCFS000	duda
alguna	alguna	DI0FS0	alguno
que	que	CS	que
soi	soy	VSIP1S0	ser
yo	yo	PP1CSN00	yo
y	y	CC	y
que	que	CS	que
es	es	VSIP3S0	ser
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
la	la	DA0FS0	el
denunciante	denunciante	NCFS000	denunciante
,	.	Fp	.
por	Por	SPS00	por
este	este	DD0MS0	este
medio	medio	NCMS000	medio
lo	lo	PP3CNA00	lo
he	he	VAIP1S0	haber
sabido	sabido	VMP0000	saber
;	.	Fp	.
tambien	También	RG	también
me	me	PP1CS000	me
participo	participó	VMIS3S0	participar
que	que	CS	que
la	la	DA0FS0	el
denunciacion	denunciación	NCFS000	denunciación
se	se	P00CN000	se
escribio	escribió	VMIS3S0	escribir
para	para	SPS00	para
embiarla	enviarla	VMN0000+PP3FSA00	enviar+lo
el	el	DA0MS0	el
dia	día	NCMS000	día
24	24	Z	24
o	o	CC	o
25	25	Z	25
de	de	SPS00	de
el	el	DA0MS0	el
pasado	pasado	NCMS000	pasado
y	y	CC	y
que	que	CS	que
se	se	P00CN000	se
cautelaron	cautelaron	VMIS3P0	cautelar
de	de	SPS00	de
que	que	CS	que
el	él	PP3MS000	él
lo	lo	PP3CNA00	lo
supiesse	supiese	VMSI0S0	saber
,	,	Fc	,
pero	pero	CC	pero
que	que	CS	que
lo	lo	PP3CNA00	lo
supo	supo	VMIS3S0	saber
y	y	CC	y
algunos	algunos	DI0MP0	alguno
dias	días	NCMP000	día
despues	después	RG	después
.	.	Fp	.
De	De	SPS00	de
Juan	Juan	NP00000	juan
Gonzalo	Gonzalo	NP00000	gonzalo
el	el	DA0MS0	el
de	de	SPS00	de
Malaguilla	Malaguilla	NP00000	malaguilla
me	me	PP1CS000	me
temo	temo	VMIP1S0	temer
mucho	mucho	RQ	mucho
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
la	la	DA0FS0	el
noticia	noticia	NCFS000	noticia
que	que	PR0CN000	que
tube	tuve	VMIS1S0	tener
	,	Fc	,
ajitado	agitado	VMP00SM	agitar
de	de	SPS00	de
el	el	DA0MS0	el
sentimiento	sentimiento	NCMS000	sentimiento
	,	Fc	,
le	le	PP3CSD00	le
dixe	dije	VMIS1S0	decir
:	:	Fd	:
	«	Fra	«
hombre	Hombre	NCMS000	hombre
	,	Fc	,
	¿	Fia	¿
es	es	VSIP3S0	ser
posible	posible	AQ0CS0	posible
que	que	CS	que
tu	tú	PP2CSN00	tú
no	no	RN	no
has	has	VAIP2S0	haber
observado	observado	VMP0000	observar
cossas	cosas	NCFP000	cosa
de	de	SPS00	de
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
y	y	CC	y
has	has	VAIP2S0	haber
hallado	hallado	VMP0000	hallar
que	que	CS	que
no	no	RN	no
sea	sea	VSSP0S0	ser
una	una	DI0FS0	uno
picara	pícara	NCFS000	pícaro
embustera	embustera	NCFS000	embustero
vengativa	vengativa	AQ0FS0	vengativo
,	,	Fc	,
y	y	CC	y
tanto	tanto	RC	tanto
que	que	CS	que
ha	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
la	la	DA0FS0	el
determinacion	determinación	NCFS000	determinación
de	de	SPS00	de
acusarme	acusarme	VMN0000+PP1CS000	acusar+me
a	a	SPS00	a
la	la	DA0FS0	el
Inquisicion	Inquisición	NP00000	inquisición
?	?	Fit	?
	»	Frt	»
	.	Fp	.
a	A	SPS00	a
que	que	CS	que
respondio	respondió	VMIS3S0	responder
mui	muy	RQ	muy
fresco	fresco	AQ0MS0	fresco
y	y	CC	y
sereno	sereno	AQ0MS0	sereno
que	que	CS	que
el	él	PP3MS000	él
no	no	RN	no
havia	había	VAII0S0	haber
hallado	hallado	VMP0000	hallar
sino	sino	CC	sino
que	que	CS	que
fuese	fuese	VSSI0S0	ser
muy	muy	RQ	muy
buena	buena	AQ0FS0	bueno
;	.	Fp	.
tambien	También	RG	también
le	le	PP3CSD00	le
tenia	tenía	VMII0S0	tener
dicho	dicho	VMP00SM	decir
si	si	CSI	si
avia	había	VAII0S0	haber
visto	visto	VMP0000	ver
a	a	SPS00	a
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
,	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
respondio	respondió	VMIS3S0	responder
que	que	CS	que
	,	Fc	,
si	si	CS	si
no	no	RN	no
una	una	DI0FS0	uno
vez	vez	NCFS000	vez
	,	Fc	,
no	no	RN	no
la	la	PP3FSA00	lo
avia	había	VAII0S0	haber
visto	visto	VMP0000	ver
,	;	Fx	;
pero	pero	CC	pero
	,	Fc	,
preguntandole	preguntándole	VMG0000+PP3CSD00	preguntar+le
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
las	las	DA0FP0	el
muchachas	muchachas	NCFP000	muchacho
que	que	PR0CN000	que
acuden	acuden	VMIP3P0	acudir
a	a	SPS00	a
cassa	casa	NCFS000	casa
	,	Fc	,
les	les	PP3CPD00	le
dixo	dijo	VMIS3S0	decir
la	la	PP3FSA00	lo
avia	había	VAII0S0	haber
visto	visto	VMP0000	ver
muchas	muchas	DI0FP0	mucho
veces	veces	NCFP000	vez
,	.	Fp	.
y	Y	CC	y
preguntandole	preguntándole	VMG0000+PP3CSD00	preguntar+le
que	que	CS	que
	,	Fc	,
si	si	CS	si
se	se	P00CN000	se
ordenaba	ordenaba	VMIP3S0	ordenar
	,	Fc	,
si	si	CS	si
se	se	PP3CN000	se
la	la	PP3FSA00	lo
llebaria	llevaría	VMIC0S0	llevar
por	por	SPS00	por
Ama	ama	NCFS000	amo
?	,	Fc	,
dixo	dijo	VMIS3S0	decir
que	que	CS	que
si	si	CS	si
no	no	RN	no
hubiera	hubiera	VASI0S0	haber
hermanas	hermanas	NCFP000	hermano
que	que	CS	que
si	sí	RG	sí
	.	Fp	.
sin	Sin	SPS00	sin
embargo	embargo	NCMS000	embargo
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
dixe	dije	VMIS1S0	decir
	,	Fc	,
el	él	PP3MS000	él
ha	ha	VAIP3S0	haber
estado	estado	VMP0000	estar
de	de	SPS00	de
buen	buen	AQ0MS0	bueno
semblante	semblante	NCMS000	semblante
y	y	CC	y
risueño	risueño	AQ0MS0	risueño
,	.	Fp	.
y	Y	CC	y
aunque	aunque	CS	aunque
io	yo	PP1CSN00	yo
por	por	SPS00	por
la	la	DA0FS0	el
pesadumbre	pesadumbre	NCFS000	pesadumbre
me	me	PP1CS000	me
recogi	recogí	VMIS1S0	recoger
temprano	temprano	RG	temprano
y	y	CC	y
tube	tuve	VMIS1S0	tener
malas	malas	AQ0FP0	malo
ganas	ganas	NCFP000	gana
de	de	SPS00	de
comer	comer	VMN0000	comer
,	,	Fc	,
el	él	PP3MS000	él
se	se	P00CN000	se
empeño	empeñó	VMIS3S0	empeñar
despues	después	RG	después
de	de	SPS00	de
haver	haber	VAN0000	haber
cenado	cenado	VMP0000	cenar
bien	bien	NCMS000	bien
en	en	SPS00	en
que	que	CS	que
le	le	PP3CSD00	le
havian	habían	VMII3P0	haber
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
puches	puches	NCCN000	puches
;	.	Fp	.
Dos	Dos	Z	2
personas	personas	NCFP000	persona
ai	hay	VMIP3S0	haber
aca	acá	RG	acá
mugeres	mujeres	NCFP000	mujer
que	que	PR0CN000	que
le	le	PP3CSD00	le
vieron	vieron	VMIS3P0	ver
	,	Fc	,
cada	cada	DI0CN0	cada
una	una	DI0FS0	uno
su	su	DP3CS0	su
vez	vez	NCFS000	vez
distincta	distinta	AQ0FS0	distinto
	,	Fc	,
estar	estar	VMN0000	estar
abrazado	abrazado	VMP00SM	abrazar
con	con	SPS00	con
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
,	.	Fp	.
y	Y	CC	y
una	una	DI0FS0	uno
de	de	SPS00	de
estas	éstas	PD0FP000	este
oio	oyó	VMIS3S0	oír
otra	otra	DI0FS0	otro
vez	vez	NCFS000	vez
que	que	PR0CN000	que
estaba	estaba	VMII0S0	estar
con	con	SPS00	con
el	el	DA0MS0	el
Ama	ama	NCFS000	amo
dentro	dentro	RG	dentro
en	en	SPS00	en
el	el	DA0MS0	el
quarto	cuarto	NCMS000	cuarto
y	y	CC	y
que	que	CS	que
esta	ésta	PD0FS000	este
le	le	PP3CSA00	le
decia	decía	VMII0S0	decir
	:	Fd	:
	«	Fra	«
estate	Estate	VMM02S0+PP2CS000	estar+te
quieto	quieto	AQ0MS0	quieto
,	,	Fc	,
que	que	CS	que
eres	eres	VSIP2S0	ser
maldito	maldito	AQ0MSP	maldito
	»	Frt	»
,	.	Fp	.
por	Por	SPS00	por
esto	esto	PD0NN000	esto
debia	debía	VMII0S0	deber
de	de	SPS00	de
rabiar	rabiar	VMN0000	rabiar
	,	Fc	,
porque	porque	CS	porque
entraban	entraban	VMII3P0	entrar
personas	personas	NCFP000	persona
en	en	SPS00	en
cassa	casa	NCFS000	casa
y	y	CC	y
esta	ésta	PD0FS000	este
	,	Fc	,
que	que	CS	que
oio	oyó	VMIS3S0	oír
esto	esto	PD0NN000	esto
y	y	CC	y
le	le	PP3CSD00	le
vio	vio	VMIS3S0	ver
abrazado	abrazado	VMP00SM	abrazar
	,	Fc	,
dixo	dijo	VMIS3S0	decir
a	a	SPS00	a
la	la	DA0FS0	el
chica	chica	NCFS000	chico
hija	hija	NCFS000	hijo
de	de	SPS00	de
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
que	que	CS	que
como	como	CS	como
se	se	P00CN000	se
dexaba	dejaba	VMII0S0	dejar
su	su	DP3CS0	su
madre	madre	NCFS000	madre
abrazar	abrazar	VMN0000	abrazar
de	de	SPS00	de
Juan	Juan	NP00000	juan
Gonzalo	Gonzalo	NP00000	gonzalo
,	.	Fp	.
y	Y	CC	y
respondio	respondió	VMIS3S0	responder
que	que	CS	que
si	si	CS	si
fuera	fuera	VSSI0S0	ser
otro	otro	PI0MS000	otro
importara	importara	VMSI0S0	importar
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
el	el	DA0MS0	el
que	que	CS	que
Juan	Juan	NP00000	juan
Gonzalo	Gonzalo	NP00000	gonzalo
fuesse	fuese	VMSI0S0	ir
;	.	Fp	.
estas	Estas	PD0FP000	este
personas	personas	NCFP000	persona
	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
han	han	VAIP3P0	haber
dicho	dicho	VMP0000	decir
en	en	SPS00	en
sus	sus	DP3CP0	su
varbas	barbas	NCFP000	barba
y	y	CC	y
cara	cara	NCFS000	cara
,	.	Fp	.
y	Y	CC	y
respondio	respondió	VMIS3S0	responder
que	que	CS	que
como	como	CS	como
el	él	PP3MS000	él
estaba	estaba	VMII0S0	estar
solo	solo	AQ0MS0	solo
lo	lo	PP3CNA00	lo
decian	decían	VMII3P0	decir
,	,	Fp	,
que	que	CS	que
si	si	CS	si
estubiera	estuviera	VMSI0S0	estar
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
no	no	RN	no
lo	lo	PP3CNA00	lo
dixeran	dijeran	VMSI3P0	decir
,	.	Fp	.
y	Y	CC	y
assi	así	RG	así
convendra	convendrá	VMIF3S0	convenir
que	que	CS	que
observes	observes	VMSP2S0	observar
las	las	DA0FP0	el
vezes	veces	NCFP000	vez
que	que	PR0CN000	que
Juan	Juan	NP00000	juan
Gonzalo	Gonzalo	NP00000	gonzalo
passo	pasó	VMIS3S0	pasar
a	a	SPS00	a
humanes	Humanes	NP00000	humanes
y	y	CC	y
a	a	SPS00	a
visitar	visitar	VMN0000	visitar
a	a	SPS00	a
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
,	.	Fp	.
y	Y	CC	y
tambien	también	RG	también
con	con	SPS00	con
este	este	DD0MS0	este
ylo	hilo	NCMS000	hilo
y	y	CC	y
con	con	SPS00	con
lo	lo	DA0NS0	el
que	que	PR0CN000	que
oiste	oíste	VMIP3S0	oíster
a	a	SPS00	a
los	los	DA0MP0	el
muchachos	muchachos	NCMP000	muchacho
aca	acá	RG	acá
se	se	P00CN000	se
debane	devane	VMSP0S0	devanar
,	.	Fp	.
Dile	Dile	VMM02S0+PP3CSD00	decir+le
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
pueda	pueda	VMSP0S0	poder
.	.	Fp	.
de	De	SPS00	de
todo	todo	DI0MS0	todo
espero	espero	VMIP1S0	esperar
avisso	aviso	NCMS000	aviso
,	.	Fp	.
y	Y	CC	y
prevengo	prevengo	VMIP1S0	prevenir
no	no	RN	no
tengas	tengas	VMSP2S0	tener
pesadumbre	pesadumbre	NCFS000	pesadumbre
	,	Fc	,
porque	porque	CS	porque
se	se	P00CN000	se
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
prevenido	prevenido	VMP0000	prevenir
por	por	SPS00	por
persona	persona	NCFS000	persona
practica	práctica	NCFS000	práctica
e	e	CC	y
Inteligente	inteligente	AQ0CS0	inteligente
de	de	SPS00	de
las	las	DA0FP0	el
cossas	cosas	NCFP000	cosa
de	de	SPS00	de
la	la	DA0FS0	el
Inquisicion	Inquisición	NP00000	inquisición
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
de	dé	VMSP0S0	dar
pena	pena	NCFS000	pena
	,	Fc	,
pudiendose	pudiéndose	VMG0000+P00CN000	poder+se
probar	probar	VMN0000	probar
la	la	DA0FS0	el
enemiga	enemiga	NCFS000	enemigo
de	de	SPS00	de
parte	parte	NCFS000	parte
de	de	SPS00	de
la	la	DA0FS0	el
Ama	ama	NCFS000	amo
y	y	CC	y
que	que	CS	que
las	las	DA0FP0	el
amenazas	amenazas	NCFP000	amenaza
que	que	PR0CN000	que
hizo	hizo	VMIS3S0	hacer
se	se	P00CN000	se
esparzan	esparzan	VMSP3P0	esparcir
y	y	CC	y
tengan	tengan	VMSP3P0	tener
en	en	SPS00	en
memoria	memoria	NCFS000	memoria
las	las	DA0FP0	el
personas	personas	NCFP000	persona
delante	delante	RG	delante
de	de	SPS00	de
quien	quien	PR0CS000	quien
se	se	P00CN000	se
dize	dice	VMIP3S0	decir
.	.	Fp	.
concluio	Concluyo	VMIP1S0	concluir
pidiendo	pidiendo	VMG0000	pedir
a	a	SPS00	a
Dios	Dios	NP00000	dios
te	te	PP2CS000	te
gde	guarde	VMSP0S0	guardar
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Mozejon	Mocejón	NP00000	mocejón
	,	Fc	,
y	y	CC	y
febrero	febrero	NCMS000	febrero
14	14	Z	14
de	de	SPS00	de
1721	1721	Z	1721
	.	Fp	.
Hermo	Hermano	NP00000	hermano
q	que	PR0CN000	que
mas	más	RC	más
te	te	PP2CS000	te
estima	estima	VMIP3S0	estimar
y	y	CC	y
B	besa	VMIP3S0	besar
t	tu	DP2CSS	tu
m	mano	NCFS000	mano
	,	Fc	,
Dn	don	NP00000	don
Buenaventura	Buenaventura	NP00000	buenaventura
frutos	Frutos	NCMP000	fruto
Hermo	Hermano	NP00000	hermano
Dn	don	NP00000	don
Blas	Blas	NP00000	blas
frutos	Frutos	NCMP000	fruto
	.	Fp	.
