Madrid	Madrid	NP00000	madrid
me	me	PP1CS000	me
digesen	dijesen	VMSI3P0	decir
otras	otras	DI0FP0	otro
cosas	cosas	NCFP000	cosa
de	de	SPS00	de
tu	tú	PP2CSN00	tú
	,	Fc	,
que	que	CS	que
nada	nada	PI0NN00N	nada
me	me	PP1CS000	me
aria	haría	VMIC0S0	hacer
fuerse	fuerza	NCFS000	fuerza
para	para	SPS00	para
dejar	dejar	VMN0000	dejar
aora	ahora	RG	ahora
de	de	SPS00	de
casarme	casarme	VMN0000+PP1CS000	casar+me
contigo	contigo	SPS00+PP2CSO00	con+ti
	.	Fp	.
y	Y	CC	y
dije	dije	VMIS1S0	decir
que	que	CS	que
lo	lo	PP3CNA00	lo
dijesa	dijese	VMSI0S0	decir
a	a	SPS00	a
padra	padre	NCMS000	padre
	.	Fp	.
Don	Don	NP00000	don
Jorge	Jorge	NP00000	jorge
ya	ya	RG	ya
lo	lo	PP3CNA00	lo
save	sabe	VMIP3S0	saber
todo	todo	PI0MS000	todo
y	y	CC	y
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
diesa	diese	VMSI0S0	dar
cuydado	cuidado	NCMS000	cuidado
	.	Fp	.
si	Si	CS	si
yo	yo	PP1CSN00	yo
veo	veo	VMIP1S0	ver
que	que	CS	que
aora	ahora	RG	ahora
con	con	SPS00	con
esas	esas	DD0FP0	ese
cartas	cartas	NCFP000	carta
se	se	P00CN000	se
enreda	enreda	VMIP3S0	enredar
mas	más	RC	más
	,	Fc	,
se	se	P00CN000	se
presentera	presentará	VMIF3S0	presentar
aquel	aquel	DD0MS0	aquel
papel	papel	NCMS000	papel
al	al	SPS00+DA0MS0	a+el
Jues	juez	NCMS000	juez
y	y	CC	y
ansi	así	RG	así
se	se	P00CN000	se
acavaran	acabarán	VMIF3P0	acabar
los	los	DA0MP0	el
enredos	enredos	NCMP000	enredo
	.	Fp	.
el	El	DA0MS0	el
Domingo	domingo	NCMS000	domingo
fui	fui	VMIS1S0	ir
a	a	SPS00	a
confesar	confesar	VMN0000	confesar
	.	Fp	.
el	El	DA0MS0	el
confesor	confesor	NCMS000	confesor
está	está	VMIP3S0	estar
de	de	SPS00	de
la	la	DA0FS0	el
parte	parte	NCFS000	parte
de	de	SPS00	de
padra	padre	NCMS000	padre
y	y	CC	y
me	me	PP1CS000	me
decia	decía	VMII0S0	decir
que	que	CS	que
	,	Fc	,
por	por	SPS00	por
volverme	volverme	VMN0000+PP1CS000	volver+me
yo	yo	PP1CSN00	yo
en	en	SPS00	en
casa	casa	NCFS000	casa
	,	Fc	,
no	no	RN	no
perdia	perdía	VMII0S0	perder
nade	nada	PI0NN00N	nada
	.	Fp	.
yo	Yo	PP1CSN00	yo
le	le	PP3CSD00	le
respondi	respondí	VMIS1S0	responder
que	que	CS	que
casada	casada	VMP00SF	casar
si	sí	RG	sí
	,	Fc	,
pero	pero	CC	pero
soltera	soltera	AQ0FS0	soltero
	¡	Faa	¡
de	de	SPS00	de
ningun	ningún	DI0MS0	ninguno
modo	modo	NCMS000	modo
	!	Fat	!
he	He	VAIP1S0	he
savido	sabido	VMP0000	saber
por	por	SPS00	por
el	el	DA0MS0	el
amo	amo	NCMS000	amo
que	que	CS	que
padra	padre	NCMS000	padre
estuvo	estuvo	VMIS3S0	estar
con	con	SPS00	con
el	el	DA0MS0	el
comfesor	confesor	NCMS000	confesor
el	el	DA0MS0	el
dia	día	NCMS000	día
antes	antes	RG	antes
de	de	SPS00	de
comfesar	confesar	VMN0000	confesar
yo	yo	PP1CSN00	yo
y	y	CC	y
por	por	SPS00	por
eso	eso	PD0NN000	eso
me	me	PP1CS000	me
decia	decía	VMII0S0	decir
que	que	CS	que
me	me	PP1CS000	me
volviese	volviese	VMSI0S0	volver
a	a	SPS00	a
casa	casa	NCFS000	casa
	.	Fp	.
querido	Querido	VMP00SM	querer
Leonardo	Leonardo	NP00000	leonardo
	,	Fc	,
no	no	RN	no
te	te	PP2CS000	te
de	dé	VMSP0S0	dar
cuydado	cuidado	NCMS000	cuidado
todo	todo	DI0MS0	todo
eso	eso	PD0NN000	eso
	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
siempre	siempre	RG	siempre
estare	estaré	VMIF1S0	estar
firme	firme	AQ0CS0	firme
aunque	aunque	CS	aunque
todos	todos	PI0MP000	todo
son	son	VSIP3P0	ser
enemigos	enemigos	NCMP000	enemigo
	.	Fp	.
nosotros	Nosotros	PP1MP000	nosotros
lograremos	lograremos	VMIF1P0	lograr
nuestro	nuestro	DP1MSP	nuestro
deseo	deseo	NCMS000	deseo
en	en	SPS00	en
Barcelona	Barcelona	NP00000	barcelona
	.	Fp	.
no	No	RN	no
escuchas	escuchas	VMIP2S0	escuchar
a	a	SPS00	a
nadia	nadie	PI0NN00N	nadie
	.	Fp	.
aDios	Adiós	I	adiós
	.	Fp	.
Quien	Quien	PR0CS000	quien
mas	más	RC	más
te	te	PP2CS000	te
quiera	quiere	VMIP3S0	querer
	,	Fc	,
tu	tu	DP2CSS	tu
esposa	esposa	NCFS000	esposo
	,	Fc	,
Maria	María	NP00000	maría
Antonia	Antonia	NP00000	antonia
Gimbernat	Gimbernat	NP00000	gimbernat
Mi	Mi	DP1CSS	mi
querido	querido	VMP00SM	querer
amado	amado	VMP00SM	amar
esposo	esposo	NP00000	esposo
Leonardo	Leonardo	NP00000	leonardo
Galli	Galli	NP00000	galli
	.	Fp	.
