Mad	Madrid	NP00000	madrid
en	en	SPS00	en
el	el	DA0MS0	el
Pleito	pleito	NCMS000	pleito
,	,	Fc	,
pues	pues	CS	pues
alli	allí	RG	allí
no	no	RN	no
tengo	tengo	VMIP1S0	tener
tierras	tierras	NCFP000	tierra
ni	ni	CC	ni
en	en	SPS00	en
q	qué	PT0CN000	qué
recivir	recibir	VMN0000	recibir
daño	daño	NCMS000	daño
;	.	Fp	.
y	Y	CC	y
pr	por	SPS00	por
lo	lo	DA0NS0	el
q	que	PR0CN000	que
respecta	respecta	VMIP3S0	respectar
al	al	SPS00+DA0MS0	a+el
perjuizio	perjuicio	NCMS000	perjuicio
q	que	CS	que
de	de	SPS00	de
construir	construir	VMN0000	construir
ese	ese	DD0MS0	ese
Molino	molino	NCMS000	molino
se	se	P00CN000	se
ha	ha	VMIP3S0	haber
de	de	SPS00	de
seguir	seguir	VMN0000	seguir
al	al	SPS00+DA0MS0	a+el
mio	mío	PX1MS0S0	mío
pr	por	SPS00	por
la	la	DA0FS0	el
falta	falta	NCFS000	falta
de	de	SPS00	de
molienda	molienda	NCFS000	molienda
,	,	Fc	,
en	en	SPS00	en
todo	todo	DI0MS0	todo
tpo	tiempo	NCMS000	tiempo
tengo	tengo	VMIP1S0	tener
la	la	DA0FS0	el
haccion	acción	NCFS000	acción
para	para	SPS00	para
reclamar	reclamar	VMN0000	reclamar
,	,	Fc	,
pues	pues	CS	pues
a	a	SPS00	a
mí	mí	PP1CSO00	mí
no	no	RN	no
se	se	P00CN000	se
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
zitado	citado	VMP0000	citar
ni	ni	CC	ni
emplazado	emplazado	VMP00SM	emplazar
judicialmte	judicialmente	RG	judicialmente
como	como	CS	como
correspondia	correspondía	VMII0S0	corresponder
;	.	Fp	.
y	Y	CC	y
aunque	aunque	CS	aunque
hagan	hagan	VMSP3P0	hacer
el	el	DA0MS0	el
Molino	molino	NCMS000	molino
ni	ni	CC	ni
este	esté	VMSP0S0	estar
hecho	hecho	NCMS000	hecho
ni	ni	CC	ni
moliendo	moliendo	VMG0000	moler
,	,	Fc	,
spre	siempre	RG	siempre
puedo	puedo	VMIP1S0	poder
hazerlo	hacerlo	VMN0000+PP3CNA00	hacer+lo
suspender	suspender	VMN0000	suspender
y	y	CC	y
cerrar	cerrar	VMN0000	cerrar
y	y	CC	y
q	que	CS	que
se	se	P00CN000	se
me	me	PP1CS000	me
oiga	oiga	VMSP0S0	oír
en	en	SPS00	en
justicia	justicia	NCFS000	justicia
,	,	Fc	,
q	que	CS	que
mi	mi	DP1CSS	mi
dro	dinero	NCMS000	dinero
no	no	RN	no
se	se	P00CN000	se
me	me	PP1CS000	me
puede	puede	VMIP3S0	poder
quitar	quitar	VMN0000	quitar
,	.	Fp	.
y	Y	CC	y
si	si	CS	si
es	es	VSIP3S0	ser
necesario	necesario	AQ0MS0	necesario
ira	irá	VMIF3S0	ir
una	una	DI0FS0	uno
sartica	sartica	X	x
de	de	SPS00	de
Ministro	ministro	NCMS000	ministro
superior	superior	NCMS000	superior
para	para	SPS00	para
q	que	CS	que
la	la	DA0FS0	el
Justicia	justicia	NCFS000	justicia
me	me	PP1CS000	me
guarde	guarde	VMSP0S0	guardar
mis	mis	DP1CPS	mi
dros	dineros	NCMP000	dinero
,	.	Fp	.
y	Y	CC	y
creere	creeré	VMIF1S0	creer
q	que	CS	que
los	los	DA0MP0	el
Sres	señores	NCMP000	señor
de	de	SPS00	de
la	la	DA0FS0	el
Chanzilleria	Chancillería	NP00000	chancillería
no	no	RN	no
desestimen	desestimen	VMSP3P0	desestimar
mis	mi	DP1CSS	mi
razon	razón	NCFS000	razón
,	.	Fp	.
y	Y	CC	y
tal	tal	RC	tal
vez	vez	NCFS000	vez
expondre	expondré	VMIF1S0	exponer
algunos	algunos	DI0MP0	alguno
privilegs	privilegios	NCMP000	privilegio
de	de	SPS00	de
mi	mi	DP1CSS	mi
Molino	molino	NCMS000	molino
q	que	PR0CN000	que
Vm	VM	NP00000	VM
y	y	CC	y
algs	algunos	PI0MP000	alguno
no	no	RN	no
saven	saben	VMIP3P0	saber
y	y	CC	y
yo	yo	PP1CSN00	yo
hare	haré	VMIF1S0	hacer
ver	ver	VMN0000	ver
quando	cuando	PA000000	cuando
me	me	PP1CS000	me
convenga	convenga	VMSP0S0	convenir
.	.	Fp	.
en	En	SPS00	en
este	este	DD0MS0	este
supto	supuesto	VMP00SM	suponer
,	,	Fc	,
y	y	CC	y
q	que	CS	que
el	el	DA0MS0	el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
me	me	PP1CS000	me
gastè	gasté	VMIS1S0	gastar
aý	ahí	RG	ahí
bastantes	bastantes	DI0CP0	bastante
pesos	pesos	NCMP000	peso
,	,	Fc	,
como	como	CS	como
es	es	VSIP3S0	ser
notorio	notorio	AQ0MS0	notorio
,	,	Fc	,
no	no	RN	no
pienso	pienso	VMIP1S0	pensar
en	en	SPS00	en
el	el	DA0MS0	el
dia	día	NCMS000	día
entrar	entrar	VMN0000	entrar
en	en	SPS00	en
otros	otros	DI0MP0	otro
gastos	gastos	NCMP000	gasto
sin	sin	SPS00	sin
mar	mayor	AQ0CS0	mayor
causa	causa	NCFS000	causa
;	;	Fx	;
pues	pues	CS	pues
si	si	CS	si
la	la	DA0FS0	el
Parte	parte	NCFS000	parte
contraria	contraria	NCFS000	contrario
llega	llega	VMIP3S0	llegar
â	a	SPS00	a
hazer	hacer	VMN0000	hacer
el	el	DA0MS0	el
molino	molino	NCMS000	molino
,	,	Fc	,
â	a	SPS00	a
mi	mi	DP1CSS	mi
oposizn	oposición	NCFS000	oposición
lo	lo	PP3CNA00	lo
ha	ha	VMIP3S0	haber
de	de	SPS00	de
suspender	suspender	VMN0000	suspender
y	y	CC	y
deducido	deducido	VMP00SM	deducir
mi	mi	DP1CSS	mi
dro	dinero	NCMS000	dinero
lo	lo	PP3CNA00	lo
ha	ha	VMIP3S0	haber
de	de	SPS00	de
perder	perder	VMN0000	perder
;	,	Fc	,
pues	pues	CS	pues
yo	yo	PP1CSN00	yo
no	no	RN	no
tengo	tengo	VMIP1S0	tener
la	la	DA0FS0	el
culpa	culpa	NCFS000	culpa
de	de	SPS00	de
q	que	CS	que
se	se	P00CN000	se
entren	entren	VMSP3P0	entrar
â	a	SPS00	a
hazer	hacer	VMN0000	hacer
con	con	SPS00	con
perjuizio	perjuicio	NCMS000	perjuicio
de	de	SPS00	de
terzero	tercero	AO0MS0	tercero
lo	lo	DA0NS0	el
q	que	PR0CN000	que
no	no	RN	no
saven	saben	VMIP3P0	saber
como	cómo	PA000000	cómo
ha	ha	VMIP3S0	haber
de	de	SPS00	de
salir	salir	VMN0000	salir
.	.	Fp	.
pero	Pero	CC	pero
como	como	CS	como
mi	mi	DP1CSS	mi
genio	genio	NCMS000	genio
no	no	RN	no
es	es	VSIP3S0	ser
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
mal	mal	NCMS000	mal
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
sin	sin	SPS00	sin
grave	grave	AQ0CS0	grave
causa	causa	NCFS000	causa
y	y	CC	y
la	la	DA0FS0	el
otra	otra	DI0FS0	otro
parte	parte	NCFS000	parte
ha	ha	VAIP3S0	haber
sufrido	sufrido	VMP0000	sufrir
ya	ya	RG	ya
con	con	SPS00	con
pleito	pleito	NCMS000	pleito
con	con	SPS00	con
Vm	VM	NP00000	VM
,	,	Fc	,
en	en	SPS00	en
viendo	viendo	VMG0000	ver
mis	mis	DP1CPS	mi
razones	razones	NCFP000	razón
(	(	Fba	(
q	que	CS	que
guardo	guardo	VMIP1S0	guardar
)	)	Fbt	)
es	es	VSIP3S0	ser
regular	regular	AQ0CS0	regular
se	se	P00CN000	se
venga	venga	VMSP0S0	venir
â	a	SPS00	a
qualquier	cualquier	DI0CS0	cualquier
partido	partido	NCMS000	partido
q	que	PR0CN000	que
le	le	PP3CSD00	le
haga	haga	VMSP0S0	hacer
pr	por	SPS00	por
no	no	RN	no
perderlo	perderlo	VMN0000+PP3MSA00	perder+lo
todo	todo	PI0MS000	todo
(	(	Fba	(
pues	pues	CS	pues
de	de	SPS00	de
lo	lo	DA0NS0	el
contrario	contrario	AQ0MS0	contrario
sera	será	VSIF3S0	ser
neced	necedad	NCFS000	necedad
)	)	Fbt	)
	.	Fp	.
y	Y	CC	y
recompensandome	recompensándome	VMG0000+PP1CS000	recompensar+me
el	el	DA0MS0	el
perjuicio	perjuicio	NCMS000	perjuicio
q	que	PR0CN000	que
se	se	P00CN000	se
siga	siga	VMSP0S0	seguir
mi	mi	DP1CSS	mi
Molino	molino	NCMS000	molino
,	,	Fc	,
se	se	P00CN000	se
quedara	quedará	VMIF3S0	quedar
el	él	PP3MS000	él
con	con	SPS00	con
el	el	DA0MS0	el
suyo	suyo	PX3MS000	suyo
corrte	corriente	AQ0CS0	corriente
y	y	CC	y
yo	yo	PP1CSN00	yo
sin	sin	SPS00	sin
perdida	pérdida	NCFS000	pérdida
en	en	SPS00	en
el	el	DA0MS0	el
mio	mío	PX1MS0S0	mío
,	;	Fx	;
y	y	CC	y
el	él	PP3MS000	él
se	se	P00CN000	se
ingenie	ingenie	VMSP0S0	ingeniar
y	y	CC	y
yo	yo	PP1CSN00	yo
no	no	RN	no
pierda	pierda	VMSP0S0	perder
.	.	Fp	.
tres	Tres	Z	3
meses	meses	NCMP000	mes
estuve	estuve	VMIS1S0	estar
en	en	SPS00	en
ese	ese	DD0MS0	ese
Pueblo	pueblo	NCMS000	pueblo
el	el	DA0MS0	el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
y	y	CC	y
ni	ni	CC	ni
Vm	VM	NP00000	VM
ni	ni	CC	ni
nadie	nadie	PI0NN00N	nadie
me	me	PP1CS000	me
dixo	dijo	VMIS3S0	decir
nada	nada	PI0NN00N	nada
;	.	Fp	.
q	Que	CS	que
a	a	SPS00	a
haverme	haberme	VMN0000+PP1CS000	haber+me
Vm	VM	NP00000	VM
dho	dicho	VMP00SM	decir
algo	algo	PI0CS000	algo
,	,	Fc	,
la	la	PP3FSA00	lo
huviera	hubiera	VASI0S0	haber
informado	informado	VMP0000	informar
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
pudiera	pudiera	VMSI0S0	poder
servirla	servirla	VMN0000+PP3FSA00	servir+lo
para	para	SPS00	para
su	su	DP3CS0	su
govierno	gobierno	NCMS000	gobierno
;	.	Fp	.
y	Y	CC	y
siendo	siendo	VSG0000	ser
así	así	RG	así
q	que	CS	que
a	a	SPS00	a
mi	mí	PP1CSO00	mí
no	no	RN	no
me	me	PP1CS000	me
daña	daña	VMIP3S0	dañar
el	el	DA0MS0	el
q	que	CS	que
Vm	VM	NP00000	VM
siga	siga	VMSP0S0	seguir
ô	o	CC	o
no	no	RN	no
su	su	DP3CS0	su
apelazn	apelación	NCFS000	apelación
(	(	Fba	(
q	que	CS	que
hara	hará	VMIF3S0	hacer
en	en	SPS00	en
esto	esto	PD0NN000	esto
lo	lo	DA0NS0	el
q	que	PR0CN000	que
gustase	gustase	VMSI0S0	gustar
)	)	Fbt	)
,	,	Fc	,
buelvo	vuelvo	VMIP1S0	volver
â	a	SPS00	a
decir	decir	VMN0000	decir
q	que	CS	que
	,	Fc	,
hagan	hagan	VMSP3P0	hacer
ô	o	CC	o
no	no	RN	no
el	el	DA0MS0	el
Molino	molino	NCMS000	molino
,	,	Fc	,
spre	siempre	RG	siempre
tengo	tengo	VMIP1S0	tener
mi	mi	DP1CSS	mi
dro	dinero	NCMS000	dinero
â	a	SPS00	a
salvo	salvo	NCMS000	salvo
para	para	SPS00	para
oponerme	oponerme	VMN0000+PP1CS000	oponer+me
,	,	Fc	,
ô	o	CC	o
no	no	RN	no
,	,	Fc	,
quando	cuando	PA000000	cuando
y	y	CC	y
como	como	CS	como
me	me	PP1CS000	me
tenga	tenga	VMSP0S0	tener
mas	más	RC	más
cuenta	cuenta	NCFS000	cuenta
.	.	Fp	.
Es	Es	VSIP3S0	ser
cierto	cierto	AQ0MS0	cierto
que	que	CS	que
Vm	VM	NP00000	VM
tiene	tiene	VMIP3S0	tener
dos	dos	Z	2
poderosas	poderosas	AQ0FP0	poderoso
razones	razones	NCFP000	razón
para	para	SPS00	para
su	su	DP3CS0	su
oposicion	oposición	NCFS000	oposición
,	,	Fc	,
pues	pues	CS	pues
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
menosprecio	menosprecio	NCMS000	menosprecio
q	que	PR0CN000	que
se	se	P00CN000	se
sigue	sigue	VMIP3S0	seguir
â	a	SPS00	a
su	su	DP3CS0	su
actual	actual	AQ0CS0	actual
Molino	molino	NCMS000	molino
no	no	RN	no
es	es	VSIP3S0	ser
menos	menos	RC	menos
considerable	considerable	AQ0CS0	considerable
el	el	DA0MS0	el
daño	daño	NCMS000	daño
para	para	SPS00	para
sus	sus	DP3CP0	su
tierras	tierras	NCFP000	tierra
con	con	SPS00	con
la	la	DA0FS0	el
apertura	apertura	NCFS000	apertura
del	del	SPS00+DA0MS0	de+el
cauze	cauce	NCMS000	cauce
,	,	Fc	,
q	que	CS	que
spre	siempre	RG	siempre
ha	ha	VMIP3S0	haber
de	de	SPS00	de
ir	ir	VMN0000	ir
corriendo	corriendo	VMG0000	correr
de	de	SPS00	de
adentro	adentro	RG	adentro
,	.	Fp	.
y	Y	CC	y
una	una	DI0FS0	uno
vez	vez	NCFS000	vez
hecho	hecho	VMP00SM	hacer
el	el	DA0MS0	el
Molino	molino	NCMS000	molino
,	,	Fc	,
si	si	CS	si
la	la	DA0FS0	el
Acequia	acequia	NCFS000	acequia
pierde	pierde	VMIP3S0	perder
agua	agua	NCCS000	agua
la	la	PP3FSA00	lo
haran	harán	VMIF3P0	hacer
pr	por	SPS00	por
mas	más	RC	más
dentro	dentro	RG	dentro
hasta	hasta	SPS00	hasta
encontrar	encontrar	VMN0000	encontrar
buen	buen	AQ0MS0	bueno
terreno	terreno	NCMS000	terreno
	,	Fc	,
sin	sin	SPS00	sin
q	que	CS	que
Vm	VM	NP00000	VM
ni	ni	CC	ni
nadie	nadie	PI0NN00N	nadie
lo	lo	PP3CNA00	lo
pueda	pueda	VMSP0S0	poder
ya	ya	RG	ya
estorvar	estorbar	VMN0000	estorbar
,	,	Fc	,
pues	pues	CS	pues
favorezen	favorecen	VMIP3P0	favorecer
las	las	DA0FP0	el
Leyes	leyes	NCFP000	ley
este	este	DD0MS0	este
caso	caso	NCMS000	caso
como	como	CS	como
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
q	que	PR0CN000	que
llevo	llevo	VMIP1S0	llevar
dho	dicho	VMP00SM	decir
,	;	Fx	;
pero	pero	CC	pero
Vm	VM	NP00000	VM
es	es	VSIP3S0	ser
dueña	dueña	NCFS000	dueño
de	de	SPS00	de
sus	sus	DP3CP0	su
facultades	facultades	NCFP000	facultad
y	y	CC	y
las	las	PP3FPA00	lo
husara	usará	VMIF3S0	usar
segun	según	SPS00	según
gustase	gustase	VMSI0S0	gustar
.	.	Fp	.
Vm	VM	NP00000	VM
vea	vea	VMSP0S0	ver
en	en	SPS00	en
q	qué	PT0CN000	qué
la	la	PP3FSA00	lo
pue-do	puedo	VMIP1S0	poder
servir	servir	VMN0000	servir
en	en	SPS00	en
este	este	DD0MS0	este
ô	o	CC	o
en	en	SPS00	en
qualquier	cualquier	DI0CS0	cualquier
asunto	asunto	NCMS000	asunto
	,	Fc	,
en	en	SPS00	en
esta	esta	DD0FS0	este
corte	corte	NCFS000	corte
o	o	CC	o
fuera	fuera	RG	fuera
de	de	SPS00	de
ella	ella	PP3FS000	él
;	.	Fp	.
y	Y	CC	y
mandeme	mándeme	VMSP0S0+PP1CS000	mandar+me
con	con	SPS00	con
satisfaccion	satisfacción	NCFS000	satisfacción
,	,	Fc	,
pues	pues	CS	pues
la	la	PP3FSA00	lo
tendre	tendré	VMIF1S0	tener
en	en	SPS00	en
complazerla	complacerla	VMN0000+PP3FSA00	complacer+lo
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
tenga	tenga	VMSP0S0	tener
arbitrio	arbitrio	NCMS000	arbitrio
.	.	Fp	.
Nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vm	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	,	Fc	,
e	etc	NCMS000	etcétera
	.	Fp	.
B	Besa	VMIP3S0	besar
ls	los	DA0MP0	el
ps	pies	NCMP000	pie
a	a	SPS00	a
Vm	VM	NP00000	VM
su	su	DP3CS0	su
sego	seguro	AQ0MS0	seguro
servr	servidor	NCMS000	servidor
	,	Fc	,
J	José	NP00000	josé
B.	B.	NP00000	b
Ma	María	NP00000	maría
Fuero	Fuero	NP00000	fuero
Rosa	Rosa	NP00000	rosa
Mi	Mi	DP1CSS	mi
sra	señora	NP00000	señor
da	doña	NP00000	don
Ysabel	Isabel	NP00000	isabel
Fernz	Fernández	NP00000	fernández
capel	Capel	NP00000	capel
	.	Fp	.
