Muy	Muy	RQ	muy
adjunto	adjunto	AQ0MSP	adjunto
el	el	DA0MS0	el
Despacho	despacho	NCMS000	despacho
,	,	Fc	,
a	a	SPS00	a
fin	fin	NCMS000	fin
no	no	RN	no
se	se	P00CN000	se
Ynobe	innove	VMSP0S0	innovar
Y	y	CC	y
no	no	RN	no
tenga	tenga	VMSP0S0	tener
ningun	ningún	DI0MS0	ninguno
valor	valor	NCMS000	valor
dho	dicho	VMP00SM	decir
Previlegio	privilegio	NCMS000	privilegio
	.	Fp	.
en	En	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
balerse	valerse	VMN0000+P00CN000	valer+se
de	de	SPS00	de
sus	sus	DP3CP0	su
casa	casa	NCFS000	casa
de	de	SPS00	de
Vmds	VMs	NP00000	VM
Y	y	CC	y
asimismo	asimismo	RG	asimismo
para	para	SPS00	para
la	la	DA0FS0	el
incorporacion	incorporación	NCFS000	incorporación
ò	o	CC	o
goze	goce	VMSP0S0	gozar
de	de	SPS00	de
los	los	DA0MP0	el
mismos	mismos	AQ0MP0	mismo
Previlexios	privilegios	NCMP000	privilegio
que	que	PR0CN000	que
tienen	tienen	VMIP3P0	tener
el	el	DA0MS0	el
Gremio	gremio	NCMS000	gremio
de	de	SPS00	de
Plateros	plateros	NCMP000	platero
de	de	SPS00	de
esta	esta	DD0FS0	este
corte	corte	NCFS000	corte
	,	Fc	,
se	se	P00CN000	se
rremita	remita	VMSP0S0	remitir
copia	copia	NCFS000	copia
autorizada	autorizada	VMP00SF	autorizar
de	de	SPS00	de
las	las	DA0FP0	el
ôrdenanzas	ordenanzas	NCFP000	ordenanza
qe	que	PR0CN000	que
Vmds	VMs	NP00000	VM
tienen	tienen	VMIP3P0	tener
	,	Fc	,
para	para	SPS00	para
que	que	CS	que
en	en	SPS00	en
su	su	DP3CS0	su
vista	vista	NCFS000	vista
Y	y	CC	y
de	de	SPS00	de
la	la	DA0FS0	el
cedula	cédula	NCFS000	cédula
conzedida	concedida	VMP00SF	conceder
al	al	SPS00+DA0MS0	a+el
gremio	gremio	NCMS000	gremio
del	del	SPS00+DA0MS0	de+el
arte	arte	NCCS000	arte
de	de	SPS00	de
la	la	DA0FS0	el
seda	seda	NCFS000	seda
determine	determine	VMSP0S0	determinar
la	la	DA0FS0	el
Rl	Real	AQ0CS0	real
Junta	Junta	NCFS000	junta
	,	Fc	,
para	para	SPS00	para
lo	lo	DA0NS0	el
qual	cual	PR0CS000	cual
estará	estará	VMIF3S0	estar
vien	bien	RG	bien
prebenido	prevenido	VMP00SM	prevenir
todo	todo	PI0MS000	todo
â	a	SPS00	a
fin	fin	NCMS000	fin
de	de	SPS00	de
que	que	CS	que
logre	logre	VMSP0S0	lograr
como	como	CS	como
deseo	deseo	VMIP1S0	desear
,	.	Fp	.
remitome	Remítome	VMIP1S0+PP1CS000	remitir+me
en	en	SPS00	en
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
a	a	SPS00	a
la	la	DA0FS0	el
que	que	PR0CN000	que
escrivo	escribo	VMIP1S0	escribir
a	a	SPS00	a
mi	mi	DP1CSS	mi
Primo	primo	NCMS000	primo
Dn	don	NP00000	don
Joseph	José	NP00000	josé
forcada	Forcada	NP00000	forcada
.	.	Fp	.
Y	Y	CC	y
manden	manden	VMSP3P0	mandar
que	que	CS	que
save	sabe	VMIP3S0	saber
deseo	deseo	NCMS000	deseo
servirles	servirles	VMN0000+PP3CPA00	servir+le
Y	y	CC	y
que	que	CS	que
Nro	Nuestro	DP1MSP	nuestro
Sr	Señor	NP00000	señor
les	les	PP3CPD00	le
Gue	guarde	VMSP0S0	guardar
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Madrid	Madrid	NP00000	madrid
	,	Fc	,
13	13	Z	13
de	de	SPS00	de
Dizre	diciembre	NCMS000	diciembre
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
L	la	DA0FS0	el
M	mano	NCFS000	mano
a	a	SPS00	a
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mas	más	RC	más
âfecto	afecto	NCMS000	afecto
y	y	CC	y
sego	seguro	AQ0MS0	seguro
servr	servidor	NCMS000	servidor
	,	Fc	,
Dn	don	NP00000	don
Ambrosio	Ambrosio	NP00000	ambrosio
Sanchez	Sánchez	NP00000	sánchez
de	de	SPS00	de
Aguilera	Aguilera	NP00000	aguilera
Ses	Señores	NP00000	señor
Antonio	Antonio	NP00000	antonio
Mariscoti	Mariscoti	NP00000	mariscoti
,	,	Fc	,
Nicolas	Nicolás	NP00000	nicolás
Garcia	García	NP00000	garcía
taibilla	Taibilla	NP00000	taibilla
y	y	CC	y
Ballexo	Vallejo	NP00000	vallejo
	.	Fp	.
