Mui	Muy	RQ	muy
de	de	SPS00	de
su	su	DP3CS0	su
maior	mayor	AQ0CS0	mayor
agrado	agrado	NCMS000	agrado
y	y	CC	y
ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
Nro	Nuestro	DP1MSP	nuestro
Sor	Señor	NP00000	señor
	.	Fp	.
Barzna	Barcelona	NP00000	barcelona
	,	Fc	,
8	8	Z	8
de	de	SPS00	de
Abril	abril	NCMS000	abril
de	de	SPS00	de
1786	1786	Z	1786
	.	Fp	.
Sor	Señor	NP00000	señor
dr	doctor	NP00000	doctor
Dn	don	NP00000	don
Lorenzo	Lorenzo	NP00000	lorenzo
Josef	José	NP00000	josé
Frndz	Fernandez	NP00000	fernandez
de	de	SPS00	de
Leon	León	NP00000	león
.	.	Fp	.
