Mui	Muy	RQ	muy
puedo	puedo	VMIP1S0	poder
asegurar	asegurar	VMN0000	asegurar
q	que	CS	que
en	en	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
remisiones	remisiones	NCFP000	remisión
no	no	RN	no
ay	hay	VMIP3S0	haber
cosa	cosa	NCFS000	cosa
q	que	PR0CN000	que
mas	más	RC	más
desee	desee	VMSP0S0	desear
q	que	CS	que
concluirlas	concluirlas	VMN0000+PP3FPA00	concluir+lo
y	y	CC	y
prueva	prueba	NCFS000	prueba
de	de	SPS00	de
ello	ello	PD0NN000	ello
que	que	CS	que
oy	hoy	RG	hoy
doy	doy	VMIP1S0	dar
orden	orden	NCMS000	orden
a	a	SPS00	a
dn	don	NP00000	don
Carlos	Carlos	NP00000	carlos
de	de	SPS00	de
Anglada	Anglada	NP00000	anglada
entregue	entregue	VMSP0S0	entregar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
dos	dos	Z	2
mil	mil	Z	1000
pesos	pesos	NCMP000	peso
	.	Fp	.
y	Y	CC	y
si	si	CS	si
saliera	saliera	VMSI0S0	salir
breve	breve	RG	breve
del	del	SPS00+DA0MS0	de+el
negociado	negociado	VMP0000	negociar
de	de	SPS00	de
Ley	Ley	NCFS000	ley
	,	Fc	,
presto	presto	RG	presto
evacuara	evacuará	VMIF3S0	evacuar
la	la	DA0FS0	el
dependensia	dependencia	NCFS000	dependencia
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
con	con	SPS00	con
expesialidad	especialidad	NCFS000	especialidad
les	les	PP3CPD00	le
encargo	encargo	VMIP1S0	encargar
protexan	protejan	VMSP3P0	proteger
mis	mis	DP1CPS	mi
Yntereses	intereses	NCMP000	interés
en	en	SPS00	en
dho	dicho	VMP00SM	decir
negocio	negocio	NCMS000	negocio
de	de	SPS00	de
Ley	Ley	NCFS000	ley
,	.	Fp	.
y	Y	CC	y
no	no	RN	no
pr	por	SPS00	por
esto	esto	PD0NN000	esto
dejare	dejaré	VMIF1S0	dejar
de	de	SPS00	de
procurar	procurar	VMN0000	procurar
bender	vender	VMN0000	vender
los	los	DA0MP0	el
demas	demás	DI0CP0	demás
Generos	géneros	NCMP000	género
pa	para	SPS00	para
q	que	CS	que
se	se	P00CN000	se
le	le	PP3CSD00	le
entregue	entregue	VMSP0S0	entregar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
	.	Fp	.
Quedo	Quedo	VMIP1S0	quedar
al	al	SPS00+DA0MS0	a+el
adbitrio	arbitrio	NCMS000	arbitrio
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qnes	quienes	PR0CP000	quien
Ge	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
de	de	SPS00	de
Dizre	diciembre	NCMS000	diciembre
de	de	SPS00	de
1734	1734	Z	1734
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
