Mui	Muy	RQ	muy
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
es	es	VSIP3S0	ser
imposible	imposible	AQ0CS0	imposible
pensar	pensar	VMN0000	pensar
en	en	SPS00	en
cosa	cosa	NCFS000	cosa
alguna	alguna	DI0FS0	alguno
con	con	SPS00	con
el	él	PP3MS000	él
	,	Fc	,
prque	porque	CS	porque
en	en	SPS00	en
el	el	DA0MS0	el
combento	convento	NCMS000	convento
siempre	siempre	RG	siempre
estan	están	VMIP3P0	estar
alli	allí	RG	allí
los	los	DA0MP0	el
frailes	frailes	NCMP000	fraile
y	y	CC	y
los	los	DA0MP0	el
papeles	papeles	NCMP000	papel
los	los	PP3MPA00	lo
tiene	tiene	VMIP3S0	tener
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
enserrados	encerrados	NP00000	encerrados
	.	Fp	.
conque	Conque	CS	conque
les	les	PP3CPD00	le
supco	suplico	VMIP1S0	suplicar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
q	que	CS	que
pr	por	SPS00	por
este	éste	PD0MS000	este
contengan	contengan	VMSP3P0	contener
pasiensia	paciencia	NCFS000	paciencia
a	a	SPS00	a
ver	ver	VMN0000	ver
si	si	CS	si
quiere	quiere	VMIP3S0	querer
Ds	Dios	NP00000	dios
que	que	CS	que
pa	para	SPS00	para
el	el	DA0MS0	el
proximo	próximo	AQ0MS0	próximo
le	le	PP3CSD00	le
avise	avise	VMSP0S0	avisar
de	de	SPS00	de
aver	haber	VAN0000	haber
hecho	hecho	VMP0000	hacer
algo	algo	PI0CS000	algo
	.	Fp	.
ya	Ya	RG	ya
tengo	tengo	VMIP1S0	tener
dho	dicho	VMP00SM	decir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
q	que	CS	que
es	es	VSIP3S0	ser
menester	menester	NCMS000	menester
blandura	blandura	NCFS000	blandura
y	y	CC	y
de	de	SPS00	de
esto	esto	PD0NN000	esto
se	se	P00CN000	se
consigue	consigue	VMIP3S0	conseguir
	.	Fp	.
q	Que	CS	que
	,	Fc	,
como	como	CS	como
ben	ven	VMIP3P0	ver
q	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
apuran	apuran	VMIP3P0	apurar
y	y	CC	y
hazen	hacen	VMIP3P0	hacer
buen	buen	AQ0MS0	bueno
consepto	concepto	NCMS000	concepto
de	de	SPS00	de
ellos	ellos	PP3MP000	ellos
	,	Fc	,
un	un	DI0MS0	uno
español	español	AQ0MS0	español
delante	delante	RG	delante
de	de	SPS00	de
mi	mí	PP1CSO00	mí
le	le	PP3CSD00	le
dijo	dijo	VMIS3S0	decir
que	que	CS	que
le	le	PP3CSD00	le
prestaria	prestaría	VMIC0S0	prestar
16	16	Z	16
mil	mil	Z	1000
ps	pesos	NCMP000	peso
en	en	SPS00	en
plata	plata	NCFS000	plata
para	para	SPS00	para
que	que	CS	que
con	con	SPS00	con
ellos	ellos	PP3MP000	ellos
buscara	buscara	VMSI0S0	buscar
la	la	DA0FS0	el
vida	vida	NCFS000	vida
	.	Fp	.
asi	Así	RG	así
no	no	RN	no
me	me	PP1CS000	me
descuydare	descuidaré	VMIF1S0	descuidar
en	en	SPS00	en
nada	nada	PI0NN00N	nada
	.	Fp	.
dn	Don	NP00000	don
Migl	Miguel	NP00000	miguel
Hoz	Hoz	NP00000	hoz
a	ha	VAIP3S0	haber
visto	visto	VMP0000	ver
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
pero	pero	CC	pero
no	no	RN	no
a	ha	VAIP3S0	haber
visto	visto	VMP0000	ver
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
	,	Fc	,
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
creo	creo	VMIP1S0	creer
pueden	pueden	VMIP3P0	poder
Vmds	VMs	NP00000	VM
estar	estar	VMN0000	estar
siertos	ciertos	AQ0MP0	cierto
	,	Fc	,
pues	pues	CS	pues
pr	por	SPS00	por
su	su	DP3CS0	su
propio	propio	NCMS000	propio
interes	interés	NCMS000	interés
de	de	SPS00	de
los	los	DA0MP0	el
Sres	señores	NCMP000	señor
F.	F.	NP00000	f.
y	y	CC	y
R.	R.	NP00000	r.
no	no	RN	no
enseniaran	enseñarán	VMIF3P0	enseñar
la	la	DA0FS0	el
de	de	SPS00	de
otros	otros	PI0MP000	otro
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
q	que	CS	que
a	a	SPS00	a
su	su	DP3CS0	su
mismo	mismo	AQ0MS0	mismo
dueño	dueño	NCMS000	dueño
	.	Fp	.
los	Los	DA0MP0	el
sres	señores	NCMP000	señor
thomas	Tomás	NP00000	tomás
y	y	CC	y
fleming	Fleming	NP00000	fleming
los	los	PP3MPA00	lo
veo	veo	VMIP1S0	ver
en	en	SPS00	en
mala	mala	AQ0FS0	malo
data	data	NCFS000	data
si	si	CS	si
los	los	DA0MP0	el
interesados	interesados	VMP00PM	interesar
no	no	RN	no
les	les	PP3CPD00	le
aguardan	aguardan	VMIP3P0	aguardar
ocho	ocho	Z	8
meses	meses	NCMP000	mes
q	que	PR0CN000	que
piden	piden	VMIP3P0	pedir
para	para	SPS00	para
pagar	pagar	VMN0000	pagar
	.	Fp	.
y	Y	CC	y
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
deven	deben	VMIP3P0	deber
son	son	VSIP3P0	ser
10	10	Z	10
mil	mil	Z	1000
pesos	pesos	NCMP000	peso
	.	Fp	.
y	Y	CC	y
qn	quien	PR0CS000	quien
mas	más	RC	más
los	los	PP3MPA00	lo
aprieta	aprieta	VMIP3S0	apretar
es	es	VSIP3S0	ser
dn	don	NP00000	don
Jacomo	Jacomo	NP00000	jacomo
de	de	SPS00	de
Kiempe	Kiempe	NP00000	kiempe
pr	por	SPS00	por
3	3	Z	3
mil	mil	Z	1000
pesos	pesos	NCMP000	peso
	.	Fp	.
y	Y	CC	y
para	para	SPS00	para
eso	eso	PD0NN000	eso
tiene	tiene	VMIP3S0	tener
en	en	SPS00	en
su	su	DP3CS0	su
poder	poder	NCMS000	poder
alajas	alhajas	NCFP000	alhaja
q	que	PR0CN000	que
valen	valen	VMIP3P0	valer
1500	1500	Z	1500
ps	pesos	NCMP000	peso
	.	Fp	.
estimare	Estimaré	VMIF1S0	estimar
no	no	RN	no
salga	salga	VMSP0S0	salir
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
qn	quien	PR0CS000	quien
no	no	RN	no
tengan	tengan	VMSP3P0	tener
cuydado	cuidado	NCMS000	cuidado
de	de	SPS00	de
su	su	DP3CS0	su
interes	interés	NCMS000	interés
mas	más	RC	más
q	que	CS	que
del	del	SPS00+DA0MS0	de+el
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
puedo	puedo	VMIP1S0	poder
remediar	remediar	VMN0000	remediar
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
la	la	DA0FS0	el
detension	detención	NCFS000	detención
del	del	SPS00+DA0MS0	de+el
dinero	dinero	NCMS000	dinero
	,	Fc	,
pero	pero	CC	pero
en	en	SPS00	en
qto	cuanto	PA000000	cuanto
aseguro	aseguro	VMIP1S0	asegurar
lo	lo	PP3CNA00	lo
estan	están	VMIP3P0	estar
	.	Fp	.
aqui	Aquí	RG	aquí
ba	va	VMIP3S0	ir
el	el	DA0MS0	el
cacao	cacao	NCMS000	cacao
tomando	tomando	VMG0000	tomar
un	un	DI0MS0	uno
poquillo	poquillo	NCMS00D	poco
de	de	SPS00	de
cuerpo	cuerpo	NCMS000	cuerpo
	.	Fp	.
si	Si	CS	si
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
pudieran	pudieran	VMSI3P0	poder
comprar	comprar	VMN0000	comprar
400	400	Z	400
a	a	SPS00	a
500	500	Z	500
millares	millares	NCMP000	millar
de	de	SPS00	de
caracas	Caracas	NP00000	caracas
de	de	SPS00	de
buena	buena	AQ0FS0	bueno
calidad	calidad	NCFS000	calidad
	,	Fc	,
como	como	CS	como
lo	lo	PP3CNA00	lo
fue	fue	VMIS3S0	ir
el	el	DA0MS0	el
otro	otro	PI0MS000	otro
a	a	SPS00	a
14	14	Z	14
rs	reales	NCMP000	real
pla	plata	NCFS000	plata
millar	millar	NCMS000	millar
y	y	CC	y
con	con	SPS00	con
3	3	Z	3
a	a	SPS00	a
1	1	Z	1
meses	meses	NCMP000	mes
de	de	SPS00	de
plazo	plazo	NCMS000	plazo
	,	Fc	,
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
estimaria	estimaría	VMIC0S0	estimar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
	,	Fc	,
y	y	CC	y
que	que	CS	que
con	con	SPS00	con
la	la	DA0FS0	el
mayor	mayor	AQ0CS0	mayor
brevedad	brevedad	NCFS000	brevedad
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
remitieran	remitieran	VMSI3P0	remitir
	.	Fp	.
que	Que	CS	que
si	si	CS	si
Vmds	VMs	NP00000	VM
gustan	gustan	VMIP3P0	gustar
se	se	P00CN000	se
interesaran	interesarán	VMIF3P0	interesar
en	en	SPS00	en
la	la	DA0FS0	el
mitad	mitad	NCFS000	mitad
y	y	CC	y
si	si	CS	si
no	no	RN	no
todo	todo	PI0MS000	todo
de	de	SPS00	de
mi	mi	DP1CSS	mi
	.	Fp	.
Quedo	Quedo	VMIP1S0	quedar
a	a	SPS00	a
la	la	DA0FS0	el
obeda	obediencia	NCFS000	obediencia
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qn	quien	PR0CS000	quien
Gd	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
16	16	Z	16
de	de	SPS00	de
mayo	mayo	NCMS000	mayo
de	de	SPS00	de
1731	1731	Z	1731
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
m	más	RC	más
segro	seguro	AQ0MS0	seguro
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
