Madrid	Madrid	NP00000	madrid
sera	será	VSIF3S0	ser
si	si	CS	si
Ds	Dios	NP00000	dios
quiere	quiere	VMIP3S0	querer
	.	Fp	.
manuela	Manuela	NP00000	manuela
	,	Fc	,
todos	todos	DI0MP0	todo
aquellos	aquellos	DD0MP0	aquel
que	que	PR0CN000	que
saben	saben	VMIP3P0	saber
que	que	CS	que
nos	nos	PP1CP000	nos
deben	deben	VMIP3P0	deber
dinero	dinero	NCMS000	dinero
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
cobraras	cobrarás	VMIF2S0	cobrar
sin	sin	SPS00	sin
dejar	dejar	VMN0000	dejar
ninguno	ninguno	PI0MS00N	ninguno
	.	Fp	.
y	Y	CC	y
principalmente	principalmente	RG	principalmente
Al	al	SPS00+DA0MS0	a+el
ynfeliz	infeliz	NCCS000	infeliz
de	de	SPS00	de
tu	tu	DP2CSS	tu
padre	padre	NCMS000	padre
	.	Fp	.
que	Que	CS	que
te	te	PP2CS000	te
de	dé	VMSP0S0	dar
todo	todo	PI0MS000	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
nos	nos	PP1CP000	nos
debe	debe	VMIP3S0	deber
sin	sin	SPS00	sin
perdonarle	perdonarle	VMN0000+PP3CSD00	perdonar+le
un	un	DI0MS0	uno
ochabo	ochavo	NCMS000	ochavo
	.	Fp	.
y	Y	CC	y
tambien	también	RG	también
le	le	PP3CSD00	le
sacaras	sacarás	VMIF2S0	sacar
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
tratos	tratos	NCMP000	trato
que	que	PR0CN000	que
le	le	PP3CSD00	le
quedamos	quedamos	VMIP1P0	quedar
ay	ahí	RG	ahí
en	en	SPS00	en
esa	esa	DD0FS0	ese
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	,	Fc	,
que	que	CS	que
no	no	RN	no
pido	pido	VMIP1S0	pedir
a	a	SPS00	a
Ds	Dios	NP00000	dios
mas	más	RC	más
que	que	CS	que
cuando	cuando	PA000000	cuando
entre	entre	VMSP0S0	entrar
por	por	SPS00	por
ella	ella	PP3FS000	él
se	se	P00CN000	se
unda	hunda	VMSP0S0	hundir
toda	toda	DI0FS0	todo
y	y	CC	y
lo	lo	PP3CNA00	lo
sepulte	sepulte	VMSP0S0	sepultar
ay	ahí	RG	ahí
A	a	SPS00	a
ese	ese	DD0MS0	ese
infeliz	infeliz	NCCS000	infeliz
	.	Fp	.
Ai	Ahí	RG	ahí
te	te	PP2CS000	te
remito	remito	VMIP1S0	remitir
la	la	DA0FS0	el
carta	carta	NCFS000	carta
de	de	SPS00	de
tu	tu	DP2CSS	tu
querida	querida	VMP00SF	querer
ermana	hermana	NCFS000	hermano
	,	Fc	,
y	y	CC	y
beras	verás	VMIF2S0	ver
lo	lo	DA0NS0	el
que	que	PR0CN000	que
te	te	PP2CS000	te
dice	dice	VMIP3S0	decir
esa	esa	DD0FS0	ese
sosamanteles	sosamanteles	NCMP000	sosamanteles
	.	Fp	.
tanbien	También	RG	también
te	te	PP2CS000	te
encargo	encargo	VMIP1S0	encargar
le	le	PP3CSD00	le
digas	digas	VMSP2S0	decir
a	a	SPS00	a
tu	tu	DP2CSS	tu
padre	padre	NCMS000	padre
el	el	DA0MS0	el
desdichao	desdichado	NCMS000	desdichado
que	que	PR0CN000	que
mire	mire	VMSP0S0	mirar
no	no	RN	no
esta	está	VMIP3S0	estar
tratando	tratando	VMG0000	tratar
con	con	SPS00	con
musicos	músicos	NCMP000	músico
	,	Fc	,
que	que	PR0CN000	que
trata	trata	VMIP3S0	tratar
con	con	SPS00	con
un	un	DI0MS0	uno
onbre	hombre	NCMS000	hombre
megor	mejor	AQ0CS0	mejor
que	que	PR0CN000	que
tu	tu	DP2CSS	tu
padre	padre	NCMS000	padre
y	y	CC	y
que	que	CS	que
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
musica	música	NCFS000	música
de	de	SPS00	de
la	la	DA0FS0	el
catedral	catedral	NCFS000	catedral
	.	Fp	.
porque	Porque	CS	porque
	,	Fc	,
como	como	CS	como
sepa	sepa	VMSP0S0	saber
que	que	CS	que
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
no	no	RN	no
se	se	PP3CN000	se
la	la	PP3FSA00	lo
les	lees	VMIP2S0	leer
en	en	SPS00	en
su	su	DP3CS0	su
cara	cara	NCFS000	cara
	,	Fc	,
sera	será	VSIF3S0	ser
cosa	cosa	NCFS000	cosa
que	que	CS	que
yre	iré	VMIF1S0	ir
yo	yo	PP1CSN00	yo
A	a	SPS00	a
leerle	leerle	VMN0000+PP3CSD00	leer+le
el	el	DA0MS0	el
ultimo	último	AO0MS0	último
papel	papel	NCMS000	papel
de	de	SPS00	de
su	su	DP3CS0	su
bida	vida	NCFS000	vida
	.	Fp	.
tanbien	También	RG	también
en	en	SPS00	en
la	la	DA0FS0	el
segunda	segunda	AO0FS0	segundo
carta	carta	NCFS000	carta
que	que	PR0CN000	que
espero	espero	VMIP1S0	esperar
	,	Fc	,
si	si	CS	si
Ds	Dios	NP00000	dios
te	te	PP2CS000	te
da	da	VMIP3S0	dar
salu	salud	NCFS000	salud
	,	Fc	,
me	me	PP1CS000	me
as	has	VMIP2S0	haber
de	de	SPS00	de
enbiar	enviar	VMN0000	enviar
los	los	DA0MP0	el
recibos	recibos	NCMP000	recibo
que	que	PR0CN000	que
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
alla	allá	RG	allá
tu	tu	DP2CSS	tu
padre	padre	NCMS000	padre
el	el	DA0MS0	el
bendito	bendito	AQ0MSP	bendito
	,	Fc	,
que	que	PR0CN000	que
son	son	VSIP3P0	ser
tres	tres	AQ0CP0	tres
	,	Fc	,
los	los	DA0MP0	el
que	que	PR0CN000	que
tu	tú	PP2CSN00	tú
no	no	RN	no
ynoras	ignoras	VMIP2S0	ignorar
	.	Fp	.
y	Y	CC	y
tambien	también	RG	también
entre	entre	SPS00	entre
ellos	ellos	PP3MP000	ellos
me	me	PP1CS000	me
enbiaras	enviarás	VMIF2S0	enviar
el	el	DA0MS0	el
de	de	SPS00	de
tu	tu	DP2CSS	tu
tio	tío	NCMS000	tío
Andre	André	NP00000	andré
y	y	CC	y
le	le	PP3CSD00	le
diras	dirás	VMIF2S0	decir
que	que	CS	que
si	si	CS	si
quiere	quiere	VMIP3S0	querer
le	le	PP3CSD00	le
enbie	envíe	VMSP0S0	enviar
pluma	pluma	NCFS000	pluma
y	y	CC	y
tinta	tinta	NCFS000	tinta
para	para	SPS00	para
saber	saber	VMN0000	saber
de	de	SPS00	de
su	su	DP3CS0	su
salu	salud	NCFS000	salud
	,	Fc	,
que	que	PR0CN000	que
no	no	RN	no
a	ha	VAIP3S0	haber
sido	sido	VSP00SM	ser
dino	digno	AQ0MS0	digno
de	de	SPS00	de
enbiarme	enviarme	VMN0000+PP1CS000	enviar+me
una	una	DI0FS0	uno
mala	mala	AQ0FS0	malo
carta	carta	NCFS000	carta
	.	Fp	.
Esto	Esto	PD0NN000	esto
que	que	CS	que
te	te	PP2CS000	te
encargo	encargo	VMIP1S0	encargar
de	de	SPS00	de
los	los	DA0MP0	el
recibos	recibos	NCMP000	recibo
de	de	SPS00	de
tu	tu	DP2CSS	tu
padre	padre	NCMS000	padre
no	no	RN	no
lo	lo	PP3CNA00	lo
eches	eches	VMSP2S0	echar
en	en	SPS00	en
descuido	descuido	NCMS000	descuido
	,	Fc	,
porque	porque	CS	porque
sabes	sabes	VMIP2S0	saber
bien	bien	RG	bien
mi	mi	DP1CSS	mi
genio	genio	NCMS000	genio
	.	Fp	.
que	Que	CS	que
an	han	VMIP3P0	haber
de	de	SPS00	de
benir	venir	VMN0000	venir
sin	sin	SPS00	sin
falta	falta	NCFS000	falta
a	a	SPS00	a
la	la	DA0FS0	el
segunda	segunda	AO0FS0	segundo
carta	carta	NCFS000	carta
que	que	PR0CN000	que
me	me	PP1CS000	me
enbies	envíes	VMSP2S0	enviar
	,	Fc	,
Anque	aunque	CC	aunque
no	no	RN	no
me	me	PP1CS000	me
enbies	envíes	VMSP2S0	enviar
un	un	DI0MS0	uno
cuarto	cuarto	NCMS000	cuarto
	,	Fc	,
que	que	CS	que
mas	más	RC	más
quiero	quiero	VMIP1S0	querer
no	no	RN	no
tener	tener	VMN0000	tener
que	que	CS	que
comer	comer	VMN0000	comer
que	que	CS	que
no	no	RN	no
que	que	CS	que
ese	ese	DD0MS0	ese
picaro	pícaro	NCMS000	pícaro
Aga	haga	VMSP0S0	hacer
burla	burla	NCFS000	burla
de	de	SPS00	de
nosotros	nosotros	PP1MP000	nosotros
	.	Fp	.
tanbien	También	RG	también
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
te	te	PP2CS000	te
acuerdes	acuerdes	VMSP2S0	acordar
como	cómo	PA000000	cómo
me	me	PP1CS000	me
degaste	dejaste	VMIS2S0	dejar
	.	Fp	.
	¿	Fia	¿
A	A	SPS00	a
que	que	CS	que
tu	tú	PP2CSN00	tú
no	no	RN	no
eres	eres	VSIP2S0	ser
tan	tan	RC	tan
falta	falta	AQ0FS0	falto
de	de	SPS00	de
conocimiento	conocimiento	NCMS000	conocimiento
como	como	CS	como
todo	todo	DI0MS0	todo
eso	eso	PD0NN000	eso
	?	Fit	?
y	Y	CC	y
a	a	SPS00	a
tu	tu	DP2CSS	tu
padre	padre	NCMS000	padre
le	le	PP3CSD00	le
diras	dirás	VMIF2S0	decir
que	que	CS	que
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
del	del	SPS00+DA0MS0	de+el
taller	taller	NCMS000	taller
te	te	PP2CS000	te
lo	lo	PP3CNA00	lo
ponga	ponga	VMSP0S0	poner
en	en	SPS00	en
la	la	DA0FS0	el
mano	mano	NCFS000	mano
Antes	antes	RG	antes
que	que	CS	que
Manuel	Manuel	NP00000	manuel
Soler	Soler	NP00000	soler
Pase	pase	VMSP0S0	pasar
a	a	SPS00	a
esa	ésa	PD0FS000	ese
	.	Fp	.
y	Y	CC	y
delante	delante	RG	delante
de	de	SPS00	de
el	él	PP3MS000	él
gastalo	gástalo	VMM02S0+PP3CNA00	gastar+lo
y	y	CC	y
luego	luego	RG	luego
cagate	cágate	VMM02S0+PP2CS000	cagar+te
en	en	SPS00	en
el	él	PP3MS000	él
y	y	CC	y
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
que	que	PR0CN000	que
nos	nos	PP1CP000	nos
tiene	tiene	VMIP3S0	tener
mas	más	RC	más
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
escribiras	escribirás	VMIF2S0	escribir
si	si	CSI	si
para	para	SPS00	para
bender	vender	VMN0000	vender
la	la	DA0FS0	el
casa	casa	NCFS000	casa
necesitas	necesitas	VMIP2S0	necesitar
Poder	poder	NCMS000	poder
mio	mío	PX1MS0S0	mío
	,	Fc	,
para	para	SPS00	para
enbiartelo	enviártelo	VMN0000+PP2CS000+PP3CNA00	enviar+te+lo
Al	al	SPS00+DA0MS0	a+el
istante	instante	NCMS000	instante
para	para	SPS00	para
que	que	CS	que
cuanto	cuanto	PA000000	cuanto
Antes	antes	RG	antes
espaches	despaches	VMSP2S0	despachar
con	con	SPS00	con
ello	ello	PD0NN000	ello
	,	Fc	,
porque	porque	CS	porque
de	de	SPS00	de
lo	lo	DA0NS0	el
contrario	contrario	AQ0CS0	contrario
me	me	PP1CS000	me
aras	harás	VMIF2S0	hacer
pasar	pasar	VMN0000	pasar
a	a	SPS00	a
esa	ésa	PD0FS000	ese
a	a	SPS00	a
perderme	perderme	VMN0000+PP1CS000	perder+me
	.	Fp	.
de	De	SPS00	de
mi	mi	DP1CSS	mi
pretension	pretensión	NCFS000	pretensión
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
ba	va	VMIP3S0	ir
bien	bien	RG	bien
	,	Fc	,
porque	porque	CS	porque
los	los	DA0MP0	el
dos	dos	Z	2
tios	tíos	NCMP000	tío
lo	lo	PP3CNA00	lo
An	han	VAIP3P0	haber
cogido	cogido	VMP0000	coger
con	con	SPS00	con
mucho	mucho	DI0MS0	mucho
calor	calor	NCMS000	calor
	.	Fp	.
que	Que	CS	que
esperancas	esperanzas	NCFP000	esperanza
en	en	SPS00	en
Ds	Dios	NP00000	dios
tengo	tengo	VMIP1S0	tener
	,	Fc	,
esperancas	esperanzas	NCFP000	esperanza
de	de	SPS00	de
que	que	CS	que
Ds	Dios	NP00000	dios
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
degar	dejar	VMN0000	dejar
cagarme	cagarme	VMN0000+PP1CS000	cagar+me
en	en	SPS00	en
todos	todos	PI0MP000	todo
;	.	Fp	.
Tambien	También	RG	también
te	te	PP2CS000	te
encargo	encargo	VMIP1S0	encargar
esto	esto	PD0NN000	esto
	.	Fp	.
no	No	RN	no
lo	lo	PP3CNA00	lo
tomes	tomes	VMSP2S0	tomar
a	a	SPS00	a
pechos	pechos	NCMP000	pecho
	,	Fc	,
porque	porque	CS	porque
ya	ya	RG	ya
sabes	sabes	VMIP2S0	saber
mi	mi	DP1CSS	mi
genio	genio	NCMS000	genio
que	que	PR0CN000	que
no	no	RN	no
puedo	puedo	VMIP1S0	poder
remediarlo	remediarlo	VMN0000+PP3CNA00	remediar+lo
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
daras	darás	VMIF2S0	dar
memorias	memorias	NCFP000	memoria
a	a	SPS00	a
mi	mi	DP1CSS	mi
padre	padre	NCMS000	padre
y	y	CC	y
ermana	hermana	NCFS000	hermano
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
ama	ama	NCFS000	amo
y	y	CC	y
a	a	SPS00	a
andre	André	NP00000	andré
y	y	CC	y
a	a	SPS00	a
la	la	DA0FS0	el
celipa	Celipa	NP00000	celipa
y	y	CC	y
las	las	DA0FP0	el
niñas	niñas	NCFP000	niño
	,	Fc	,
y	y	CC	y
tu	tú	PP2CSN00	tú
las	las	PP3FPA00	lo
tomaras	tomarás	VMIF2S0	tomar
a	a	SPS00	a
medida	medida	NCFS000	medida
de	de	SPS00	de
tu	tu	DP2CSS	tu
deseo	deseo	NCMS000	deseo
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
Pidiendo	pidiendo	VMG0000	pedir
a	a	SPS00	a
Ds	Dios	NP00000	dios
te	te	PP2CS000	te
Ge	guarde	VMSP0S0	guardar
la	la	DA0FS0	el
bida	vida	NCFS000	vida
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
quien	Quien	PR0CS000	quien
te	te	PP2CS000	te
quiere	quiere	VMIP3S0	querer
y	y	CC	y
te	te	PP2CS000	te
estima	estima	VMIP3S0	estimar
es	es	VSIP3S0	ser
tu	tu	DP2CSS	tu
esposo	esposo	NCMS000	esposo
	,	Fc	,
Manuel	Manuel	NP00000	manuel
Soler	Soler	NP00000	soler
