Dueño	Dueño	NCMS000	dueño
	,	Fc	,
franco	Francisco	NP00000	francisco
de	de	SPS00	de
Mendoza	Mendoza	NP00000	mendoza
Y	y	CC	y
la	la	DA0FS0	el
madriz	Madrid	NP00000	madrid
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
thorivio	Toribio	NP00000	toribio
fernando	Fernando	NP00000	fernando
de	de	SPS00	de
Mier	Mier	NP00000	mier
Vallinas	Ballinas	NP00000	ballinas
.	.	Fp	.
Repito	Repito	VMIP1S0	repetir
el	el	DA0MS0	el
que	que	CS	que
esta	esta	DD0FS0	este
misma	misma	AQ0FS0	mismo
Carta	carta	NCFS000	carta
embie	envíe	VMSP0S0	enviar
Vmd	VM	NP00000	VM
con	con	SPS00	con
las	las	DA0FP0	el
demas	demás	NCMS000	demás
a	a	SPS00	a
dho	dicho	NCMS000	dicho
mi	mi	DP1CSS	mi
hermo	hermano	NCMS000	hermano
.	.	Fp	.
a	A	SPS00	a
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
bolbere	volveré	VMIF1S0	volver
a	a	SPS00	a
escrivir	escribir	VMN0000	escribir
en	en	SPS00	en
el	el	DA0MS0	el
primer	primer	AO0MS0	primero
Correo	correo	NCMS000	correo
dentro	dentro	RG	dentro
de	de	SPS00	de
la	la	DA0FS0	el
de	de	SPS00	de
Vmd	VM	NP00000	VM
	.	Fp	.
estoi	Estoy	VMIP1S0	estar
en	en	SPS00	en
determinacion	determinación	NCFS000	determinación
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
Un	un	DI0MS0	uno
propio	propio	NCMS000	propio
a	a	SPS00	a
Yndias	Indias	NP00000	indias
en	en	SPS00	en
el	el	DA0MS0	el
primer	primer	AO0MS0	primero
nabio	navío	NCMS000	navío
de	de	SPS00	de
aviso	aviso	NCMS000	aviso
q	que	PR0CN000	que
Salga	salga	VMSP0S0	salir
,	.	Fp	.
Y	Y	CC	y
asi	así	RG	así
	,	Fc	,
a	a	SPS00	a
Vmd	VM	NP00000	VM
Suplico	suplico	VMIP1S0	suplicar
le	le	PP3CSD00	le
Solicite	solicite	VMSP0S0	solicitar
plaza	plaza	NCFS000	plaza
pa	para	SPS00	para
embarcarse	embarcarse	VMN0000+P00CN000	embarcar+se
,	.	Fp	.
Saldra	Saldrá	VMIF3S0	salir
de	de	SPS00	de
aqui	aquí	RG	aquí
a	a	SPS00	a
primo	primero	RG	primero
de	de	SPS00	de
febro	febrero	NCMS000	febrero
que	que	PR0CN000	que
Viene	viene	VMIP3S0	venir
,	.	Fp	.
es	Es	VSIP3S0	ser
de	de	SPS00	de
Puerto	puerto	NCMS000	puerto
de	de	SPS00	de
mar	mar	NCMS000	mar
Y	y	CC	y
con	con	SPS00	con
esta	esta	DD0FS0	este
Ocasion	ocasión	NCFS000	ocasión
Com	con	SPS00	con
plaza	plaza	NCFS000	plaza
de	de	SPS00	de
marinero	marinero	NCMS000	marinero
podra	podrá	VMIF3S0	poder
passar	pasar	VMN0000	pasar
.	.	Fp	.
Don	Don	NP00000	don
franco	Francisco	NP00000	francisco
Barreda	Barreda	NP00000	barreda
Y	y	CC	y
io	yo	PP1CSN00	yo
escriviremos	escribiremos	VMIF1P0	escribir
a	a	SPS00	a
Vmd	VM	NP00000	VM
por	por	SPS00	por
el	él	PP3MS000	él
Y	y	CC	y
lo	lo	PP3CNA00	lo
haremos	haremos	VMIF1P0	hacer
en	en	SPS00	en
los	los	DA0MP0	el
Correos	correos	NCMP000	correo
desde	desde	SPS00	desde
aqui	aquí	RG	aquí
a	a	SPS00	a
que	que	CS	que
se	se	P00CN000	se
Vaia	vaya	VMSP0S0	ir
.	.	Fp	.
