Carmona	Carmona	NCFS000	carmona
dijele	Díjele	VMIS1S0+PP3CSD00	decir+le
que	que	CS	que
no	no	RN	no
	.	Fp	.
conque	Conque	CS	conque
suvimos	subimos	VMIS1P0	subir
a	a	SPS00	a
la	la	DA0FS0	el
sala	sala	NCFS000	sala
y	y	CC	y
	,	Fc	,
despues	después	RG	después
de	de	SPS00	de
avernos	habernos	VAN0000+PP1CP000	haber+nos
sentado	sentado	VMP0000	sentar
	,	Fc	,
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
que	que	CS	que
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
hiva	iba	VMII0S0	ir
a	a	SPS00	a
preguntar	preguntar	VMN0000	preguntar
le	le	PP3CSD00	le
dijiera	dijera	VMSI0S0	decir
la	la	DA0FS0	el
verdad	verdad	NCFS000	verdad
con	con	SPS00	con
el	el	DA0MS0	el
cargo	cargo	NCMS000	cargo
y	y	CC	y
condiccion	condición	NCFS000	condición
de	de	SPS00	de
que	que	CS	que
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
havia	había	VMII0S0	haber
de	de	SPS00	de
dezir	decir	VMN0000	decir
	.	Fp	.
conque	Conque	CS	conque
dije	dije	VMIS1S0	decir
entre	entre	SPS00	entre
my	mí	PP1CSO00	mí
	:	Fd	:
	«	Fra	«
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
dire	diré	VMIF1S0	decir
sino	sino	CC	sino
solamente	solamente	RG	solamente
a	a	SPS00	a
mi	mi	DP1CSS	mi
Belica	Belica	NP00000	belica
	»	Frt	»
	.	Fp	.
y	Y	CC	y
asimismo	asimismo	RG	asimismo
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
a	a	SPS00	a
ty	ti	PP2CSO00	ti
que	que	CS	que
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
digas	digas	VMSP2S0	decir
	,	Fc	,
que	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
rrazon	razón	NCFS000	razón
que	que	CS	que
nadie	nadie	PI0NN00N	nadie
pierda	pierda	VMSP0S0	perder
por	por	SPS00	por
nosotros	nosotros	PP1MP000	nosotros
	,	Fc	,
pues	pues	CS	pues
somos	somos	VSIP1P0	ser
Christianos	cristianos	NCMP000	cristiano
y	y	CC	y
devemos	debemos	VMIP1P0	deber
a	a	SPS00	a
nuestros	nuestros	DP1MPP	nuestro
proximos	prójimos	NCMP000	prójimo
quererlos	quererlos	VMN0000+PP3MPA00	querer+lo
como	como	CS	como
a	a	SPS00	a
nosotros	nosotros	PP1MP000	nosotros
mismos	mismos	AQ0MP0	mismo
.	.	Fp	.
ayas	Hayas	VMSP2S0	haber
de	de	SPS00	de
saver	saber	VMN0000	saber
	,	Fc	,
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
que	qué	DT0CN0	qué
fines	fines	NCMP000	fin
havia	había	VAII0S0	haber
ydo	ido	VMP0000	ir
yo	yo	PP1CSN00	yo
a	a	SPS00	a
su	su	DP3CS0	su
Casa	casa	NCFS000	casa
	:	Fd	:
si	si	CS	si
havia	había	VAII0S0	haber
ydo	ido	VMP0000	ir
con	con	SPS00	con
fines	fines	NCMP000	fin
de	de	SPS00	de
Casarme	casarme	VMN0000+PP1CS000	casar+me
con	con	SPS00	con
su	su	DP3CS0	su
hija	hija	NCFS000	hijo
o	o	CC	o
por	por	SPS00	por
la	la	DA0FS0	el
Amistad	amistad	NCFS000	amistad
que	que	PR0CN000	que
el	él	PP3MS000	él
y	y	CC	y
io	yo	PP1CSN00	yo
teniamos	teníamos	VMII1P0	tener
	.	Fp	.
dijele	Díjele	VMIS1S0+PP3CSD00	decir+le
que	que	CS	que
io	yo	PP1CSN00	yo
unicamente	únicamente	RG	únicamente
havia	había	VAII0S0	haber
ydo	ido	VMP0000	ir
por	por	SPS00	por
la	la	DA0FS0	el
Amistad	amistad	NCFS000	amistad
que	que	PR0CN000	que
tenia	tenía	VMII0S0	tener
con	con	SPS00	con
el	él	PP3MS000	él
,	.	Fp	.
conque	Conque	CS	conque
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
entonzes	entonces	RG	entonces
que	que	CS	que
aquello	aquello	PD0NN000	aquello
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
havia	había	VAII0S0	haber
dicho	dicho	VMP0000	decir
unicamente	únicamente	RG	únicamente
porque	porque	CS	porque
llegaron	llegaron	VMIS3P0	llegar
el	el	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
la	la	DA0FS0	el
virjen	Virgen	NP00000	virgen
a	a	SPS00	a
dezirle	decirle	VMN0000+PP3CSD00	decir+le
a	a	SPS00	a
el	él	PP3MS000	él
si	si	CS	si
queria	quería	VMII0S0	querer
Casar	casar	VMN0000	casar
a	a	SPS00	a
su	su	DP3CS0	su
hija	hija	NCFS000	hijo
	.	Fp	.
conque	Conque	CS	conque
a	a	SPS00	a
mi	mí	PP1CSO00	mí
no	no	RN	no
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
el	el	DA0MS0	el
sujeto	sujeto	NCMS000	sujeto
que	que	PR0CN000	que
llego	llegó	VMIS3S0	llegar
a	a	SPS00	a
dezirselo	decírselo	VMN0000+PP3CN000+PP3CNA00	decir+se+lo
	.	Fp	.
conque	Conque	CS	conque
lo	lo	DA0NS0	el
que	que	PR0CN000	que
el	él	PP3MS000	él
rrespondio	respondió	VMIS3S0	responder
fue	fue	VSIS3S0	ser
dezirle	decirle	VMN0000+PP3CSD00	decir+le
que	que	CS	que
el	el	DA0MS0	el
Martes	martes	NCMN000	martes
le	le	PP3CSD00	le
rresponderia	respondería	VMIC0S0	responder
	.	Fp	.
y	Y	CC	y
era	era	VSII0S0	ser
por	por	SPS00	por
ber	ver	VMN0000	ver
si	si	CS	si
yo	yo	PP1CSN00	yo
queria	quería	VMII0S0	querer
casarme	casarme	VMN0000+PP1CS000	casar+me
con	con	SPS00	con
ella	ella	PP3FS000	él
	.	Fp	.
y	Y	CC	y
siempre	siempre	RG	siempre
que	que	CS	que
io	yo	PP1CSN00	yo
le	le	PP3CSD00	le
huviera	hubiera	VASI0S0	haber
dicho	dicho	VMP0000	decir
que	que	CS	que
si	sí	RG	sí
	,	Fc	,
dezirle	decirle	VMN0000+PP3CSD00	decir+le
el	él	PP3MS000	él
a	a	SPS00	a
el	el	DA0MS0	el
sujo	sujeto	NCMS000	sujeto
que	que	CS	que
no	no	RN	no
,	.	Fp	.
conque	Conque	CS	conque
	,	Fc	,
hermana	hermana	NP00000	hermano
mia	mía	DP1FSS	mío
	,	Fc	,
como	como	CS	como
en	en	SPS00	en
mi	mí	PP1CSO00	mí
no	no	RN	no
hallo	halló	VMIS3S0	hallar
Audienzia	audiencia	NCFS000	audiencia
le	le	PP3CSD00	le
diria	diría	VMIC0S0	decir
a	a	SPS00	a
ese	ese	DD0MS0	ese
sujeto	sujeto	NCMS000	sujeto
que	que	CS	que
si	sí	RG	sí
,	.	Fp	.
pues	Pues	CS	pues
lo	lo	DA0NS0	el
que	que	PR0CN000	que
io	yo	PP1CSN00	yo
le	le	PP3CSD00	le
dije	dije	VMIS1S0	decir
	,	Fc	,
como	como	CS	como
toca	toca	VMIP3S0	tocar
en	en	SPS00	en
terminos	términos	NCMP000	término
de	de	SPS00	de
Politica	política	NCFS000	política
	(	Fba	(
pues	pues	CS	pues
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
enseñaron	enseñaron	VMIS3P0	enseñar
mis	mis	DP1CPS	mi
Padres	padres	NCMP000	padre
hera	era	VSII0S0	ser
preziso	preciso	AQ0MS0	preciso
obrar	obrar	NCMS000	obrar
como	como	CS	como
tal	tal	RC	tal
	)	Fbt	)
	,	Fc	,
fue	fue	VSIS3S0	ser
el	el	DA0MS0	el
dezirle	decirle	VMN0000+PP3CSD00	decir+le
que	que	CS	que
le	le	PP3CSD00	le
estimo	estimo	VMIP1S0	estimar
mucho	mucho	RQ	mucho
su	su	DP3CS0	su
Atencion	atención	NCFS000	atención
y	y	CC	y
que	que	CS	que
por	por	SPS00	por
lo	lo	DA0NS0	el
presente	presente	NCMS000	presente
no	no	RN	no
pensava	pensaba	VMII0S0	pensar
yo	yo	PP1CSN00	yo
en	en	SPS00	en
casarme	casarme	VMN0000+PP1CS000	casar+me
	.	Fp	.
Conque	Conque	CS	conque
	,	Fc	,
hermana	hermana	NP00000	hermano
mia	mía	DP1FSS	mío
	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
quiero	quiero	VMIP1S0	querer
yo	yo	PP1CSN00	yo
solamente	solamente	RG	solamente
es	es	VSIP3S0	ser
a	a	SPS00	a
ty	ti	PP2CSO00	ti
	,	Fc	,
conque	conque	CS	conque
no	no	RN	no
tengas	tengas	VMSP2S0	tener
ningun	ningún	DI0MS0	ninguno
quidado	cuidado	NCMS000	cuidado
.	.	Fp	.
rezivi	Recibí	VMIS1S0	recibir
con	con	SPS00	con
mucho	mucho	DI0MS0	mucho
gusto	gusto	VMIP1S0	gustar
tu	tu	DP2CSS	tu
fineza	fineza	NCFS000	fineza
y	y	CC	y
me	me	PP1CS000	me
la	la	PP3FSA00	lo
boy	voy	VMIP1S0	ir
comiendo	comiendo	VMG0000	comer
poco	poco	RQ	poco
a	a	SPS00	a
poco	poco	RQ	poco
	.	Fp	.
y	Y	CC	y
hubiera	hubiera	VASI0S0	haber
zelevrado	celebrado	VMP0000	celebrar
el	el	DA0MS0	el
que	que	CS	que
dn	don	NP00000	don
Manuel	Manuel	NP00000	manuel
Benitez	Benítez	NP00000	benítez
no	no	RN	no
se	se	P00CN000	se
hubiera	hubiera	VASI0S0	haber
hallado	hallado	VMP0000	hallar
haier	ayer	RG	ayer
en	en	SPS00	en
la	la	DA0FS0	el
Casa	casa	NCFS000	casa
de	de	SPS00	de
tu	tu	DP2CSS	tu
hermana	hermana	NCFS000	hermano
para	para	SPS00	para
haver	haber	VAN0000	haber
tenido	tenido	VMP0000	tener
el	el	DA0MS0	el
gusto	gusto	NCMS000	gusto
de	de	SPS00	de
poderte	poderte	VMN0000+PP2CS000	poder+te
haver	haber	VAN0000	haber
hablado	hablado	VMP0000	hablar
.	.	Fp	.
tamvien	También	RG	también
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
que	que	CS	que
la	la	DA0FS0	el
noche	noche	NCFS000	noche
que	que	PR0CN000	que
te	te	PP2CS000	te
dije	dije	VMIS1S0	decir
que	que	CS	que
tenia	tenía	VMII0S0	tener
que	que	CS	que
escrivirte	escribirte	VMN0000+PP2CS000	escribir+te
	,	Fc	,
pues	pues	CS	pues
me	me	PP1CS000	me
dizes	dices	VMIP2S0	decir
que	que	CS	que
hiba	iba	VMII0S0	ir
de	de	SPS00	de
mal	mal	NCMS000	mal
semblante	semblante	NCMS000	semblante
	,	Fc	,
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
que	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
hiva	iba	VMII0S0	ir
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
me	me	PP1CS000	me
podia	podía	VMII0S0	poder
detener	detener	VMN0000	detener
por	por	SPS00	por
rrazon	razón	NCFS000	razón
de	de	SPS00	de
que	que	CS	que
a	a	SPS00	a
tu	tu	DP2CSS	tu
hermano	hermano	NCMS000	hermano
Nepomuzeno	Nepomuceno	NP00000	nepomuceno
lo	lo	PP3CNA00	lo
encontre	encontré	VMIS1S0	encontrar
en	en	SPS00	en
la	la	DA0FS0	el
puerta	Puerta	NCFS000	puerta
de	de	SPS00	de
sevilla	Sevilla	NP00000	sevilla
y	y	CC	y
	,	Fc	,
por	por	SPS00	por
si	si	CS	si
acaso	acaso	RG	acaso
benia	venía	VMII0S0	venir
	,	Fc	,
para	para	SPS00	para
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
encontrara	encontrara	VMSI0S0	encontrar
	.	Fp	.
pues	Pues	CS	pues
te	te	PP2CS000	te
puedes	puedes	VMIP2S0	poder
hazer	hacer	VMN0000	hacer
el	el	DA0MS0	el
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
que	que	CS	que
para	para	SPS00	para
hir	ir	VMN0000	ir
a	a	SPS00	a
disgusto	disgusto	NCMS000	disgusto
no	no	RN	no
hubiera	hubiera	VASI0S0	haber
ydo	ido	VMP0000	ir
ha	a	SPS00	a
verte	verte	VMN0000+PP2CS000	ver+te
.	.	Fp	.
Savras	Sabrás	VMIF2S0	saber
Como	como	CS	como
esta	esta	DD0FS0	este
mañana	mañana	NCFS000	mañana
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
mi	mi	DP1CSS	mi
Compadre	compadre	NP00000	compadre
Castillo	Castillo	NP00000	castillo
que	que	CS	que
si	si	CS	si
queria	quería	VMII0S0	querer
hazerle	hacerle	VMN0000+PP3CSD00	hacer+le
el	el	DA0MS0	el
favor	favor	NCMS000	favor
de	de	SPS00	de
querer	querer	VMN0000	querer
ser	ser	VSN0000	ser
su	su	DP3CS0	su
compadre	compadre	NCMS000	compadre
	.	Fp	.
conque	Conque	CS	conque
dijele	díjele	RG	díjele
que	que	CS	que
quando	cuando	PA000000	cuando
gustara	gustara	VMSI0S0	gustar
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
mi	mí	PP1CSO00	mí
no	no	RN	no
habia	había	VMII0S0	haber
detenzion	detención	NCFS000	detención
	.	Fp	.
conque	Conque	CS	conque
mañana	mañana	RG	mañana
a	a	SPS00	a
la	la	DA0FS0	el
noche	noche	NCFS000	noche
es	es	VSIP3S0	ser
quando	cuando	PA000000	cuando
se	se	P00CN000	se
haze	hace	VMIP3S0	hacer
christiana	cristiana	NCFS000	cristiano
la	la	DA0FS0	el
niña	niña	NCFS000	niño
	.	Fp	.
conque	Conque	CS	conque
ya	ya	RG	ya
estara	estará	VMIF3S0	estar
mi	mi	DP1CSS	mi
Comadre	comadre	NCFS000	comadre
mui	muy	RQ	muy
contenta	contenta	AQ0FS0	contento
y	y	CC	y
tu	tú	PP2CSN00	tú
estaras	estarás	VMIF2S0	estar
Contentisima	contentísima	AQSFS0	contento
como	como	CS	como
yo	yo	PP1CSN00	yo
,	,	Fc	,
que	que	CS	que
bien	bien	RG	bien
save	sabe	VMIP3S0	saber
Dios	Dios	NP00000	dios
que	que	CS	que
si	si	CS	si
no	no	RN	no
fuera	fuera	VSSI0S0	ser
por	por	SPS00	por
mi	mi	DP1CSS	mi
compadre	compadre	NCMS000	compadre
no	no	RN	no
serviria	serviría	VMIC0S0	servir
a	a	SPS00	a
tu	tu	DP2CSS	tu
hermana	hermana	NCFS000	hermano
	.	Fp	.
pero	Pero	CC	pero
puede	puede	VMIP3S0	poder
ser	ser	VSN0000	ser
este	esté	VMSP0S0	estar
en	en	SPS00	en
la	la	DA0FS0	el
yntelijenzia	inteligencia	NCFS000	inteligencia
de	de	SPS00	de
que	que	CS	que
le	le	PP3CSD00	le
dejare	dejaré	VMIF1S0	dejar
la	la	DA0FS0	el
caja	caja	NCFS000	caja
	,	Fc	,
pero	pero	CC	pero
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
sera	será	VSIF3S0	ser
ponermela	ponérmela	VMN0000+PP1CS000+PP3FSA00	poner+me+lo
por	por	SPS00	por
delante	delante	RG	delante
	,	Fc	,
que	que	CS	que
ni	ni	CC	ni
de	de	SPS00	de
cumplimiento	cumplimiento	NCMS000	cumplimiento
siquiera	siquiera	RG	siquiera
le	le	PP3CSD00	le
dire	diré	VMIF1S0	decir
	«	Fra	«
ay	ahí	RG	ahí
esta	está	VMIP3S0	estar
para	para	SPS00	para
servir	servir	VMN0000	servir
a	a	SPS00	a
vmd	VM	NP00000	VM
	»	Frt	»
.	.	Fp	.
Para	Para	SPS00	para
quien	quien	PR0CS000	quien
sera	será	VSIF3S0	ser
	,	Fc	,
sera	será	VSIF3S0	ser
	,	Fc	,
para	para	SPS00	para
a	a	SPS00	a
quien	quien	PR0CS000	quien
tanto	tanto	RC	tanto
quiero	quiero	VMIP1S0	querer
.	.	Fp	.
Quien	Quien	PR0CS000	quien
te	te	PP2CS000	te
quiere	quiere	VMIP3S0	querer
de	de	SPS00	de
Corazon	corazón	NCMS000	corazón
	,	Fc	,
Ysavel	Isabel	NP00000	isabel
trujillo	Trujillo	NP00000	trujillo
	,	Fc	,
Vizente	Vicente	NP00000	vicente
Salazar	Salazar	NP00000	salazar
