Señor	Señor	NP00000	señor
pero	pero	CC	pero
	,	Fc	,
pues	pues	CS	pues
Vmd	VM	NP00000	VM
sabe	sabe	VMIP3S0	saber
quien	quien	PR0CS000	quien
es	es	VSIP3S0	ser
	,	Fc	,
la	la	PP3FSA00	lo
dixa	diga	VMSP0S0	decir
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
que	que	CS	que
si	si	CS	si
no	no	RN	no
se	se	P00CN000	se
can-sa	cansa	VMIP3S0	cansar
de	de	SPS00	de
quitarme	quitarme	VMN0000+PP1CS000	quitar+me
la	la	DA0FS0	el
vida	vida	NCFS000	vida
?	.	Fp	.
Que	Que	CS	que
para	para	SPS00	para
que	qué	PT0CN000	qué
me	me	PP1CS000	me
pregunta	pregunta	VMIP3S0	preguntar
como	cómo	PA000000	cómo
hè	he	VAIP1S0	haber
pasado	pasado	VMP0000	pasar
la	la	DA0FS0	el
noche	noche	NCFS000	noche
,	,	Fc	,
si	si	CS	si
puede	puede	VMIP3S0	poder
considerar	considerar	VMN0000	considerar
ha-bra	habrá	VAIF3S0	haber
sido	sido	VSP0000	ser
sin	sin	SPS00	sin
juntar	juntar	VMN0000	juntar
los	los	DA0MP0	el
parpados	párpados	NCMP000	párpado
de	de	SPS00	de
mis	mis	DP1CPS	mi
lastimados	lastimados	NCMP000	lastimado
llorosos	llorosos	AQ0MP0	lloroso
ôjos	ojos	NCMP000	ojo
?	.	Fp	.
Que	Que	CS	que
de	de	SPS00	de
quando	cuándo	PA000000	cuándo
âcà	acá	RG	acá
tanta	tanta	DI0FS0	tanto
dulzura	dulzura	NCFS000	dulzura
de	de	SPS00	de
hijo	hijo	NP00000	hijo
mio	mío	DP1MSS	mío
,	,	Fc	,
hermano	hermano	NP00000	hermano
mio	mío	DP1MSS	mío
,	,	Fc	,
si	si	CS	si
hasta	hasta	SPS00	hasta
àqui	aquí	RG	aquí
solo	sólo	RG	sólo
hè	he	VAIP1S0	haber
sido	sido	VSP0000	ser
un	un	DI0MS0	uno
sugeto	sujeto	NCMS000	sujeto
?	.	Fp	.
Que	Que	CS	que
para	para	SPS00	para
que	qué	PT0CN000	qué
me	me	PP1CS000	me
dice	dice	VMIP3S0	decir
que	que	CS	que
no	no	RN	no
puede	puede	VMIP3S0	poder
vivir	vivir	VMN0000	vivir
sin	sin	SPS00	sin
mi	mí	PP1CSO00	mí
si	si	CS	si
no	no	RN	no
voy	voy	VMIP1S0	ir
â	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
,	,	Fc	,
quando	cuando	PA000000	cuando
su	su	DP3CS0	su
total	total	AQ0CS0	total
deseo	deseo	NCMS000	deseo
ha	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
y	y	CC	y
ès	es	VSIP3S0	ser
el	el	DA0MS0	el
que	que	CS	que
no	no	RN	no
baya	vaya	VMSP0S0	ir
,	,	Fc	,
no	no	RN	no
haviendo	habiendo	VAG0000	haber
parado	parado	VMP0000	parar
,	,	Fc	,
yà	ya	RG	ya
por	por	SPS00	por
palabras	palabras	NCFP000	palabra
,	,	Fc	,
yà	ya	RG	ya
por	por	SPS00	por
obras	obras	NCFP000	obra
,	,	Fc	,
hasta	hasta	SPS00	hasta
haberlo	haberlo	VAN0000+PP3CNA00	haber+lo
logrado	logrado	VMP0000	lograr
?	.	Fp	.
Que	Que	CS	que
para	para	SPS00	para
que	qué	PT0CN000	qué
haze	hace	VMIP3S0	hacer
mayor	mayor	NCMS000	mayor
mi	mi	DP1CSS	mi
infelicidad	infelicidad	NCFS000	infelicidad
pidiendo-me	pidiéndome	VMG0000+PP1CS000	pedir+me
autoridades	autoridades	NCFP000	autoridad
morales	morales	AQ0CP0	moral
para	para	SPS00	para
el	el	DA0MS0	el
fin	fin	NCMS000	fin
de	de	SPS00	de
que	que	CS	que
buelba	vuelva	VMSP0S0	volver
â	a	SPS00	a
su	su	DP3CS0	su
domicilio	domicilio	NCMS000	domicilio
si	si	CS	si
sabe	sabe	VMIP3S0	saber
que	que	CS	que
ya	ya	RG	ya
no	no	RN	no
puedo	puedo	VMIP1S0	poder
ir	ir	VMN0000	ir
?	.	Fp	.
Què	Que	CS	que
	,	Fc	,
si	si	CS	si
lo	lo	PP3CNA00	lo
haze	hace	VMIP3S0	hacer
para	para	SPS00	para
que	que	CS	que
yo	yo	PP1CSN00	yo
discurra	discurra	VMSP0S0	discurrir
el	el	DA0MS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
estima	estima	VMIP3S0	estimar
,	,	Fc	,
que	que	CS	que
yà	ya	RG	ya
es	es	VSIP3S0	ser
tarde	tarde	RG	tarde
	;	Fx	;
y	y	CC	y
porque	porque	CS	porque
conoce	conoce	VMIP3S0	conocer
que	que	CS	que
me	me	PP1CS000	me
ès	es	VSIP3S0	ser
imposi-ble	imposible	AQ0CS0	imposible
mediante	mediante	SPS00	mediante
mi	mi	DP1CSS	mi
juramto	juramento	NCMS000	juramento
poner	poner	VMN0000	poner
los	los	DA0MP0	el
pies	pies	NCMP000	pie
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
,	,	Fc	,
por	por	SPS00	por
eso	eso	PD0NN000	eso
me	me	PP1CS000	me
dice	dice	VMIP3S0	decir
esto	esto	PD0NN000	esto
	,	Fc	,
que	que	CS	que
a	a	SPS00	a
no	no	RN	no
haver	haber	VMN0000	haber
esta	esta	DD0FS0	este
circunstan-cia	circunstancia	NCFS000	circunstancia
â	a	SPS00	a
buen	buen	AQ0MS0	bueno
seguro	seguro	NCMS000	seguro
no	no	RN	no
se	se	P00CN000	se
acordaria	acordaría	VMIC0S0	acordar
de	de	SPS00	de
tal	tal	RC	tal
cosa	cosa	NCFS000	cosa
.	.	Fp	.
Y	Y	CC	y
	,	Fc	,
assi	así	RG	así
	,	Fc	,
digala	dígala	NP00000	dígala
Vmd	VM	NP00000	VM
que	que	CS	que
suspenda	suspenda	VMSP0S0	suspender
lo	lo	DA0NS0	el
cruel	cruel	AQ0CS0	cruel
haciendose	haciéndose	VMG0000+P00CN000	hacer+se
mas	más	RC	más
humana	humana	NCFS000	humano
y	y	CC	y
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
diga	diga	VMSP0S0	decir
tales	tales	DD0CP0	tal
cosas	cosas	NCFP000	cosa
quando	cuando	PA000000	cuando
mi	mi	DP1CSS	mi
co-nocimto	conocimiento	NCMS000	conocimiento
â	ha	VAIP3S0	haber
pasado	pasado	VMP0000	pasar
â	a	SPS00	a
desengaño	desengaño	NCMS000	desengaño
.	.	Fp	.
Que	Que	CS	que
me	me	PP1CS000	me
dexe	deje	VMSP0S0	dejar
lamentar	lamentar	VMN0000	lamentar
mi	mi	DP1CSS	mi
desgracia	desgracia	NCFS000	desgracia
mientras	mientras	RG	mientras
ès	es	VSIP3S0	ser
tal	tal	RC	tal
que	que	CS	que
ni	ni	CC	ni
en	en	SPS00	en
divinas	divinas	AQ0FP0	divino
ni	ni	CC	ni
humanas	humanas	AQ0FP0	humano
letras	letras	NCFP000	letra
no	no	RN	no
se	se	P00CN000	se
â	ha	VAIP3S0	haber
visto	visto	VMP0000	ver
semejante	semejante	AQ0CS0	semejante
.	.	Fp	.
Que	Que	CS	que
me	me	PP1CS000	me
dexe	deje	VMSP0S0	dejar
ir	ir	VMN0000	ir
acabando	acabando	VMG0000	acabar
poco	poco	RQ	poco
a	a	SPS00	a
poco	poco	DI0MS0	poco
mi	mi	DP1CSS	mi
vida	vida	NCFS000	vida
â	a	SPS00	a
furias	furias	NCFP000	furia
de	de	SPS00	de
mi	mi	DP1CSS	mi
sentimto	sentimiento	NCMS000	sentimiento
	.	Fp	.
y	Y	CC	y
Vmd	VM	NP00000	VM
no	no	RN	no
dexe	deje	VMSP0S0	dejar
de	de	SPS00	de
insinuarla	insinuarla	VMN0000+PP3FSA00	insinuar+lo
el	el	DA0MS0	el
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
mande	mande	VMSP0S0	mandar
escrivirla	escribirla	VMN0000+PP3FSA00	escribir+lo
	,	Fc	,
pues	pues	CS	pues
sabe	sabe	VMIP3S0	saber
que	que	CS	que
no	no	RN	no
puedo	puedo	VMIP1S0	poder
y	y	CC	y
si	si	CS	si
es	es	VSIP3S0	ser
xptana	cristiana	NCFS000	cristiano
no	no	RN	no
debe	debe	VMIP3S0	deber
querer	querer	NCMS000	querer
cometa	cometa	VMSP0S0	cometer
culpa	culpa	NCFS000	culpa
alguna	alguna	DI0FS0	alguno
.	.	Fp	.
Y	Y	CC	y
què	que	CS	que
	,	Fc	,
pues	pues	CS	pues
sin	sin	SPS00	sin
cometer	cometer	VMN0000	cometer
culpa	culpa	NCFS000	culpa
ni	ni	CC	ni
puedo	puedo	VMIP1S0	poder
escrivirla	escribirla	VMN0000+PP3FSA00	escribir+lo
en	en	SPS00	en
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
dias	días	NCMP000	día
de	de	SPS00	de
mi	mi	DP1CSS	mi
vida	vida	NCFS000	vida
como	como	CS	como
de	de	SPS00	de
consiguiente	consiguiente	NCMS000	consiguiente
ni	ni	CC	ni
ir	ir	VMN0000	ir
jamas	jamás	RG	jamás
â	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	,	Fc	,
què	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
martyrize	martirice	VMSP0S0	martirizar
si	si	CS	si
no	no	RN	no
gusta	gusta	VMIP3S0	gustar
de	de	SPS00	de
matarme	matarme	VMN0000+PP1CS000	matar+me
màs	más	RC	más
antes	antes	RG	antes
.	.	Fp	.
Porque	Porque	CS	porque
	,	Fc	,
	¿	Fia	¿
como	cómo	PA000000	cómo
hè	he	VMIP1S0	haber
de	de	SPS00	de
creèr	creer	VMN0000	creer
quanto	cuanto	PA000000	cuanto
me	me	PP1CS000	me
dice	dice	VMIP3S0	decir
qdo	cuando	PA000000	cuando
antes	antes	RG	antes
estoy	estoy	VMIP1S0	estar
tan	tan	RC	tan
persuadido	persuadido	VMP00SM	persuadir
q	que	CS	que
me	me	PP1CS000	me
aborreze	aborrece	VMIP3S0	aborrecer
de	de	SPS00	de
muerte	muerte	NCFS000	muerte
	,	Fc	,
creyendo	creyendo	VMG0000	creer
no	no	RN	no
esperò	esperó	VMIS3S0	esperar
el	el	DA0MS0	el
cura	cura	NCMS000	cura
por	por	SPS00	por
su	su	DP3CS0	su
direczion	dirección	NCFS000	dirección
y	y	CC	y
que	que	CS	que
el	el	DA0MS0	el
haver	haber	VAN0000	haber
ido	ido	VMP0000	ir
conmigo	conmigo	SPS00+PP1CSO00	con+mí
a	a	SPS00	a
la	la	DA0FS0	el
Yglesia	iglesia	NCFS000	iglesia
fuè	fue	VMIS3S0	ir
por	por	SPS00	por
disimulo	disimulo	NCMS000	disimulo
	;	Fx	;
y	y	CC	y
âora	ahora	RG	ahora
decirme	decirme	VMN0000+PP1CS000	decir+me
que	que	CS	que
esta	está	VMIP3S0	estar
malo	malo	AQ0MS0	malo
,	,	Fc	,
como	como	CS	como
quien	quien	PR0CS000	quien
dice	dice	VMIP3S0	decir
	(	Fba	(
por	por	SPS00	por
si	si	CS	si
acaso	acaso	RG	acaso
quiere	quiere	VMIP3S0	querer
estar	estar	VMN0000	estar
con	con	SPS00	con
èl	él	PP3MS000	él
entendiendo	entendiendo	VMG0000	entender
que	que	CS	que
està	está	VMIP3S0	estar
malo	malo	AQ0MS0	malo
	)	Fbt	)
lo	lo	PP3CNA00	lo
suspenda	suspenda	VMSP0S0	suspender
?	?	Fit	?
Pues	Pues	CS	pues
digala	dígala	NP00000	dígala
Vmd	VM	NP00000	VM
que	que	CS	que
si	si	CS	si
lo	lo	PP3CNA00	lo
haze	hace	VMIP3S0	hacer
por	por	SPS00	por
esto	esto	PD0NN000	esto
que	que	CS	que
no	no	RN	no
hè	he	VMIP1S0	haber
de	de	SPS00	de
parar	parar	VMN0000	parar
hasta	hasta	SPS00	hasta
verme	verme	VMN0000+PP1CS000	ver+me
con	con	SPS00	con
.	.	Fp	.
Y	Y	CC	y
que	que	CS	que
las	las	DA0FP0	el
autoridades	autoridades	NCFP000	autoridad
morales	morales	AQ0CP0	moral
que	que	CS	que
para	para	SPS00	para
què	qué	PT0CN000	qué
las	las	PP3FPA00	lo
quiere	quiere	VMIP3S0	querer
quando	cuando	PA000000	cuando
yà	ya	RG	ya
no	no	RN	no
pueden	pueden	VMIP3P0	poder
servir	servir	VMN0000	servir
?	.	Fp	.
no	No	RN	no
obstante	obstante	RG	obstante
	,	Fc	,
què	que	CS	que
si	si	CS	si
las	las	PP3FPA00	lo
quiere	quiere	VMIP3S0	querer
para	para	SPS00	para
desengaño	desengaño	NCMS000	desengaño
de	de	SPS00	de
lo	lo	DA0NS0	el
pasado	pasado	VMP00SM	pasar
	,	Fc	,
que	que	CS	que
su	su	DP3CS0	su
santo	santo	AQ0MS0	santo
confesor	confesor	NCMS000	confesor
como	como	CS	como
hombre	hombre	NCMS000	hombre
tan	tan	RC	tan
docto	docto	NCMS000	docto
le	le	PP3CSD00	le
dara	dará	VMIF3S0	dar
quanto	cuanto	PA000000	cuanto
apetezca	apetezca	VMSP0S0	apetecer
su	su	DP3CS0	su
deseo	deseo	NCMS000	deseo
.	.	Fp	.
Que	Que	CS	que
yo	yo	PP1CSN00	yo
totalmte	totalmente	RG	totalmente
me	me	PP1CS000	me
abstrahigo	abstraigo	VMIP1S0	abstraer
pudiera	pudiera	VMSI0S0	poder
abstraerme	abstraerme	VMN0000+PP1CS000	abstraer+me
de	de	SPS00	de
sentir	sentir	VMN0000	sentir
,	,	Fc	,
pero	pero	CC	pero
me	me	PP1CS000	me
ès	es	VSIP3S0	ser
imposible	imposible	AQ0CS0	imposible
quando	cuando	PA000000	cuando
considero	considero	VMIP1S0	considerar
lo	lo	DA0NS0	el
q	que	PR0CN000	que
me	me	PP1CS000	me
sucede	sucede	VMIP3S0	suceder
	.	Fp	.
solo	Sólo	RG	sólo
por	por	SPS00	por
mucho	mucho	RQ	mucho
estimar	estimar	VMN0000	estimar
aora	ahora	RG	ahora
no	no	RN	no
dexa	deja	VMIP3S0	dejar
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
mayor	mayor	NCMS000	mayor
mi	mi	DP1CSS	mi
dolor	dolor	NCMS000	dolor
admirando	admirando	VMG0000	admirar
el	el	DA0MS0	el
azibar	acíbar	NCMS000	acíbar
que	que	PR0CN000	que
me	me	PP1CS000	me
ôfreze	ofrece	VMIP3S0	ofrecer
este	este	DD0MS0	este
papel	papel	NCMS000	papel
debajo	debajo	RG	debajo
del	del	SPS00+DA0MS0	de+el
dorado	dorado	AQ0MS0	dorado
de	de	SPS00	de
palabras	palabras	NCFP000	palabra
cariñosas	cariñosas	AQ0FP0	cariñoso
que	que	CS	que
estoy	estoy	VMIP1S0	estar
por	por	SPS00	por
decir	decir	VMN0000	decir
,	;	Fx	;
pero	pero	CC	pero
no	no	RN	no
quiero	quiero	VMIP1S0	querer
decir	decir	VMN0000	decir
nada	nada	PI0NN00N	nada
.	,	Fc	,
Sino	sino	CC	sino
que	que	CS	que
la	la	PP3FSA00	lo
dè	dé	VMSP0S0	dar
Vmd	VM	NP00000	VM
â	a	SPS00	a
entender	entender	VMN0000	entender
como	como	CS	como
le	le	PP3CSD00	le
estimo	estimo	VMIP1S0	estimar
su	su	DP3CS0	su
fineza	fineza	NCFS000	fineza
y	y	CC	y
cariño	cariño	NCMS000	cariño
	.	Fp	.
q	Que	CS	que
Dios	Dios	NP00000	dios
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
pague	pague	VMSP0S0	pagar
y	y	CC	y
con	con	SPS00	con
dar	dar	VMN0000	dar
fin	fin	NCMS000	fin
con	con	SPS00	con
estas	éstas	PD0FP000	este
siguientes	siguientes	AQ0CP0	siguiente
	:	Fd	:
Decimas	Décimas	NCFP000	décima
De	De	SPS00	de
dos	dos	Z	2
penas	penas	NCFP000	pena
q	que	PR0CN000	que
hà	ha	VAIP3S0	haber
querido	querido	VMP0000	querer
dàr	dar	VMN0000	dar
amor	amor	NCMS000	amor
a	a	SPS00	a
un	un	DI0MS0	uno
desdichado	desdichado	NCMS000	desdichado
,	,	Fc	,
mayor	mayor	NCMS000	mayor
q	que	CS	que
sèr	ser	VSN0000	ser
olbidado	olvidado	VMP00SM	olvidar
es	es	VSIP3S0	ser
el	el	DA0MS0	el
sèr	ser	VSN0000	ser
aborrecido	aborrecido	VMP00SM	aborrecer
,	.	Fp	.
què	Que	CS	que
el	el	DA0MS0	el
q	que	PR0CN000	que
ôlvida	olvida	VMIP3S0	olvidar
âquel	aquel	DD0MS0	aquel
olvido	olvido	NCMS000	olvido
en	en	SPS00	en
amor	amor	NCMS000	amor
puede	puede	VMIP3S0	poder
volber	volver	VMN0000	volver
,	,	Fc	,
mas	mas	CC	mas
quien	quien	PR0CS000	quien
llega	llega	VMIP3S0	llegar
âborrezer	aborrecer	VMN0000	aborrecer
,	,	Fc	,
quando	cuando	PA000000	cuando
se	se	P00CN000	se
venga	venga	VMSP0S0	venir
â	a	SPS00	a
acordar	acordar	VMN0000	acordar
serà	será	VSIF3S0	ser
para	para	SPS00	para
maltratar	maltratar	VMN0000	maltratar
,	,	Fc	,
que	que	CS	que
no	no	RN	no
para	para	SPS00	para
bien	bien	RG	bien
querèr	querer	VMN0000	querer
.	.	Fp	.
El	El	DA0MS0	el
ôlvido	olvido	NCMS000	olvido
es	es	VSIP3S0	ser
privacion	privación	NCFS000	privación
de	de	SPS00	de
la	la	DA0FS0	el
memoria	memoria	NCFS000	memoria
importuna	importuna	VMIP3S0	importunar
,	;	Fx	;
consiste	consiste	VMIP3S0	consistir
en	en	SPS00	en
mala	mala	AQ0FS0	malo
fortuna	fortuna	NCFS000	fortuna
,	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
ès	es	VSIP3S0	ser
mala	mala	AQ0FS0	malo
intencion	intención	NCFS000	intención
,	.	Fp	.
màs	Mas	CC	mas
quien	quien	PR0CS000	quien
ciego	ciego	VMIP1S0	cegar
de	de	SPS00	de
passion	pasión	NCFS000	pasión
contra	contra	SPS00	contra
la	la	DA0FS0	el
ley	ley	NCFS000	ley
natural	natural	AQ0CS0	natural
àborreze	aborrece	VMIP3S0	aborrecer
en	en	SPS00	en
caso	caso	NCMS000	caso
igual	igual	NCMS000	igual
màs	más	RC	más
q	que	CS	que
olbido	olvido	NCMS000	olvido
es	es	VSIP3S0	ser
el	el	DA0MS0	el
desdèn	desdén	NCMS000	desdén
	,	Fc	,
puès	pues	CS	pues
sobre	sobre	SPS00	sobre
no	no	RN	no
querer	querer	VMN0000	querer
bien	bien	RG	bien
esta	está	VMIP3S0	estar
deseando	deseando	VMG0000	desear
mal	mal	NCMS000	mal
.	.	Fp	.
Y	Y	CC	y
si	si	CS	si
	,	Fc	,
en	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
aborrezer	aborrecer	VMN0000	aborrecer
es	es	VSIP3S0	ser
agraviar	agraviar	VMN0000	agraviar
,	,	Fc	,
bien	bien	RG	bien
se	se	P00CN000	se
infiere	infiere	VMIP3S0	inferir
que	que	CS	que
èl	el	DA0MS0	el
què	que	CS	que
ingrato	ingrato	AQ0MS0	ingrato
âborreciere	aborreciere	VMSF0S0	aborrecer
està	está	VMIP3S0	estar
cerca	cerca	RG	cerca
de	de	SPS00	de
ôfender	ofender	VMN0000	ofender
,	.	Fp	.
y	Y	CC	y
si	si	CS	si
ay	hay	VMIP3S0	haber
quien	quien	PR0CS000	quien
quiera	quiera	VMSP0S0	querer
querer	querer	VMN0000	querer
ser	ser	VSN0000	ser
antes	antes	RG	antes
aborrecido	aborrecido	VMP00SM	aborrecer
,	,	Fc	,
tome	tome	VMSP0S0	tomar
por	por	SPS00	por
suyo	suyo	DP3CS0	suyo
el	el	DA0MS0	el
partido	partido	NCMS000	partido
	,	Fc	,
que	que	CS	que
si	si	CS	si
me	me	PP1CS000	me
han	han	VMIP3P0	haber
de	de	SPS00	de
maltratar	maltratar	VMN0000	maltratar
por	por	SPS00	por
no	no	RN	no
verme	verme	VMN0000+PP1CS000	ver+me
despreciar	despreciar	VMN0000	despreciar
quiero	quiero	VMIP1S0	querer
anegarme	anegarme	VMN0000+PP1CS000	anegar+me
en	en	SPS00	en
olvido.	olvido.	NP00000	olvido.
De	De	SPS00	de
Vmd	VM	NP00000	VM
spre	siempre	RG	siempre
âfecto	afecto	NCMS000	afecto
	,	Fc	,
un	un	DI0MS0	uno
sugeto	sujeto	NCMS000	sujeto
Señor	Señor	NP00000	señor
Dn	don	NP00000	don
Jph	José	NP00000	josé
ea	etc	NCMS000	etcétera
.	.	Fp	.
