Mui	Muy	RQ	muy
obligar	obligar	VMN0000	obligar
a	a	SPS00	a
la	la	DA0FS0	el
libransa	libranza	NCFS000	libranza
o	o	CC	o
hazer	hacer	VMN0000	hacer
una	una	DI0FS0	uno
declarasion	declaración	NCFS000	declaración
que	que	CS	que
es	es	VSIP3S0	ser
mia	mía	PX1FS0S0	mío
	,	Fc	,
q	que	CS	que
con	con	SPS00	con
esta	ésta	PD0FS000	este
quedan	quedan	VMIP3P0	quedar
resguardados	resguardados	NCMP000	resguardado
	.	Fp	.
y	Y	CC	y
prevengo	prevengo	VMIP1S0	prevenir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
que	que	CS	que
no	no	RN	no
aya	haya	VMSP0S0	haber
falta	falta	NCFS000	falta
de	de	SPS00	de
embiarme	enviarme	VMN0000+PP1CS000	enviar+me
con	con	SPS00	con
el	el	DA0MS0	el
portador	portador	NCMS000	portador
el	el	DA0MS0	el
dcho	dicho	NCMS000	dicho
poder	poder	VMN0000	poder
solo	sólo	RG	sólo
pa	para	SPS00	para
la	la	DA0FS0	el
libransa	libranza	NCFS000	libranza
	,	Fc	,
q	que	CS	que
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
ay	hay	VMIP3S0	haber
mas	más	RC	más
q	que	CS	que
hazer	hacer	VMN0000	hacer
	.	Fp	.
y	Y	CC	y
si	si	CS	si
no	no	RN	no
biene	viene	VMIP3S0	venir
esto	esto	PD0NN000	esto
	,	Fc	,
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
perder	perder	VMN0000	perder
todo	todo	PI0MS000	todo
	.	Fp	.
y	Y	CC	y
estoy	estoy	VMIP1S0	estar
obligado	obligado	VMP00SM	obligar
dentro	dentro	RG	dentro
de	de	SPS00	de
dos	dos	Z	2
dias	días	NCMP000	día
de	de	SPS00	de
traer	traer	VMN0000	traer
lizensia	licencia	NCFS000	licencia
juridica	jurídica	AQ0FS0	jurídico
del	del	SPS00+DA0MS0	de+el
dueño	dueño	NCMS000	dueño
pa	para	SPS00	para
obligarla	obligarla	VMN0000+PP3FSA00	obligar+lo
o	o	CC	o
declarazion	declaración	NCFS000	declaración
de	de	SPS00	de
que	que	CS	que
es	es	VSIP3S0	ser
mia	mía	DP1FSS	mío
	.	Fp	.
pa	Para	SPS00	para
q	que	CS	que
no	no	RN	no
se	se	P00CN000	se
yerre	yerre	VMSP0S0	errar
ba	va	VMIP3S0	ir
la	la	DA0FS0	el
adjunta	adjunta	AQ0FSP	adjunto
minuta	minuta	NCFS000	minuta
pa	para	SPS00	para
la	la	DA0FS0	el
q	que	PR0CN000	que
hara	hará	VMIF3S0	hacer
gamonales	gamonales	NP00000	gamonales
la	la	DA0FS0	el
escriptura	escritura	NCFS000	escritura
.	.	Fp	.
estoy	Estoy	VMIP1S0	estar
pretendiendo	pretendiendo	VMG0000	pretender
	(	Fba	(
y	y	CC	y
creo	creo	VMIP1S0	creer
lo	lo	PP3CNA00	lo
conseguire	conseguiré	VMIF1S0	conseguir
	)	Fbt	)
me	me	PP1CS000	me
adelanten	adelanten	VMSP3P0	adelantar
el	el	DA0MS0	el
presio	precio	NCMS000	precio
	,	Fc	,
pero	pero	CC	pero
hasta	hasta	SPS00	hasta
asegurar	asegurar	VMN0000	asegurar
la	la	DA0FS0	el
contrata	contrata	NCFS000	contrata
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
dan	dan	VMIP3P0	dar
oydos	oídos	NCMP000	oído
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
quanto	cuanto	PA000000	cuanto
antes	antes	RG	antes
biniere	viniere	VMSF0S0	venir
sera	será	VSIF3S0	ser
mejor	mejor	RC	mejor
	.	Fp	.
la	La	DA0FS0	el
adjunta	adjunta	AQ0FSP	adjunto
pa	para	SPS00	para
Erdosia	Erdosia	NP00000	erdosia
la	la	PP3FSA00	lo
haran	harán	VMIF3P0	hacer
Vmds	VMs	NP00000	VM
dar	dar	VMN0000	dar
	.	Fp	.
y	Y	CC	y
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
benga	venga	VMSP0S0	venir
el	el	DA0MS0	el
propio	propio	NCMS000	propio
sin	sin	SPS00	sin
traer	traer	VMN0000	traer
también	también	RG	también
la	la	DA0FS0	el
dilijensia	diligencia	NCFS000	diligencia
de	de	SPS00	de
Erdosia	Erdosia	NP00000	erdosia
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qnes	quienes	PR0CP000	quien
gd	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
15	15	Z	15
de	de	SPS00	de
henero	enero	NCMS000	enero
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
ser	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
cuydado	Cuidado	NCMS000	cuidado
con	con	SPS00	con
la	la	DA0FS0	el
dilijencia	diligencia	NCFS000	diligencia
	,	Fc	,
a	a	SPS00	a
fin	fin	NCMS000	fin
de	de	SPS00	de
que	que	CS	que
si	si	CS	si
puede	puede	VMIP3S0	poder
ser	ser	VSN0000	ser
este	esté	VMSP0S0	estar
el	el	DA0MS0	el
propio	propio	NCMS000	propio
de	de	SPS00	de
buelta	vuelta	NCFS000	vuelta
en	en	SPS00	en
esta	ésta	PD0FS000	este
pasado	pasado	NCMS000	pasado
mañana	mañana	RG	mañana
	.	Fp	.
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
