Mui	Muy	RQ	muy
paguen	paguen	VMSP3P0	pagar
las	las	DA0FP0	el
libransas	libranzas	NCFP000	libranza
	,	Fc	,
las	las	DA0FP0	el
que	que	PR0CN000	que
an	han	VAIP3P0	haber
estado	estado	VMP0000	estar
embargadas	embargadas	VMP00PF	embargar
desde	desde	SPS00	desde
el	el	DA0MS0	el
mes	mes	NCMS000	mes
de	de	SPS00	de
henero	enero	NCMS000	enero
	.	Fp	.
y	Y	CC	y
ese	ése	PD0MS000	ese
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
el	el	DA0MS0	el
motivo	motivo	NCMS000	motivo
de	de	SPS00	de
q	que	CS	que
no	no	RN	no
se	se	P00CN000	se
aya	haya	VASP0S0	haber
cobrado	cobrado	VMP0000	cobrar
nada	nada	PI0NN00N	nada
de	de	SPS00	de
ellas	ellas	PP3FP000	ellos
	.	Fp	.
luego	Luego	RG	luego
q	que	CS	que
me	me	PP1CS000	me
chanselen	cancelen	VMSP3P0	cancelar
las	las	DA0FP0	el
fiansas	fianzas	NCMP000	fianza
dare	daré	VMIF1S0	dar
el	el	DA0MS0	el
memorial	memorial	NCMS000	memorial
al	al	SPS00+DA0MS0	a+el
Rey	rey	NCMS000	rey
pa	para	SPS00	para
q	que	CS	que
me	me	PP1CS000	me
resivan	reciban	VMSP3P0	recibir
las	las	DA0FP0	el
Barricas	barricas	NCFP000	barrica
al	al	SPS00+DA0MS0	a+el
mejor	mejor	AQ0CS0	mejor
presio	precio	NCMS000	precio
que	que	CS	que
pueda	pueda	VMSP0S0	poder
	.	Fp	.
y	Y	CC	y
avisenme	avísenme	VMSP3P0+PP1CS000	avisar+me
Vmds	VMs	NP00000	VM
quantas	cuántas	PT0FP000	cuánto
son	son	VSIP3P0	ser
en	en	SPS00	en
todas	todas	DI0FP0	todo
a	a	SPS00	a
punto	punto	NCMS000	punto
fijo	fijo	AQ0MS0	fijo
pa	para	SPS00	para
que	que	CS	que
	,	Fc	,
quando	cuando	PA000000	cuando
salga	salga	VMSP0S0	salir
el	el	DA0MS0	el
decreto	decreto	NCMS000	decreto
	,	Fc	,
las	las	PP3FPA00	lo
ponga	ponga	VMSP0S0	poner
el	el	DA0MS0	el
numero	número	NCMS000	número
	.	Fp	.
yo	Yo	PP1CSN00	yo
procurare	procuraré	VMIF1S0	procurar
que	que	CS	que
se	se	P00CN000	se
saquen	saquen	VMSP3P0	sacar
a	a	SPS00	a
42	42	Z	42
mrs	maravedís	NCMP000	maravedí
	,	Fc	,
pero	pero	CC	pero
si	si	CS	si
no	no	RN	no
puedo	puedo	VMIP1S0	poder
pr	por	SPS00	por
este	este	DD0MS0	este
presio	precio	NCMS000	precio
he	he	VMIP1S0	haber
de	de	SPS00	de
darlas	darlas	VMN0000+PP3FPA00	dar+lo
pr	por	SPS00	por
el	el	DA0MS0	el
q	que	CS	que
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
avisaren	avisaren	VMSF3P0	avisar
	,	Fc	,
q	que	CS	que
podra	podrá	VMIF3S0	poder
ser	ser	VSN0000	ser
q	que	CS	que
no	no	RN	no
pasen	pasen	VMSP3P0	pasar
de	de	SPS00	de
los	los	DA0MP0	el
37	37	Z	37
mrs	maravedís	NCMP000	maravedí
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
saque	saqué	VMIS1S0	sacar
la	la	DA0FS0	el
contrata	contrata	NCFS000	contrata
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
a	a	SPS00	a
la	la	DA0FS0	el
obeda	obediencia	NCFS000	obediencia
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qns	quienes	PR0CP000	quien
Gd	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
21	21	Z	21
de	de	SPS00	de
mayo	mayo	NCMS000	mayo
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
