Mui	Muy	RQ	muy
la	La	DA0FS0	el
guia	guía	NCCS000	guía
no	no	RN	no
se	se	P00CN000	se
enbia	envía	VMIP3S0	enviar
aora	ahora	RG	ahora
por	por	SPS00	por
ser	ser	VSN0000	ser
dias	días	NCMP000	día
de	de	SPS00	de
fiesta	fiesta	NCFS000	fiesta
y	y	CC	y
esta	está	VMIP3S0	estar
la	la	DA0FS0	el
aduana	aduana	NCFS000	aduana
cerada	cerrada	VMP00SF	cerrar
	.	Fp	.
