Muy	Muy	RQ	muy
yo	yo	PP1CSN00	yo
dinero	dinero	NCMS000	dinero
	.	Fp	.
q	Que	CS	que
trage	traje	VMIS1S0	traer
artos	hartos	DI0MP0	harto
pesos	pesos	NCMP000	peso
gordos	gordos	AQ0MP0	gordo
y	y	CC	y
q	que	CS	que
podia	podía	VMII0S0	poder
yo	yo	PP1CSN00	yo
conpar	comprar	VMN0000	comprar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
quisiera	quisiera	VMSI0S0	querer
	.	Fp	.
y	Y	CC	y
que	que	CS	que
tanbien	también	RG	también
trage	traje	VMIS1S0	traer
el	el	DA0MS0	el
capotillo	capotillo	NCMS000	capotillo
y	y	CC	y
todo	todo	PI0MS000	todo
quanto	cuanto	PR0MS000	cuanto
tengo	tengo	VMIP1S0	tener
,	.	Fp	.
y	Y	CC	y
que	que	CS	que
le	le	PP3CSD00	le
digeron	dijeron	VMIS3P0	decir
	«	Fra	«
señora	señora	NP00000	señor
	,	Fc	,
baia	vaya	VMSP0S0	ir
usted	usted	PP2CS000	usted
con	con	SPS00	con
dios	Dios	NP00000	dios
	,	Fc	,
que	que	CS	que
ya	ya	RG	ya
no	no	RN	no
es	es	VSIP3S0	ser
necesario	necesario	AQ0MS0	necesario
que	que	CS	que
usted	usted	PP2CS000	usted
declare	declare	VMSP0S0	declarar
	,	Fc	,
que	que	CS	que
artos	hartos	DI0MP0	harto
testigos	testigos	NCCP000	testigo
ai	hay	VMIP3S0	haber
ya	ya	RG	ya
	»	Frt	»
	.	Fp	.
y	Y	CC	y
que	que	CS	que
les	les	PP3CPD00	le
rrspondio	respondió	VMIS3S0	responder
	«	Fra	«
por	por	SPS00	por
decir	decir	VMN0000	decir
lo	lo	DA0NS0	el
qu	que	PR0CN000	que
es	es	VSIP3S0	ser
lei	ley	NCFS000	ley
de	de	SPS00	de
Dios	Dios	NP00000	dios
no	no	RN	no
queren	quieren	VMIP3P0	querer
q	que	CS	que
declare	declare	VMSP0S0	declarar
	»	Frt	»
	.	Fp	.
conq	Conque	CS	conque
yo	yo	PP1CSN00	yo
no	no	RN	no
se	sé	VMIP1S0	saber
lo	lo	DA0NS0	el
que	que	PR0CN000	que
responderian	responderían	VMIC3P0	responder
	.	Fp	.
tacones	Tacones	NP00000	tacones
es	es	VSIP3S0	ser
q	que	CS	que
a	ha	VAIP3S0	haber
declarado	declarado	VMP0000	declarar
q	que	CS	que
dormimos	dormimos	VMIS1P0	dormir
en	en	SPS00	en
un	un	DI0MS0	uno
cuarto	cuarto	NCMS000	cuarto
usted	usted	PP2CS000	usted
y	y	CC	y
yo	yo	PP1CSN00	yo
	.	Fp	.
dice	Dice	VMIP3S0	decir
usted	usted	PP2CS000	usted
q	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
el	el	DA0MS0	el
ciruxano	cirujano	NCCS000	cirujano
y	y	CC	y
q	que	CS	que
digeron	dijeron	VMIS3P0	decir
q	que	CS	que
llamaran	llamarán	VMIF3P0	llamar
a	a	SPS00	a
Juan	Juan	NP00000	juan
Josph	José	NP00000	josé
para	para	SPS00	para
q	que	CS	que
declararan	declarara	VMSI0S0	declarar
y	y	CC	y
q	que	CS	que
dixo	dijo	VMIS3S0	decir
el	el	DA0MS0	el
ciruxano	cirujano	NCCS000	cirujano
ese	ese	DD0MS0	ese
	,	Fc	,
aunq	aunque	CS	aunque
le	le	PP3CSD00	le
echen	echen	VMSP3P0	echar
mas	más	RC	más
escomuniones	excomuniones	NCFP000	excomunión
	,	Fc	,
q	que	CS	que
tiene	tiene	VMIP3S0	tener
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
	.	Fp	.
no	No	RN	no
declarara	declarará	VMIF3S0	declarar
en	en	SPS00	en
contra	contra	SPS00	contra
del	del	SPS00+DA0MS0	de+el
cura	cura	NCMS000	cura
porq	porque	CS	porque
quieren	quieren	VMIP3P0	querer
mucho	mucho	RQ	mucho
al	al	SPS00+DA0MS0	a+el
cura	cura	NCMS000	cura
y	y	CC	y
a	a	SPS00	a
su	su	DP3CS0	su
ama	ama	NCFS000	amo
.	.	Fp	.
aora	Ahora	RG	ahora
digo	digo	VMIP1S0	decir
q	que	CS	que
	,	Fc	,
por	por	SPS00	por
âber	haber	VAN0000	haber
usted	usted	PP2CS000	usted
declarado	declarado	VMP0000	declarar
q	que	CS	que
yo	yo	PP1CSN00	yo
con	con	SPS00	con
la	la	DA0FS0	el
soldada	soldada	NCFS000	soldada
lo	lo	PP3MSA00	lo
e	he	VAIP1S0	haber
conprado	comprado	VMP0000	comprar
	,	Fc	,
no	no	RN	no
podar	podrá	VMIF3S0	poder
ya	ya	RG	ya
los	los	DA0MP0	el
q	que	PR0CN000	que
an	han	VMIP3P0	haber
de	de	SPS00	de
declarar	declarar	VMN0000	declarar
decir	decir	VMN0000	decir
q	que	CS	que
yo	yo	PP1CSN00	yo
lo	lo	PP3MSA00	lo
e	he	VAIP1S0	haber
conprado	comprado	VMP0000	comprar
	,	Fc	,
q	que	CS	que
asi	así	RG	así
estaban	estaban	VMII3P0	estar
en	en	SPS00	en
declararlo	declararlo	VMN0000+PP3CNA00	declarar+lo
con	con	SPS00	con
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
q	que	PR0CN000	que
yo	yo	PP1CSN00	yo
abia	había	VAII0S0	haber
traido	traído	VMP0000	traer
	.	Fp	.
y	Y	CC	y
Juan	Juan	NP00000	juan
Joseph	José	NP00000	josé
dice	dice	VMIP3S0	decir
q	que	CS	que
dira	dirá	VMIF3S0	decir
tanbien	también	RG	también
como	como	CS	como
usted	usted	PP2CS000	usted
se	se	P00CN000	se
balio	valió	VMIS3S0	valer
de	de	SPS00	de
elos	ellos	PP3MP000	ellos
porq	porque	CS	porque
usted	usted	PP2CS000	usted
no	no	RN	no
tenia	tenía	VMII0S0	tener
al	al	SPS00+DA0MS0	a+el
pronto	pronto	RG	pronto
.	.	Fp	.
aora	Ahora	RG	ahora
cayra	caerá	VMIF3S0	caer
usted	usted	PP2CS000	usted
de	de	SPS00	de
su	su	DP3CS0	su
borrico	borrico	NCMS000	borrico
y	y	CC	y
esprimentara	experimentará	VMIF3S0	experimentar
usted	usted	PP2CS000	usted
lo	lo	DA0NS0	el
q	que	PR0CN000	que
son	son	VSIP3P0	ser
algunos	algunos	PI0MP000	alguno
d	de	SPS00	de
este	este	DD0MS0	este
lugar	lugar	NCMS000	lugar
	:	Fd	:
el	el	DA0MS0	el
picaro	pícaro	NCMS000	pícaro
de	de	SPS00	de
palacios	Palacios	NP00000	palacios
y	y	CC	y
los	los	DA0MP0	el
demas	demás	PI0CP000	demás
q	que	PR0CN000	que
aian	hayan	VASP3P0	haber
declarado	declarado	VMP0000	declarar
mal	mal	RG	mal
	.	Fp	.
Dn	Don	NP00000	don
franco	Francisco	NP00000	francisco
dice	dice	VMIP3S0	decir
q	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
a	ha	VMIP3S0	haber
d	de	SPS00	de
escribir	escribir	VMN0000	escribir
mas	más	RC	más
a	a	SPS00	a
usted	usted	PP2CS000	usted
porq	porque	CS	porque
se	se	P00CN000	se
fia	fía	VMIP3S0	fiar
de	de	SPS00	de
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
	,	Fc	,
q	que	CS	que
tanbien	también	RG	también
se	se	P00CN000	se
abra	habrá	VAIF3S0	haber
fiado	fiado	VMP0000	fiar
usted	usted	PP2CS000	usted
de	de	SPS00	de
Dn	don	NP00000	don
franco	Francisco	NP00000	francisco
la	la	DA0FS0	el
encina	Encina	NP00000	encina
y	y	CC	y
q	que	PR0CN000	que
es	es	VSIP3S0	ser
un	un	DI0MS0	uno
guen	buen	AQ0MS0	bueno
fanso	falso	NCMS000	falso
.	.	Fp	.
ceso	Ceso	VMIP1S0	cesar
y	y	CC	y
no	no	RN	no
de	de	SPS00	de
Rogar	rogar	VMN0000	rogar
a	a	SPS00	a
Dios	Dios	NP00000	dios
me	me	PP1CS000	me
lo	lo	PP3MSA00	lo
guarde	guarde	VMSP0S0	guardar
los	los	DA0MP0	el
años	años	NCMP000	año
de	de	SPS00	de
mi	mi	DP1CSS	mi
deseo	deseo	NCMS000	deseo
.	.	Fp	.
quien	Quien	PR0CS000	quien
de	de	SPS00	de
Corazon	corazón	NCMS000	corazón
L	le	PP3CSA00	le
estima	estima	VMIP3S0	estimar
y	y	CC	y
berle	verle	VMN0000+PP3CSA00	ver+le
desea	desea	VMIP3S0	desear
	,	Fc	,
su	su	DP3CS0	su
querida	querida	VMP00SF	querer
y	y	CC	y
ama	ama	NCFS000	amo
Ana	Ana	NP00000	ana
Maria	María	NP00000	maría
Gayan	Gayán	NP00000	gayán
	.	Fp	.
Mi	Mi	DP1CSS	mi
qrido	querido	VMP00SM	querer
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
Joseph	José	NP00000	josé
de	de	SPS00	de
Aranda	Aranda	NP00000	aranda
	.	Fp	.
Ya	Ya	RG	ya
estoy	estoy	VMIP1S0	estar
deseando	deseando	VMG0000	desear
q	que	CS	que
uste	usted	PP2CS000	usted
benga	venga	VMSP0S0	venir
	,	Fc	,
q	que	CS	que
parece	parece	VMIP3S0	parecer
q	que	CS	que
a	ha	VMIP3S0	haber
un	un	DI0MS0	uno
año	año	NCMS000	año
que	que	PR0CN000	que
usted	usted	PP2CS000	usted
se	se	P00CN000	se
fue	fue	VMIS3S0	ir
	,	Fc	,
porque	porque	CS	porque
no	no	RN	no
ai	hay	VMIP3S0	haber
qin	quien	PR0CS000	quien
llene	llene	VMSP0S0	llenar
el	el	DA0MS0	el
bacidoo	vacío	NCMS000	vacío
	.	Fp	.
porq	Porque	CS	porque
yo	yo	PP1CSN00	yo
	,	Fc	,
aunq	aunque	CS	aunque
estoi	estoy	VMIP1S0	estar
mui	muy	RQ	muy
contenta	contenta	AQ0FS0	contento
	,	Fc	,
no	no	RN	no
me	me	PP1CS000	me
cuadra	cuadra	VMIP3S0	cuadrar
nada	nada	PI0NN00N	nada
no	no	RN	no
estando	estando	VMG0000	estar
usted	usted	PP2CS000	usted
aqui	aquí	RG	aquí
	.	Fp	.
y	Y	CC	y
esta	ésta	PD0FS000	este
q	que	CS	que
no	no	RN	no
la	la	PP3FSA00	lo
bea	vea	VMSP0S0	ver
nadie	nadie	PI0NN00N	nadie
.	.	Fp	.
pobrecico	Pobrecico	NCMS00D	pobre
	,	Fc	,
q	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
siento	siento	VMIP1S0	sentir
yo	yo	PP1CSN00	yo
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	,	Fc	,
sino	sino	CC	sino
es	es	VSIP3S0	ser
por	por	SPS00	por
la	la	DA0FS0	el
molesta	molesta	NCFS000	molesta
q	que	PR0CN000	que
a	a	SPS00	a
usted	usted	PP2CS000	usted
le	le	PP3CSD00	le
dan	dan	VMIP3P0	dar
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	.	Fp	.
q	Que	CS	que
algunas	algunas	DI0FP0	alguno
beces	veces	NCFP000	vez
lloro	lloro	VMIP1S0	llorar
adonde	adonde	PA000000	adonde
nadie	nadie	PI0NN00N	nadie
me	me	PP1CS000	me
bea	vea	VMSP0S0	ver
porq	porque	CS	porque
no	no	RN	no
dian	digan	VMSP3P0	decir
q	que	CS	que
lo	lo	PP3CNA00	lo
siento	siento	VMIP1S0	sentir
	.	Fp	.
ya	Ya	RG	ya
lo	lo	PP3MSA00	lo
encomiendo	encomiendo	VMIP1S0	encomendar
usted	usted	PP2CS000	usted
a	a	SPS00	a
nuestra	Nuestra	DP1FSP	nuestro
señora	Señora	NP00000	señor
de	de	SPS00	de
monsalud	Monsalud	NP00000	monsalud
para	para	SPS00	para
q	que	CS	que
dios	Dios	NP00000	dios
lo	lo	PP3MSA00	lo
traiga	traiga	VMSP0S0	traer
con	con	SPS00	con
bien	bien	NCMS000	bien
a	a	SPS00	a
la	la	DA0FS0	el
casa	casa	NCFS000	casa
y	y	CC	y
q	que	CS	que
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
Salud	salud	NCFS000	salud
si	si	CS	si
le	le	PP3CSD00	le
conbiene	conviene	VMIP3S0	convenir
.	.	Fp	.
si	Sí	RG	sí
	,	Fc	,
sus	sus	DP3CP0	su
eramanos	hermanos	NCMP000	hermano
de	de	SPS00	de
usted	usted	PP2CS000	usted
sera	será	VSIF3S0	ser
para	para	SPS00	para
estar	estar	VMN0000	estar
sienpre	siempre	RG	siempre
con	con	SPS00	con
usted	usted	PP2CS000	usted
	,	Fc	,
pero	pero	CC	pero
yo	yo	PP1CSN00	yo
no	no	RN	no
abia	había	VMII0S0	haber
d	de	SPS00	de
estar	estar	VMN0000	estar
mas	más	RC	más
aqui	aquí	RG	aquí
	.	Fp	.
