Mui	Muy	RQ	muy
	.	Fp	.
y	Y	CC	y
bendra	vendrá	VMIF3S0	venir
a	a	SPS00	a
salir	salir	VMN0000	salir
el	el	DA0MS0	el
tavaco	tabaco	NCMS000	tabaco
a	a	SPS00	a
38	38	Z	38
maravediz	maravedís	NCMP000	maravedí
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
precio	precio	NCMS000	precio
a	a	SPS00	a
q	que	CS	que
se	se	P00CN000	se
gana	gana	NCFS000	gana
algo	algo	PI0CS000	algo
	.	Fp	.
el	El	DA0MS0	el
consuelo	consuelo	NCMS000	consuelo
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
es	es	VSIP3S0	ser
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
pueden	pueden	VMIP3P0	poder
hazer	hacer	VMN0000	hacer
mal	mal	RG	mal
alguno	alguno	PI0MS000	alguno
	.	Fp	.
todo	Todo	DI0MS0	todo
esto	esto	PD0NN000	esto
tengo	tengo	VMIP1S0	tener
avisado	avisado	VMP00SM	avisar
a	a	SPS00	a
Dn	don	NP00000	don
David	David	NP00000	david
Power	Power	NP00000	power
el	el	DA0MS0	el
correo	correo	NCMS000	correo
de	de	SPS00	de
la	la	DA0FS0	el
semana	semana	NCFS000	semana
pasada	pasada	VMP00SF	pasar
para	para	SPS00	para
q	que	CS	que
no	no	RN	no
embie	envíe	VMSP0S0	enviar
mas	más	RC	más
tavaco	tabaco	NCMS000	tabaco
	.	Fp	.
Por	Por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
mandan	mandan	VMIP3P0	mandar
q	que	CS	que
hable	hable	VMSP0S0	hablar
a	a	SPS00	a
Dn	don	NP00000	don
Simon	Simón	NP00000	simón
mozo	Mozo	NCMS000	mozo
pa	para	SPS00	para
que	que	CS	que
de	dé	VMSP0S0	dar
liza	licencia	NCFS000	licencia
a	a	SPS00	a
Capn	capitán	NP00000	capitán
Butler	Butler	NP00000	butler
	,	Fc	,
le	le	PP3CSD00	le
he	he	VAIP1S0	haber
hablado	hablado	VMP0000	hablar
y	y	CC	y
me	me	PP1CS000	me
dice	dice	VMIP3S0	decir
que	que	CS	que
es	es	VSIP3S0	ser
imposible	imposible	AQ0CS0	imposible
conseguir	conseguir	VMN0000	conseguir
de	de	SPS00	de
sr	señor	NP00000	señor
Patiño	Patiño	NP00000	patiño
de	dé	VMSP0S0	dar
liza	licencia	NCFS000	licencia
a	a	SPS00	a
ningun	ningún	DI0MS0	ninguno
navio	navío	NCMS000	navío
	.	Fp	.
y	Y	CC	y
que	que	CS	que
	,	Fc	,
respecto	respecto	SPS00	respecto
que	que	CS	que
no	no	RN	no
esta	está	VMIP3S0	estar
medido	medido	VMP00SM	medir
	,	Fc	,
que	que	CS	que
el	el	DA0MS0	el
unico	único	AQ0MS0	único
remedio	remedio	NCMS000	remedio
es	es	VSIP3S0	ser
el	el	DA0MS0	el
hazer	hacer	VMN0000	hacer
empeño	empeño	NCMS000	empeño
en	en	SPS00	en
esa	ésa	PD0FS000	ese
con	con	SPS00	con
el	el	DA0MS0	el
intendente	intendente	NCMS000	intendente
pa	para	SPS00	para
que	que	CS	que
no	no	RN	no
de	dé	VMSP0S0	dar
aviso	aviso	NCMS000	aviso
aca	acá	RG	acá
del	del	SPS00+DA0MS0	de+el
tal	tal	RC	tal
navio	navío	NCMS000	navío
y	y	CC	y
que	que	CS	que
le	le	PP3CSD00	le
deje	deje	VMSP0S0	dejar
ir	ir	VMN0000	ir
a	a	SPS00	a
Inglaterra	Inglaterra	NP00000	inglaterra
	.	Fp	.
yo	Yo	PP1CSN00	yo
siento	siento	VMIP1S0	sentir
sea	sea	VSSP0S0	ser
el	el	DA0MS0	el
motivo	motivo	NCMS000	motivo
el	el	DA0MS0	el
de	de	SPS00	de
estar	estar	VMN0000	estar
mi	mi	DP1CSS	mi
prima	prima	NCFS000	primo
mal	mal	RG	mal
y	y	CC	y
selebrare	celebraré	VMIF1S0	celebrar
se	se	P00CN000	se
pueda	pueda	VMSP0S0	poder
lograr	lograr	VMN0000	lograr
el	el	DA0MS0	el
que	que	CS	que
vaya	vaya	VMSP0S0	ir
como	como	CS	como
la	la	DA0FS0	el
notisia	noticia	NCFS000	noticia
de	de	SPS00	de
su	su	DP3CS0	su
mejoria	mejoría	NCFS000	mejoría
	.	Fp	.
su	Su	DP3CS0	su
Divina	Divina	AQ0FS0	divino
magd	Majestad	NP00000	majestad
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
la	la	DA0FS0	el
total	total	AQ0CS0	total
salud	salud	NCFS000	salud
q	que	PR0CN000	que
yo	yo	PP1CSN00	yo
deseo	deseo	VMIP1S0	desear
y	y	CC	y
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
Gd	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmds	VMs	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
Abril	abril	NCMS000	abril
16	16	Z	16
de	de	SPS00	de
1732	1732	Z	1732
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Srs	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
