Muy	Muy	RQ	muy
Madre	madre	NCFS000	madre
,	,	Fc	,
Mayorazgo	mayorazgo	NCMS000	mayorazgo
ni	ni	CC	ni
renta	renta	NCFS000	renta
	,	Fc	,
con	con	SPS00	con
una	una	DI0FS0	uno
hija	hija	NCFS000	hijo
de	de	SPS00	de
14	14	Z	14
as	años	NCMP000	año
cuyo	cuyo	PU0MS000	cuyo
estado	estado	NCMS000	estado
executo	ejecuto	VMIP1S0	ejecutar
y	y	CC	y
no	no	RN	no
encuentro	encuentro	VMIP1S0	encontrar
proporsion	proporción	NCFS000	proporción
de	de	SPS00	de
conseguirlo	conseguirlo	VMN0000+PP3MSA00	conseguir+lo
	.	Fp	.
podra	Podrá	VMIF3S0	poder
asimismo	asimismo	RG	asimismo
formar	formar	VMN0000	formar
idea	idea	NCFS000	idea
de	de	SPS00	de
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
Yo	yo	PP1CSN00	yo
dispondre	dispondré	VMIF1S0	disponer
de	de	SPS00	de
mi	mi	DP1CSS	mi
herno	hermano	NP00000	hermano
Dn	don	NP00000	don
Diego	Diego	NP00000	diego
,	.	Fp	.
el	Él	PP3MS000	él
	,	Fc	,
sin	sin	SPS00	sin
duda	duda	NCFS000	duda
	,	Fc	,
ha	ha	VAIP3S0	haber
encontrado	encontrado	VMP0000	encontrar
en	en	SPS00	en
la	la	DA0FS0	el
proteccon	protección	NCFS000	protección
de	de	SPS00	de
VSa	VSa	NP00000	VSa
el	el	DA0MS0	el
caudal	caudal	NCMS000	caudal
qe	que	CS	que
Yo	yo	PP1CSN00	yo
no	no	RN	no
tengo	tengo	VMIP1S0	tener
,	,	Fc	,
deviendo	debiendo	VMG0000	deber
estimar	estimar	VMN0000	estimar
los	los	DA0MP0	el
accidentes	accidentes	NCMP000	accidente
padecidos	padecidos	NCMP000	padecido
como	como	CS	como
felicidades	felicidades	NCFP000	felicidad
ya	ya	CC	ya
logradas	logradas	VMP00PF	lograr
	.	Fp	.
pues	Pues	CS	pues
	,	Fc	,
aunque	aunque	CS	aunque
ha	ha	VAIP3S0	haber
estado	estado	VMP0000	estar
Paralitico	paralítico	NCMS000	paralítico
8	8	Z	8
Meses	meses	NCMP000	mes
	,	Fc	,
ha	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
hombre	hombre	NCMS000	hombre
	(	Fba	(
y	y	CC	y
un	un	DI0MS0	uno
grande	grande	AQ0CS0	grande
hombre	hombre	NCMS000	hombre
,	)	Fbt	)
qe	que	CS	que
le	le	PP3CSA00	le
aya	haya	VASP0S0	haber
dado	dado	VMP0000	dar
la	la	DA0FS0	el
mano	mano	NCFS000	mano
y	y	CC	y
puesto	puesto	VMP00SM	poner
en	en	SPS00	en
pie	pie	NCMS000	pie
:	.	Fp	.
Yo	Yo	PP1CSN00	yo
le	le	PP3CSD00	le
suplico	suplico	VMIP1S0	suplicar
en	en	SPS00	en
lo	lo	DA0NS0	el
mas	más	RC	más
intimo	íntimo	AQ0MS0	íntimo
de	de	SPS00	de
mi	mi	DP1CSS	mi
corazon	corazón	NCMS000	corazón
no	no	RN	no
se	se	PP3CN000	se
la	la	PP3FSA00	lo
retire	retire	VMSP0S0	retirar
	,	Fc	,
que	que	CS	que
olvide	olvide	VMSP0S0	olvidar
sus	sus	DP3CP0	su
vivesas	vivezas	NCFP000	viveza
y	y	CC	y
atienda	atienda	VMSP0S0	atender
Unicamte	únicamente	RG	únicamente
a	a	SPS00	a
qe	que	CS	que
esta	está	VMIP3S0	estar
a	a	SPS00	a
su	su	DP3CS0	su
lado	lado	NCMS000	lado
y	y	CC	y
que	que	CS	que
es	es	VSIP3S0	ser
honor	honor	NCMS000	honor
de	de	SPS00	de
Vsa	VSa	NP00000	VSa
que	que	CS	que
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
qe	que	PR0CN000	que
logran	logran	VMIP3P0	lograr
la	la	DA0FS0	el
fortuna	fortuna	NCFS000	fortuna
de	de	SPS00	de
servirlo	servirlo	VMN0000+PP3MSA00	servir+lo
salgan	salgan	VMSP3P0	salir
honrrados	honrados	VMP00PM	honrar
de	de	SPS00	de
su	su	DP3CS0	su
Casa	casa	NCFS000	casa
.	.	Fp	.
Yo	Yo	PP1CSN00	yo
agradesco	agradezco	VMIP1S0	agradecer
a	a	SPS00	a
Vsa	VSa	NP00000	VSa
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
en	en	SPS00	en
alibio	alivio	NCMS000	alivio
de	de	SPS00	de
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
ha	ha	VAIP3S0	haber
practicado	practicado	VMP0000	practicar
	.	Fp	.
y	Y	CC	y
quisiera	quisiera	VMSI0S0	querer
ser	ser	VSN0000	ser
dueña	dueña	NCFS000	dueño
de	de	SPS00	de
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
tezoros	tesoros	NCMP000	tesoro
del	del	SPS00+DA0MS0	de+el
mundo	mundo	NCMS000	mundo
para	para	SPS00	para
corresponderle	corresponderle	VMN0000+PP3CSD00	corresponder+le
su	su	DP3CS0	su
fineza	fineza	NCFS000	fineza
,	,	Fc	,
pero	pero	CC	pero
	,	Fc	,
siendo	siendo	VSG0000	ser
tan	tan	RC	tan
Pobre	pobre	AQ0CS0	pobre
como	como	CS	como
he	he	VAIP1S0	haber
dho	dicho	VMP0000	decir
,	,	Fc	,
solo	sólo	RG	sólo
puedo	puedo	VMIP1S0	poder
hacerlo	hacerlo	VMN0000+PP3CNA00	hacer+lo
con	con	SPS00	con
oraciones	oraciones	NCFP000	oración
.	.	Fp	.
Vsa	VSa	NP00000	VSa
	,	Fc	,
en	en	SPS00	en
caso	caso	NCMS000	caso
de	de	SPS00	de
parecerle	parecerle	VMN0000+PP3CSD00	parecer+le
combeniente	conveniente	AQ0CS0	conveniente
qe	que	CS	que
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
regrese	regrese	VMSP0S0	regresar
a	a	SPS00	a
esta	esta	DD0FS0	este
su	su	DP3CS0	su
Patria	patria	NCFS000	patria
,	,	Fc	,
sirvase	sírvase	VMSP0S0+P00CN000	servir+se
pretenderle	pretenderle	VMN0000+PP3CSD00	pretender+le
Una	una	DI0FS0	uno
Plasa	plaza	NCFS000	plaza
de	de	SPS00	de
Capitan	capitán	NCMS000	capitán
del	del	SPS00+DA0MS0	de+el
Presidio	presidio	NCMS000	presidio
del	del	SPS00+DA0MS0	de+el
Callao	Callao	NP00000	callao
,	,	Fc	,
de	de	SPS00	de
Moneda	moneda	NCFS000	moneda
o	o	CC	o
del	del	SPS00+DA0MS0	de+el
estanco	estanco	NCMS000	estanco
de	de	SPS00	de
Tabacos	tabacos	NCMP000	tabaco
,	,	Fc	,
de	de	SPS00	de
modo	modo	NCMS000	modo
que	que	CS	que
viniendo	viniendo	VMG0000	venir
tenga	tenga	VMSP0S0	tener
con	con	SPS00	con
qe	qué	DT0CN0	qué
mantenerse	mantenerse	VMN0000+P00CN000	mantener+se
	.	Fp	.
y	Y	CC	y
acomodese	acomódese	VMSI0S0	acomodar
Vsa	VSa	NP00000	VSa
	,	Fc	,
en	en	SPS00	en
su	su	DP3CS0	su
pretencion	pretensión	NCFS000	pretensión
como	como	CS	como
en	en	SPS00	en
los	los	DA0MP0	el
costos	costos	NCMP000	costo
del	del	SPS00+DA0MS0	de+el
Viage	viaje	NCMS000	viaje
a	a	SPS00	a
esta	esta	DD0FS0	este
Ciud	ciudad	NCFS000	ciudad
	,	Fc	,
a	a	SPS00	a
esa	esa	DD0FS0	ese
corta	corta	AQ0FS0	corto
Cantd	cantidad	NCFS000	cantidad
de	de	SPS00	de
cinco	cinco	Z	5
mill	mil	Z	1000
y	y	CC	y
mas	más	RC	más
rrs	reales	NCMP000	real
que	que	PR0CN000	que
existen	existen	VMIP3P0	existir
,	,	Fc	,
porqe	porque	CS	porque
ni	ni	CC	ni
tengo	tengo	VMIP1S0	tener
con	con	SPS00	con
que	qué	PT0CN000	qué
pagar	pagar	VMN0000	pagar
qualquiera	cualquiera	PI0CS000	cualquiera
costo	costo	NCMS000	costo
qe	que	PR0CN000	que
se	se	P00CN000	se
haga	haga	VMSP0S0	hacer
ni	ni	CC	ni
facultades	facultades	NCFP000	facultad
con	con	SPS00	con
que	que	CS	que
poder	poder	VMN0000	poder
subvenir	subvenir	VMN0000	subvenir
a	a	SPS00	a
sus	sus	DP3CP0	su
necesidades	necesidades	NCFP000	necesidad
ni	ni	CC	ni
mantenerlo	mantenerlo	VMN0000+PP3MSA00	mantener+lo
por	por	SPS00	por
alla	allá	RG	allá
,	,	Fc	,
respecto	respecto	NCMS000	respeto
de	de	SPS00	de
haver	haber	VAN0000	haber
muerto	muerto	VMP0000	morir
mi	mi	DP1CSS	mi
Me	madre	NCFS000	madre
tan	tan	RC	tan
pobre	pobre	AQ0CS0	pobre
qe	que	CS	que
no	no	RN	no
dexo	dejó	VMIS3S0	dejar
para	para	SPS00	para
enterrarse	enterrarse	VMN0000+P00CN000	enterrar+se
.	.	Fp	.
Mi	Mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
es	es	VSIP3S0	ser
hijo	hijo	NCMS000	hijo
de	de	SPS00	de
Vsa	VSa	NP00000	VSa
	.	Fp	.
su	Su	DP3CS0	su
acomodo	acomodo	NCMS000	acomodo
corre	corre	VMIP3S0	correr
por	por	SPS00	por
su	su	DP3CS0	su
quenta	cuenta	NCFS000	cuenta
,	.	Fp	.
y	Y	CC	y
assi	así	RG	así
esa	esa	DD0FS0	ese
Rl	Real	NP00000	real
Auda	Audiencia	NP00000	audiencia
	,	Fc	,
conociendo	conociendo	VMG0000	conocer
su	su	DP3CS0	su
piadoso	piadoso	AQ0MS0	piadoso
genio	genio	NCMS000	genio
	,	Fc	,
lo	lo	PP3CNA00	lo
constituyo	constituyó	VMIS3S0	constituir
Tutor	tutor	NCMS000	tutor
de	de	SPS00	de
un	un	DI0MS0	uno
moso	mozo	NCMS000	mozo
despilfarradamte	despilfarradamente	RG	despilfarradamente
Prodigo	pródigo	NCMS000	pródigo
,	,	Fc	,
providencia	providencia	NCFS000	providencia
tan	tan	RC	tan
bien	bien	RG	bien
acordada	acordada	NCFS000	acordada
qe	que	CS	que
a	a	SPS00	a
ella	ella	PP3FS000	él
deben	deben	VMIP3P0	deber
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
Parientes	parientes	NCMP000	pariente
el	el	DA0MS0	el
qe	que	CS	que
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
hasta	hasta	SPS00	hasta
aqui	aquí	RG	aquí
no	no	RN	no
aya	haya	VASP0S0	haber
mendigado	mendigado	VMP0000	mendigar
de	de	SPS00	de
puerta	puerta	NCFS000	puerta
en	en	SPS00	en
puerta	puerta	NCFS000	puerta
y	y	CC	y
el	el	DA0MS0	el
que	que	CS	que
viva	viva	VMSP0S0	vivir
:	.	Fp	.
Ya	Ya	RG	ya
le	le	PP3CSD00	le
escrivo	escribo	VMIP1S0	escribir
dandole	dándole	VMG0000+PP3CSD00	dar+le
consejos	consejos	NCMP000	consejo
,	,	Fc	,
ya	ya	RG	ya
que	que	CS	que
no	no	RN	no
caudal	caudal	NCMS000	caudal
,	,	Fc	,
y	y	CC	y
le	le	PP3CSD00	le
supco	suplico	VMIP1S0	suplicar
mude	mude	VMSP0S0	mudar
de	de	SPS00	de
conducta	conducta	NCFS000	conducta
y	y	CC	y
sea	sea	VSSP0S0	ser
un	un	DI0MS0	uno
siervo	siervo	NCMS000	siervo
fiel	fiel	AQ0CS0	fiel
de	de	SPS00	de
vsa	VSa	NP00000	VSa
	,	Fc	,
correspondiendole	correspondiéndole	VMG0000+PP3CSD00	corresponder+le
sus	sus	DP3CP0	su
finezas	finezas	NCFP000	fineza
con	con	SPS00	con
el	el	DA0MS0	el
arreglo	arreglo	NCMS000	arreglo
de	de	SPS00	de
su	su	DP3CS0	su
Vida	vida	NCFS000	vida
;	.	Fp	.
ya	Ya	RG	ya
le	le	PP3CSD00	le
digo	digo	VMIP1S0	decir
no	no	RN	no
pierda	pierda	VMSP0S0	perder
la	la	DA0FS0	el
ocasion	ocasión	NCFS000	ocasión
en	en	SPS00	en
que	que	CS	que
Dios	Dios	NP00000	dios
le	le	PP3CSD00	le
ha	ha	VAIP3S0	haber
puesto	puesto	VMP0000	poner
de	de	SPS00	de
ser	ser	VSN0000	ser
home	hombre	NCMS000	hombre
ni	ni	CC	ni
desperdisie	desperdicie	VMSP0S0	desperdiciar
el	el	DA0MS0	el
tezoro	tesoro	NCMS000	tesoro
qe	que	CS	que
en	en	SPS00	en
Vsa	VSa	NP00000	VSa
le	le	PP3CSD00	le
ha	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
,	.	Fp	.
quiera	Quiera	VMSP0S0	querer
la	la	DA0FS0	el
Magd	Majestad	NP00000	majestad
Divina	Divina	AQ0FS0	divino
qe	que	CS	que
se	se	P00CN000	se
aproveche	aproveche	VMSP0S0	aprovechar
de	de	SPS00	de
mis	mis	DP1CPS	mi
consejos	consejos	NCMP000	consejo
,	,	Fc	,
qe	que	CS	que
son	son	VSIP3P0	ser
parto	parto	VMIP1S0	partir
de	de	SPS00	de
mi	mi	DP1CSS	mi
voluntd	voluntad	NCFS000	voluntad
.	.	Fp	.
Yo	Yo	PP1CSN00	yo
	,	Fc	,
sor	señor	NP00000	señor
	,	Fc	,
viviria	viviría	VMIC0S0	vivir
mas	más	RC	más
gustosa	gustosa	AQ0FS0	gustoso
si	si	CS	si
supiese	supiese	VMSI0S0	saber
que	que	CS	que
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
en	en	SPS00	en
adelante	adelante	RG	adelante
se	se	P00CN000	se
mantenia	mantenía	VMII0S0	mantener
siempre	siempre	RG	siempre
a	a	SPS00	a
su	su	DP3CS0	su
lado	lado	NCMS000	lado
y	y	CC	y
que	que	CS	que
Vsa	VSa	NP00000	VSa
se	se	P00CN000	se
havia	había	VAII0S0	haber
dignado	dignado	VMP0000	dignar
numerarlo	numerarlo	VMN0000+PP3MSA00	numerar+lo
entre	entre	SPS00	entre
sus	sus	DP3CP0	su
siervos	siervos	NCMP000	siervo
,	,	Fc	,
que	que	CS	que
asi	así	RG	así
el	él	PP3MS000	él
estaria	estaría	VMIC0S0	estar
mas	más	RC	más
honrrado	honrado	AQ0MS0	honrado
que	que	CS	que
si	si	CS	si
viniese	viniese	VMSI0S0	venir
a	a	SPS00	a
su	su	DP3CS0	su
Patria	patria	NCFS000	patria
con	con	SPS00	con
el	el	DA0MS0	el
mas	más	RC	más
distinguido	distinguido	VMP00SM	distinguir
honor	honor	NCMS000	honor
y	y	CC	y
combenienca	conveniencia	NCFS000	conveniencia
	.	Fp	.
Yo	Yo	PP1CSN00	yo
pongo	pongo	VMIP1S0	poner
en	en	SPS00	en
mano	mano	NCFS000	mano
de	de	SPS00	de
Vsa	VSa	NP00000	VSa
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
accion	acción	NCFS000	acción
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
pues	pues	CS	pues
esta	está	VMIP3S0	estar
instruido	instruido	VMP00SM	instruir
por	por	SPS00	por
esta	ésta	PD0FS000	este
en	en	SPS00	en
todas	todas	DI0FP0	todo
mis	mis	DP1CPS	mi
necesidades	necesidades	NCFP000	necesidad
	,	Fc	,
disponga	disponga	VMSP0S0	disponer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
gustare	gustare	VMSF0S0	gustar
,	,	Fc	,
qe	que	CS	que
Yo	yo	PP1CSN00	yo
no	no	RN	no
devo	debo	VMIP1S0	deber
hazer	hacer	VMN0000	hacer
mas	más	RC	más
que	que	CS	que
Rogar	rogar	VMN0000	rogar
a	a	SPS00	a
la	la	DA0FS0	el
Magd	Majestad	NP00000	majestad
Divina	Divina	AQ0FS0	divino
llene	llene	VMSP0S0	llenar
de	de	SPS00	de
felicidades	felicidades	NCFP000	felicidad
toda	toda	DI0FS0	todo
su	su	DP3CS0	su
y	y	CC	y
Gue	guarde	VMSP0S0	guardar
su	su	DP3CS0	su
Vida	vida	NCFS000	vida
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Lima	Lima	NP00000	lima
	,	Fc	,
y	y	CC	y
Marzo	marzo	NCMS000	marzo
3	3	Z	3
de	de	SPS00	de
1773	1773	Z	1773
	.	Fp	.
B	Besa	VMIP3S0	besar
L	las	DA0FP0	el
M	manos	NCFP000	mano
de	de	SPS00	de
Vsa	VSa	NP00000	VSa
su	su	DP3CS0	su
mas	más	RC	más
agradecida	agradecida	VMP00SF	agradecer
servidora	servidora	NCFS000	servidor
	.	Fp	.
sor	Señor	NP00000	señor
Marqs	marqués	NCMS000	marqués
de	de	SPS00	de
Sobremonte	Sobremonte	NP00000	sobremonte
	.	Fp	.
sevilla	Sevilla	NP00000	sevilla
