Girona	Girona	NCFS000	girona
tantos	tantos	DI0MP0	tanto
aogos	ahogos	NCMP000	ahogo
	,	Fc	,
qe	que	CS	que
estoy	estoy	VMIP1S0	estar
metido	metido	VMP00SM	meter
en	en	SPS00	en
una	una	DI0FS0	uno
guerra	guerra	NCFS000	guerra
tan	tan	RC	tan
cruel	cruel	AQ0CS0	cruel
como	como	CS	como
esta	ésta	PD0FS000	este
	.	Fp	.
que	Que	CS	que
podia	podía	VMII0S0	poder
allarme	hallarme	VMN0000+PP1CS000	hallar+me
de	de	SPS00	de
sargento	sargento	NCMS000	sargento
primero	primero	RG	primero
y	y	CC	y
	,	Fc	,
por	por	SPS00	por
no	no	RN	no
dejarla	dejarla	VMN0000+PP3FSA00	dejar+lo
y	y	CC	y
si	sí	RG	sí
con	con	SPS00	con
la	la	DA0FS0	el
esperanza	esperanza	NCFS000	esperanza
de	de	SPS00	de
cumplir	cumplir	VMN0000	cumplir
mi	mi	DP1CSS	mi
tiempo	tiempo	NCMS000	tiempo
y	e	CC	y
irme	irme	VMN0000+PP1CS000	ir+me
a	a	SPS00	a
casa	casa	NCFS000	casa
	,	Fc	,
no	no	RN	no
e	he	VAIP1S0	haber
querido	querido	VMP0000	querer
seguir	seguir	VMN0000	seguir
la	la	DA0FS0	el
carrera	carrera	NCFS000	carrera
	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
an	han	VAIP3P0	haber
rogado	rogado	VMP0000	rogar
infinito	infinito	RG	infinito
segun	según	SPS00	según
mi	mi	DP1CSS	mi
modo	modo	NCMS000	modo
de	de	SPS00	de
proceder	proceder	NCMS000	proceder
	.	Fp	.
que	Que	CS	que
siempre	siempre	RG	siempre
como	como	CS	como
llebaba	llevaba	VMII0S0	llevar
y	y	CC	y
llebo	llevo	VMIP1S0	llevar
el	el	DA0MS0	el
animo	ánimo	NCMS000	ánimo
de	de	SPS00	de
ir	ir	VMN0000	ir
a	a	SPS00	a
esa	ésa	PD0FS000	ese
procurando	procurando	VMG0000	procurar
el	el	DA0MS0	el
cumplir	cumplir	VMN0000	cumplir
con	con	SPS00	con
mi	mi	DP1CSS	mi
obligacion	obligación	NCFS000	obligación
y	y	CC	y
dar	dar	VMN0000	dar
mis	mis	DP1CPS	mi
quentas	cuentas	NCFP000	cuenta
como	como	CS	como
hombre	hombre	NCMS000	hombre
	,	Fc	,
y	y	CC	y
asta	hasta	SPS00	hasta
llegar	llegar	VMN0000	llegar
a	a	SPS00	a
prometerme	prometerme	VMN0000+PP1CS000	prometer+me
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
Coronl	coronel	NCMS000	coronel
qe	que	CS	que
un	un	DI0MS0	uno
mes	mes	NCMS000	mes
seria	sería	VSIC0S0	ser
cavo	cabo	NCMS000	cabo
y	y	CC	y
del	del	SPS00+DA0MS0	de+el
otro	otro	DI0MS0	otro
mes	mes	NCMS000	mes
sargento	sargento	NCMS000	sargento
	.	Fp	.
y	Y	CC	y
todo	todo	PI0MS000	todo
lo	lo	PP3CNA00	lo
e	he	VAIP1S0	haber
despreciado	despreciado	VMP0000	despreciar
solo	sólo	RG	sólo
por	por	SPS00	por
ella	ella	PP3FS000	él
y	y	CC	y
no	no	RN	no
dejarla	dejarla	VMN0000+PP3FSA00	dejar+lo
desamparada	desamparada	VMP00SF	desamparar
	.	Fp	.
y	Y	CC	y
aora	ahora	RG	ahora
el	el	DA0MS0	el
pago	pago	NCMS000	pago
que	que	PR0CN000	que
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
tan	tan	RC	tan
bueno	bueno	AQ0MS0	bueno
ella	ella	PP3FS000	él
sera	será	VSIF3S0	ser
causa	causa	NCFS000	causa
para	para	SPS00	para
que	que	CS	que
ella	ella	PP3FS000	él
muera	muera	VMSP0S0	morir
a	a	SPS00	a
mi	mi	DP1CSS	mi
mano	mano	NCFS000	mano
y	y	CC	y
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
pierda	pierda	VMSP0S0	perder
solo	sólo	RG	sólo
por	por	SPS00	por
defender	defender	VMN0000	defender
mi	mi	DP1CSS	mi
causa	causa	NCFS000	causa
	,	Fc	,
qe	que	CS	que
Dios	Dios	NP00000	dios
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
manda	manda	VMIP3S0	mandar
y	y	CC	y
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
hombre	hombre	NCMS000	hombre
para	para	SPS00	para
eso	eso	PD0NN000	eso
	,	Fc	,
para	para	SPS00	para
quitarle	quitarle	VMN0000+PP3CSD00	quitar+le
a	a	SPS00	a
ese	ese	DD0MS0	ese
embustero	embustero	NCMS000	embustero
diez	diez	Z	10
vidas	vidas	NCFP000	vida
que	que	CS	que
tuviera	tuviera	VMSI0S0	tener
si	si	CS	si
no	no	RN	no
estubiera	estuviera	VMSI0S0	estar
en	en	SPS00	en
campaña	campaña	NCFS000	campaña
	,	Fc	,
que	que	CS	que
tengo	tengo	VMIP1S0	tener
pena	pena	NCFS000	pena
de	de	SPS00	de
la	la	DA0FS0	el
vida	vida	NCFS000	vida
	.	Fp	.
si	Si	CS	si
alguno	alguno	PI0MS000	alguno
	,	Fc	,
ya	ya	RG	ya
me	me	PP1CS000	me
huviera	hubiera	VASI0S0	haber
presentado	presentado	VMP0000	presentar
yo	yo	PP1CSN00	yo
en	en	SPS00	en
esa	ésa	PD0FS000	ese
	.	Fp	.
y	Y	CC	y
aun	aun	RG	aun
con	con	SPS00	con
todo	todo	PI0MS000	todo
	,	Fc	,
si	si	CS	si
supiera	supiera	VMSI0S0	saber
que	que	CS	que
havia	había	VMII0S0	haber
de	de	SPS00	de
llegar	llegar	VMN0000	llegar
a	a	SPS00	a
esa	ésa	PD0FS000	ese
sin	sin	SPS00	sin
prenderme	prenderme	VMN0000+PP1CS000	prender+me
y	y	CC	y
despues	después	RG	después
de	de	SPS00	de
satisfecho	satisfecho	VMP00SM	satisfacer
y	y	CC	y
averme	haberme	VAN0000+PP1CS000	haber+me
bengado	vengado	VMP0000	vengar
me	me	PP1CS000	me
aorcasen	ahorcasen	VMSI3P0	ahorcar
	,	Fc	,
estaria	estaría	VMIC0S0	estar
contentto	contento	AQ0MS0	contento
y	y	CC	y
no	no	RN	no
determinaria	determinaría	VMIC0S0	determinar
el	el	DA0MS0	el
marcharme	marcharme	VMN0000+PP1CS000	marchar+me
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
me	me	PP1CS000	me
determino	determino	VMIP1S0	determinar
por	por	SPS00	por
quanto	cuanto	PA000000	cuanto
ay	hay	VMIP3S0	haber
mucha	mucha	DI0FS0	mucho
seguridad	seguridad	NCFS000	seguridad
y	y	CC	y
nadie	nadie	PI0NN00N	nadie
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
escapar	escapar	VMN0000	escapar
	,	Fc	,
pero	pero	CC	pero
confio	confío	VMIP1S0	confiar
en	en	SPS00	en
la	la	DA0FS0	el
sagrada	sagrada	AQ0FS0	sagrado
virgen	Virgen	NP00000	virgen
de	de	SPS00	de
la	la	DA0FS0	el
Concepcion	Concepción	NCFS000	concepción
	,	Fc	,
mi	mi	DP1CSS	mi
Paisana	paisana	NCFS000	paisano
abogada	abogada	NCFS000	abogado
	,	Fc	,
que	que	CS	que
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
salir	salir	VMN0000	salir
con	con	SPS00	con
bien	bien	NCMS000	bien
	.	Fp	.
y	Y	CC	y
pueden	pueden	VMIP3P0	poder
decir	decir	VMN0000	decir
asi	así	RG	así
uno	uno	Z	1
como	como	CS	como
vino	vino	VMIS3S0	venir
en	en	SPS00	en
el	el	DA0MS0	el
dia	día	NCMS000	día
qe	que	PR0CN000	que
se	se	P00CN000	se
acabe	acabe	VMSP0S0	acabar
la	la	DA0FS0	el
guerra	guerra	NCFS000	guerra
	,	Fc	,
que	que	CS	que
no	no	RN	no
saben	saben	VMIP3P0	saber
quando	cuándo	PA000000	cuándo
an	han	VMIP3P0	haber
de	de	SPS00	de
morir	morir	VMN0000	morir
y	y	CC	y
que	que	CS	que
es	es	VSIP3S0	ser
muy	muy	RQ	muy
pronto	pronto	RG	pronto
	,	Fc	,
porqe	porque	CS	porque
yo	yo	PP1CSN00	yo
sin	sin	SPS00	sin
dar	dar	VMN0000	dar
auditorio	auditorio	NCMS000	auditorio
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
entrare	entraré	VMIF1S0	entrar
sin	sin	SPS00	sin
ser	ser	VSN0000	ser
conocido	conocido	VMP00SM	conocer
	,	Fc	,
porqe	porque	CS	porque
me	me	PP1CS000	me
valdre	valdré	VMIF1S0	valer
de	de	SPS00	de
la	la	DA0FS0	el
noche	noche	NCFS000	noche
	,	Fc	,
qe	que	CS	que
escapa	escapa	VMIP3S0	escapar
de	de	SPS00	de
maldades	maldades	NCFP000	maldad
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
matare	mataré	VMIF1S0	matar
Como	como	CS	como
a	a	SPS00	a
un	un	DI0MS0	uno
perro	perro	NCMS000	perro
	,	Fc	,
que	que	CS	que
la	la	DA0FS0	el
confesión	confesión	NCFS000	confesión
ni	ni	CC	ni
ningun	ningún	DI0MS0	ninguno
otro	otro	PI0MS000	otro
por	por	SPS00	por
cerca	cerca	RG	cerca
qe	que	CS	que
esten	estén	VMSP3P0	estar
le	le	PP3CSD00	le
puedan	puedan	VMSP3P0	poder
alcanzar	alcanzar	VMN0000	alcanzar
:	.	Fp	.
no	No	RN	no
sabe	sabe	VMIP3S0	saber
este	este	DD0MS0	este
picaro	pícaro	NCMS000	pícaro
que	que	PR0CN000	que
estoy	estoy	VMIP1S0	estar
vibo	vivo	AQ0MS0	vivo
y	y	CC	y
que	que	CS	que
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
avia	había	VMII0S0	haber
de	de	SPS00	de
saver	saber	VMN0000	saber
y	y	CC	y
me	me	PP1CS000	me
havia	había	VMII0S0	haber
de	de	SPS00	de
vengar	vengar	VMN0000	vengar
	.	Fp	.
que	Que	CS	que
piensa	piensa	VMIP3S0	pensar
que	que	CS	que
yo	yo	PP1CSN00	yo
aguanto	aguanto	VMIP1S0	aguantar
ancas	ancas	NCFP000	anca
	.	Fp	.
	¡	Faa	¡
con	Con	SPS00	con
una	una	DI0FS0	uno
daga	daga	NCFS000	daga
de	de	SPS00	de
Albazete	Albacete	NP00000	albacete
se	se	P00CN000	se
las	las	DA0FP0	el
anguante	aguante	VMSP0S0	aguantar
	!	Fat	!
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
Dios	Dios	NP00000	dios
quiera	quiera	VMSP0S0	querer
que	que	CS	que
esto	esto	PD0NN000	esto
se	se	P00CN000	se
componga	componga	VMSP0S0	componer
y	y	CC	y
saldremos	saldremos	VMIF1P0	salir
de	de	SPS00	de
quebrantos	quebrantos	NP00000	quebrantos
:	.	Fp	.
No	No	RN	no
digo	digo	VMIP1S0	decir
mas	más	RC	más
a	a	SPS00	a
Vm	VM	NP00000	VM
	,	Fc	,
sino	sino	CC	sino
q	que	CS	que
comisione	comisione	VMSP0S0	comisionar
Ud	usted	PP2CS000	usted
a	a	SPS00	a
su	su	DP3CS0	su
subsiguiente	subsiguiente	AQ0CS0	subsiguiente
juez	juez	NCMS000	juez
de	de	SPS00	de
esa	ésa	PD0FS000	ese
que	que	CS	que
diga	diga	VMSP0S0	decir
y	y	CC	y
haga	haga	VMSP0S0	hacer
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
Vm	VM	NP00000	VM
tenia	tenía	VMII0S0	tener
puesto	puesto	VMP00SM	poner
en	en	SPS00	en
execucion	ejecución	NCFS000	ejecución
	.	Fp	.
Aqui	Aquí	RG	aquí
	,	Fc	,
Primo	primo	NCMS000	primo
	,	Fc	,
tenemos	tenemos	VMIP1P0	tener
muchas	muchas	DI0FP0	mucho
Novedads	novedades	NCFP000	novedad
	.	Fp	.
el	El	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
Nobiembre	noviembre	NCMS000	noviembre
nos	nos	PP1CP000	nos
atacaron	atacaron	VMIS3P0	atacar
los	los	DA0MP0	el
franceses	franceses	NCMP000	francés
por	por	SPS00	por
otras	otras	PI0FP000	otro
requeridas	requeridas	VMP00PF	requerir
con	con	SPS00	con
tal	tal	RC	tal
fuerza	fuerza	NCFS000	fuerza
que	que	CS	que
	,	Fc	,
viniendo	viniendo	VMG0000	venir
ellos	ellos	PP3MP000	ellos
todos	todos	PI0MP000	todo
por	por	SPS00	por
un	un	DI0MS0	uno
lado	lado	NCMS000	lado
	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
gente	gente	NCFS000	gente
q	que	PR0CN000	que
havia	había	VMII0S0	haber
nuestra	nuestra	DP1FSP	nuestro
la	la	PP3FSA00	lo
rechazaron	rechazaron	VMIS3P0	rechazar
y	y	CC	y
nos	nos	PP1CP000	nos
cortaron	cortaron	VMIS3P0	cortar
por	por	SPS00	por
la	la	DA0FS0	el
espalda	espalda	NCFS000	espalda
	,	Fc	,
de	de	SPS00	de
suerte	suerte	NCFS000	suerte
que	que	PR0CN000	que
tuvo	tuvo	VMIS3S0	tener
que	que	CS	que
dejar	dejar	VMN0000	dejar
nuestro	nuestro	DP1MSP	nuestro
campo	campo	NCMS000	campo
y	y	CC	y
vatterias	baterías	NCCP000	batería
y	y	CC	y
retirarnos	retirarnos	VMN0000+PP1CP000	retirar+nos
del	del	SPS00+DA0MS0	de+el
castillo	castillo	NCMS000	castillo
de	de	SPS00	de
Figueras	Figueras	NP00000	figueras
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
aquel	aquel	DD0MS0	aquel
mismo	mismo	AQ0MS0	mismo
dia	día	NCMS000	día
nos	nos	PP1CP000	nos
mataron	mataron	VMIS3P0	matar
a	a	SPS00	a
nuestro	nuestro	DP1MSP	nuestro
general	general	AQ0CS0	general
	,	Fc	,
el	el	DA0MS0	el
conde	conde	NCMS000	conde
de	de	SPS00	de
la	la	DA0FS0	el
union	unión	NCFS000	unión
	,	Fc	,
el	el	DA0MS0	el
mejor	mejor	RC	mejor
general	general	AQ0CS0	general
que	que	PR0CN000	que
tenia	tenía	VMII0S0	tener
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
españa	España	NP00000	españa
;	.	Fp	.
y	Y	CC	y
quedose	quedose	VMIS3S0+P00CN000	quedar+se
nuestro	nuestro	DP1MSP	nuestro
exercito	ejército	NCMS000	ejército
obligado	obligado	VMP00SM	obligar
	,	Fc	,
aunqe	aunque	CS	aunque
no	no	RN	no
del	del	SPS00+DA0MS0	de+el
todo	todo	PI0MS000	todo
	.	Fp	.
mando	Mandó	VMIS3S0	mandar
un	un	DI0MS0	uno
General	general	NCCS000	general
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
tropa	tropa	NCFS000	tropa
	.	Fc	,
nos	Nos	PP1CP000	nos
meceramos	meceramos	X	x
en	en	SPS00	en
el	el	DA0MS0	el
Castillo	castillo	NCMS000	castillo
	.	Fp	.
entramos	Entramos	VMIP1P0	entrar
asta	hasta	SPS00	hasta
unos	unos	DI0MP0	uno
mil	mil	Z	1000
hombrs	hombres	NCMP000	hombre
de	de	SPS00	de
Ynfanteria	infantería	NCFS000	infantería
y	y	CC	y
cavalleria	caballería	NCFS000	caballería
y	y	CC	y
la	la	DA0FS0	el
demas	demás	NCMS000	demás
tropa	tropa	NCFS000	tropa
sobrante	sobrante	AQ0CS0	sobrante
ynviaron	enviaron	VMIS3P0	enviar
a	a	SPS00	a
Girona	Girona	NP00000	girona
.	.	Fc	,
Nos	Nos	PP1CP000	nos
mantubimos	mantuvimos	VMIS1P0	mantener
quatro	cuatro	Z	4
dias	días	NCMP000	día
en	en	SPS00	en
dho	dicho	VMP00SM	decir
Castillo	castillo	NCMS000	castillo
	.	Fp	.
un	Un	DI0MS0	uno
Governador	gobernador	NCMS000	gobernador
traydor	traidor	NCMS000	traidor
va	va	VMIP3S0	ir
y	y	CC	y
pone	pone	VMIP3S0	poner
pena	pena	NCFS000	pena
de	de	SPS00	de
la	la	DA0FS0	el
vida	vida	NCFS000	vida
el	el	DA0MS0	el
qe	que	CS	que
dispare	dispare	VMSP0S0	disparar
un	un	DI0MS0	uno
cañonazo	cañonazo	NCMS000	cañonazo
o	o	CC	o
tiro	tiro	NCMS000	tiro
de	de	SPS00	de
fusil	fusil	NCMS000	fusil
	,	Fc	,
de	de	SPS00	de
suerte	suerte	NCFS000	suerte
que	que	PR0CN000	que
vino	vino	VMIS3S0	venir
el	el	DA0MS0	el
enemigo	enemigo	NCMS000	enemigo
	.	Fp	.
entro	Entró	VMIS3S0	entrar
en	en	SPS00	en
el	el	DA0MS0	el
castillo	castillo	NCMS000	castillo
sin	sin	SPS00	sin
hacernos	hacernos	VMN0000+PP1CP000	hacer+nos
ni	ni	CC	ni
hacerles	hacerles	VMN0000+PP3CPD00	hacer+le
fuego	fuego	NCMS000	fuego
	,	Fc	,
dandonos	dándonos	VMG0000+PP1CP000	dar+nos
abrazos	abrazos	NCMP000	abrazo
de	de	SPS00	de
amigos	amigos	NCMP000	amigo
	.	Fp	.
todos	Todos	PI0MP000	todo
nos	nos	PP1CP000	nos
llebaron	llevaron	VMIS3P0	llevar
prisioneros	prisioneros	AQ0MP0	prisionero
a	a	SPS00	a
Perpiñan	Perpiñán	NP00000	perpiñán
	,	Fc	,
conduciendonos	conduciéndonos	VMG0000+PP1CP000	conducir+nos
quatro	cuatro	Z	4
mil	mil	Z	1000
hombrs	hombres	NCMP000	hombre
de	de	SPS00	de
Usaros	Usaros	X	x
de	de	SPS00	de
a	a	SPS00	a
caballo	caballo	NCMS000	caballo
y	y	CC	y
quattro	cuatro	Z	4
cañones	cañones	NCMP000	cañón
violentos	violentos	NCMP000	violento
por	por	SPS00	por
si	si	CS	si
nos	nos	PP1CP000	nos
resistiamos	resistíamos	VMII1P0	resistir
en	en	SPS00	en
el	el	DA0MS0	el
camino	camino	NCMS000	camino
	.	Fp	.
que	Que	CS	que
da	da	VMIP3S0	dar
a	a	SPS00	a
uno	uno	Z	1
ganas	ganas	NCFP000	gana
de	de	SPS00	de
llorar	llorar	VMN0000	llorar
el	el	DA0MS0	el
ver	ver	VMN0000	ver
tal	tal	RC	tal
traicion	traición	NCFS000	traición
y	y	CC	y
entrega	entrega	NCFS000	entrega
del	del	SPS00+DA0MS0	de+el
castillo	castillo	NCMS000	castillo
	,	Fc	,
pues	pues	CS	pues
una	una	DI0FS0	uno
pieza	pieza	NCFS000	pieza
como	como	CS	como
era	era	VSII0S0	ser
	(	Fba	(
que	que	CS	que
no	no	RN	no
la	la	PP3FSA00	lo
queria	quería	VMII0S0	querer
el	el	DA0MS0	el
Rey	rey	NCMS000	rey
de	de	SPS00	de
españa	España	NP00000	españa
otra	otra	PI0FS000	otro
mejor	mejor	AQ0CS0	mejor
	)	Fbt	)
entregarla	entregarla	VMN0000+PP3FSA00	entregar+lo
de	de	SPS00	de
esa	esa	DD0FS0	ese
manera	manera	NCFS000	manera
	.	Fp	.
y	Y	CC	y
bien	bien	RG	bien
dice	dice	VMIP3S0	decir
nuestro	nuestro	DP1MSP	nuestro
Monarca	monarca	NCCS000	monarca
la	la	PP3FSA00	lo
Inaudita	inaudita	AQ0FS0	inaudito
entrega	entrega	NCFS000	entrega
del	del	SPS00+DA0MS0	de+el
castillo	castillo	NCMS000	castillo
de	de	SPS00	de
Sn	San	NP00000	san
Fernando	Fernando	NP00000	fernando
de	de	SPS00	de
Figueras	Figueras	NP00000	figueras
	,	Fc	,
que	que	CS	que
asi	así	RG	así
llaman	llaman	VMIP3P0	llamar
:	.	Fp	.
asta	Hasta	SPS00	hasta
los	los	DA0MP0	el
mismos	mismos	AQ0MP0	mismo
franceses	franceses	NCMP000	francés
les	les	PP3CPD00	le
ha	ha	VAIP3S0	haber
parecido	parecido	VMP0000	parecer
mal	mal	RG	mal
	,	Fc	,
que	que	CS	que
a	a	SPS00	a
el	el	DA0MS0	el
dho	dicho	VMP00SM	decir
Governador	gobernador	NCMS000	gobernador
q	que	PR0CN000	que
le	le	PP3CSD00	le
vendio	vendió	VMIS3S0	vender
le	le	PP3CSD00	le
agillotinaran	aguillotinaron	NCFS000	aguillotinaron
	(	Fba	(
que	que	CS	que
es	es	VSIP3S0	ser
cortarle	cortarle	VMN0000+PP3CSD00	cortar+le
la	la	DA0FS0	el
caveza	cabeza	NCFS000	cabeza
por	por	SPS00	por
infiel	infiel	AQ0CS0	infiel
y	y	CC	y
desleal	desleal	AQ0CS0	desleal
a	a	SPS00	a
su	su	DP3CS0	su
Rey	rey	NCMS000	rey
	)	Fbt	)
:	.	Fp	.
caminamos	Caminamos	VMIS1P0	caminar
	,	Fc	,
como	como	CS	como
digo	digo	VMIP1S0	decir
	,	Fc	,
a	a	SPS00	a
Perpiñan	Perpiñán	NP00000	perpiñán
	.	Fp	.
fuimos	Fuimos	VMIS1P0	ir
pasando	pasando	VMG0000	pasar
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
tierra	tierra	NCFS000	tierra
que	que	CS	que
era	era	VSII0S0	ser
nuestra	nuestra	DP1FSP	nuestro
antes	antes	RG	antes
de	de	SPS00	de
ir	ir	VMN0000	ir
nosotros	nosotros	PP1MP000	nosotros
a	a	SPS00	a
tolon	tolón	NCFS000	tolón
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
nos	nos	PP1CP000	nos
caia	caiga	VMSP0S0	caer
el	el	DA0MS0	el
alma	alma	NCFS000	alma
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
	.	Fp	.
sin	Sin	SPS00	sin
hablar	hablar	VMN0000	hablar
palabra	palabra	NCFS000	palabra
	,	Fc	,
humildes	humildes	AQ0CP0	humilde
como	como	CS	como
prisioneros	prisioneros	NCMP000	prisionero
en	en	SPS00	en
sin	sin	SPS00	sin
arma	arma	NCFS000	arma
ninguna	ninguna	DI0FS0	ninguno
	,	Fc	,
llegamos	llegamos	VMIS1P0	llegar
a	a	SPS00	a
Perpiñan	Perpiñán	NP00000	perpiñán
:	.	Fp	.
Apenas	Apenas	RG	apenas
