Alcalá	Alcalá	NP00000	alcalá
aqui	aquí	RG	aquí
estoy	estoy	VMIP1S0	estar
yo	yo	PP1CSN00	yo
para	para	SPS00	para
sa-tisfazer	satisfacer	VMN0000	satisfacer
por	por	SPS00	por
ella	ella	PP3FS000	él
y	y	CC	y
sacar	sacar	VMN0000	sacar
la	la	DA0FS0	el
cara	cara	NCFS000	cara
tambien	también	RG	también
en	en	SPS00	en
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
se	se	P00CN000	se
ofrezca	ofrezca	VMSP0S0	ofrecer
,	.	Fp	.
la	La	DA0FS0	el
carta	carta	NCFS000	carta
qe	que	PR0CN000	que
escribio	escribió	VMIS3S0	escribir
ud	usted	PP2CS000	usted
el	el	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
año	año	NCMS000	año
nuebo	nuevo	AQ0MS0	nuevo
se	sé	VMIP1S0	saber
qe	que	CS	que
le	le	PP3CSD00	le
agrabio	agravió	VMIS3S0	agraviar
a	a	SPS00	a
ud	usted	PP2CS000	usted
algunas	algunas	DI0FP0	alguno
palabras	palabras	NCFP000	palabra
y	y	CC	y
tambien	también	RG	también
a	a	SPS00	a
la	la	DA0FS0	el
Sra	señora	NP00000	señor
maria	María	NP00000	maría
	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
eso	eso	PD0NN000	eso
tomaron	tomaron	VMIS3P0	tomar
uds	ustedes	PP2CP000	usted
mucho	mucho	DI0MS0	mucho
sentimto	sentimiento	NCMS000	sentimiento
y	y	CC	y
por	por	SPS00	por
eso	eso	PD0NN000	eso
correspondieron	correspondieron	VMIS3P0	corresponder
uds	ustedes	PP2CP000	usted
carta	carta	NCFS000	carta
tan	tan	RC	tan
seca	seca	NCFS000	seca
,	,	Fc	,
pero	pero	CC	pero
perdonen	perdonen	VMSP3P0	perdonar
uds	ustedes	PP2CP000	usted
	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
mismo	mismo	AQ0MS0	mismo
tiempo	tiempo	NCMS000	tiempo
qe	que	PR0CN000	que
embio	envió	VMIS3S0	enviar
ud	usted	PP2CS000	usted
a	a	SPS00	a
decir	decir	VMN0000	decir
qe	qué	DT0CN0	qué
camino	camino	NCMS000	camino
estaba	estaba	VMII0S0	estar
ancho	ancho	NCMS000	ancho
	(	Fba	(
si	si	CS	si
queria	quería	VMII0S0	querer
yr	ir	VMN0000	ir
a	a	SPS00	a
eras	eras	NCFP000	era
qe	que	CS	que
fuese	fuese	VMSI0S0	ir
	,	Fc	,
qe	que	CS	que
ud	usted	PP2CS000	usted
no	no	RN	no
podia	podía	VMII0S0	poder
yr	ir	VMN0000	ir
,	)	Fbt	)
le	le	PP3CSD00	le
gusto	gustó	VMIS3S0	gustar
ud	usted	PP2CS000	usted
el	el	DA0MS0	el
unico	único	AQ0MS0	único
gusto	gusto	NCMS000	gusto
qe	que	CS	que
tenia	tenía	VMII0S0	tener
la	la	DA0FS0	el
Sra	señora	NP00000	señor
maria	María	NP00000	maría
	,	Fc	,
pues	pues	CS	pues
sus	sus	DP3CP0	su
glorias	glorias	NCFP000	gloria
eran	eran	VSII3P0	ser
de	de	SPS00	de
estar	estar	VMN0000	estar
con	con	SPS00	con
ud	usted	PP2CS000	usted
siquiera	siquiera	RG	siquiera
ocho	ocho	Z	8
dias	días	NCMP000	día
	.	Fp	.
ya	Ya	RG	ya
la	la	PP3FSA00	lo
di	di	VMIS1S0	dar
yo	yo	PP1CSN00	yo
para	para	SPS00	para
qe	que	CS	que
se	se	P00CN000	se
dibirtiera	divirtiera	VMSI0S0	divertir
en	en	SPS00	en
aquellos	aquellos	DD0MP0	aquel
dias	días	NCMP000	día
qe	que	PR0CN000	que
estubiera	estuviera	VMSI0S0	estar
en	en	SPS00	en
compañia	compañía	NCFS000	compañía
de	de	SPS00	de
ud	usted	PP2CS000	usted
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
tenia	tenía	VMII0S0	tener
otro	otro	DI0MS0	otro
gusto	gusto	NCMS000	gusto
mas	más	RC	más
qe	que	CS	que
este	éste	PD0MS000	este
de	de	SPS00	de
estar	estar	VMN0000	estar
al	al	SPS00+DA0MS0	a+el
lado	lado	NCMS000	lado
de	de	SPS00	de
ud	usted	PP2CS000	usted
y	y	CC	y
tambien	también	RG	también
de	de	SPS00	de
la	la	DA0FS0	el
Sra	señora	NP00000	señor
maria	María	NP00000	maría
	,	Fc	,
para	para	SPS00	para
qe	que	CS	que
saliera	saliera	VMSI0S0	salir
siquiera	siquiera	RG	siquiera
unos	unos	DI0MP0	uno
dias	días	NCMP000	día
de	de	SPS00	de
aquella	aquella	DD0FS0	aquel
jente	gente	NCFS000	gente
en	en	SPS00	en
qe	que	CS	que
esta	está	VMIP3S0	estar
metida	metida	VMP00SF	meter
	.	Fp	.
yo	Yo	PP1CSN00	yo
he	he	VAIP1S0	haber
llorado	llorado	VMP0000	llorar
su	su	DP3CS0	su
boda	boda	NCFS000	boda
de	de	SPS00	de
ella	ella	PP3FS000	él
y	y	CC	y
me	me	PP1CS000	me
pesa	pesa	VMIP3S0	pesar
mucho	mucho	RQ	mucho
de	de	SPS00	de
haberla	haberla	VAN0000+PP3FSA00	haber+lo
conozido	conocido	VMP0000	conocer
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
ud	usted	PP2CS000	usted
no	no	RN	no
se	se	P00CN000	se
crea	crea	VMSP0S0	creer
tan	tan	RC	tan
presto	presto	RG	presto
de	de	SPS00	de
ombres	hombres	NCMP000	hombre
qe	que	PR0CN000	que
parezen	parecen	VMIP3P0	parecer
santos	santos	NCMP000	santo
y	y	CC	y
luego	luego	RG	luego
parezen	parecen	VMIP3P0	parecer
diablos	diablos	NCMP000	diablo
	.	Fp	.
yo	Yo	PP1CSN00	yo
la	la	PP3FSA00	lo
hallo	hallo	VMIP1S0	hallar
muchacha	muchacha	NCFS000	muchacho
de	de	SPS00	de
mucha	mucha	DI0FS0	mucho
capazidad	capacidad	NCFS000	capacidad
y	y	CC	y
muy	muy	RQ	muy
prudente	prudente	AQ0CS0	prudente
	.	Fp	.
y	Y	CC	y
al	al	SPS00+DA0MS0	a+el
mismo	mismo	AQ0MS0	mismo
tiempo	tiempo	NCMS000	tiempo
la	la	PP3FSA00	lo
hallo	hallo	VMIP1S0	hallar
muy	muy	RQ	muy
costante	constante	AQ0CS0	constante
en	en	SPS00	en
su	su	DP3CS0	su
matrimonio	matrimonio	NCMS000	matrimonio
	,	Fc	,
de	de	SPS00	de
estar	estar	VMN0000	estar
muy	muy	RQ	muy
umilde	humilde	AQ0CS0	humilde
y	y	CC	y
abatida	abatida	VMP00SF	abatir
llorando	llorando	VMG0000	llorar
muy	muy	RQ	muy
amargamente	amargamente	RG	amargamente
la	la	DA0FS0	el
perdida	pérdida	NCFS000	pérdida
qe	que	PR0CN000	que
yba	iba	VMII0S0	ir
teniendo	teniendo	VMG0000	tener
por	por	SPS00	por
no	no	RN	no
tener	tener	VMN0000	tener
mucha	mucha	DI0FS0	mucho
paciencia	paciencia	NCFS000	paciencia
	.	Fp	.
y	Y	CC	y
se	se	P00CN000	se
agarro	agarró	VMIS3S0	agarrar
a	a	SPS00	a
la	la	DA0FS0	el
umildad	humildad	NCFS000	humildad
y	y	CC	y
a	a	SPS00	a
la	la	DA0FS0	el
cruz	cruz	NCFS000	cruz
de	de	SPS00	de
Jesuschristo	Jesucristo	NP00000	jesucristo
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
ese	ese	DD0MS0	ese
punto	punto	NCMS000	punto
el	el	DA0MS0	el
unico	único	AQ0MS0	único
fabor	favor	NCMS000	favor
qe	que	PR0CN000	que
debe	debe	VMIP3S0	deber
al	al	SPS00+DA0MS0	a+el
marido	marido	NCMS000	marido
y	y	CC	y
gusto	gusto	NCMS000	gusto
qe	que	PR0CN000	que
le	le	PP3CSD00	le
pidio	pidió	VMIS3S0	pedir
era	era	VSII0S0	ser
el	el	DA0MS0	el
qe	que	CS	que
la	la	PP3FSA00	lo
dejara	dejara	VMSI0S0	dejar
en	en	SPS00	en
la	la	DA0FS0	el
casa	casa	NCFS000	casa
de	de	SPS00	de
ud	usted	PP2CS000	usted
estar	estar	VMN0000	estar
de	de	SPS00	de
noche	noche	NCFS000	noche
sola	sola	AQ0FS0	solo
cumpliendo	cumpliendo	VMG0000	cumplir
con	con	SPS00	con
su	su	DP3CS0	su
obligacion	obligación	NCFS000	obligación
	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
mismo	mismo	AQ0MS0	mismo
tiempo	tiempo	NCMS000	tiempo
como	como	CS	como
Dios	Dios	NP00000	dios
la	la	PP3FSA00	lo
manda	manda	VMIP3S0	mandar
y	y	CC	y
le	le	PP3CSD00	le
han	han	VAIP3P0	haber
dho	dicho	VMP0000	decir
a	a	SPS00	a
ud	usted	PP2CS000	usted
qe	que	CS	que
lo	lo	PP3CNA00	lo
hare	haré	VMIF1S0	hacer
mal	mal	RG	mal
con	con	SPS00	con
el	el	DA0MS0	el
marido	marido	NCMS000	marido
y	y	CC	y
sus	sus	DP3CP0	su
yjos	hijos	NCMP000	hijo
es	es	VSIP3S0	ser
engaño	engaño	NCMS000	engaño
manifiesto	manifiesto	NCMS000	manifiesto
a	a	SPS00	a
la	la	DA0FS0	el
voz	voz	NCFS000	voz
del	del	SPS00+DA0MS0	de+el
Pueblo	pueblo	NCMS000	pueblo
	.	Fp	.
se	Se	P00CN000	se
puede	puede	VMIP3S0	poder
dezir	decir	VMN0000	decir
como	como	CS	como
no	no	RN	no
ai	hay	VMIP3S0	haber
nada	nada	PI0NN00N	nada
de	de	SPS00	de
eso	eso	PD0NN000	eso
	.	Fp	.
y	Y	CC	y
aora	ahora	RG	ahora
es	es	VSIP3S0	ser
qe	que	CS	que
ha	ha	VAIP3S0	haber
dho	dicho	VMP0000	decir
ud	usted	PP2CS000	usted
que	que	CS	que
en	en	SPS00	en
yendo	yendo	VMG0000	ir
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
qe	que	CS	que
la	la	PP3FSA00	lo
echara	echará	VMIF3S0	echar
ud	usted	PP2CS000	usted
de	de	SPS00	de
un	un	DI0MS0	uno
brazo	brazo	NCMS000	brazo
a	a	SPS00	a
la	la	DA0FS0	el
calle	calle	NCFS000	calle
,	.	Fp	.
no	No	RN	no
ara	hará	VMIF3S0	hacer
ud	usted	PP2CS000	usted
eso	eso	PD0NN000	eso
	,	Fc	,
qe	que	CS	que
la	la	PP3FSA00	lo
a	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
a	a	SPS00	a
ud	usted	PP2CS000	usted
mucho	mucho	DI0MS0	mucho
quidado	cuidado	NCMS000	cuidado
de	de	SPS00	de
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	.	Fp	.
y	Y	CC	y
muchas	muchas	DI0FP0	mucho
vezes	veces	NCFP000	vez
muchos	muchos	DI0MP0	mucho
ombres	hombres	NCMP000	hombre
quieren	quieren	VMIP3P0	querer
comer	comer	VMN0000	comer
y	y	CC	y
vever	beber	VMN0000	beber
sin	sin	SPS00	sin
cortarles	cortarles	VMN0000+PP3CPD00	cortar+le
	,	Fc	,
sea	sea	VSSP0S0	ser
de	de	SPS00	de
donde	donde	PA000000	donde
sea	sea	VSSP0S0	ser
	.	Fc	,
y	Y	CC	y
como	como	CS	como
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Maria	María	NP00000	maría
es	es	VSIP3S0	ser
tan	tan	RC	tan
fiel	fiel	AQ0CS0	fiel
	,	Fc	,
por	por	SPS00	por
eso	eso	PD0NN000	eso
a	ha	VAIP3S0	haber
bido	habido	VMP0000	haber
alguna	alguna	DI0FS0	alguno
diferencia	diferencia	NCFS000	diferencia
	.	Fp	.
ya	Ya	RG	ya
me	me	PP1CS000	me
puede	puede	VMIP3S0	poder
entender	entender	VMN0000	entender
ud	usted	PP2CS000	usted
	.	Fp	.
no	No	RN	no
quiero	quiero	VMIP1S0	querer
ablar	hablar	VMN0000	hablar
mas	más	RC	más
claro	claro	RG	claro
	:	Fd	:
al	al	SPS00+DA0MS0	a+el
buen	buen	AQ0MS0	bueno
entendedor	entendedor	NCMS000	entendedor
con	con	SPS00	con
pocas	pocas	DI0FP0	poco
palabras	palabras	NCFP000	palabra
vasta	basta	VMIP3S0	bastar
,	.	Fp	.
esta	Esta	DD0FS0	este
carta	carta	NCFS000	carta
la	la	PP3FSA00	lo
escribo	escribo	VMIP1S0	escribir
yo	yo	PP1CSN00	yo
sin	sin	SPS00	sin
qe	que	CS	que
lo	lo	PP3CNA00	lo
sepa	sepa	VMSP0S0	saber
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Maria	María	NP00000	maría
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
encargo	encargo	VMIP1S0	encargar
a	a	SPS00	a
ud	usted	PP2CS000	usted
qe	que	CS	que
no	no	RN	no
la	la	PP3FSA00	lo
diga	diga	VMSP0S0	decir
nada	nada	PI0NN00N	nada
a	a	SPS00	a
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Maria	María	NP00000	maría
	,	Fc	,
para	para	SPS00	para
qe	que	CS	que
no	no	RN	no
sepa	sepa	VMSP0S0	saber
qe	que	CS	que
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
he	he	VAIP1S0	haber
dado	dado	VMP0000	dar
a	a	SPS00	a
ud	usted	PP2CS000	usted
rrespuesta	respuesta	NCFS000	respuesta
ninguna	ninguna	DI0FS0	ninguno
	;	Fx	;
ni	ni	CC	ni
tampoco	tampoco	RG	tampoco
qe	que	CS	que
la	la	PP3FSA00	lo
lea	lea	VMSP0S0	leer
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
	,	Fc	,
qe	que	CS	que
yo	yo	PP1CSN00	yo
de	de	SPS00	de
mi	mí	PP1CSO00	mí
no	no	RN	no
le	le	PP3CSD00	le
dire	diré	VMIF1S0	decir
nada	nada	RQ	nada
	.	Fp	.
i	Y	CC	y
aora	ahora	RG	ahora
le	le	PP3CSD00	le
digo	digo	VMIP1S0	decir
a	a	SPS00	a
ud	usted	PP2CS000	usted
qe	que	CS	que
el	el	DA0MS0	el
dia	Día	NCMS000	día
de	de	SPS00	de
la	la	DA0FS0	el
encarnacion	Encarnación	NP00000	encarnación
se	se	P00CN000	se
halla	halla	VMIP3S0	hallar
en	en	SPS00	en
exercicios	ejercicios	NCMP000	ejercicio
para	para	SPS00	para
cumplir	cumplir	VMN0000	cumplir
aquel	aquel	DD0MS0	aquel
dia	día	NCMS000	día
una	una	DI0FS0	uno
probanza	probanza	NCFS000	probanza
muy	muy	RQ	muy
guapa	guapa	AQ0FS0	guapo
	,	Fc	,
para	para	SPS00	para
qe	que	CS	que
salga	salga	VMSP0S0	salir
con	con	SPS00	con
bitoria	victoria	NCFS000	victoria
	.	Fp	.
qe	Que	CS	que
si	si	CS	si
sale	sale	VMIP3S0	salir
de	de	SPS00	de
esa	ésa	PD0FS000	ese
	,	Fc	,
dihoso	dichoso	AQ0MS0	dichoso
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
llamar	llamar	VMN0000	llamar
	.	Fp	.
y	E	CC	y
yra	irá	VMIF3S0	ir
ud	usted	PP2CS000	usted
en	en	SPS00	en
yendo	yendo	VMG0000	ir
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	CS	ca
con	con	SPS00	con
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Maria	María	NP00000	maría
a	a	SPS00	a
toledo	Toledo	NP00000	toledo
	,	Fc	,
y	y	CC	y
tambien	también	RG	también
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Ysidra	Isidra	NP00000	isidra
	,	Fc	,
y	y	CC	y
l	la	PP3FSA00	lo
acompañaran	acompañarán	VMIF3P0	acompañar
uds	ustedes	PP2CP000	usted
de	de	SPS00	de
toledo	Toledo	NP00000	toledo
	.	Fp	.
y	Y	CC	y
despues	después	RG	después
se	se	P00CN000	se
bendra	vendrá	VMIF3S0	venir
ud	usted	PP2CS000	usted
y	y	CC	y
su	su	DP3CS0	su
cuñado	cuñado	NCMS000	cuñado
	,	Fc	,
y	y	CC	y
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Maria	María	NP00000	maría
se	se	P00CN000	se
quedara	quedará	VMIF3S0	quedar
en	en	SPS00	en
toledo	Toledo	NP00000	toledo
	.	Fp	.
y	Y	CC	y
entonces	entonces	RG	entonces
bere	veré	VMIF1S0	ver
yo	yo	PP1CSN00	yo
a	a	SPS00	a
donde	dónde	PA000000	dónde
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
poner	poner	VMN0000	poner
y	y	CC	y
se	se	P00CN000	se
quitara	quitará	VMIF3S0	quitar
de	de	SPS00	de
pasar	pasar	VMN0000	pasar
tantos	tantos	DI0MP0	tanto
trabajos	trabajos	NCMP000	trabajo
	.	Fp	.
y	Y	CC	y
la	la	PP3FSA00	lo
llorara	llorará	VMIF3S0	llorar
ud	usted	PP2CS000	usted
mas	más	RC	más
de	de	SPS00	de
quatro	cuatro	Z	4
veces	veces	NCFP000	vez
	.	Fp	.
ya	Ya	RG	ya
le	le	PP3CSD00	le
dejara	dejará	VMIF3S0	dejar
a	a	SPS00	a
ud	usted	PP2CS000	usted
su	su	DP3CS0	su
casa	casa	NCFS000	casa
bien	bien	RG	bien
enficionada	inficionada	VMP00SF	inficionar
y	y	CC	y
cosas	cosas	NCFP000	cosa
	,	Fc	,
para	para	SPS00	para
qe	que	CS	que
ud	usted	PP2CS000	usted
se	se	P00CN000	se
acuerde	acuerde	VMSP0S0	acordar
de	de	SPS00	de
ella	ella	PP3FS000	él
aunqe	aunque	CS	aunque
biba	viva	VMSP0S0	vivir
ud	usted	PP2CS000	usted
cien	cien	Z	100
años	años	NCMP000	año
	.	Fp	.
yo	Yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
muy	muy	RQ	muy
agradecida	agradecida	VMP00SF	agradecer
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
ud	usted	PP2CS000	usted
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
por	por	SPS00	por
ella	ella	PP3FS000	él
y	y	CC	y
tambien	también	RG	también
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
he	he	VAIP1S0	haber
echo	hecho	VMP0000	hacer
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Maria	María	NP00000	maría
y	y	CC	y
el	el	DA0MS0	el
Sr	señor	NP00000	señor
Franco	Francisco	NP00000	francisco
	.	Fp	.
tantos	Tantos	DI0MP0	tanto
bocados	bocados	NCMP000	bocado
de	de	SPS00	de
pan	pan	NCMS000	pan
como	como	CS	como
han	han	VAIP3P0	haber
dado	dado	VMP0000	dar
	,	Fc	,
tantos	tantos	DI0MP0	tanto
anjeles	ángeles	NCMP000	ángel
tengan	tengan	VMSP3P0	tener
a	a	SPS00	a
su	su	DP3CS0	su
lado	lado	NCMS000	lado
	.	Fp	.
ud	Usted	PP2CS000	usted
no	no	RN	no
me	me	PP1CS000	me
embie	envíe	VMSP0S0	enviar
rrespuesta	respuesta	NCFS000	respuesta
de	de	SPS00	de
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
	,	Fc	,
qe	que	CS	que
quando	cuando	PA000000	cuando
estemos	estemos	VMSP1P0	estar
juntas	juntas	AQ0FP0	junto
ablaremos	hablaremos	VMIF1P0	hablar
despacio	despacio	RG	despacio
	.	Fp	.
porqe	Porque	CS	porque
yo	yo	PP1CSN00	yo
se	sé	VMIP1S0	saber
qe	que	CS	que
es	es	VSIP3S0	ser
ud	usted	PP2CS000	usted
una	una	DI0FS0	uno
mujer	mujer	NCFS000	mujer
muy	muy	RQ	muy
guapa	guapa	AQ0FS0	guapo
	,	Fc	,
y	y	CC	y
mujer	mujer	NCFS000	mujer
de	de	SPS00	de
muchas	muchas	DI0FP0	mucho
prendas	prendas	NCFP000	prenda
	,	Fc	,
y	y	CC	y
mujer	mujer	NCFS000	mujer
muy	muy	RQ	muy
caritativa	caritativa	AQ0FS0	caritativo
	.	Fp	.
dara	Dará	VMIF3S0	dar
ud	usted	PP2CS000	usted
mema	memoria	NCFS000	memoria
a	a	SPS00	a
la	la	DA0FS0	el
Sra	señora	NP00000	señor
maria	María	NP00000	maría
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
Sr	señor	NP00000	señor
Franco	Francisco	NP00000	francisco
y	y	CC	y
ud	usted	PP2CS000	usted
las	las	PP3FPA00	lo
tomara	tomará	VMIF3S0	tomar
a	a	SPS00	a
medida	medida	NCFS000	medida
de	de	SPS00	de
su	su	DP3CS0	su
deseo	deseo	NCMS000	deseo
.	.	Fp	.
Sta	Santa	NP00000	santo
Rosa	Rosa	NP00000	rosa
de	de	SPS00	de
Jesus	Jesús	NP00000	jesús
	,	Fc	,
religiosa	religiosa	NCFS000	religioso
en	en	SPS00	en
las	las	DA0FP0	el
monjas	monjas	NCFP000	monja
franciscas	franciscas	AQ0FP0	francisco
	,	Fc	,
en	en	SPS00	en
toledo	Toledo	NP00000	toledo
	.	Fp	.
mema	Memoria	NCFS000	memoria
a	a	SPS00	a
la	la	DA0FS0	el
Sra	señora	NP00000	señor
dña	doña	NP00000	don
Ana	Ana	NP00000	ana
Pobeda	Pobeda	NP00000	pobeda
Buda	Buda	NP00000	buda
y	y	CC	y
de	de	SPS00	de
Manuela	Manuela	NP00000	manuela
Martines	Martínez	NP00000	martínez
	.	Fp	.
