Mui	Muy	RQ	muy
fetidas	fétidas	AQ0FP0	fétido
,	;	Fx	;
y	y	CC	y
las	las	PP3FPA00	lo
apunta	apunta	VMIP3S0	apuntar
Maroxa	Maroja	NP00000	maroja
,	,	Fc	,
Marcos	Marcos	NP00000	marcos
Gatinaria	Gatinaria	NP00000	gatinaria
,	...	Fs	...
y	y	CC	y
Riberio	Riberio	NP00000	riberio
la	la	DA0FS0	el
Receta	receta	NCFS000	receta
en	en	SPS00	en
afeccion	afección	NCFS000	afección
histerica	histérica	AQ0FS0	histérico
no	no	RN	no
solo	sólo	RG	sólo
para	para	SPS00	para
purgar	purgar	VMN0000	purgar
fuera	fuera	RG	fuera
de	de	SPS00	de
los	los	DA0MP0	el
insultos	insultos	NCMP000	insulto
histericos	histéricos	AQ0MP0	histérico
,	,	Fc	,
sino	sino	CC	sino
es	es	VSIP3S0	ser
también	también	RG	también
dentro	dentro	RG	dentro
de	de	SPS00	de
la	la	DA0FS0	el
aczesion	accesión	NCFS000	accesión
.	.	Fp	.
Gatinaria	Gatinaria	NP00000	gatinaria
y	y	CC	y
Arnaldo	Arnaldo	NP00000	arnaldo
	,	Fc	,
si	si	CS	si
no	no	RN	no
me	me	PP1CS000	me
engaño	engaño	VMIP1S0	engañar
)	,	Fbt	)
las	las	PP3FPA00	lo
mezclan	mezclan	VMIP3P0	mezclar
Con	con	SPS00	con
las	las	DA0FP0	el
Coquias	coquias	NCFP000	coquia
,	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
Riberio	Riberio	NP00000	riberio
añade	añade	VMIP3S0	añadir
el	el	DA0MS0	el
Castoreo	castóreo	NCMS000	castóreo
;	.	Fp	.
despues	Después	RG	después
del	del	SPS00+DA0MS0	de+el
uso	uso	NCMS000	uso
del	del	SPS00+DA0MS0	de+el
Purgante	purgante	NCMS000	purgante
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
Usar	usar	VMN0000	usar
del	del	SPS00+DA0MS0	de+el
Vaño	baño	NCMS000	baño
y	y	CC	y
de	de	SPS00	de
la	la	DA0FS0	el
untura	untura	NCFS000	untura
del	del	SPS00+DA0MS0	de+el
Ganso	ganso	NCMS000	ganso
preparado	preparado	VMP00SM	preparar
,	,	Fc	,
Como	como	CS	como
enseña	enseña	VMIP3S0	enseñar
Lazaro	Lázaro	NP00000	lázaro
Ri-berio	Riberio	NP00000	riberio
.	,	Fc	,
Curvo	Curvo	NP00000	curvo
.	,	Fc	,
Gatinaria	Gatinaria	NP00000	gatinaria
y	y	CC	y
Maroxa	Maroja	NP00000	maroja
y	y	CC	y
otros	otros	PI0MP000	otro
,	.	Fp	.
y	Y	CC	y
Juntamente	juntamente	RG	juntamente
son	son	VSIP3P0	ser
del	del	SPS00+DA0MS0	de+el
intento	intento	NCMS000	intento
otros	otros	DI0MP0	otro
Unguentos	ungüentos	NCMP000	ungüento
que	que	PR0CN000	que
dibersos	diversos	AQ0MP0	diverso
Autores	autores	NCMP000	autor
Recetan	recetan	VMIP3P0	recetar
.	.	Fp	.
Arnaldo	Arnaldo	NP00000	arnaldo
alava	alaba	VMIP3S0	alabar
el	el	DA0MS0	el
saumerio	sahumerio	NCMS000	sahumerio
del	del	SPS00+DA0MS0	de+el
Ligno	ligno	SPS00+DA0MS0	de+el
aloes	aloes	SPS00+DA0MS0	de+el
,	,	Fc	,
encendido	encendido	VMP00SM	encender
y	y	CC	y
apagado	apagado	VMP00SM	apagar
en	en	SPS00	en
Aceite	aceite	NCMS000	aceite
,	,	Fc	,
y	y	CC	y
aquel	aquel	DD0MS0	aquel
Umo	humo	NCMS000	humo
	,	Fc	,
Recivido	recibido	VMP00SM	recibir
por	por	SPS00	por
las	las	DA0FP0	el
Narizes	narices	NCFP000	nariz
	,	Fc	,
Conforta	conforta	VMIP3S0	confortar
el	el	DA0MS0	el
zerevro	cerebro	NCMS000	cerebro
y	y	CC	y
el	el	DA0MS0	el
principio	principio	NCMS000	principio
de	de	SPS00	de
los	los	DA0MP0	el
Nervios	nervios	NCMP000	nervio
.	.	Fp	.
El	Él	PP3MS000	él
mismo	mismo	AQ0MS0	mismo
alava	alaba	VMIP3S0	alabar
la	la	DA0FS0	el
salvia	salvia	NCFS000	salvia
Comida	comida	VMP00SF	comer
en	en	SPS00	en
Guevos	huevos	NCMP000	huevo
y	y	CC	y
el	el	DA0MS0	el
Cocimiento	cocimiento	NCMS000	cocimiento
d	de	SPS00	de
ella	ella	PP3FS000	él
Con	con	SPS00	con
Vino	vino	NCMS000	vino
sirve	sirve	VMIP3S0	servir
para	para	SPS00	para
fomentar	fomentar	VMN0000	fomentar
las	las	DA0FP0	el
partes	partes	NCFP000	parte
Convulsas	convulsas	AQ0FP0	convulso
;	,	Fc	,
y	y	CC	y
otros	otros	DI0MP0	otro
muchos	muchos	DI0MP0	mucho
Remedios	remedios	NCMP000	remedio
,	,	Fc	,
que	que	PR0CN000	que
por	por	SPS00	por
evitar	evitar	VMN0000	evitar
la	la	DA0FS0	el
prolixidad	prolijidad	NCFS000	prolijidad
omito	omito	VMIP1S0	omitir
.	.	Fp	.
Gatinaria	Gatinaria	NP00000	gatinaria
trae	trae	VMIP3S0	traer
el	el	DA0MS0	el
Aceite	aceite	NCMS000	aceite
Bulpino	vulpino	AQ0MS0	vulpino
,	,	Fc	,
el	el	DA0MS0	el
Unguento	ungüento	NCMS000	ungüento
de	de	SPS00	de
bdelio	bedelio	NCMS000	bedelio
,	...	Fs	...
y	y	CC	y
dize	dice	VMIP3S0	decir
que	que	CS	que
es	es	VSIP3S0	ser
de	de	SPS00	de
su	su	DP3CS0	su
Maestro	maestro	NP00000	maestro
Geringueli	Gueringueli	NP00000	gueringueli
y	y	CC	y
es	es	VSIP3S0	ser
mui	muy	RQ	muy
eficaz	eficaz	AQ0CS0	eficaz
.	.	Fp	.
Maroxa	Maroja	NP00000	maroja
alava	alaba	VMIP3S0	alabar
los	los	DA0MP0	el
Vinazeos	vináceos	NCMP000	vináceo
,	.	Fp	.
En	En	SPS00	en
fin	fin	NCMS000	fin
,	,	Fc	,
para	para	SPS00	para
proseguir	proseguir	VMN0000	proseguir
solo	sólo	RG	sólo
se	se	P00CN000	se
espera	espera	VMIP3S0	esperar
su	su	DP3CS0	su
direccion	dirección	NCFS000	dirección
	.	Fp	.
Vale	Vale	Fp	.
et	et	Fp	.
iuve	iube	Fp	.
	.	Fp	.
esto	Esto	PD0NN000	esto
siento	siento	VMIP1S0	sentir
	,	Fc	,
salvo	salvo	Fc	,
semper	semper	Fc	,
Meliori	meliori	Fc	,
,	.	Fp	.
Minaia	Minaya	NP00000	minaya
	,	Fc	,
22	22	Z	22
de	de	SPS00	de
septiembre	septiembre	NCMS000	septiembre
de	de	SPS00	de
1752	1752	Z	1752
.	.	Fp	.
En	En	SPS00	en
Orden	orden	NCMS000	orden
a	a	SPS00	a
la	la	DA0FS0	el
otra	otra	DI0FS0	otro
enferma	enferma	NCFS000	enfermo
	,	Fc	,
Geronima	Jerónima	NP00000	jerónima
Almagro	Almagro	NP00000	almagro
	,	Fc	,
su	su	DP3CS0	su
hera	hermana	NCFS000	hermano
	,	Fc	,
se	se	P00CN000	se
mantiene	mantiene	VMIP3S0	mantener
Con	con	SPS00	con
su	su	DP3CS0	su
fiebre	fiebre	NCFS000	fiebre
accesional	accesional	AQ0CS0	accesional
	,	Fc	,
Con	con	SPS00	con
su	su	DP3CS0	su
Complicado	complicado	NCMS000	complicado
de	de	SPS00	de
lombrizes	lombrices	NCFP000	lombriz
,	...	Fs	...
a	Ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
el	el	DA0MS0	el
Agua	agua	NCCS000	agua
Mercurial	mercurial	AQ0CS0	mercurial
,	;	Fx	;
las	las	DA0FP0	el
pildoras	píldoras	NCFP000	píldora
familiares	familiares	AQ0CP0	familiar
no	no	RN	no
las	las	PP3FPA00	lo
a	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
,	.	Fp	.
a	A	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
pareze	parece	VMIP3S0	parecer
que	que	CS	que
esa	esa	DD0FS0	ese
enferma	enferma	NCFS000	enfermo
debia	debía	VMII0S0	deber
tomar	tomar	VMN0000	tomar
los	los	DA0MP0	el
Calibeados	calibeados	NCMP000	calibeado
y	y	CC	y
los	los	DA0MP0	el
polvos	polvos	NCMP000	polvo
Nucinos	nucinos	AQ0MP0	nucino
de	de	SPS00	de
Amato	Amato	NP00000	amato
Lusitano	Lusitano	NP00000	lusitano
y	y	CC	y
	,	Fc	,
Como	como	CS	como
apunta	apunta	VMIP3S0	apuntar
Loeches	Loeches	NP00000	loeches
	,	Fc	,
mezClandoles	mezclándoles	VMG0000+PP3CPD00	mezclar+le
el	el	DA0MS0	el
eptiope	etíope	AQ0CS0	etíope
Mineral	mineral	NCMS000	mineral
;	.	Fp	.
diga	Diga	VMSP0S0	decir
Vmd	VM	NP00000	VM
lo	lo	DA0NS0	el
que	que	PR0CN000	que
siente	siente	VMIP3S0	sentir
.	.	Fp	.
Servidor	Servidor	NCMS000	servidor
de	de	SPS00	de
Vmd	VM	NP00000	VM
ex	ex	NP00000	VM
Corde	corde	NP00000	VM
	,	Fc	,
Dr	doctor	NP00000	doctor
Vicente	Vicente	NP00000	vicente
Señor	Señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
Bautista	Bautista	NP00000	bautista
Bataller	Bataller	NP00000	bataller
	.	Fp	.
