Muy	Muy	RQ	muy
porte	porte	NCMS000	porte
para	para	SPS00	para
que	que	CS	que
por	por	SPS00	por
esta	ésta	PD0FS000	este
se	se	P00CN000	se
sirviese	sirviese	VMSI0S0	servir
Vm	VM	NP00000	VM
mandarles	mandarles	VMN0000+PP3CPD00	mandar+le
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
tres	tres	Z	3
Rs	reales	NCMP000	real
y	y	CC	y
tres	tres	Z	3
quartillos	cuartillos	NCMP000	cuartillo
de	de	SPS00	de
Vellon	vellón	NCMS000	vellón
por	por	SPS00	por
cada	cada	DI0CN0	cada
una	una	DI0FS0	uno
arrova	arroba	NCFS000	arroba
de	de	SPS00	de
porte	porte	NCMS000	porte
;	.	Fp	.
Estimare	Estimaré	VMIF1S0	estimar
a	a	SPS00	a
Vm	VM	NP00000	VM
qe	que	CS	que
	,	Fc	,
luego	luego	RG	luego
que	que	CS	que
tome	tome	VMSP0S0	tomar
la	la	DA0FS0	el
razon	razón	NCFS000	razón
ese	ese	DD0MS0	ese
administrador	administrador	NCMS000	administrador
de	de	SPS00	de
Lanas	lanas	NCFP000	lana
	,	Fc	,
me	me	PP1CS000	me
remita	remita	VMSP0S0	remitir
la	la	DA0FS0	el
guia	guía	NCFS000	guía
	,	Fc	,
la	la	DA0FS0	el
que	que	PR0CN000	que
aqui	aquí	RG	aquí
no	no	RN	no
quiso	quiso	VMIS3S0	querer
darla	darla	VMN0000+PP3FSA00	dar+lo
asta	hasta	SPS00	hasta
que	que	CS	que
el	el	DA0MS0	el
sor	señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
me	me	PP1CS000	me
remitio	remitió	VMIS3S0	remitir
carta	carta	NCFS000	carta
de	de	SPS00	de
los	los	DA0MP0	el
ssres	señores	NCMP000	señor
Directores	directores	NCMP000	director
para	para	SPS00	para
este	este	DD0MS0	este
efecto	efecto	NCMS000	efecto
	.	Fp	.
En	En	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
las	las	DA0FP0	el
20	20	Z	20
f	fanegas	NCFP000	fanega
de	de	SPS00	de
Lana	lana	NCFS000	lana
que	que	PR0CN000	que
estan	están	VMIP3P0	estar
existentes	existentes	AQ0CP0	existente
en	en	SPS00	en
las	las	DA0FP0	el
sierras	sierras	NCFP000	sierra
de	de	SPS00	de
Avila	Ávila	NP00000	ávila
desde	desde	SPS00	desde
el	el	DA0MS0	el
Año	año	NCMS000	año
de	de	SPS00	de
53	53	Z	53
	,	Fc	,
no	no	RN	no
acavo	acabó	VMIS3S0	acabar
de	de	SPS00	de
resolver	resolver	VMN0000	resolver
el	el	DA0MS0	el
sor	señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
de	de	SPS00	de
decirme	decirme	VMN0000+PP1CS000	decir+me
si	si	CSI	si
deve	debe	VMIP3S0	deber
o	o	CC	o
no	no	RN	no
70	70	Z	70
rrs	reales	NCMP000	real
que	que	PR0CN000	que
se	se	P00CN000	se
le	le	PP3CSD00	le
deven	deben	VMIP3P0	deber
al	al	SPS00+DA0MS0	a+el
Arzipreste	arcipreste	NCMS000	arcipreste
de	de	SPS00	de
Vonilla	Bonilla	NP00000	bonilla
,	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
este	este	DD0MS0	este
dia	día	NCMS000	día
no	no	RN	no
las	las	PP3FPA00	lo
entregara	entregará	VMIF3S0	entregar
asta	hasta	SPS00	hasta
tanto	tanto	RG	tanto
que	que	CS	que
se	se	P00CN000	se
le	le	PP3CSD00	le
pague	pague	VMSP0S0	pagar
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
este	este	DD0MS0	este
supuesto	supuesto	VMP00SM	suponer
tampoco	tampoco	RG	tampoco
me	me	PP1CS000	me
determino	determino	VMIP1S0	determinar
ajustar	ajustar	VMN0000	ajustar
carros	carros	NCMP000	carro
para	para	SPS00	para
Inbiar	enviar	VMN0000	enviar
por	por	SPS00	por
ellas	ellas	PP3FP000	ellos
	,	Fc	,
pues	pues	CS	pues
fuera	fuera	VSSI0S0	ser
exponerme	exponerme	VMN0000+PP1CS000	exponer+me
a	a	SPS00	a
tener	tener	VMN0000	tener
que	que	CS	que
pagar	pagar	VMN0000	pagar
los	los	DA0MP0	el
portes	portes	NCMP000	porte
viniendose	viniéndose	VMG0000+P00CN000	venir+se
de	de	SPS00	de
vacio	vacío	AQ0MS0	vacío
	.	Fp	.
Quedo	Quedo	VMIP1S0	quedar
a	a	SPS00	a
la	la	DA0FS0	el
obba	obediencia	NCFS000	obediencia
de	de	SPS00	de
vm	VM	NP00000	VM
y	y	CC	y
ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
nro	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
ge	guarde	VMSP0S0	guardar
su	su	DP3CS0	su
vida	vida	NCFS000	vida
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Sega	Segovia	NP00000	segovia
	,	Fc	,
y	y	CC	y
8re	octubre	NCMS000	octubre
22	22	Z	22
de	de	SPS00	de
1755	1755	Z	1755
.	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
m	manos	NCFP000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
servor	servidor	NCMS000	servidor
	,	Fc	,
Manuel	Manuel	NP00000	manuel
de	de	SPS00	de
la	la	DA0FS0	el
Barzia	Barcía	NP00000	Barcía
SSr	Señor	NP00000	señor
Dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
thome	Tomé	NP00000	tomé
Gonzs	González	NP00000	gonzález
	.	Fp	.
