Jhus	Jesus	NP00000	jesus
esperaca	esperança	NCFS000	esperança
de	de	SPS00	de
ser	ser	VSN0000	ser
socorida	socorrida	NCFS000	socorrida
cõ	com	SPS00	com
piadade	piedade	NCFS000	piedade
cõmo	como	CS	como
das	das	SPS00+DA0FP0	de+o
pesoas	pessoas	NCFP000	pessoa
tã	tão	RC	tão
quato	quanto	CS	quanto
liquas	ricas	RG	ricas
se	se	CS	se
espera	espera	VMIP3S0	esperar
	.	Fp	.
//	//	Fc	//
o	O	DA0MS0	o
portador	portador	NCMS000	portador
desta	desta	SPS00+DD0FS0	de+este
he	é	VSIP3S0	ser
meu	meu	DP1MSS	meu
tio	tio	NCMS000	tio
leã	Leão	NP00000	leão
sardinha	Sardinha	NP00000	sardinha
	,	Fc	,
q	que	CS	que
vai	vai	VMIP3S0	ir
acabar	acabar	VMN0000	acabar
suas	suas	DP3FP0	seu
contas	contas	NCFP000	conta
	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
nã	não	RN	não
fez	fez	VMIS3S0	fazer
	,	Fc	,
ate	até	SPS00	até
este	este	DD0MS0	este
prezente	presente	NCMS000	presente
	,	Fc	,
por	por	SPS00	por
eu	eu	PP1CSN00	eu
nã	não	RN	não
ter	ter	VMN0000	ter
requado	recado	NCMS000	recado
de	de	SPS00	de
despachado	despachado	VMP00SM	despachar
o	o	DA0MS0	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
divia	devia	VMII0S0	dever
	.	Fp	.
beijarei	Beijarei	VMIF1S0	beijar
de	de	SPS00	de
vosa	Vossa	NP00000	vossa
merce	Mercê	NP00000	mercê
nele	nele	SPS00+PP3MS000	em+ele
cobrar mi	cobrar-me	SPS00+PP3MS000	em+ele
neguocios	negócios	NCMP000	negócio
cõ	com	SPS00	com
favor	favor	NCMS000	favor
e	e	CC	e
vontade	vontade	NCFS000	vontade
merce	mercê	NCFS000	mercê
	,	Fc	,
porq	porque	CS	porque
ei	hei	VMIP1S0	haver
de	de	SPS00	de
me	me	PP1CS000	me
tenho	tenho	VMIP1S0	ter
nele	nele	SPS00+PP3MS000	em+ele
muto	muito	DI0MS0	muito
socõro	socorro	NCMS000	socorro
ẽ	em	SPS00	em
mi	mim	PP1CSO00	mim
de	de	SPS00	de
q	que	PR0CN000	que
he	é	VSIP3S0	ser
bom	bom	AQ0MS0	bom
recebedor	recebedor	NCMS000	recebedor
	.	Fp	.
de	de	SPS00	de
vosa	Vossa	NP00000	vossa
merce	Mercê	NP00000	mercê
beijo	beijo	NCMS000	beijo
	,	Fc	,
cũja	cuja	PR0CN000	cujo
vida	vida	NCFS000	vida
do	do	SPS00+DA0MS0	de+o
sor	Senhor	NP00000	senhor
ds	Deus	NP00000	deus
acrecente	acrescente	VMSP0S0	acrescentar
	,	Fc	,
por	por	SPS00	por
mutos	muitos	DI0MP0	muito
anos	anos	NCMP000	ano
	,	Fc	,
a	a	SPS00	a
seu	seu	DP3MS0	seu
sirvico	serviço	NCMS000	serviço
	,	Fc	,
amẽ	ámen	I	ámen
	.	Fp	.
mui	Muito	RQ	muito
certa	certa	AQ0FS0	certo
hõrador	orador	NCMS000	orador
	,	Fc	,
por	por	SPS00	por
vosa	Vossa	NP00000	vossa
merce	Mercê	NP00000	mercê
	,	Fc	,
ao	ao	SPS00+DA0MS0	a+o
sor	Senhor	NP00000	senhor
ds	Deus	NP00000	deus
	,	Fc	,
dona	dona	NP00000	dona
isabel	Isabel	NP00000	isabel
moniz	Moniz	NP00000	moniz
