bastyam	Bastião	NP00000	bastião
carado	cerrado	VMP00SM	cerrar
na	na	SPS00+DA0FS0	em+o
mynha	minha	DP1FSS	meu
mãoo	mão	NCFS000	mão
	,	Fc	,
sẽ	sem	SPS00	sem
se	se	CS	se
v	ver	VMN0000	ver
nẽ	nem	CC	nem
abryr	abrir	VMN0000	abrir
a	a	DA0FS0	o
qdaria	quedaria	NCFS000	quedaria
nese	nesse	SPS00+DA0MS0	em+o
se	se	CS	se
der	der	VMSF0S0	dar
	.	Fp	.
it	Item	RG	item
	,	Fc	,
se	se	CS	se
se	se	P00CN000	se
querẽ	querem	VMIP3P0	querer
hir	ir	VMN0000	ir
ao	ao	SPS00+DA0MS0	a+o
porto	Porto	NP00000	porto
	,	Fc	,
vay	vai	VMIP3S0	ir
quõ	com	SPS00	com
helles	eles	PP3MP000	ele
e	e	CC	e
logo	logo	RG	logo
e	e	CC	e
faze	faze	VMM02S0	fazer
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
q	que	PR0CN000	que
te	te	PP2CS000	te
mandey	mandei	VMIS1S0	mandar
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
joane	Joane	NP00000	Joane
se	se	CS	se
quer	quer	VMIP3S0	querer
vir	vir	VMN0000	vir
	,	Fc	,
trazeo	traze-o	Fc	,
quomo	como	CS	como
te	te	PP2CS000	te
dizer	dizer	VMN0000	dizer
	,	Fc	,
e	e	CC	e
	,	Fc	,
se	se	CS	se
não	não	RN	não
	,	Fc	,
fyquese	fique-se	VMSP0S0+P00CN000	ficar+se
mto	muito	RQ	muito
hembora	embora	RG	embora
e	e	CC	e
do	do	SPS00+DA0MS0	de+o
porto	Porto	NP00000	porto
traze	traze	VMM02S0	porto
e	e	CC	e
faze	faze	VMM02S0	fazer
tudo	tudo	PI0NN000	tudo
ho	o	DA0MS0	o
q	que	PR0CN000	que
te	te	PP2CS000	te
mãdei	mandei	VMIS1S0	mandar
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
não	não	RN	não
fores	fores	VMSF2S0	ir
ao	ao	SPS00+DA0MS0	a+o
porto	Porto	NP00000	porto
	,	Fc	,
não	não	RN	não
tragas	tragas	VMIP3S0	tragar
se	se	CS	se
porẽ	porém	RG	porém
mais	mais	RC	mais
q	que	CS	que
o	o	DA0MS0	o
da	da	SPS00+DA0FS0	de+o
mulla	mula	NCFS000	mulo
alyado	alijado	VMP00SM	alijar
e	e	CC	e
caregai	carregai	NCMS000	carregai
d	de	SPS00	de
alhos	alhos	NCMP000	alho
e	e	CC	e
fydelos	fidelos	NCMP000	fidelo
	,	Fc	,
mto	muito	RQ	muito
hembora	embora	RG	embora
não	não	RN	não
te	te	PP2CS000	te
tomẽ	tomem	VMSP3P0	tomar
has	as	DA0FP0	o
bestas	bestas	NCFP000	besta
	.	Fp	.
it	Item	RG	item
	,	Fc	,
outra	outra	DI0FS0	outro
vez	vez	NCFS000	vez
te	te	PP2CS000	te
avyso	aviso	VMIP1S0	avisar
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
des	dês	SPS00	dês
hum	um	DI0MS0	um
çeitill	ceitil	NCMS000	ceitil
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
forẽ	forem	VMSF3P0	ir
ao	ao	SPS00+DA0MS0	a+o
porto	Porto	NP00000	porto
	,	Fc	,
q	que	CS	que
os	os	DA0MP0	o
leves	leves	AQ0CP0	leve
	,	Fc	,
e	e	CC	e
	,	Fc	,
se	se	CS	se
não	não	RN	não
	,	Fc	,
tornate	torna-te	VMIP3S0+PP2CS000	tornar+te
	,	Fc	,
quomo	como	CS	como
acyma	acima	RG	acima
dygo	digo	VMIP1S0	dizer
	.	Fp	.
hõde	Onde	PA000000	onde
çevada	cevada	VMP00SF	cevar
for	for	VMSF0S0	ir
barata	barata	AQ0FS0	barato
	,	Fc	,
qõpa	compra	NCFS000	compra
pa	para	SPS00	para
e	e	CC	e
	.	Fp	.
it	Item	RG	item
	,	Fc	,
se	se	CS	se
fores	fores	VMSF2S0	ir
a	a	SPS00	a
bolho	Bolho	NP00000	bolho
	,	Fc	,
hapartate	aparta-te	VMIP3S0+PP2CS000	apartar+te
quõ	com	SPS00	com
joane	Joane	NP00000	Joane
e	e	CC	e
dalhe	dá-lhe	VMIP3S0+PP3CSD00	dar+lhe
juramẽto	juramento	NCMS000	juramento
q	que	CS	que
não	não	RN	não
descubra	descubra	VMSP0S0	descobrir
	,	Fc	,
nẽ	nem	CC	nem
a	a	SPS00	a
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
nẽ	nem	CC	nem
a	a	SPS00	a
nĩgem	ninguém	PI0NN00N	ninguém
	,	Fc	,
quousa	coisa	NCFS000	coisa
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
dygas	digas	VMSP2S0	decir
e	e	CC	e
dyze lhe	dize-lhe	VMM02S0+PP3CSD00	dizer+lhe
q	que	CS	que
desatino	desatino	NCMS000	desatino
foy	foi	VMIS3S0	ir
hir	ir	VMN0000	ir
ao	ao	SPS00+DA0MS0	a+o
porto	Porto	NP00000	porto
e	e	CC	e
tornar	tornar	VMN0000	tornar
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
q	que	CS	que
	,	Fc	,
se	se	CS	se
a	a	SPS00	a
ellrei	El-Rei	NP00000	el-rei
mãdava	mandava	VMII0S0	mandar
lla	lá	RG	lá
	,	Fc	,
q	que	CS	que
bem	bem	RG	bem
sabia	sabia	VMII0S0	saber
o	o	DA0MS0	o
q	que	PR0CN000	que
fazya	fazia	VMII0S0	fazer
	,	Fc	,
e	e	CC	e
q	que	CS	que
bom	bom	AQ0MS0	bom
fora	fora	SPS00	fora
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
lembrarão	lembraram	VMIS3P0	lembrar
camtos	quantos	PA000000	quanto
avysos	avisos	NCMP000	aviso
lhe	lhe	PP3CSD00	lhe
seu	seu	DP3MS0	seu
tyo	tio	NCMS000	tio
dava	dava	VMII0S0	dar
q	que	CS	que
todos	todos	PI0MP000	todo
hyam	iam	VMII3P0	ir
	,	Fc	,
de	de	SPS00	de
a	a	DA0FS0	o
quẽ	quem	PR0CN000	quem
helle	ele	PP3MS000	ele
mais	mais	CC	mais
dohya	doía	VMII0S0	doer
q	que	CS	que
seu	seu	DP3MS0	seu
tyo	tio	NCMS000	tio
e	e	CC	e
q	que	CS	que
	,	Fc	,
em	em	SPS00	em
todo	todo	DI0MS0	todo
caso	caso	NCMS000	caso
	,	Fc	,
trabalhe	trabalhe	VMSP0S0	trabalhar
por	por	SPS00	por
deixar	deixar	VMN0000	deixar
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
	,	Fc	,
a	a	SPS00	a
dona	dona	NP00000	dona
ysabell	Isabel	NP00000	isabel
	,	Fc	,
e	e	CC	e
se	se	CS	se
venha	venha	VMSP0S0	vir
logo	logo	RG	logo
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
o	o	DA0MS0	o
não	não	RN	não
quoger	quiser	VMSF0S0	querer
fazer	fazer	VMN0000	fazer
	,	Fc	,
q	que	CS	que
se	se	P00CN000	se
fyque	fique	VMSP0S0	se
pa	para	SPS00	para
neiçyo	néscio	NCMS000	néscio
e	e	CC	e
q	que	CS	que
castige	castigue	VMSP0S0	castigar
	.	Fp	.
dygo	Digo	VMIP1S0	dizer
himsyne	ensine	VMSP0S0	ensinar
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
q	que	CS	que
não	não	RN	não
tenha	tenha	VMSP0S0	ter
despejos	despojos	NCFP000	despojo
de	de	SPS00	de
freyra	freira	NCFS000	freira
e	e	CC	e
que	que	CS	que
não	não	RN	não
seja	seja	VSSP0S0	ser
ofiçyall	oficial	NCMS000	oficial
de	de	SPS00	de
camtar	cantar	VMN0000	cantar
q	que	PR0CN000	que
chore	chore	VMSP0S0	chorar
mta	muita	DI0FS0	muito
herama	eramá	NCMS000	eramá
	.	Fp	.
e	E	CC	e
	,	Fc	,
porẽ	porém	RG	porém
	,	Fc	,
q	que	CS	que
histo	isto	PD0NN000	isto
q	que	CS	que
seja	seja	VSSP0S0	ser
dyto	dito	VMP00SM	dizer
quomo	como	SPS00	como
omẽ	homem	NCMS000	homem
e	e	CC	e
amtr	entre	SPS00	entre
eles	eles	PP3MP000	ele
bemções	benções	NCMP000	benção
e	e	CC	e
não	não	RN	não
doudamẽte	doidamente	RG	doidamente
	,	Fc	,
quomo	como	CS	como
sey	sei	VMIP1S0	saber
q	que	CS	que
helle	ele	PP3MS000	ele
faz	faz	VMIP3S0	fazer
	,	Fc	,
e	e	CC	e
q	que	CS	que
tenha	tenha	VMSP0S0	ter
sofrymto	sofrimento	NCMS000	sofrimento
hem	em	SPS00	em
casa	casa	NCFS000	casa
alhea	alheia	AQ0FS0	alheio
	,	Fc	,
q	que	CS	que
hesa	essa	DD0FS0	esse
he	é	VSIP3S0	ser
a	a	DA0FS0	o
hombrydade	hombridade	NCFS000	hombridade
	.	Fp	.
e	E	CC	e
	,	Fc	,
camdo	quando	CS	quando
hestyv	estiver	VMSF0S0	estar
ca	cá	RG	cá
sua	sua	DP3FS0	seu
	,	Fc	,
q	que	CS	que
pode	pode	VMIP3S0	poder
pỹgar	pingar	VMN0000	pingar
e	e	CC	e
fazer	fazer	VMN0000	fazer
todos	todos	DI0MP0	todo
hos	os	DA0MP0	o
desatynos	desatinos	NCMP000	desatino
do	do	SPS00+DA0MS0	de+o
mũdo	mundo	NCMS000	mundo
e	e	CC	e
q	que	CS	que
houlhe	olhe	VMSP0S0	olhar
mto	muito	RQ	muito
bem	bem	RG	bem
sua	sua	DP3FS0	seu
homra	honra	NCFS000	honra
e	e	CC	e
q	que	CS	que
não	não	RN	não
fyhe	fie	VMSP0S0	fiar
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
de	de	SPS00	de
nỹgem	ninguém	PI0NN00N	ninguém
	,	Fc	,
camto	quanto	PR0CN000	quanto
mais	mais	RC	mais
querella	querê-la	RC	mais
deixar	deixar	VMN0000	deixar
quomo	como	CS	como
fazya	fazia	VMII0S0	fazer
	,	Fc	,
q	que	CS	que
	,	Fc	,
quõ	com	SPS00	com
a	a	DA0FS0	o
molher	mulher	NCFS000	mulher
e	e	CC	e
quõ	com	SPS00	com
ha	a	DA0FS0	o
borsa	bolsa	NCFS000	bolsa
	,	Fc	,
dyzem	dizem	VMIP3P0	dizer
hos	os	DA0MP0	o
lavradores	lavradores	NCMP000	lavrador
não	não	RN	não
bullyr	bulir	VMN0000	bulir
	,	Fc	,
porq	porque	CS	porque
ho	o	DA0MS0	o
homẽ	homem	NCMS000	homem
a	há	VMIP3S0	haver
de	de	SPS00	de
s	ser	VSN0000	ser
mto	muito	RQ	muito
quõfyado	confiado	VMP00SM	confiar
e	e	CC	e
muy	muito	RQ	muito
descõfiando	desconfiado	VMP00SM	desconfiar
e	e	CC	e
mto	muito	RQ	muito
reçeoso	receoso	AQ0MS0	receoso
no	no	SPS00+DA0MS0	em+o
caso	caso	NCMS000	caso
da	da	SPS00+DA0FS0	de+o
molher	mulher	NCFS000	mulher
	,	Fc	,
camto	quanto	PR0CN000	quanto
mais	mais	RC	mais
querella	querê-la	RC	mais
deyxar	deixar	VMN0000	deixar
	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
muy	muito	RQ	muito
pouca	pouca	DI0FS0	pouco
hõbrydade	hombridade	NCFS000	hombridade
	.	Fp	.
e	E	CC	e
	,	Fc	,
pa	para	SPS00	para
mylhor	melhor	AQ0CS0	melhor
s	ser	NCMS000	ser
dypois	depois	RG	depois
do	do	SPS00+DA0MS0	de+o
juramẽto	juramento	NCMS000	juramento
	,	Fc	,
dalhe	dá-lhe	VMIP3S0+PP3CSD00	dar+lhe
a	a	SPS00	a
ler	ler	VMN0000	ler
hese	esse	DD0MS0	esse
capytollo	capítulo	NCMS000	capítulo
o	ou	CC	ou
somẽte	somente	RG	somente
hou	ou	CC	ou
lho	lho	PP3CSD00+PP3MSA00	lhe+o
lle	lê	VMIP3S0	ler
tu	tu	PP2CSN00	tu
muy	muito	RG	muito
hescõdido	escondido	VMP00SM	esconder
de	de	SPS00	de
toda	toda	DI0FS0	todo
pa	pessoa	NCFS000	pessoa
e	e	CC	e
debaixo	debaixo	RG	debaixo
do	do	SPS00+DA0MS0	de+o
juramẽto	juramento	NCMS000	juramento
	.	Fp	.
e	E	CC	e
	,	Fc	,
todavya	todavia	RG	todavia
	,	Fc	,
as	as	DA0FP0	o
cartas	cartas	NCFP000	carta
que	que	PR0CN000	que
levaste	levaste	RG	levaste
	,	Fc	,
dygo	digo	VMIP1S0	dizer
	,	Fc	,
ho	o	DA0MS0	o
maço	maço	NCMS000	maço
	,	Fc	,
fro	Francisco	NP00000	francisco
d	do	SPS00+DA0MS0	de+o
amarall	Amaral	NP00000	amaral
tornou	tornou	VMIS3S0	tornar
a	a	SPS00	a
trazer	trazer	VMN0000	trazer
	.	Fp	.
nõ	Não	RN	não
no	no	SPS00+DA0MS0	em+o
des	dês	SPS00	dês
	.	Fp	.
heu	Eu	PP1CSN00	eu
fiquo	fico	VMIP1S0	ficar
doudo	doido	NCMS000	doido
e	e	CC	e
sẽ	sem	SPS00	sem
cõselho	conselho	NCMS000	conselho
de	de	SPS00	de
tamanho	tamanho	NCMS000	de
deshatyno	desatino	NCMS000	desatino
quomo	como	CS	como
foy	foi	VMIS3S0	ir
tornar	tornar	VMN0000	tornar
manuell	Manuel	NP00000	manuel
de	de	SPS00	de
vascõcelos	Vasconcelos	NP00000	vasconcelos
hesa	essa	DD0FS0	esse
molher	mulher	NCFS000	mulher
e	e	CC	e
não	não	RN	não
ca	cá	RG	cá
deyxar	deixar	VMN0000	deixar
a	a	SPS00	a
sua	sua	DP3FS0	seu
irmã	irmã	NCFS000	irmão
hou	ou	CC	ou
nehum	nenhum	DI0MS0	nenhum
modo	modo	NCMS000	modo
do	do	SPS00+DA0MS0	de+o
mũdo	mundo	NCMS000	mundo
se	se	CS	se
venhão	venham	VMSP3P0	vir
ca	cá	RG	cá
hamtes	antes	RG	antes
	.	Fp	.
dyze	Dize	VMM02S0	.
a	a	SPS00	a
joane	Joane	NP00000	Joane
q	que	CS	que
dysymulle	dissimule	VMSP0S0	dissimular
e	e	CC	e
a	a	PP3FSA00	o
ponha	ponha	VMSP0S0	pôr
cõ	com	SPS00	com
sua	sua	DP3FS0	seu
irmã	irmã	NCFS000	irmão
e	e	CC	e
se	se	CS	se
venha	venha	VMSP0S0	vir
	.	Fp	.
se	Se	CS	se
não	não	RN	não
	,	Fc	,
q	que	CS	que
busque	busque	VMSP0S0	buscar
sua	sua	DP3FS0	seu
vyda	vida	NCFS000	vida
	,	Fc	,
q	que	CS	que
não	não	RN	não
cure	cure	VMSP0S0	curar
de	de	SPS00	de
mỹ	mim	PP1CSO00	mim
	,	Fc	,
nẽ	nem	CC	nem
tem	tem	VMIP3S0	ter
pay	pai	NCMS000	pai
nẽ	nem	CC	nem
mai	mãe	NCFS000	mãe
nẽ	nem	CC	nem
nẽgem	ninguém	PI0NN00N	ninguém
senão	senão	CC	senão
seus	seus	DP3MP0	seu
petytes	apetites	NCMP000	apetite
	.	Fp	.
it	Item	RG	item
	,	Fc	,
hesa	essa	DD0FS0	esse
carta	carta	NCFS000	carta
q	que	CS	que
cõ	com	SPS00	com
hesta	esta	DD0FS0	este
vay	vai	VMIP3S0	ir
dada	dada	VMP00SF	dar
tua	tua	DP2FSS	teu
molher	mulher	NCFS000	mulher
	,	Fc	,
dona	dona	NP00000	dona
cretystyna	Cristina	NP00000	cristina
	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
de	de	SPS00	de
tua	tua	DP2FSS	teu
senhora	senhora	NCFS000	senhor
	.	Fp	.
e	E	CC	e
não	não	RN	não
se	se	P00CN000	se
habram	abram	VMSP3P0	abrir
nẽ	nem	CC	nem
des	dês	SPS00	dês
a	a	DA0FS0	o
houtra	outra	DI0FS0	outro
	.	Fp	.
se	Sê	NP00000	Sê
muito	muito	RQ	muito
dyscreto	discreto	AQ0MS0	discreto
	,	Fc	,
sabe	sabe	VMIP3S0	saber
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
q	que	PR0CN000	que
lla	lá	RG	lá
pasa	passa	VMIP3S0	passar
	,	Fc	,
falla	fala	VMIP3S0	falar
mto	muito	DI0MS0	muito
pouco	pouco	NCMS000	pouco
	,	Fc	,
hesta	está	VMIP3S0	estar
atẽto	atento	AQ0MS0	atento
e	e	CC	e
nota	nota	NCFS000	nota
o	o	DA0MS0	o
q	que	PR0CN000	que
te	te	PP2CS000	te
dyxerẽ	disserem	VMSF3P0	dizer
	.	Fp	.
não	Não	RN	não
descrubras	descubras	VMIP3S0	descubrar
nada	nada	PI0NN00N	nada
do	do	SPS00+DA0MS0	de+o
noso	nosso	DP1MSP	nosso
	!	Fp	!
de	De	SPS00	de
tudo	tudo	PI0NN000	tudo
te	te	PP2CS000	te
avyso	aviso	VMIP1S0	avisar
mto	muito	RQ	muito
	.	Fp	.
ds	Deus	NP00000	deus
seja	seja	VSSP0S0	ser
cõ	com	SPS00	com
todos	todos	DI0MP0	todo
	.	Fp	.
oge	Hoje	RG	hoje
	,	Fc	,
quỹta fra	quinta-feira	NCFS000	quinta-feira
	,	Fc	,
xxy	xxi	VMIS1S0	xxer
de	de	SPS00	de
junho	junho	NCMS000	junho
de	de	SPS00	de
J	mil	Z	mil
b	quinhentos	Z	quinhentos
iiiy	iiii	Z	iiii
anos	anos	NCMP000	ano
	.	Fp	.
leam	Leão	NP00000	leão
sardynha	Sardinha	NP00000	sardinha
