snor	Senhor	NP00000	senhor
dado	dado	VMP0000	dar
este	este	DD0MS0	este
escrito	escrito	NCMS000	escrito
	,	Fc	,
posto	posto	CS	pôr
que	que	CS	que
vai	vai	VMIP3S0	ir
em	em	SPS00	em
panos	panos	NCMP000	pano
e	e	CC	e
o	o	DA0MS0	o
sinal	sinal	NCMS000	sinal
ele	ele	PP3MS000	ele
volo	vo-lo	PP2CP000+PP3MSA00	vos+o
dira	dirá	VMIF3S0	dizer
	.	Fp	.
e	E	CC	e
tãobem	também	RG	também
direis	direis	VMIF2P0	dizer
como	como	SPS00	como
Isto	isto	PD0NN000	isto
pasamos	passámos	VMIS3P0	passar
entre	entre	SPS00	entre
mĩ	mim	PP1CSO00	mim
e	e	CC	e
vos	vós	PP2CP000	vós
no	no	SPS00+DA0MS0	em+o
tereyro	Terreiro	NP00000	terreiro
do	do	SPS00+DA0MS0	de+o
paso	Paço	NP00000	paço
	,	Fc	,
como	como	CS	como
na	na	SPS00+DA0FS0	em+o
verdade	verdade	NCFS000	verdade
he	é	VSIP3S0	ser
	.	Fp	.
e	E	CC	e
	,	Fc	,
pergumtandovos	perguntando-vos	VMG0000+PP2CP000	perguntar+vos
os	os	DA0MP0	o
Inquizidores	inquisidores	NCMP000	inquisidor
em	em	SPS00	em
q	que	CS	que
tenpo	tempo	NCMS000	tempo
pasamos	passámos	VMIS3P0	passar
isto	isto	PD0NN000	isto
	,	Fc	,
Direis	direis	VMIF2P0	dizer
quinze	quinze	Z	quinze
ou	ou	CC	ou
vinte	vinte	Z	vinte
dias	dias	NCMP000	dia
antes	antes	RG	antes
que	que	CS	que
me	me	PP1CS000	me
prendesem	prendessem	PP1CS000	me
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
vos	vos	PP2CP000	vos
perguntarẽ	perguntarem	VMSF3P0	perguntar
em	em	SPS00	em
que	que	CS	que
dia	dia	NCMS000	dia
	,	Fc	,
direis	direis	VMIF2P0	dizer
q	que	CS	que
em	em	SPS00	em
terca feira	terça-feira	NCFS000	terça-feira
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
perguntarẽ	perguntarem	VMSF3P0	perguntar
se	se	CS	se
pasastes	passastes	VMIS2P0	passar
mais	mais	RC	mais
algũa	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
comigo	comigo	SPS00+PP1CSO00	com+mim
	,	Fc	,
direis	direis	VMIF2P0	dizer
que	que	CS	que
não	não	RN	não
	.	Fp	.
aInda	Ainda	RG	ainda
q	que	CS	que
vos	vos	PP2CP000	vos
digão	digam	VMSP3P0	dizer
q	que	CS	que
eles	eles	SPS00+PP3MP000	de+ele
o	o	PP3MSA00	o
sabem	sabem	VMIP3P0	saber
p	por	SPS00	por
minhas	minhas	DP1FPS	meu
Conficõis	confissões	NCFP000	confissão
	,	Fc	,
sempre	sempre	RG	sempre
estareis	estareis	VMIF2P0	estar
firme	firme	RG	firme
dizendo	dizendo	VMG0000	dizer
q	que	CS	que
não	não	RN	não
sabeis	sabeis	VMIP2P0	saber
mais	mais	NCMS000	mais
	,	Fc	,
pq	porque	CS	porque
dizendo	dizendo	VMG0000	dizer
mais	mais	NCMS000	mais
e	e	CC	e
eu	eu	PP1CSN00	eu
não	não	RN	não
me	me	PP1CS000	me
confirmar	confirmar	VMN0000	confirmar
Comvosquo	convosco	SPS00+PP2CPO00	com+vós
	,	Fc	,
padecerei	padecerei	NCMS000	padecerei
queimado	queimado	VMP00SM	queimar
	,	Fc	,
por	por	SPS00	por
onde	onde	PA000000	onde
vos	vos	PP2CP000	vos
seja	seja	VSSP0S0	ser
por	por	SPS00	por
avizo	aviso	NCMS000	aviso
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
vos	vos	PP2CP000	vos
perguntarem	perguntarem	VMSF3P0	perguntar
porq	porque	CS	porque
vos	vos	PP2CP000	vos
viestes	viestes	VMIS2P0	vir
acuzar	acusar	VMN0000	acusar
ou	ou	CC	ou
porq	porque	CS	porque
não	não	RN	não
no	no	PP3MSA00	o
fizestes	fizestes	VMIS2P0	fazer
mais	mais	RC	mais
sedo	cedo	RG	cedo
	,	Fc	,
direis	direis	VMIF2P0	dizer
que	que	CS	que
esperaveis	esperáveis	CS	que
q	que	CS	que
suas	suas	DP3FS0	seu
Ms	Ms	NP00000	ms
vos	vos	PP2CP000	vos
mandasem	mandassem	VMSI3P0	mandar
chamar	chamar	VMN0000	chamar
	,	Fc	,
mas	mas	CC	mais
	,	Fc	,
vendo	vendo	VMG0000	ver
que	que	CS	que
não	não	RN	não
vos	vos	PP2CP000	vos
mandavão	mandavam	VMII3P0	mandar
chamar	chamar	VMN0000	chamar
	,	Fc	,
vos	vos	PP2CP000	vos
vinheis	vínheis	VMIP3S0	vínheir
acuzar	acusar	VMN0000	acusar
guardando	guardando	VMG0000	guardar
sempre	sempre	RG	sempre
de	de	SPS00	de
dizer	dizer	VMN0000	dizer
que	que	CS	que
eu	eu	PP1CSN00	eu
vos	vos	PP2CP000	vos
mandei	mandei	VMIS1S0	mandar
Recado	recado	NCMS000	recado
nem	nem	CC	nem
escrito	escrito	NCMS000	escrito
por	por	SPS00	por
via	via	NCFS000	via
de	de	SPS00	de
nimguem	ninguém	PI0NN00N	ninguém
	,	Fc	,
pq	porque	CS	porque
Isto	isto	PD0NN000	isto
e	é	VSIP3S0	ser
milagre	milagre	NCMS000	milagre
oferecerse	oferecer-se	VMN0000+P00CN000	oferecer+se
portador	portador	NCMS000	portador
e	e	CC	e
buscar	buscar	VMN0000	buscar
modo	modo	NCMS000	modo
pa	para	SPS00	para
vos	vos	PP2CP000	vos
escrever	escrever	VMN0000	escrever
	.	Fp	.
e	E	CC	e
tãobem	também	RG	também
direis	direis	VMIF2P0	dizer
que	que	CS	que
voso	vosso	DP2MSP	vosso
cõfecor	confessor	NCMS000	confessor
volo	vo-lo	PP2CP000+PP3MSA00	vos+o
aconselhou	aconselhou	VMIS3S0	aconselhar
q	que	CS	que
Me	me	PP1CS000	me
vieses	viesses	VMSI2S0	vir
acuzar	acusar	VMN0000	acusar
do	do	SPS00+DA0MS0	de+o
que	que	PR0CN000	que
vos	vos	PP2CP000	vos
avia	havia	VMII0S0	haver
dito	dito	VMP00SM	dizer
	,	Fc	,
dando	dando	VMG0000	dar
pro	primeiro	RG	primeiro
Conta	conta	NCFS000	conta
ao	ao	SPS00+DA0MS0	a+o
cõfesor	confessor	NCMS000	confessor
pq	porque	CS	porque
	,	Fc	,
se	se	CS	se
lho	lho	PP3CSD00+PP3MSA00	lhe+o
perguntarem	perguntarem	VMSF3P0	perguntar
	,	Fc	,
mandandoo	mandando-o	VMG0000+PP3MSA00	mandar+o
chamar	chamar	VMN0000	chamar
	,	Fc	,
diga	diga	VMSP0S0	dizer
que	que	CS	que
sim	sim	RG	sim
	,	Fc	,
vos	vos	PP2CP000	vos
mãodou	mandou	VMIS3S0	mandar
	.	Fp	.
e	E	CC	e
querendo	querendo	VMG0000	querer
vos	vós	PP2CP000	vós
q	que	CS	que
venha	venha	VMSP0S0	vir
Comvosquo	convosco	SPS00+PP2CPO00	com+vós
	,	Fc	,
vinde	vinde	VMM02P0	vir
perguntarme	perguntar-me	VMN0000+PP1CS000	vir
	.	Fp	.
eis	Eis	RG	eis
q	que	CS	que
	,	Fc	,
se	se	CS	se
eu	eu	PP1CSN00	eu
vos	vos	PP2CP000	vos
não	não	RN	não
quero	quero	VMIP1S0	querer
acuzar	acusar	VMN0000	acusar
	,	Fc	,
q	que	CS	que
	,	Fc	,
nẽ	nem	CC	nem
vos	vós	PP2CP000	vós
de	de	SPS00	de
mĩ	mim	PP1CSO00	mim
	,	Fc	,
a	a	SPS00	a
Isto	isto	PD0NN000	isto
vos	vos	PP2CP000	vos
digo	digo	VMIP1S0	dizer
q	que	CS	que
e	é	VSIP3S0	ser
nesesario	necessário	AQ0MS0	necessário
pa	para	SPS00	para
eu	eu	PP1CSN00	eu
ter	ter	VMN0000	ter
vida	vida	NCFS000	vida
	,	Fc	,
pq	porque	CS	porque
quem	quem	PR0CN000	quem
me	me	PP1CS000	me
a	a	SPS00	a
mi	mim	PP1CSO00	mim
acuzou	acusou	VMIS3S0	acusar
	,	Fc	,
q	que	PR0CN000	que
foi	foi	VMIS3S0	ir
hũ	um	DI0MS0	um
mansebo	mancebo	NCMS000	mancebo
que	que	PR0CN000	que
veo	veio	VMIS3S0	vir
Comigo	comigo	SPS00+PP1CSO00	com+mim
de	de	SPS00	de
Italia	Itália	NP00000	itália
	,	Fc	,
q	que	PR0CN000	que
foi	foi	VMIS3S0	ir
quem	quem	PR0CN000	quem
me	me	PP1CS000	me
emprestou	emprestou	VMIS3S0	emprestar
o	o	DA0MS0	o
dro	dinheiro	NCMS000	dinheiro
	,	Fc	,
a	a	SPS00	a
quem	quem	PR0CN000	quem
eu	eu	PP1CSN00	eu
dei	dei	VMIS1S0	dar
nesta	nesta	SPS00+DD0FS0	em+este
cidade	cidade	NCFS000	cidade
os	os	DA0MP0	o
calcões	calções	NCMP000	calção
de	de	SPS00	de
pano	pano	NCMS000	pano
q	que	CS	que
eu	eu	PP1CSN00	eu
trouxe	trouxe	VMIS1S0	trazer
de	de	SPS00	de
Caminho	caminho	NCMS000	caminho
	,	Fc	,
pq	porque	CS	porque
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
descubri	descobri	VMIS1S0	descobrir
Isto	isto	PD0NN000	isto
q	que	PR0CN000	que
digo	digo	VMIP1S0	dizer
nestes	nestes	SPS00+DD0MP0	em+este
panos	panos	NCMP000	pano
	.	Fp	.
e	E	CC	e
Como	como	CS	como
dixe	disse	VMIS3S0	dizer
	,	Fc	,
hũa	uma	DI0FS0	um
Couza	coisa	NCFS000	coisa
deria	diria	VMIC0S0	dizer
de	de	SPS00	de
vos	vós	PP2CP000	vós
	.	Fp	.
e	E	CC	e
per	por	SPS00	por
não	não	RN	não
ser	ser	VSN0000	ser
prova	prova	NCFS000	prova
bastante	bastante	AQ0CS0	bastante
	,	Fc	,
vos	vos	PP2CP000	vos
não	não	RN	não
prendẽ	prendem	VMIP3P0	prender
esperando	esperando	VMG0000	esperar
q	que	CS	que
eu	eu	PP1CSN00	eu
vos	vos	PP2CP000	vos
acuze	acuse	VMSP0S0	acusar
da	da	SPS00+DA0FS0	de+o
culpa	culpa	NCFS000	culpa
q	que	CS	que
eu	eu	PP1CSN00	eu
tenho	tenho	VMIP1S0	ter
ẽ	em	SPS00	em
me	me	PP1CS000	me
descubri	descobri	VMIS1S0	descobrir
a	a	SPS00	a
vos	vós	PP2CP000	vós
ẽ	em	SPS00	em
não	não	RN	não
me	me	PP1CS000	me
virdes	virdes	VMSF2P0	ver
acuzar	acusar	VMN0000	acusar
	.	Fp	.
e	E	CC	e
antes	antes	RG	antes
eu	eu	PP1CSN00	eu
quero	quero	VMIP1S0	querer
padecer	padecer	VMN0000	padecer
mil	mil	Z	mil
mortes	mortes	NCFP000	morte
que	que	PR0CN000	que
vervos	ver-vos	VMN0000+PP2CP000	que
preso	preso	NCMS000	preso
hũa	uma	DI0FS0	um
ora	hora	NCFS000	hora
nesta	nesta	SPS00+DD0FS0	em+este
prizam	prisão	NCFS000	prisão
	.	Fp	.
e	E	CC	e
ja	já	RG	já
não	não	RN	não
sinto	sinto	VMIP1S0	sentir
tanto	tanto	CC	tanto
a	a	SPS00	a
minha	minha	DP1FSS	meu
prizam	prisão	NCFS000	prisão
	,	Fc	,
Como	como	CS	como
algũs	alguns	PI0MP000	algum
de	de	SPS00	de
Italia	Itália	NP00000	itália
e	e	CC	e
de	de	SPS00	de
aunstradama	Amesterdão	NP00000	amesterdão
	,	Fc	,
pq	porque	CS	porque
quem	quem	PR0CN000	quem
a	a	SPS00	a
mi	mim	PP1CSO00	mim
fes	fez	VMIS3S0	fazer
mal	mal	RG	mal
tãobẽ	também	RG	também
ela	ela	PP3FS000	ele
fara	fará	VMIF3S0	fazer
	.	Fp	.
agora	Agora	RG	agora
estai	estai	VMM02P0	estar
mto	muito	RQ	muito
atento	atento	AQ0MS0	atento
no	no	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
vos	vos	PP2CP000	vos
quero	quero	VMIP1S0	querer
dizer	dizer	VMN0000	dizer
e	e	CC	e
he	é	VSIP3S0	ser
q	que	CS	que
	,	Fc	,
se	se	CS	se
vos	vós	PP2CP000	vós
me	me	PP1CS000	me
viestes	viestes	VMIS2P0	vir
ja	já	RG	já
acuzar	acusar	VMN0000	acusar
e	e	CC	e
dito	dito	VMP00SM	dizer
Isto	isto	PD0NN000	isto
q	que	CS	que
vos	vos	PP2CP000	vos
digo	digo	VMIP1S0	dizer
atras	atrás	RG	atrás
	,	Fc	,
pa	para	SPS00	para
sinal	sinal	NCMS000	sinal
aveis	haveis	VMIP2P0	haver
de	de	SPS00	de
me	me	PP1CS000	me
mandar	mandar	VMN0000	mandar
hũa	uma	DI0FS0	um
camiza	camisa	NCFS000	camisa
de	de	SPS00	de
festo	festo	NCMS000	festo
sẽ	sem	SPS00	sem
biquos	bicos	NCMS000	bico
e	e	CC	e
sem	sem	SPS00	sem
sinal	sinal	NCMS000	sinal
nenhũ	nenhum	DI0MS0	nenhum
	,	Fc	,
q	que	CS	que
querera	quererá	VMIF3S0	querer
dizer	dizer	VMN0000	dizer
como	como	CS	como
aveis	haveis	VMIP2P0	haver
vindo	vindo	VMG0000	vir
a	à	SPS00+DA0FS0	a+o
meza	Mesa	NP00000	mesa
ja	já	RG	já
acuzarme	acusar-me	VMN0000+PP1CS000	acusar+me
e	e	CC	e
dito	dito	VMP00SM	dizer
somtes	somente	RG	somente
como	como	CS	como
me	me	PP1CS000	me
eu	eu	PP1CSN00	eu
descubri	descobri	VMIS1S0	descobrir
a	a	SPS00	a
vos	vós	PP2CP000	vós
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
dixestes	dissestes	VMIS2P0	dizer
o	o	DA0MS0	o
das	das	SPS00+DA0FP0	de+o
mizas	missas	NCFP000	missa
	,	Fc	,
poreis	poreis	VMIF2P0	pôr
sinal	sinal	NCMS000	sinal
na	na	SPS00+DA0FS0	em+o
Camiza	camisa	NCFS000	camisa
q	que	PR0CN000	que
me	me	PP1CS000	me
mandardes	mandardes	VMSF2P0	mandar
	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
sinal	sinal	NCMS000	sinal
seja	seja	VSSP0S0	ser
o	o	DA0MS0	o
q	que	PR0CN000	que
se	se	P00CN000	se
poem	põem	VMIP3P0	pôr
ẽ	em	SPS00	em
caza	casa	NCFS000	casa
tirando	tirando	VMG0000	tirar
hũ	um	DI0MS0	um
pontinho	pontinho	NCMS000	pontinho
q	que	PR0CN000	que
tẽ	tem	VMIP3S0	ter
no	no	SPS00+DA0MS0	em+o
meio	meio	NCMS000	meio
do	do	SPS00+DA0MS0	de+o
sinal	sinal	NCMS000	sinal
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
dixestes	dissestes	VMIS2P0	dizer
da	da	SPS00+DA0FS0	de+o
conparacão	comparação	NCFS000	comparação
q	que	PR0CN000	que
vos	vos	PP2CP000	vos
dei	dei	VMIS1S0	dar
de	de	SPS00	de
abram	Abraão	NP00000	abraão
	,	Fc	,
poreis	poreis	VMIF2P0	pôr
no	no	SPS00+DA0MS0	em+o
sinal	sinal	NCMS000	sinal
da	da	SPS00+DA0FS0	de+o
Camiza	camisa	NCFS000	camisa
o	o	DA0MS0	o
pontinho	pontinho	NCMS000	pontinho
	.	Fp	.
de	De	SPS00	de
modo	modo	NCMS000	modo
q	que	CS	que
	,	Fc	,
se	se	CS	se
dixestes	dissestes	VMIS2P0	dizer
das	das	SPS00+DA0FP0	de+o
misas	missas	NCFP000	missa
	,	Fc	,
poreis	poreis	VMIF2P0	pôr
o	o	DA0MS0	o
q	que	PR0CN000	que
vos	vos	PP2CP000	vos
digo	digo	VMIP1S0	dizer
e	e	CC	e
	,	Fc	,
senão	senão	CC	senão
	,	Fc	,
não	não	RN	não
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
dixestes	dissestes	VMIS2P0	dizer
a	a	DA0FS0	o
conparacão	comparação	NCFS000	comparação
de	de	SPS00	de
abrão	Abraão	NP00000	abraão
	,	Fc	,
poreis	poreis	VMIF2P0	pôr
pontinho	pontinho	NCMS000	pontinho
e	e	CC	e
	,	Fc	,
senão	senão	CC	senão
	,	Fc	,
não	não	RN	não
	.	Fp	.
e	E	CC	e
p	por	SPS00	por
aqui	aqui	RG	aqui
vos	vos	PP2CP000	vos
podeis	podeis	VMIP2P0	poder
governar	governar	VMN0000	governar
de	de	SPS00	de
modo	modo	NCMS000	modo
q	que	CS	que
não	não	RN	não
fareis	fareis	VMIF2P0	fazer
ao	ao	SPS00+DA0MS0	a+o
mandar	mandar	VMN0000	mandar
da	da	SPS00+DA0FS0	de+o
camiza	camisa	NCFS000	camisa
o	o	DA0MS0	o
q	que	PR0CN000	que
aveis	haveis	VMIP2P0	haver
de	de	SPS00	de
por	pôr	VMN0000	pôr
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
dixestes	dissestes	VMIS2P0	dizer
anbas	ambas	DI0FP0	ambos
as	as	DA0FP0	o
couzas	coisas	NCFP000	coisa
	,	Fc	,
ponde	ponde	VMM02P0	pôr
anbos	ambos	PI0MP000	ambos
os	os	DA0MP0	o
sinaes	sinais	NCMP000	sinais
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
dixestes	dissestes	VMIS2P0	dizer
hũa	uma	DI0FS0	um
couza	coisa	NCFS000	coisa
	,	Fc	,
poreis	poreis	VMIF2P0	pôr
o	o	DA0MS0	o
sinal	sinal	NCMS000	sinal
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
dixestes	dissestes	VMIS2P0	dizer
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
no	no	SPS00+DA0MS0	em+o
tenpo	tempo	NCMS000	tempo
q	que	PR0CN000	que
vos	vos	PP2CP000	vos
derem	derem	VMSF3P0	dar
esta	esta	DD0FS0	este
não	não	RN	não
tiverdes	tiverdes	VMSF2P0	ter
vindo	vindo	VMP00SM	vir
acuzarme	acusar-me	VMN0000+PP1CS000	acusar+me
	,	Fc	,
o	o	DA0MS0	o
fazei	fazei	VMM02S0	fazer
em	em	SPS00	em
Recebendo	recebendo	VMG0000	receber
esta	esta	DD0FS0	este
	,	Fc	,
da	da	SPS00+DA0FS0	de+o
maneira	maneira	NCFS000	maneira
q	que	CS	que
no	no	SPS00+DA0MS0	em+o
principio	princípio	NCMS000	princípio
digo	digo	VMIP1S0	dizer
	.	Fp	.
e	E	CC	e
ẽtão	então	RG	então
pa	para	SPS00	para
sinal	sinal	NCMS000	sinal
me	me	PP1CS000	me
mandai	mandai	VMM02P0	mandar
hũa	uma	DI0FS0	um
das	das	SPS00+DA0FP0	de+o
vosas	vossas	DP2FPP	vosso
camizas	camisas	NCFP000	camisa
de	de	SPS00	de
biquos	bicos	NCMS000	bico
	,	Fc	,
q	que	CS	que
não	não	RN	não
traga	traga	VMSP0S0	trazer
sinal	sinal	NCMS000	sinal
	.	Fp	.
e	E	CC	e
desta	desta	SPS00+DD0FS0	de+este
maneira	maneira	NCFS000	maneira
	,	Fc	,
cõ	com	SPS00	com
hũa	uma	DI0FS0	um
destas	destas	SPS00+DD0FP0	de+este
camisas	camisas	NCFP000	camisa
qual	qual	PR0CN000	qual
me	me	PP1CS000	me
mandardes	mandardes	VMSF2P0	mandar
	,	Fc	,
saberey	saberei	VMIF1S0	saber
o	o	DA0MS0	o
q	que	PR0CN000	que
la	lá	RG	lá
pasa	passa	VMIP3S0	passar
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
vos	vós	PP2CP000	vós
não	não	RN	não
vos	vos	PP2CP000	vos
estreveis	atreveis	NCFP000	atrevei
a	a	SPS00	a
trazela	trazê-la	VMN0000+PP3FSA00	trazer+o
	,	Fc	,
a	a	PP3FSA00	o
dareis	dareis	VMIF2P0	dar
a	a	SPS00	a
simão	Simão	NP00000	simão
luis	Luís	NP00000	luís
	,	Fc	,
o	o	DA0MS0	o
alfaiate	alfaiate	NCMS000	alfaiate
	,	Fc	,
ou	ou	CC	ou
ao	ao	SPS00+DA0MS0	a+o
barbeiro	barbeiro	NCMS000	barbeiro
q	que	PR0CN000	que
sangra	sangra	VMIP3S0	sangrar
ẽ	em	SPS00	em
caza	casa	NCFS000	casa
	,	Fc	,
que	que	CS	que
cuido	cuido	VMIP1S0	cuidar
são	são	VSIP3P0	ser
familiares	familiares	NCMP000	familiar
	,	Fc	,
pa	para	SPS00	para
que	que	CS	que
dem	deem	VMSP3P0	dar
a	a	SPS00	a
antonio	António	NP00000	antónio
Luis	Luís	NP00000	luís
	,	Fc	,
alcaide	alcaide	NCMS000	alcaide
desta	desta	SPS00+DD0FS0	de+este
caza	casa	NCFS000	casa
	,	Fc	,
pa	para	SPS00	para
que	que	PR0CN000	que
ma	ma	PP1CS000+PP3FSA00	me+o
dem	deem	VMSP3P0	dar
	,	Fc	,
dizendo	dizendo	VMG0000	dizer
que	que	CS	que
averei	haverei	VMIF1S0	haver
mister	mister	NCMS000	mister
	.	Fp	.
mandaime	Mandai-me	VMM02P0+PP1CS000	mandar+me
cõ	com	SPS00	com
elles	eles	PP3MP000	ele
Algũa	alguma	DI0FS0	algum
Couza	coisa	NCFS000	coisa
q	que	PR0CN000	que
coma	coma	VMSP0S0	comer
	,	Fc	,
q	que	CS	que
paso	passo	VMIP1S0	passar
mta	muita	DI0FS0	muito
fome	fome	NCFS000	fome
	.	Fp	.
folgara	Folgara	VMIM0S0	folgar
	,	Fc	,
se	se	CS	se
vos	vos	PP2CP000	vos
paresese	parecesse	VMSI0S0	parecer
p	por	SPS00	por
vosa	vossa	DP2FSP	vosso
via	via	NCFS000	via
ou	ou	CC	ou
de	de	SPS00	de
emrique	Henrique	NP00000	henrique
Alveres	Álvares	NP00000	álvares
barandão	Brandão	NP00000	brandão
e	e	CC	e
de	de	SPS00	de
Algũ	algum	DI0MS0	algum
amigo	amigo	NCMS000	amigo
mais	mais	CC	mais
	,	Fc	,
falasem	falassem	VMSI3P0	falar
com	com	SPS00	com
Lopo	Lopo	NP00000	lopo
soares	Soares	NP00000	soares
d	de	SPS00	de
alvergaria	Albergaria	NP00000	albergaria
	,	Fc	,
que	que	CS	que
he	é	VSIP3S0	ser
ho	o	DA0MS0	o
tudo	tudo	PI0NN000	tudo
desta	desta	SPS00+DD0FS0	de+este
caza	casa	NCFS000	casa
	,	Fc	,
pa	para	SPS00	para
que	que	CS	que
falẽ	falem	VMSP3P0	falar
a	a	SPS00	a
bertolameu	Bartolomeu	NP00000	bartolomeu
da	da	SPS00+DA0FS0	de+o
fonsaqua	Fonseca	NP00000	fonseca
	,	Fc	,
q	que	PR0CN000	que
e	é	VSIP3S0	ser
o	o	DA0MS0	o
emquizidor	inquisidor	NCMS000	inquisidor
q	que	PR0CN000	que
corre	corre	VMIP3S0	correr
comigo	comigo	SPS00+PP1CSO00	com+mim
e	e	CC	e
e	é	VSIP3S0	ser
