Jhus	JHS	NP00000	JHS
	,	Fc	,
por	por	SPS00	por
ode	onde	RG	onde
nada	nada	PI0NN00N	nada
desmereco	desmereço	VMIP1S0	desmerecer
	,	Fc	,
noso	Nosso	NP00000	nosso
snor	Senhor	NP00000	senhor
seja	seja	VSSP0S0	ser
louvado	louvado	VMP00SM	louvar
cu	com	SPS00	com
tudo	tudo	PI0NN000	tudo
	.	Fp	.
e	E	CC	e
so	só	RG	só
nele	nele	SPS00+PP3MS000	em+ele
cõfio	confio	VMIP1S0	confiar
q	que	CS	que
me	me	PP1CS000	me
cõsolara	consolará	VMIF3S0	consolar
	,	Fc	,
donde	onde	RG	onde
pera	para	SPS00	para
senpre	sempre	RG	sempre
espero	espero	VMIP1S0	esperar
viver	viver	VMN0000	viver
	,	Fc	,
porq	porque	CS	porque
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
mais	mais	NCMS000	mais
he	é	VSIP3S0	ser
vento	vento	NCMS000	vento
e	e	CC	e
vaidade	vaidade	NCFS000	vaidade
	,	Fc	,
mais	mais	CC	mais
q	que	CS	que
ter	ter	VMN0000	ter
hua	uma	DI0FS0	um
sostentacão	sustentação	NCFS000	sustentação
nesta	nesta	SPS00+DD0FS0	em+este
ẽpresa	empresa	NCFS000	empresa
da	da	SPS00+DA0FS0	de+o
vida	vida	NCFS000	vida
	,	Fc	,
pois	pois	CS	pois
se	se	CS	se
não	não	RN	não
pode	pode	VMIP3S0	poder
iscusar	escusar	VMN0000	escusar
	.	Fp	.
nesta	Nesta	SPS00+DD0FS0	em+este
deradeira	derradeira	AQ0FS0	derradeiro
carta	carta	NCFS000	carta
q	que	PR0CN000	que
me	me	PP1CS000	me
escresvesteis	escrevestes	VMIS2S0	escrever
	,	Fc	,
me	me	PP1CS000	me
disesteis	dissestes	VMIS2P0	dizer
de	de	SPS00	de
como	como	CS	como
quiriais	queríeis	RG	queríeis
pidir	pedir	VMN0000	pedir
a	a	SPS00	a
sua	Sua	DP3FS0	seu
a	Alteza	NP00000	alteza
q	que	CS	que
me	me	PP1CS000	me
fizese	fizesse	VMSI0S0	fazer
m	mercê	NCFS000	mercê
dos	dos	SPS00+DA0MP0	de+o
moios	moios	NCMP000	moio
q	que	PR0CN000	que
me	me	PP1CS000	me
ja	já	RG	já
dava	dava	VMII0S0	dar
a	a	SPS00	a
que	que	PR0CN000	que
ds	Deus	NP00000	deus
como	como	CS	como
sabe	sabe	VMIP3S0	saber
a	a	SPS00	a
minha	minha	DP1FSS	meu
nicisidade	necessidade	NCFS000	necessidade
	.	Fp	.
e	E	CC	e
asi	assim	RG	assim
quiriais	queríeis	SPS00	queríeis
pidir	pedir	VMN0000	pedir
as	as	DA0FP0	o
especias	espécias	NCFP000	espécia
e	e	CC	e
acuquer	açúcar	NCMS000	açúcar
q	que	PR0CN000	que
vos	vos	PP2CP000	vos
eu	eu	PP1CSN00	eu
tanto	tanto	CC	tanto
ẽcomedei	encomendei	VMIS1S0	encomendar
	,	Fc	,
porq	porque	CS	porque
	,	Fc	,
des	desde	SPS00	desde
q	que	PR0CN000	que
estou	estou	VMIP1S0	estar
	,	Fc	,
como	como	CS	como
sabeis	sabeis	VMIP2P0	saber
	,	Fc	,
nesta	nesta	SPS00+DD0FS0	em+este
quasa	casa	NCFS000	casa
	,	Fc	,
nuqua	nunca	RN	nunca
dela	dela	SPS00+PP3FS000	de+ele
ricibi	recebi	VMIS1S0	receber
	,	Fc	,
por	por	SPS00	por
muitas	muitas	DI0FP0	muito
q	que	PR0CN000	que
a	a	SPS00	a
quasa	casa	NCFS000	casa
viesẽ	viessem	VMSI3P0	vir
	,	Fc	,
q	que	CS	que
comiguo	comigo	SPS00+PP1CSO00	com+mim
husasẽ	usassem	VMSI3P0	usar
dua	duma	SPS00+DI0FS0	de+um
curtisia	cortesia	NCFS000	cortesia
	,	Fc	,
de	de	SPS00	de
me	me	PP1CS000	me
darẽ	darem	VMII3P0	dar
hu	um	DI0MS0	um
pão	pão	NCMS000	pão
	,	Fc	,
de	de	SPS00	de
mea	meia	AQ0FS0	meia
honca	onça	NCFS000	onça
de	de	SPS00	de
quanela	canela	NCFS000	canela
nẽ	nem	CC	nem
doutra	doutra	SPS00+DI0FS0	de+outro
cousa	coisa	NCFS000	coisa
ninhua	nenhuma	DI0FS0	nenhum
	.	Fp	.
e	E	CC	e
sua	Sua	DP3FS0	seu
a	Alteza	NP00000	alteza
cudara	cuidará	VMIF3S0	cuidar
o	o	DA0MS0	o
contraro	contrário	NCMS000	contrário
do	do	SPS00+DA0MS0	de+o
qual	qual	PR0CN000	qual
deize	dizei	VMM02P0	dizer
a	a	DA0FS0	o
verdade	verdade	NCFS000	verdade
	,	Fc	,
pois	pois	CS	pois
eu	eu	PP1CSN00	eu
	,	Fc	,
por	por	SPS00	por
minha	minha	DP1FSS	meu
cudicão	condição	NCFS000	condição
	,	Fc	,
lho	lho	PP3CSD00+PP3MSA00	lhe+o
nuqua	nunca	RN	nunca
quis	quis	VMIS3S0	querer
escrever	escrever	VMN0000	escrever
	.	Fp	.
e	E	CC	e
as	as	DA0FP0	o
misquidades	mesquindades	NCFP000	mesquindade
q	que	PR0CN000	que
a	a	SPS00	a
abadesa	abadessa	NP00000	abade
dona	dona	NP00000	dona
lucrecia	Lucrécia	NP00000	lucrécia
comiguo	comigo	SPS00+PP1CSO00	com+mim
tei	tem	VMIP3S0	ter
husadas	usadas	VMP00PF	usar
	,	Fc	,
fazendolhe	fazendo-lhe	VMG0000+PP3CSD00	fazer+lhe
eu	eu	PP1CSN00	eu
	,	Fc	,
como	como	CS	como
sabeis	sabeis	VMIP2P0	saber
	,	Fc	,
antes	antes	RG	antes
q	que	CS	que
hela	ela	PP3FS000	ele
fose	fosse	VMSI0S0	ir
abadesa	abadessa	NCFS000	abade
	,	Fc	,
muitas	muitas	DI0FP0	muito
quaridades	caridades	NCFP000	caridade
	,	Fc	,
de	de	SPS00	de
q	que	PR0CN000	que
he	é	VSIP3S0	ser
bem	bem	RG	bem
esquecida	esquecida	VMP00SF	esquecer
	,	Fc	,
como	como	CS	como
se	se	P00CN000	se
vio	viu	VMIS3S0	ver
	.	Fp	.
abadesa	Abadessa	NP00000	abade
	,	Fc	,
mas	mas	CC	mais
he	é	VSIP3S0	ser
tão	tão	RC	tão
mofina	mofina	NCFS000	mofino
q	que	CS	que
tudo	tudo	PI0NN000	tudo
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
sume	some	VMIP3S0	somer
antre	entre	SPS00	entre
as	as	DA0FP0	o
mãos	mãos	NCFP000	mão
	,	Fc	,
como	como	CS	como
todas	todas	PI0FP000	todo
ve	vê	VMIP3S0	ver
	.	Fp	.
asi	Assim	RG	assim
q	que	CS	que
trabalhai	trabalhai	VMM02P0	que
por	por	SPS00	por
sua	Sua	DP3FS0	seu
a	Alteza	NP00000	alteza
me	me	PP1CS000	me
fazer	fazer	VMN0000	fazer
m	mercê	NCFS000	mercê
d	de	SPS00	de
algua	alguma	DI0FS0	algum
cousa	coisa	NCFS000	coisa
destas	destas	SPS00+DD0FP0	de+este
	,	Fc	,
porq	porque	CS	porque
ẽ	em	SPS00	em
minhas	minhas	DP1FPS	meu
douencas	doenças	NCFP000	doença
gasto	gasto	NCMS000	gasto
muito	muito	NCMS000	muito
	,	Fc	,
e	e	CC	e
esta	esta	DD0FS0	este
faco	faço	VMIP1S0	fazer
haida	ainda	RG	ainda
bem	bem	RG	bem
fraqua	fraca	AQ0FS0	fraco
do	do	SPS00+DA0MS0	de+o
muito	muito	NCMS000	muito
sague	sangue	NCMS000	sangue
q	que	PR0CN000	que
me	me	PP1CS000	me
tirarão	tiraram	VMIS3S0	tirar
	.	Fp	.
e	E	CC	e
	,	Fc	,
por	por	SPS00	por
me	me	PP1CS000	me
aida	ainda	RG	ainda
não	não	RN	não
alevantar	alevantar	VMN0000	alevantar
	,	Fc	,
não	não	RN	não
falei	falei	VMIS1S0	falar
a	a	SPS00	a
dona	dona	NP00000	dona
filipa	Filipa	NP00000	filipa
	,	Fc	,
abadesa	abadessa	NCFS000	abade
de	de	SPS00	de
lorvão	Lorvão	NP00000	Lorvão
	,	Fc	,
a	a	SPS00	a
qual	qual	PR0CN000	qual
me	me	PP1CS000	me
vinha	vinha	VMII0S0	vir
ver	ver	VMN0000	ver
muito	muito	RQ	muito
secretamente	secretamente	RG	secretamente
	.	Fp	.
e	E	CC	e
esteve	esteve	VMIS3S0	estar
aqui	aqui	RG	aqui
hu	um	DI0MS0	um
dia	dia	NCMS000	dia
escõdida	escondida	VMP00SF	esconder
	.	Fp	.
e	E	CC	e
por	por	SPS00	por
eu	eu	PP1CSN00	eu
não	não	RN	não
poder	poder	VMN0000	poder
ir	ir	VMN0000	ir
a	à	SPS00+DA0FS0	a+o
grade	grade	NCFS000	grade
	,	Fc	,
se	se	CS	se
foi	foi	VMIS3S0	ir
	.	Fp	.
e	E	CC	e
ãna	Ana	NP00000	ana
pinta	Pinta	NP00000	pinta
lhe	lhe	PP3CSD00	lhe
falou	falou	VMIS3S0	falar
	,	Fc	,
pola	pela	SPS00+DA0FS0	por+o
qual	qual	PR0CS000	qual
me	me	PP1CS000	me
madou	mandou	VMIS3S0	mandar
dezer	dizer	VMN0000	dizer
q	que	CS	que
não	não	RN	não
vinha	vinha	VMII0S0	vir
senão	senão	CC	senão
a	a	SPS00	a
avisar	avisar	VMN0000	avisar
e	é	VSIP3S0	ser
mi	minha	DP1FSS	meu
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
parte	parte	NCFS000	parte
q	que	CS	que
ẽ	em	SPS00	em
lorvão	Lorvão	NP00000	Lorvão
tinha	tinha	VMII0S0	ter
e	e	CC	e
ẽtreguarme	entregar-me	VMN0000+PP1CS000	entregar+me
as	as	DA0FP0	o
suas	suas	DP3FP0	seu
letras	letras	NCFP000	letra
	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CN000	qual
eu	eu	PP1CSN00	eu
não	não	RN	não
quis	quis	VMIS3S0	querer
aceitar	aceitar	VMN0000	aceitar
	.	Fp	.
cõpareceo	Compareceu	NP00000	Compareceu
de	de	SPS00	de
sua	Sua	DP3FS0	seu
a	Alteza	NP00000	alteza
me	me	PP1CS000	me
não	não	RN	não
querer	querer	VMN0000	querer
fazer	fazer	VMN0000	fazer
esta	esta	DD0FS0	este
m	mercê	NCFS000	mercê
	,	Fc	,
porq	porque	CS	porque
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
q	que	CS	que
	,	Fc	,
a	a	SPS00	a
mais	mais	NCMS000	mais
por	por	SPS00	por
seu	seu	DP3MS0	seu
sirvico	serviço	NCMS000	serviço
q	que	CS	que
eu	eu	PP1CSN00	eu
ande	ande	VMSP0S0	andar
as	às	SPS00+DA0FP0	a+o
soldadas	soldadas	NCFP000	soldada
	,	Fc	,
q	que	CS	que
não	não	RN	não
q	que	CS	que
se	se	P00CN000	se
ẽxergue	enxergue	VMIP3S0	enxerguer
e	e	CC	e
mio	mio	NCMS000	mio
pera	para	SPS00	para
q	que	PR0CN000	que
são	são	VSIP3P0	ser
	.	Fp	.
asi	Assim	RG	assim
q	que	CS	que
se	se	P00CN000	se
foi	foi	VMIS3S0	ir
cõmo	como	SPS00	como
mãodar	mandar	VMN0000	mandar
aguasalhar	agasalhar	VMN0000	agasalhar
	,	Fc	,
como	como	CS	como
a	a	SPS00	a
hua	uma	DI0FS0	um
dona	dona	NCFS000	dona
da	da	SPS00+DA0FS0	de+o
guarda	Guarda	NP00000	guarda
q	que	CS	que
me	me	PP1CS000	me
vinha	vinha	VMII0S0	vir
ver	ver	VMN0000	ver
	,	Fc	,
como	como	CS	como
quis	quis	VMIS3S0	querer
q	que	CS	que
se	se	P00CN000	se
disese	dissesse	VMSI0S0	dizer
	,	Fc	,
e	e	CC	e
q	que	CS	que
	,	Fc	,
cõtudo	contudo	RG	contudo
	,	Fc	,
me	me	PP1CS000	me
avia	havia	VMII0S0	haver
de	de	SPS00	de
tornar	tornar	VMN0000	tornar
a	a	SPS00	a
fretar	fretar	VMN0000	fretar
	.	Fp	.
nada	Nada	PI0NN00N	nada
desejo	desejo	VMIP1S0	desejar
e	e	CC	e
nada	nada	PI0NN00N	nada
quero	quero	VMIP1S0	querer
senão	senão	CC	senão
vervos	ver-vos	VMN0000+PP2CP000	senão
	,	Fc	,
meu	meu	DP1MSS	meu
coracão	coração	NCMS000	coração
	,	Fc	,
ẽ	em	SPS00	em
algua	alguma	DI0FS0	algum
honra	honra	NCFS000	honra
antes	antes	RG	antes
da	da	SPS00+DA0FS0	de+o
minha	minha	DP1FSS	meu
morte	morte	NCFS000	morte
	,	Fc	,
a	a	SPS00	a
qual	qual	PR0CN000	qual
sepre	sempre	RG	sempre
tivi	tive	VMIS1S0	ter
ẽ	em	SPS00	em
vida	vida	NCFS000	vida
	.	Fp	.
ha	Há	VMIP3S0	haver
trita	trinta	Z	trinta
e	e	CC	e
dos	dois	Z	dois
anos	anos	NCMP000	ano
q	que	PR0CN000	que
me	me	PP1CS000	me
não	não	RN	não
são	sou	VSIP1S0	ser
	,	Fc	,
hu	um	DI0MS0	um
so	só	AQ0CS0	só
dia	dia	NCMS000	dia
ẽtero	inteiro	AQ0MS0	inteiro
	,	Fc	,
sẽ	sem	SPS00	sem
doenca	doença	NCFS000	doença
ou	ou	CC	ou
desgosto	desgosto	NCMS000	desgosto
	,	Fc	,
como	como	CS	como
a	há	VMIP3S0	haver
vinte	vinte	Z	vinte
anos	anos	NCMP000	ano
q	que	PR0CN000	que
me	me	PP1CS000	me
vedes	vedes	VMIP2P0	ver
padecer	padecer	VMN0000	padecer
	,	Fc	,
e	e	CC	e
aguora	agora	RG	agora
estar	estar	VMN0000	estar
tal	tal	RC	tal
q	que	CS	que
me	me	PP1CS000	me
não	não	RN	não
conhecereis	conhecereis	VMIF2P0	conhecer
	.	Fp	.
ho	Ó	NP00000	ó
	,	Fc	,
minha	minha	DP1FSS	meu
filha	filha	NCFS000	filho
	,	Fc	,
vidinos	vinde-nos	Fc	,
antes	antes	RG	antes
q	que	CS	que
de	de	SPS00	de
todo	tudo	PI0NN000	tudo
aquabe	acabe	VMSP0S0	acabar
de	de	SPS00	de
morer	morrer	VMN0000	morrer
sẽ	sem	SPS00	sem
vos	vós	PP2CP000	vós
	!	Fp	!
e	E	CC	e
trazeime	trazei-me	CC	e
muitas	muitas	DI0FP0	muito
bonas novas	boas-novas	NCFP000	boa-nova
de	de	SPS00	de
suas	Suas	DP3FP0	seu
altezas	Altezas	NP00000	Altezas
	,	Fc	,
pera	para	SPS00	para
minha	minha	DP1FSS	meu
cõsolacão	consolação	NCFS000	consolação
	,	Fc	,
e	e	CC	e
asi	assim	RG	assim
beijai	beijai	VMM02P0	beijar
	,	Fc	,
por	por	SPS00	por
mi	mim	PP1CSO00	mim
	,	Fc	,
as	as	DA0FP0	o
mãos	mãos	NCFP000	mão
ao	ao	SPS00+DA0MS0	a+o
snor	senhor	NP00000	senhor
secretario	secretário	NCMS000	secretário
	,	Fc	,
a	a	SPS00	a
q	que	CS	que
afiquadamente	afincadamente	RG	afincadamente
pidi	pedi	VMIS1S0	pedir
a	a	SPS00	a
ds	Deus	NP00000	deus
a	a	SPS00	a
sua	sua	DP3FS0	seu
vida	vida	NCFS000	vida
	,	Fc	,
e	e	CC	e
asi	assim	RG	assim
a	à	SPS00+DA0FS0	a+o
sra	Senhora	NP00000	senhor
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
	,	Fc	,
cuija	cuja	PR0CN000	cujo
mui	mui	RG	mui
certa	certa	AQ0FS0	certo
sua	sua	DP3FS0	seu
horador	orador	NCMS000	orador
são	sou	VSIP1S0	ser
	.	Fp	.
a	A	DA0FS0	o
bencão	bênção	NCFS000	bênção
de	de	SPS00	de
ds	Deus	NP00000	deus
e	e	CC	e
a	a	SPS00	a
minha	minha	DP1FSS	meu
vos	vos	PP2CP000	vos
mando	mando	VMIP1S0	mandar
e	e	CC	e
ao	ao	SPS00+DA0MS0	a+o
snor	Senhor	NP00000	senhor
meu	meu	DP1MSS	meu
filho	filho	NCMS000	filho
	.	Fp	.
feita	Feita	NP00000	feita
a	a	SPS00	a
vinte	vinte	Z	vinte
d	de	SPS00	de
abril	abril	NCMS000	abril
desta	desta	SPS00+DD0FS0	de+este
hera	era	VMIP3S0	era
de	de	SPS00	de
quatro	quatro	Z	quatro
	.	Fp	.
da	Da	SPS00+DA0FS0	de+o
vosa	vossa	DP2FSP	vosso
verdadeira	verdadeira	AQ0FS0	verdadeiro
mãi	Mãe	NCFS000	mãe
	,	Fc	,
dona	dona	NP00000	dona
isabel	Isabel	NP00000	isabel
moniz	Moniz	NP00000	moniz
