hermano	Hermano	NP00000	hermano
allare	hallare	VMSF0S0	hallar
y	y	CC	y
no	no	RN	no
repare	repare	VMSP0S0	reparar
en	en	SPS00	en
cosa	cosa	NCFS000	cosa
alguna	alguna	DI0FS0	alguno
	.	Fp	.
mire	Mire	VMSP0S0	mirar
que	que	CS	que
d	de	SPS00	de
ay	ahí	RG	ahí
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
escandalo	escándalo	NCMS000	escándalo
al	al	SPS00+DA0MS0	a+el
pueblo	pueblo	NCMS000	pueblo
con	con	SPS00	con
su	su	DP3CS0	su
tardança	tardanza	NCFS000	tardanza
	,	Fc	,
que	que	CS	que
ya	ya	RG	ya
no	no	RN	no
atribuyen	atribuyen	VMIP3P0	atribuir
a	a	SPS00	a
bien	bien	NP00000	bien
su	su	DP3CS0	su
benida	venida	NCFS000	venida
y	y	CC	y
su	su	DP3CS0	su
estado	estado	NCMS000	estado
	.	Fp	.
por	Por	SPS00	por
tanto	tanto	RG	tanto
	,	Fc	,
le	le	PP3CSD00	le
ruego	ruego	VMIP1S0	rogar
por	por	SPS00	por
el	el	DA0MS0	el
serbicio	servicio	NCMS000	servicio
de	de	SPS00	de
dios	Dios	NP00000	dios
	,	Fc	,
porque	porque	CS	porque
de	de	SPS00	de
no	no	RN	no
benir	venir	VMN0000	venir
enbiare	enviaré	VMIF1S0	enviar
por	por	SPS00	por
el	él	PP3MS000	él
cõ	con	SPS00	con
apremio	apremio	NCMS000	apremio
	.	Fp	.
mire	Mire	VMSP0S0	mirar
que	que	CS	que
aca	acá	RG	acá
no	no	RN	no
tiene	tiene	VMIP3S0	tener
falta	falta	NCFS000	falta
de	de	SPS00	de
hacienda	hacienda	NCFS000	hacienda
	,	Fc	,
sino	sino	CC	sino
mas	más	RC	más
bienes	bienes	NCMP000	bien
que	que	PR0CN000	que
dejo	dejó	VMIS3S0	dejar
	.	Fc	,
sus	Sus	DP3CP0	su
ernos	hermanos	NCMP000	hermano
estan	están	VMIP3P0	estar
todos	todos	DI0MP0	todo
buenos	buenos	AQ0MP0	bueno
y	y	CC	y
se	se	P00CN000	se
allaron	hallaron	VMIS3P0	hallar
todos	todos	PI0MP000	todo
a	a	SPS00	a
escribir	escribir	VMN0000	escribir
esta	ésta	PD0FS000	este
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
escribio	escribió	VMIS3S0	escribir
en	en	SPS00	en
casa	casa	NCFS000	casa
de	de	SPS00	de
esteban	Esteban	NP00000	esteban
gonçalez	González	NP00000	gonzález
	.	Fp	.
y	Y	CC	y
todos	todos	PI0MP000	todo
le	le	PP3CSD00	le
ruegan	ruegan	VMIP3P0	rogar
no	no	RN	no
se	se	P00CN000	se
descuyde	descuide	VMSP0S0	descuidar
en	en	SPS00	en
la	la	DA0FS0	el
benida	venida	NCFS000	venida
	.	Fp	.
mire	Mire	VMSP0S0	mirar
que	que	CS	que
de	de	SPS00	de
no	no	RN	no
benir	venir	VMN0000	venir
desde	desde	SPS00	desde
aqui	aquí	RG	aquí
a	a	SPS00	a
nabidad	Navidad	NP00000	navidad
no	no	RN	no
haremos	haremos	VMIF1P0	hacer
cuenta	cuenta	NCFS000	cuenta
de	de	SPS00	de
su	su	DP3CS0	su
benida	venida	NCFS000	venida
	,	Fc	,
y	y	CC	y
de	de	SPS00	de
no	no	RN	no
benir	venir	VMN0000	venir
no	no	RN	no
dejaran	dejarán	VMIF3P0	dejar
de	de	SPS00	de
yr	ir	VMN0000	ir
a	a	SPS00	a
le	le	PP3CSD00	le
buscar	buscar	VMN0000	buscar
	.	Fp	.
y	Y	CC	y
su	su	DP3CS0	su
ererno	hermano	NCMS000	hermano
esteban	Esteban	NP00000	esteban
gõçalez	González	NP00000	gonzález
dize	dice	VMIP3S0	decir
que	que	CS	que
tiene	tiene	VMIP3S0	tener
de	de	SPS00	de
yr	ir	VMN0000	ir
por	por	SPS00	por
alla	allá	RG	allá
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
media	media	AQ0FS0	media
docena	docena	NCFS000	docena
de	de	SPS00	de
potros	potros	NCMP000	potro
buenos	buenos	AQ0MP0	bueno
	,	Fc	,
que	que	CS	que
los	los	PP3MPA00	lo
tenga	tenga	VMSP0S0	tener
ojeados	ojeados	NCMP000	ojeado
y	y	CC	y
buscados	buscados	NCMP000	buscado
si	si	CS	si
no	no	RN	no
se	se	P00CN000	se
biene	viene	VMIP3S0	venir
	.	Fp	.
y	Y	CC	y
andres	Andrés	NP00000	andrés
gõçalez	González	NP00000	gonzález
dize	dice	VMIP3S0	decir
a	ha	VMIP3S0	haber
de	de	SPS00	de
yr	ir	VMN0000	ir
a	a	SPS00	a
buscalle	buscarle	VMN0000+PP3CSA00	buscar+le
tanbien	también	RG	también
	.	Fp	.
su	Su	DP3CS0	su
cuñada	cuñada	NCFS000	cuñado
beatriz	Beatriz	NP00000	beatriz
gonçalez	González	NP00000	gonzález
se	se	P00CN000	se
l	le	PP3CSD00	le
encomienda	encomienda	VMIP3S0	encomendar
y	y	CC	y
su	su	DP3CS0	su
hija	hija	NP00000	hijo
engracia	Engracia	NP00000	engracia
	,	Fc	,
qu	que	CS	que
es	es	VSIP3S0	ser
ya	ya	RG	ya
muger	mujer	NCFS000	mujer
heha	hecha	VMP00SF	hacer
	.	Fp	.
lo	Lo	DA0NS0	el
qu	que	PR0CN000	que
es	es	VSIP3S0	ser
los	los	DA0MP0	el
parientes	parientes	NCMP000	pariente
estan	están	VMIP3P0	estar
todos	todos	DI0MP0	todo
buenos	buenos	AQ0MP0	bueno
y	y	CC	y
todos	todos	PI0MP000	todo
se	se	P00CN000	se
l	le	PP3CSD00	le
encomiendan	encomiendan	VMIP3P0	encomendar
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
señor	señor	NP00000	señor
balcarcel	Valcárcel	NP00000	valcárcel
se	se	P00CN000	se
l	le	PP3CSD00	le
encomienda	encomienda	VMIP3S0	encomendar
y	y	CC	y
la	la	DA0FS0	el
señora	señora	NP00000	señor
su	su	DP3CS0	su
muger	mujer	NCFS000	mujer
antoña	Antonia	NP00000	antonia
de	de	SPS00	de
amaya	Amaya	NP00000	amaya
y	y	CC	y
su	su	DP3CS0	su
madre	madre	NCFS000	madre
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
señor	señor	NP00000	señor
gaspar	Gaspar	NP00000	gaspar
baroso	Barroso	NP00000	barroso
se	se	P00CN000	se
l	le	PP3CSD00	le
encominda	encomienda	VMIP3S0	encomendar
y	y	CC	y
que	que	CS	que
si	si	CS	si
no	no	RN	no
biene	viene	VMIP3S0	venir
le	le	PP3CSD00	le
tiene	tiene	VMIP3S0	tener
de	de	SPS00	de
yr	ir	VMN0000	ir
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
	.	Fp	.
antoño	Antonio	NP00000	antonio
estebez	Estévez	NP00000	estévez
	,	Fc	,
su	su	DP3CS0	su
cuñado	cuñado	NCMS000	cuñado
y	y	CC	y
su	su	DP3CS0	su
erna	hermana	NP00000	hermano
gonçalez	González	NP00000	gonzález
y	y	CC	y
sus	sus	DP3CP0	su
hijos	hijos	NCMP000	hijo
todos	todos	PI0MP000	todo
estan	estan	SPS00	estan
buenos	buenos	AQ0MP0	bueno
y	y	CC	y
todos	todos	PI0MP000	todo
se	se	P00CN000	se
l	le	PP3CSD00	le
encomiendan	encomiendan	VMIP3P0	encomendar
	.	Fp	.
y	Y	CC	y
antoño	Antonio	NP00000	antonio
gõçalez	González	NP00000	gonzález
y	y	CC	y
su	su	DP3CS0	su
muger	mujer	NCFS000	mujer
	.	Fp	.
todos	Todos	PI0MP000	todo
se	se	P00CN000	se
l	le	PP3CSD00	le
encomiendan	encomiendan	VMIP3P0	encomendar
y	y	CC	y
todos	todos	PI0MP000	todo
l	le	PP3CSD00	le
encomiendan	encomiendan	VMIP3P0	encomendar
la	la	DA0FS0	el
benida	venida	NCFS000	venida
sobre	sobre	SPS00	sobre
todas	todas	DI0FP0	todo
cosas	cosas	NCFP000	cosa
	.	Fp	.
y	Y	CC	y
no	no	RN	no
mire	mire	VMSP0S0	mirar
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
mas	más	RC	más
del	del	SPS00+DA0MS0	de+el
serbicio	servicio	NCMS000	servicio
de	de	SPS00	de
dios	Dios	NP00000	dios
	.	Fp	.
y	Y	CC	y
si	si	CS	si
esto	esto	PD0NN000	esto
no	no	RN	no
basta	basta	VMIP3S0	bastar
baste	baste	VMSP0S0	bastar
la	la	DA0FS0	el
gracia	gracia	NCFS000	gracia
de	de	SPS00	de
dios	Dios	NP00000	dios
	,	Fc	,
qu	que	CS	que
es	es	VSIP3S0	ser
grande	grande	AQ0CS0	grande
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
le	le	PP3CSD00	le
digo	digo	VMIP1S0	decir
mas	más	RC	más
	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
le	le	PP3CSD00	le
guarde	guarde	VMSP0S0	guardar
y	y	CC	y
le	le	PP3CSD00	le
traya	traiga	VMSP0S0	traer
con	con	SPS00	con
salud	salud	NCFS000	salud
ante	ante	SPS00	ante
mis	mis	DP1CPS	mi
ojos	ojos	NCMP000	ojo
como	como	CS	como
yo	yo	PP1CSN00	yo
deseo	deseo	VMIP1S0	desear
	.	Fp	.
de	De	SPS00	de
algoso	Algoso	NP00000	algoso
	,	Fc	,
y	y	CC	y
abril	abril	NCMS000	abril
29	29	Z	29
de	de	SPS00	de
16060	1606	Z	1606
as	años	NCMP000	año
	.	Fp	.
su	Su	DP3CS0	su
muger	mujer	NCFS000	mujer
	.	Fp	.
maria	María	NP00000	maría
baz	Vaz	NP00000	vaz
erno	Hermano	NP00000	hermano
	,	Fc	,
muho	mucho	RQ	mucho
folgare	holgaré	VMIF1S0	holgar
de	de	SPS00	de
os	os	PP2CP000	os
ber	ver	VMN0000	ver
en	en	SPS00	en
esta	esta	DD0FS0	este
tiera	tierra	NCFS000	tierra
	,	Fc	,
por	por	SPS00	por
cuanto	cuanto	PA000000	cuanto
no	no	RN	no
tengo	tengo	VMIP1S0	tener
erno	hermano	NCMS000	hermano
que	que	PR0CN000	que
tanto	tanto	RC	tanto
quiera	quiera	VMSP0S0	querer
como	como	CS	como
a	a	SPS00	a
bos	vos	PP2CS000	vos
ni	ni	CC	ni
feho	hecho	NCMS000	hecho
a	a	SPS00	a
mi	mi	DP1CSS	mi
condicion	condición	NCFS000	condición
como	como	CS	como
bos	vos	PP2CS000	vos
	.	Fp	.
si	Si	CS	si
dios	Dios	NP00000	dios
os	os	PP2CP000	os
a	a	SPS00	a
ella	ella	PP3FS000	él
trajere	trajere	VMSF0S0	traer
	,	Fc	,
no	no	RN	no
serbireis	serviréis	VMIF2P0	servir
oficio	oficio	NCMS000	oficio
bajo	bajo	AQ0MS0	bajo
ninguno	ninguno	DI0MS0	ninguno
como	como	CS	como
no	no	RN	no
sus	sus	DP3CP0	su
ernos	hermanos	NCMP000	hermano
no	no	RN	no
tienen	tienen	VMIP3P0	tener
serbido	servido	VMP00SM	servir
ni	ni	CC	ni
de	de	SPS00	de
rejidores	regidores	NCMP000	regidor
ni	ni	CC	ni
de	de	SPS00	de
alcaydes	alcaides	NCMP000	alcaide
	,	Fc	,
por	por	SPS00	por
cuanto	cuanto	PA000000	cuanto
antoño	Antonio	NP00000	antonio
gõçalez	González	NP00000	gonzález
le	le	PP3CSD00	le
ube	hube	VMIS1S0	haber
un	un	DI0MS0	uno
prebillego	privilegio	NCMS000	privilegio
	:	Fd	:
que	que	CS	que
no	no	RN	no
pueda	pueda	VMSP0S0	poder
serbyr	servir	VMN0000	servir
oficio	oficio	NCMS000	oficio
ninguno	ninguno	PI0MS00N	ninguno
si	si	CS	si
no	no	RN	no
fuere	fuere	VSSF0S0	ser
de	de	SPS00	de
los	los	DA0MP0	el
mejores	mejores	AQ0CP0	mejor
de	de	SPS00	de
la	la	DA0FS0	el
camara	cámara	NCFS000	cámara
	.	Fp	.
andres	Andrés	NP00000	andrés
gõçalez	González	NP00000	gonzález
fue	fue	VMIS3S0	ir
almutacen	almotacén	NCMS000	almotacén
en	en	SPS00	en
esta	esta	DD0FS0	este
billa	villa	NCFS000	villa
	,	Fc	,
por	por	SPS00	por
dõde	donde	PA000000	donde
dan	dan	VMIP3P0	dar
bosados	visados	NCMP000	visado
	.	Fp	.
estan	Están	VMIP3P0	estar
liberados	liberados	NCMP000	liberado
de	de	SPS00	de
oficios	oficios	NCMP000	oficio
macanicos	mecánicos	NCMP000	mecánico
y	y	CC	y
asi	así	RG	así
estareis	estaréis	VMIF2P0	estar
bos	vos	PP2CS000	vos
si	si	CS	si
os	os	PP2CP000	os
dios	Dios	NP00000	dios
a	a	SPS00	a
ella	ella	PP3FS000	él
trajere	trajere	VMSF0S0	traer
	,	Fc	,
que	que	CS	que
a	a	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
ace	hace	VMIP3S0	hacer
dios	Dios	NP00000	dios
mas	más	RC	más
mds	mercedes	NCFP000	merced
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
mereço	merezco	VMIP1S0	merecer
	.	Fp	.
deseo	Deseo	VMIP1S0	desear
de	de	SPS00	de
yr	ir	VMN0000	ir
a	a	SPS00	a
ber	ver	VMN0000	ver
esa	esa	DD0FS0	ese
tiera	tierra	NCFS000	tierra
para	para	SPS00	para
benir	venir	VMN0000	venir
en	en	SPS00	en
vra	vuestra	DP2FSP	vuestro
conpania	compañía	NCFS000	compañía
.	.	Fp	.
y	Y	CC	y
tene	ten	VMM02S0	tener
por	por	SPS00	por
cierto	cierto	RG	cierto
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
asi	así	RG	así
si	si	CS	si
la	la	DA0FS0	el
muerte	muerte	NCFS000	muerte
no	no	RN	no
me	me	PP1CS000	me
ataja	ataja	VMIP3S0	atajar
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
sera	será	VSIF3S0	ser
acabado	acabado	VMP0000	acabar
de	de	SPS00	de
recojer	recoger	VMN0000	recoger
el	el	DA0MS0	el
pan	pan	NCMS000	pan
	.	Fp	.
yo	Yo	PP1CSN00	yo
os	os	PP2CP000	os
ruego	ruego	VMIP1S0	rogar
os	os	PP2CP000	os
bengais	vengáis	VMSP2P0	venir
	,	Fc	,
que	que	CS	que
teneis	tenéis	VMIP2P0	tener
muger	mujer	NCFS000	mujer
onrada	honrada	AQ0FS0	honrado
y	y	CC	y
a	ha	VAIP3S0	haber
mirado	mirado	VMP0000	mirar
muho	mucho	RQ	mucho
por	por	SPS00	por
la	la	DA0FS0	el
onra	honra	NCFS000	honra
y	y	CC	y
es	es	VSIP3S0	ser
raçon	razón	NCFS000	razón
no	no	RN	no
la	la	PP3FSA00	lo
olbideis	olvidéis	VMSP2P0	olvidar
mas	más	RC	más
de	de	SPS00	de
lo	lo	DA0NS0	el
olbidado	olvidado	VMP00SM	olvidar
	.	Fp	.
el	El	DA0MS0	el
asiento	asiento	NCMS000	asiento
de	de	SPS00	de
andres	Andrés	NP00000	andrés
antoño	Antonio	NP00000	antonio
es	es	VSIP3S0	ser
mio	mío	PX1MS0S0	mío
y	y	CC	y
bibo	vivo	VMIP1S0	vivir
en	en	SPS00	en
sus	sus	DP3CP0	su
casas	casas	NCFP000	casa
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
determino	determino	VMIP1S0	determinar
	,	Fc	,
si	si	CS	si
dios	Dios	NP00000	dios
nos	nos	PP1CP000	nos
da	da	VMIP3S0	dar
bida	vida	NCFS000	vida
	,	Fc	,
que	que	CS	que
mas	más	RC	más
de	de	SPS00	de
ser	ser	VSN0000	ser
becinos	vecinos	NCMP000	vecino
por	por	SPS00	por
cuanto	cuanto	PA000000	cuanto
tengo	tengo	VMIP1S0	tener
dado	dado	VMP0000	dar
orden	orden	NCMS000	orden
de	de	SPS00	de
conprar	comprar	VMN0000	comprar
las	las	DA0FP0	el
casas	casas	NCFP000	casa
donde	donde	PA000000	donde
bibie	vivíe	SPS00	vivíe
su	su	DP3CS0	su
hija	hija	NCFS000	hijo
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
dan	dan	VMIP3P0	dar
en	en	SPS00	en
precio	precio	NCMS000	precio
acomodado	acomodado	VMP00SM	acomodar
y	y	CC	y
es	es	VSIP3S0	ser
muho	mucho	RQ	mucho
mehor	mejor	AQ0CS0	mejor
bibienda	vivienda	NCFS000	vivienda
que	que	CS	que
la	la	DA0FS0	el
vra	vuestra	PX2FS0P0	vuestro
	.	Fc	,
con	Con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
soy	soy	VSIP1S0	ser
mas	más	RC	más
largo	largo	RG	largo
	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
os	os	PP2CP000	os
de	dé	VMSP0S0	dar
la	la	DA0FS0	el
salud	salud	NCFS000	salud
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
deseo	deseo	VMIP1S0	desear
	.	Fp	.
de	De	SPS00	de
algoso	Algoso	NP00000	algoso
	,	Fc	,
vro	vuestro	DP2MSP	vuestro
erno	hermano	NCMS000	hermano
