Mui	Muy	RQ	muy
Ysavel	Isabel	NP00000	isabel
;	.	Fp	.
en	En	SPS00	en
esa	esa	DD0FS0	ese
villa	villa	NCFS000	villa
desee	deseé	VMIS1S0	desear
paçificar	pacificar	VMN0000	pacificar
las	las	DA0FP0	el
tempestades	tempestades	NCFP000	tempestad
que	que	PR0CN000	que
mirava	miraba	VMII0S0	mirar
yrse	irse	VMN0000+P00CN000	ir+se
criando	criando	VMG0000	criar
con	con	SPS00	con
los	los	DA0MP0	el
disturbios	disturbios	NCMP000	disturbio
d	de	SPS00	de
este	este	DD0MS0	este
matrimonio	matrimonio	NCMS000	matrimonio
clandestino	clandestino	AQ0MS0	clandestino
en	en	SPS00	en
la	la	DA0FS0	el
familia	familia	NCFS000	familia
yllustre	ilustre	AQ0CS0	ilustre
de	de	SPS00	de
Vmd	VM	NP00000	VM
	.	Fp	.
Y	Y	CC	y
encamine	encaminé	VMIS1S0	encaminar
mis	mis	DP1CPS	mi
buenos	buenos	AQ0MP0	bueno
offiçios	oficios	NCMP000	oficio
a	a	SPS00	a
este	este	DD0MS0	este
fin	fin	NCMS000	fin
aconsejando	aconsejando	VMG0000	aconsejar
a	a	SPS00	a
mi	mi	DP1CSS	mi
sa	señora	NP00000	señor
Da	doña	NP00000	don
Ysavel	Isabel	NP00000	isabel
se	se	P00CN000	se
escusaria	excusaría	VMIC0S0	excusar
muchos	muchos	DI0MP0	mucho
Pesares	pesares	NCMP000	pesar
y	y	CC	y
lograria	lograría	VMIC0S0	lograr
Ynfinitos	infinitos	AQ0MP0	infinito
Gustos	gustos	NCMP000	gusto
si	si	CS	si
ponia	ponía	VMII0S0	poner
la	la	DA0FS0	el
consideraçion	consideración	NCFS000	consideración
en	en	SPS00	en
lo	lo	DA0NS0	el
Vien	bien	NCMS000	bien
que	que	PR0CN000	que
estaria	estaría	VMIC0S0	estar
al	al	SPS00+DA0MS0	a+el
punto	punto	NCMS000	punto
de	de	SPS00	de
su	su	DP3CS0	su
sangre	sangre	NCFS000	sangre
y	y	CC	y
quietud	quietud	NCFS000	quietud
de	de	SPS00	de
su	su	DP3CS0	su
conciençia	conciencia	NCFS000	conciencia
si	si	CS	si
	,	Fc	,
en	en	SPS00	en
medio	medio	NCMS000	medio
de	de	SPS00	de
tanto	tanto	DI0MS0	tanto
Pessar	pesar	NCMS000	pesar
	,	Fc	,
tomava	tomaba	VMII0S0	tomar
determinaçion	determinación	NCFS000	determinación
de	de	SPS00	de
desposarse	desposarse	VMN0000+P00CN000	desposar+se
en	en	SPS00	en
la	la	DA0FS0	el
relixion	religión	NCFS000	religión
con	con	SPS00	con
Jesuchristo	Jesucristo	NP00000	jesucristo
	,	Fc	,
a	a	SPS00	a
que	que	CS	que
me	me	PP1CS000	me
respondio	respondió	VMIS3S0	responder
	:	Fd	:
	«	Fra	«
sr	Señor	NP00000	señor
	,	Fc	,
	¿	Fia	¿
si	si	CS	si
soy	soy	VSIP1S0	ser
cassada	casada	VMP00SF	casar
como	cómo	PA000000	cómo
puedo	puedo	VMIP1S0	poder
ser	ser	VSN0000	ser
relixiosa	religiosa	NCFS000	religioso
	?	Fit	?
	»	Frt	»
	.	Fp	.
Y	Y	CC	y
	,	Fc	,
aunque	aunque	CS	aunque
le	le	PP3CSD00	le
aplique	apliqué	VMIS1S0	aplicar
muchas	muchas	DI0FP0	mucho
Y	y	CC	y
repetidas	repetidas	VMP00PF	repetir
Ynstançias	instancias	NCFP000	instancia
que	que	PR0CN000	que
pudieran	pudieran	VMSI3P0	poder
sosegarle	sosegarle	VMN0000+PP3CSD00	sosegar+le
aquel	aquel	DD0MS0	aquel
escrupulo	escrúpulo	NCMS000	escrúpulo
si	si	CS	si
de	de	SPS00	de
alguno	alguno	PI0MS000	alguno
le	le	PP3CSD00	le
naçia	nacía	VMII0S0	nacer
aquella	aquella	DD0FS0	aquel
respuesta	respuesta	NCFS000	respuesta
	,	Fc	,
nunca	nunca	RN	nunca
le	le	PP3CSD00	le
mereçi	merecí	VMIS1S0	merecer
otra	otra	PI0FS000	otro
.	.	Fp	.
Despues	Después	RG	después
de	de	SPS00	de
aberle	haberle	VAN0000+PP3CSD00	haber+le
traido	traído	VMP0000	traer
a	a	SPS00	a
este	este	DD0MS0	este
çiudad	ciudad	NCFS000	ciudad
cunpliendo	cumpliendo	VMG0000	cumplir
con	con	SPS00	con
lo	lo	DA0NS0	el
que	que	PR0CN000	que
ofreçi	ofrecí	VMIS1S0	ofrecer
a	a	SPS00	a
esos	esos	DD0MP0	ese
cavalleros	caballeros	NCMP000	caballero
deudos	deudos	NCMP000	deudo
de	de	SPS00	de
Vmd	VM	NP00000	VM
	,	Fc	,
e	he	VAIP1S0	haber
hecho	hecho	VMP0000	hacer
estas	estas	DD0FP0	este
mismas	mismas	AQ0FP0	mismo
diligençias	diligencias	NCFP000	diligencia
dejandolas	dejándolas	VMG0000+PP3FPA00	dejar+lo
en	en	SPS00	en
terminos	términos	NCMP000	término
de	de	SPS00	de
consejo	consejo	NCMS000	consejo
,	,	Fc	,
pero	pero	CC	pero
representadas	representadas	VMP00PF	representar
con	con	SPS00	con
bastante	bastante	DI0CS0	bastante
biveça	viveza	NCFS000	viveza
,	,	Fc	,
para	para	SPS00	para
que	que	CS	que
(	(	Fba	(
sin	sin	SPS00	sin
manchar	manchar	VMN0000	manchar
mi	mi	DP1CSS	mi
conciençia	conciencia	NCFS000	conciencia
con	con	SPS00	con
la	la	DA0FS0	el
menor	menor	AQ0CS0	menor
sombra	sombra	NCFS000	sombra
de	de	SPS00	de
biolençia	violencia	NCFS000	violencia
)	)	Fbt	)
Pudiesen	pudiesen	VMSI3P0	poder
haçer	hacer	VMN0000	hacer
el	el	DA0MS0	el
effecto	efecto	NCMS000	efecto
a	a	SPS00	a
que	que	CS	que
las	las	PP3FPA00	lo
encaminaba	encaminaba	VMII0S0	encaminar
	.	Fp	.
i	Y	CC	y
	,	Fc	,
aunque	aunque	CS	aunque
no	no	RN	no
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
respondido	respondido	VMP0000	responder
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
	,	Fc	,
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
insinuado	insinuado	VMP0000	insinuar
Jamas	jamás	RG	jamás
tubo	tuvo	VMIS3S0	tener
ynclinaçion	inclinación	NCFS000	inclinación
al	al	SPS00+DA0MS0	a+el
estado	estado	NCMS000	estado
de	de	SPS00	de
la	la	DA0FS0	el
rrelijion	religión	NCFS000	religión
	.	Fp	.
Y	Y	CC	y
luego	luego	RG	luego
que	que	CS	que
tube	tuve	VMIS1S0	tener
la	la	DA0FS0	el
de	de	SPS00	de
Vmd	VM	NP00000	VM
Pase	pasé	VMIS1S0	pasar
a	a	SPS00	a
berla	verla	VMN0000+PP3FSA00	ver+lo
y	y	CC	y
el	el	DA0MS0	el
frutto	fruto	NCMS000	fruto
que	que	PR0CN000	que
consiguio	consiguió	VMIS3S0	conseguir
mi	mi	DP1CSS	mi
suplica	súplica	NCFS000	súplica
y	y	CC	y
consejo	consejo	NCMS000	consejo
despues	después	RG	después
de	de	SPS00	de
aberle	haberle	VAN0000+PP3CSD00	haber+le
ponderado	ponderado	VMP0000	ponderar
lo	lo	DA0NS0	el
aspero	áspero	AQ0MS0	áspero
que	que	CS	que
se	se	P00CN000	se
iva	iba	VMII0S0	ir
Poniendo	poniendo	VMG0000	poner
este	este	DD0MS0	este
negoçio	negocio	NCMS000	negocio
Y	y	CC	y
que	que	CS	que
tenia	tenía	VMII0S0	tener
grande	grande	AQ0CS0	grande
desproporçion	desproporción	NCFS000	desproporción
la	la	DA0FS0	el
pretension	pretensión	NCFS000	pretensión
que	que	CS	que
se	se	P00CN000	se
encaminava	encaminaba	VMII0S0	encaminar
a	a	SPS00	a
querer	querer	VMN0000	querer
goçar	gozar	VMN0000	gozar
del	del	SPS00+DA0MS0	de+el
estado	estado	NCMS000	estado
del	del	SPS00+DA0MS0	de+el
matrimonio	matrimonio	NCMS000	matrimonio
que	que	PR0CN000	que
diçe	dice	VMIP3S0	decir
tiene	tiene	VMIP3S0	tener
contraido	contraído	NCMS000	contraído
con	con	SPS00	con
el	el	DA0MS0	el
sr	señor	NP00000	señor
D	don	NP00000	don
Po	Pedro	NP00000	pedro
	.	Fp	.
sin	Sin	SPS00	sin
embargo	embargo	NCMS000	embargo
	,	Fc	,
da	da	VMIP3S0	dar
a	a	SPS00	a
entender	entender	VMN0000	entender
Por	por	SPS00	por
el	el	DA0MS0	el
punto	punto	NCMS000	punto
onrado	honrado	AQ0MS0	honrado
y	y	CC	y
honesto	honesto	AQ0MS0	honesto
de	de	SPS00	de
su	su	DP3CS0	su
credito	crédito	NCMS000	crédito
devera	deberá	VMIF3S0	deber
dejar	dejar	VMN0000	dejar
correr	correr	VMN0000	correr
su	su	DP3CS0	su
fortuna	fortuna	NCFS000	fortuna
Y	y	CC	y
soliçitar	solicitar	VMN0000	solicitar
con	con	SPS00	con
justos	justos	AQ0MP0	justo
medios	medios	NCMP000	medio
su	su	DP3CS0	su
desempeño	desempeño	NCMS000	desempeño
y	y	CC	y
el	el	DA0MS0	el
de	de	SPS00	de
sus	sus	DP3CP0	su
honrrados	honrados	VMP00PM	honrar
Padres	padres	NCMP000	padre
y	y	CC	y
deudos	deudos	NCMP000	deudo
,	.	Fp	.
esto	Esto	PD0NN000	esto
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
an	han	VAIP3P0	haber
logrado	logrado	VMP0000	lograr
mis	mis	DP1CPS	mi
buenos	buenos	AQ0MP0	bueno
deseos	deseos	NCMP000	deseo
hasta	hasta	SPS00	hasta
aora	ahora	RG	ahora
,	,	Fc	,
quedando	quedando	VMG0000	quedar
a	a	SPS00	a
la	la	DA0FS0	el
mira	mira	NCFS000	mira
con	con	SPS00	con
mi	mi	DP1CSS	mi
cuidado	cuidado	NCMS000	cuidado
para	para	SPS00	para
si	si	CS	si
tubiesen	tuviesen	VMSI3P0	tener
effecto	efecto	NCMS000	efecto
las	las	DA0FP0	el
dilixençias	diligencias	NCFP000	diligencia
que	que	PR0CN000	que
aplicare	aplicare	VMSF0S0	aplicar
y	y	CC	y
encaminare	encaminare	VMSF0S0	encaminar
a	a	SPS00	a
la	la	DA0FS0	el
paz	paz	NCFS000	paz
	.	Fp	.
que	Que	CS	que
Ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
conçeda	conceda	VMSP0S0	conceder
a	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
al	al	SPS00+DA0MS0	a+el
sr	señor	NP00000	señor
D	don	NP00000	don
Diego	Diego	NP00000	diego
y	y	CC	y
demas	demás	NCMS000	demás
sres	señores	NP00000	señor
de	de	SPS00	de
la	la	DA0FS0	el
famillia	familia	NCFS000	familia
PartiçiParlo	participarlo	VMN0000+PP3MSA00	participar+lo
Al	al	SPS00+DA0MS0	a+el
punto	punto	NCMS000	punto
para	para	SPS00	para
que	que	CS	que
los	los	DA0MP0	el
animos	ánimos	NCMP000	ánimo
se	se	P00CN000	se
sosieguen	sosieguen	VMSP3P0	sosegar
y	y	CC	y
çesen	cesen	VMSP3P0	cesar
los	los	DA0MP0	el
sobresaltos	sobresaltos	NCMP000	sobresalto
que	que	PR0CN000	que
tan	tan	RC	tan
justamente	justamente	RG	justamente
ocasiona	ocasiona	VMIP3S0	ocasionar
lo	lo	DA0NS0	el
grave	grave	AQ0CS0	grave
d	de	SPS00	de
este	este	DD0MS0	este
suçesso	suceso	NCMS000	suceso
en	en	SPS00	en
esos	esos	DD0MP0	ese
cavalleros	caballeros	NCMP000	caballero
	,	Fc	,
deseando	deseando	VMG0000	desear
a	a	SPS00	a
este	este	DD0MS0	este
passo	paso	NCMS000	paso
muy	muy	RQ	muy
repetidas	repetidas	VMP00PF	repetir
ocasiones	ocasiones	NCFP000	ocasión
del	del	SPS00+DA0MS0	de+el
servo	servicio	NCMS000	servicio
de	de	SPS00	de
Vmd	VM	NP00000	VM
para	para	SPS00	para
que	que	CS	que
mi	mi	DP1CSS	mi
oba	obra	NCFS000	obra
corra	corra	VMSP0S0	correr
ygual	igual	NCMS000	igual
con	con	SPS00	con
mi	mi	DP1CSS	mi
obligacion	obligación	NCFS000	obligación
	.	Fp	.
Dios	Dios	NP00000	dios
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
feliçes	felices	AQ0CP0	feliz
años	años	NCMP000	año
como	como	CS	como
deseo	deseo	VMIP1S0	desear
	.	Fp	.
Andujar	Andújar	NP00000	andújar
	,	Fc	,
y	y	CC	y
Jullio	julio	NCMS000	julio
29	29	Z	29
de	de	SPS00	de
1681	1681	Z	1681
.	.	Fp	.
Muy	Muy	RQ	muy
señora	señora	NP00000	señor
mia	mía	DP1FSS	mío
	,	Fc	,
B	besa	VMIP3S0	besar
l	las	DA0FP0	el
M	manos	NCFP000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
y	y	CC	y
seguro	seguro	AQ0MS0	seguro
capn	capellán	NCMS000	capellán
	,	Fc	,
Ldo	licenciado	NP00000	licenciado
D	don	NP00000	don
Ju	Juan	NP00000	juan
Manl	Manuel	NP00000	manuel
de	de	SPS00	de
Valenza	Valenzuela	NP00000	valenzuela
Salido	Salido	VMP0000	salir
Mi	Mi	DP1CSS	mi
sa	señora	NP00000	señor
Da	doña	NP00000	don
Ynes	Inés	NP00000	inés
de	de	SPS00	de
aboz	Aboz	NP00000	alboz
enrriquez	Enríquez	NP00000	enríquez
	,	Fc	,
muy	muy	RQ	muy
sa	señora	NP00000	señor
mia	mía	DP1FSS	mío
	.	Fp	.
