Con	Con	SPS00	con
lo	lo	DA0NS0	el
que	que	PR0CN000	que
dice	dice	VMIP3S0	decir
vmd	VM	NP00000	VM
de	de	SPS00	de
que	que	CS	que
demas	demás	NCMS000	demás
de	de	SPS00	de
las	las	DA0FP0	el
14	14	Z	14
fs	fanegas	NCFP000	fanega
de	de	SPS00	de
tro	trigo	NCMS000	trigo
y	y	CC	y
17	17	Z	17
de	de	SPS00	de
racion	ración	NCFS000	ración
esta	está	VMIP3S0	estar
bien	bien	RG	bien
el	el	DA0MS0	el
honbre	hombre	NCMS000	hombre
en	en	SPS00	en
las	las	DA0FP0	el
dos	dos	Z	2
libras	libras	NCFP000	libra
de	de	SPS00	de
aceite	aceite	NCMS000	aceite
q	que	PR0CN000	que
vmd	VM	NP00000	VM
diçe	dice	VMIP3S0	decir
por	por	SPS00	por
la	la	DA0FS0	el
suia	suya	PX3FS000	suyo
cada	cada	DI0CN0	cada
mes	mes	NCMS000	mes
	,	Fc	,
dixo	dijo	VMIS3S0	decir
q	que	CS	que
en	en	SPS00	en
el	el	DA0MS0	el
concierto	concierto	NCMS000	concierto
q	que	CS	que
yo	yo	PP1CSN00	yo
remiti	remití	VMIS1S0	remitir
a	a	SPS00	a
vmd	VM	NP00000	VM
eran	eran	VSII3P0	ser
4	4	Z	4
libras	libras	NCFP000	libra
cada	cada	DI0CN0	cada
mes	mes	NCMS000	mes
y	y	CC	y
5	5	Z	5
a	arrobas	NCFP000	arroba
de	de	SPS00	de
bino	vino	NCMS000	vino
puro	puro	RG	puro
	,	Fc	,
y	y	CC	y
q	que	CS	que
de	de	SPS00	de
otra	otra	DI0FS0	otro
manera	manera	NCFS000	manera
no	no	RN	no
puede	puede	VMIP3S0	poder
estar	estar	VMN0000	estar
	.	Fp	.
sobre	Sobre	SPS00	sobre
esto	esto	PD0NN000	esto
abise	avise	VMSP0S0	avisar
vmd	VM	NP00000	VM
.	.	Fp	.
enbiele	Enviele	VMIS1S0+PP3CSD00	enviar+le
luego	luego	RG	luego
a	a	SPS00	a
santa	Santa	NP00000	santo
ma	María	NP00000	maría
por	por	SPS00	por
la	la	DA0FS0	el
paxa	paja	NCFS000	paja
	.	Fp	.
pa	Para	SPS00	para
mañana	mañana	RG	mañana
le	le	PP3CSD00	le
aguardo	aguardo	VMIP1S0	aguardar
pa	para	SPS00	para
saber	saber	VMN0000	saber
qta	cuánta	PT0FS000	cuánto
paxa	paja	NCFS000	paja
a	ha	VAIP3S0	haber
llebado	llevado	VMP0000	llevar
	.	Fp	.
y	Y	CC	y
tambien	también	RG	también
se	se	P00CN000	se
encabestrara	encabestrará	VMIF3S0	encabestrar
la	la	DA0FS0	el
muleta	muleta	NCFS000	muleta
luego	luego	RG	luego
pa	para	SPS00	para
irla	irla	NCFS000	irla
domando	domando	VMG0000	domar
	.	Fp	.
dile	Dile	VMM02S0+PP3CSD00	decir+le
al	al	SPS00+DA0MS0	a+el
yeguero	yegũero	NCMS000	yegũero
diezyocho	dieciocho	Z	18
rs	reales	NCMP000	real
y	y	CC	y
dice	dice	VMIP3S0	decir
le	le	PP3CSD00	le
deben	deben	VMIP3P0	deber
22	22	Z	22
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
encabestrar	encabestrar	VMN0000	encabestrar
	,	Fc	,
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
fuere	fuere	VSSF0S0	ser
del	del	SPS00+DA0MS0	de+el
gasto	gasto	NCMS000	gasto
hare	haré	VMIF1S0	hacer
libro	libro	NCMS000	libro
pa	para	SPS00	para
armar	armar	VMN0000	armar
la	la	DA0FS0	el
cuenta	cuenta	NCFS000	cuenta
y	y	CC	y
gasto	gasto	NCMS000	gasto
	.	Fp	.
ase	Hase	VMIP3S0+P00CN000	haber+se
de	de	SPS00	de
cmprar	comprar	VMN0000	comprar
mantas	mantas	NCFP000	manta
y	y	CC	y
cojines	cojines	NCMP000	cojín
	,	Fc	,
q	que	CS	que
costaran	costarán	VMIF3P0	costar
las	las	DA0FP0	el
mantas	mantas	NCFP000	manta
42	42	Z	42
rs	reales	NCMP000	real
	,	Fc	,
12	12	Z	12
los	los	PP3MPA00	lo
cojines	cojines	NCMP000	cojín
y	y	CC	y
4	4	Z	4
dos	dos	Z	2
cinchas	cinchas	NCFP000	cincha
	,	Fc	,
y	y	CC	y
dos	dos	Z	2
rs	reales	NCMP000	real
un	un	DI0MS0	uno
sobentil	sobentil	X	x
q	que	CS	que
es	es	VSIP3S0	ser
preçiso	preciso	AQ0MS0	preciso
.	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
q	que	PR0CN000	que
vmd	VM	NP00000	VM
diçe	dice	VMIP3S0	decir
de	de	SPS00	de
que	que	CS	que
adobe	adobe	VMSP0S0	adobar
algunos	algunos	DI0MP0	alguno
cebadales	cebadales	NCMP000	cebadal
pa	para	SPS00	para
senbrar	sembrar	VMN0000	sembrar
	,	Fc	,
es	es	VSIP3S0	ser
necesso	necesario	AQ0MS0	necesario
y	y	CC	y
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
tengo	tengo	VMIP1S0	tener
abisado	avisado	VMP00SM	avisar
a	a	SPS00	a
vmd	VM	NP00000	VM
las	las	DA0FP0	el
ijuelas	hijuelas	NCFP000	hijuela
pa	para	SPS00	para
saber	saber	VMN0000	saber
qdo	cuándo	PA000000	cuándo
acaban	acaban	VMIP3P0	acabar
pa	para	SPS00	para
ber	ver	VMN0000	ver
en	en	SPS00	en
quales	cuáles	PT0CP000	cuál
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
arar	arar	VMN0000	arar
	,	Fc	,
porq	porque	CS	porque
dice	dice	VMIP3S0	decir
po	Pedro	NP00000	pedro
latorre	Latorre	NP00000	latorre
q	que	CS	que
	,	Fc	,
si	si	CS	si
no	no	RN	no
sabe	sabe	VMIP3S0	saber
qdo	cuándo	PA000000	cuándo
caban	cavan	VMIP3P0	cavar
	,	Fc	,
q	que	CS	que
como	cómo	PA000000	cómo
puede	puede	VMIP3S0	poder
decir	decir	VMN0000	decir
nada	nada	PI0NN00N	nada
	;	Fx	;
y	y	CC	y
domingo	Domingo	NP00000	domingo
perez	Pérez	NP00000	pérez
dice	dice	VMIP3S0	decir
lo	lo	DA0NS0	el
propio	propio	NCMS000	propio
	.	Fp	.
y	Y	CC	y
	,	Fc	,
ansi	así	RG	así
	,	Fc	,
es	es	VSIP3S0	ser
necessarisimo	necesarísimo	AQSMS0	necesario
.	.	Fp	.
sobre	Sobre	SPS00	sobre
lo	lo	DA0NS0	el
de	de	SPS00	de
los	los	DA0MP0	el
barbechos	barbechos	NCMP000	barbecho
de	de	SPS00	de
po	Pedro	NP00000	pedro
gomez	Gómez	NP00000	gómez
tengo	tengo	VMIP1S0	tener
abisado	avisado	VMP0000	avisar
tanbien	también	RG	también
	,	Fc	,
q	que	CS	que
dice	dice	VMIP3S0	decir
q	que	CS	que
el	el	DA0MS0	el
arado	arado	NCMS000	arado
con	con	SPS00	con
su	su	DP3CS0	su
licencia	licencia	NCFS000	licencia
de	de	SPS00	de
vmd	VM	NP00000	VM
q	que	PR0CN000	que
enpezo	empezó	VMIS3S0	empezar
arar	arar	VMN0000	arar
debaxo	debajo	RG	debajo
de	de	SPS00	de
que	que	PR0CN000	que
abian	habían	VMII3P0	haber
de	de	SPS00	de
arar	arar	VMN0000	arar
a	a	SPS00	a
medias	medias	NCFP000	media
	;	Fx	;
y	y	CC	y
que	que	CS	que
vm	VM	NP00000	VM
le	le	PP3CSD00	le
quito	quitó	VMIS3S0	quitar
el	el	DA0MS0	el
macho	macho	NCMS000	macho
qdo	cuando	PA000000	cuando
abia	había	VMII0S0	haber
de	de	SPS00	de
hacerlos	hacerlos	VMN0000+PP3MPA00	hacer+lo
	;	Fx	;
y	y	CC	y
q	que	CS	que
vmd	VM	NP00000	VM
escoja	escoja	VMSP0S0	escoger
una	una	DI0FS0	uno
de	de	SPS00	de
dos	dos	Z	2
cosas	cosas	NCFP000	cosa
	:	Fd	:
si	si	CS	si
quiere	quiere	VMIP3S0	querer
los	los	DA0MP0	el
barbechos	barbechos	NCMP000	barbecho
y	y	CC	y
q	que	CS	que
le	le	PP3CSD00	le
pague	pague	VMSP0S0	pagar
el	el	DA0MS0	el
costo	costo	NCMS000	costo
	,	Fc	,
y	y	CC	y
si	si	CS	si
no	no	RN	no
	,	Fc	,
que	que	CS	que
pagara	pagará	VMIF3S0	pagar
la	la	DA0FS0	el
renta	renta	NCFS000	renta
	;	Fx	;
y	y	CC	y
q	que	CS	que
el	él	PP3MS000	él
no	no	RN	no
se	se	P00CN000	se
a	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
nada	nada	PI0NN00N	nada
q	que	CS	que
no	no	RN	no
Aia	haya	VASP0S0	haber
sido	sido	VSP0000	ser
con	con	SPS00	con
trato	trato	NCMS000	trato
y	y	CC	y
consentimiento	consentimiento	NCMS000	consentimiento
de	de	SPS00	de
vmd	VM	NP00000	VM
.	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
lo	lo	DA0NS0	el
del	del	SPS00+DA0MS0	de+el
azafranal	azafranal	NCMS000	azafranal
	,	Fc	,
a	ha	VAIP3S0	haber
pagado	pagado	VMP0000	pagar
d	de	SPS00	de
este	este	DD0MS0	este
año	año	NCMS000	año
3	3	Z	3
a	arrobas	NCFP000	arroba
de	de	SPS00	de
cebada	cebada	NCFS000	cebada
d	de	SPS00	de
el	él	PP3MS000	él
	,	Fc	,
q	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
a	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
mas	más	RC	más
d	de	SPS00	de
este	este	DD0MS0	este
año	año	NCMS000	año
.	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
	,	Fc	,
ya	ya	RG	ya
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
abisado	avisado	VMP00SM	avisar
a	a	SPS00	a
vmd	VM	NP00000	VM
	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
de	de	SPS00	de
po	Pedro	NP00000	pedro
blasco	Blasco	NP00000	blasco
	,	Fc	,
tanbien	también	RG	también
abise	avise	VMSP0S0	avisar
lo	lo	DA0NS0	el
q	que	PR0CN000	que
abia	había	VAII0S0	haber
dado	dado	VMP0000	dar
	.	Fp	.
conbiene	Conviene	VMIP3S0	convenir
con	con	SPS00	con
la	la	DA0FS0	el
q	que	PR0CN000	que
vm	VM	NP00000	VM
escribe	escribe	VMIP3S0	escribir
en	en	SPS00	en
las	las	DA0FP0	el
pagas	pagas	NCFP000	paga
se	se	P00CN000	se
aiude	ayude	VMSP0S0	ayudar
a	a	SPS00	a
lo	lo	DA0NS0	el
mas	más	RC	más
necsso	necesario	AQ0MS0	necesario
.	.	Fp	.
oi	Hoy	RG	hoy
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
pesadumbre	pesadumbre	NCFS000	pesadumbre
sobre	sobre	SPS00	sobre
la	la	DA0FS0	el
dita	dita	NCFS000	dita
con	con	SPS00	con
herera	Herrera	NP00000	herrera
	,	Fc	,
porq	porque	CS	porque
dice	dice	VMIP3S0	decir
quiere	quiere	VMIP3S0	querer
ir	ir	VMN0000	ir
a	a	SPS00	a
proseguir	proseguir	VMN0000	proseguir
en	en	SPS00	en
la	la	DA0FS0	el
exon	ejecución	NCFS000	ejecución
sobre	sobre	SPS00	sobre
los	los	DA0MP0	el
7	7	Z	7
ducados	ducados	NCMP000	ducado
que	que	PR0CN000	que
vmd	VM	NP00000	VM
mando	mandó	VMIS3S0	mandar
q	que	CS	que
se	se	P00CN000	se
tomasen	tomasen	VMSI3P0	tomar
de	de	SPS00	de
don	don	NP00000	don
po	Pedro	NP00000	pedro
de	de	SPS00	de
oma	Oma	NP00000	oma
	.	Fp	.
sin	Sin	SPS00	sin
embargo	embargo	NCMS000	embargo
q	que	CS	que
aun	aún	RG	aun
no	no	RN	no
a	ha	VAIP3S0	haber
mostrado	mostrado	VMP0000	mostrar
los	los	DA0MP0	el
recados	recados	NCMP000	recado
y	y	CC	y
ni	ni	CC	ni
se	se	P00CN000	se
an	han	VAIP3P0	haber
hecho	hecho	VMP0000	hacer
las	las	DA0FP0	el
escrituras	escrituras	NCFP000	escritura
	,	Fc	,
a	ha	VMIP3S0	haber
de	de	SPS00	de
tornar	tornar	VMN0000	tornar
a	a	SPS00	a
ratificar	ratificar	VMN0000	ratificar
la	la	DA0FS0	el
venta	venta	NCFS000	venta
q	que	PR0CN000	que
hizo	hizo	VMIS3S0	hacer
en	en	SPS00	en
birtud	virtud	NCFS000	virtud
de	de	SPS00	de
la	la	DA0FS0	el
liçençia	licencia	NCFS000	licencia
de	de	SPS00	de
cuenca	Cuenca	NP00000	cuenca
	.	Fp	.
oi	Hoy	RG	hoy
por	por	SPS00	por
ser	ser	VSN0000	ser
feria	feria	NCFS000	feria
no	no	RN	no
se	se	P00CN000	se
an	han	VAIP3P0	haber
acabado	acabado	VMP0000	acabar
los	los	DA0MP0	el
papeles	papeles	NCMP000	papel
	.	Fp	.
hare	Haré	VMIF1S0	hacer
la	la	DA0FS0	el
cuenta	cuenta	NCFS000	cuenta
con	con	SPS00	con
los	los	DA0MP0	el
frailes	frailes	NCMP000	fraile
y	y	CC	y
con	con	SPS00	con
los	los	DA0MP0	el
maiordomos	mayordomos	NCMP000	mayordomo
de	de	SPS00	de
na	Nuestra	DP1FSP	nuestro
sa	Señora	NP00000	señor
de	de	SPS00	de
rus	Rus	NP00000	rus
y	y	CC	y
bere	veré	VMIF1S0	ver
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
debe	debe	VMIP3S0	deber
	.	Fp	.
y	Y	CC	y
core	corre	VMIP3S0	correr
por	por	SPS00	por
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
la	la	DA0FS0	el
cobrança	cobranza	NCFS000	cobranza
de	de	SPS00	de
coral	Corral	NP00000	corral
	.	Fp	.
aun	Aún	RG	aun
es	es	VSIP3S0	ser
mui	muy	RQ	muy
presto	presto	RG	presto
pa	para	SPS00	para
alguaçil	alguacil	NCMS000	alguacil
	.	Fp	.
ya	Ya	RG	ya
berna	vendrá	VMIF3S0	venir
corejidor	corregidor	NCMS000	corregidor
nuebo	nuevo	AQ0MS0	nuevo
dentro	dentro	RG	dentro
de	de	SPS00	de
dos	dos	Z	2
meses	meses	NCMP000	mes
y	y	CC	y
entonces	entonces	RG	entonces
se	se	P00CN000	se
tratara	tratará	VMIF3S0	tratar
de	de	SPS00	de
la	la	DA0FS0	el
cobrança	cobranza	NCFS000	cobranza
y	y	CC	y
se	se	P00CN000	se
acudira	acudirá	VMIF3S0	acudir
a	a	SPS00	a
lo	lo	DA0NS0	el
mas	más	RC	más
forçoso	forzoso	AQ0MS0	forzoso
.	.	Fp	.
en	En	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
la	la	DA0FS0	el
mudanca	mudanza	NCFS000	mudanza
del	del	SPS00+DA0MS0	de+el
pan	pan	NCMS000	pan
a	a	SPS00	a
el	el	DA0MS0	el
alberca	alberca	NCFS000	alberca
	,	Fc	,
en	en	SPS00	en
traiendo	trayendo	VMG0000	traer
la	la	DA0FS0	el
paxa	paja	NCFS000	paja
y	y	CC	y
disponiendose	disponiéndose	VMG0000+P00CN000	disponer+se
en	en	SPS00	en
el	el	DA0MS0	el
alberca	alberca	NCFS000	alberca
de	de	SPS00	de
manera	manera	NCFS000	manera
que	que	CS	que
este	esté	VMSP0S0	estar
en	en	SPS00	en
forma	forma	NCFS000	forma
se	se	P00CN000	se
tratara	tratará	VMIF3S0	tratar
de	de	SPS00	de
esso	eso	PD0NN000	eso
.	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
de	de	SPS00	de
los	los	DA0MP0	el
renteros	renteros	NCMP000	rentero
q	que	PR0CN000	que
biben	viven	VMIP3P0	vivir
en	en	SPS00	en
el	el	DA0MS0	el
alberca	alberca	NCFS000	alberca
	,	Fc	,
como	como	CS	como
no	no	RN	no
e	he	VAIP1S0	haber
ido	ido	VMP0000	ir
alla	allá	RG	allá
no	no	RN	no
cobrado	cobrado	VMP00SM	cobrar
libranca	libranza	NCFS000	libranza
llebo	llevo	VMIP1S0	llevar
gallego	gallego	NCMS000	gallego
pa	para	SPS00	para
q	que	CS	que
alli	allí	RG	allí
tomase	tomase	VMSI0S0	tomar
el	el	DA0MS0	el
tro	trigo	NCMS000	trigo
pa	para	SPS00	para
cuenta	cuenta	NCFS000	cuenta
de	de	SPS00	de
su	su	DP3CS0	su
gasto	gasto	NCMS000	gasto
	.	Fp	.
no	No	RN	no
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
bisado	avisado	VMP0000	avisar
aun	aún	RG	aun
nada	nada	PI0NN00N	nada
	.	Fp	.
pa	Para	SPS00	para
mañana	mañana	RG	mañana
lo	lo	PP3CNA00	lo
aguardo	aguardo	VMIP1S0	aguardar
.	.	Fp	.
tanbien	También	RG	también
en	en	SPS00	en
el	el	DA0MS0	el
negocio	negocio	NCMS000	negocio
y	y	CC	y
exon	ejecución	NCFS000	ejecución
de	de	SPS00	de
po	Pedro	NP00000	pedro
ximenez	Jiménez	NP00000	jiménez
tengo	tengo	VMIP1S0	tener
abisado	avisado	VMP00SM	avisar
a	a	SPS00	a
vmd	VM	NP00000	VM
el	el	DA0MS0	el
estado	estado	NCMS000	estado
	.	Fp	.
y	Y	CC	y
de	de	SPS00	de
las	las	DA0FP0	el
demas	demás	DI0CP0	demás
ditas	ditas	NCFP000	dita
q	que	PR0CN000	que
son	son	VSIP3P0	ser
papeles	papeles	NCMP000	papel
no	no	RN	no
puedo	puedo	VMIP1S0	poder
hacer	hacer	VMN0000	hacer
nada	nada	PI0NN00N	nada
	.	Fp	.
y	Y	CC	y
vmd	VM	NP00000	VM
no	no	RN	no
me	me	PP1CS000	me
remite	remite	VMIP3S0	remitir
ningunos	ningunos	PI0MP00N	ninguno
	.	Fp	.
y	Y	CC	y
ai	hay	VMIP3S0	haber
muchas	muchas	DI0FP0	mucho
cosas	cosas	NCFP000	cosa
a	a	SPS00	a
que	que	CS	que
acudir	acudir	VMN0000	acudir
y	y	CC	y
no	no	RN	no
se	se	P00CN000	se
cobra	cobra	VMIP3S0	cobrar
nada	nada	PI0NN00N	nada
de	de	SPS00	de
boluntad	voluntad	NCFS000	voluntad
	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
vmd	VM	NP00000	VM
diçe	dice	VMIP3S0	decir
del	del	SPS00+DA0MS0	de+el
testimo	testimonio	NCMS000	testimonio
de	de	SPS00	de
la	la	DA0FS0	el
rebocacion	revocación	NCFS000	revocación
publica	pública	AQ0FS0	público
	,	Fc	,
esso	eso	PD0NN000	eso
no	no	RN	no
lo	lo	PP3CNA00	lo
entiendo	entiendo	VMIP1S0	entender
	,	Fc	,
porq	porque	CS	porque
la	la	DA0FS0	el
carta	carta	NCFS000	carta
de	de	SPS00	de
po	poder	NCMS000	poder
de	de	SPS00	de
po	Pedro	NP00000	pedro
gomez	Gómez	NP00000	gómez
es	es	VSIP3S0	ser
de	de	SPS00	de
antes	antes	RG	antes
de	de	SPS00	de
la	la	DA0FS0	el
rebocacion	revocación	NCFS000	revocación
	,	Fc	,
y	y	CC	y
ansi	así	RG	así
no	no	RN	no
obra	obra	VMIP3S0	obrar
nada	nada	PI0NN00N	nada
	.	Fp	.
vmd	VM	NP00000	VM
no	no	RN	no
haga	haga	VMSP0S0	hacer
caso	caso	NCMS000	caso
de	de	SPS00	de
que	que	CS	que
lo	lo	PP3CNA00	lo
dixo	dijo	VMIS3S0	decir
no	no	RN	no
hizo	hizo	VMIS3S0	hacer
si	si	CS	si
no	no	RN	no
esta	está	VMIP3S0	estar
escrito	escrito	NCMS000	escrito
	.	Fp	.
y	Y	CC	y
especialmte	especialmente	RG	especialmente
que	que	CS	que
diçe	dice	VMIP3S0	decir
q	que	CS	que
el	él	PP3MS000	él
se	se	P00CN000	se
ace	hace	VMIP3S0	hacer
cargo	cargo	NCMS000	cargo
en	en	SPS00	en
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
	,	Fc	,
y	y	CC	y
se	se	P00CN000	se
po	pagó	VMIS3S0	pagar
a	a	SPS00	a
ursula	Úrsula	NP00000	úrsula
de	de	SPS00	de
cuenca	Cuenca	NP00000	cuenca
con	con	SPS00	con
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
de	de	SPS00	de
la	la	DA0FS0	el
va	villa	NCFS000	villa
y	y	CC	y
demas	demás	NCMS000	demás
cobrancas	cobranzas	NCFP000	cobranza
q	que	PR0CN000	que
hiço	hizo	VMIS3S0	hacer
	;	Fx	;
y	y	CC	y
q	que	CS	que
vmd	VM	NP00000	VM
despues	después	RG	después
de	de	SPS00	de
la	la	DA0FS0	el
rebocacion	revocación	NCFS000	revocación
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
cobrancas	cobranzas	NCFP000	cobranza
y	y	CC	y
a	ha	VAIP3S0	haber
cobrado	cobrado	VMP0000	cobrar
de	de	SPS00	de
la	la	DA0FS0	el
va	villa	NCFS000	villa
de	de	SPS00	de
san	San	NP00000	san
clemte	Clemente	NP00000	clemente
y	y	CC	y
de	de	SPS00	de
otras	otras	DI0FP0	otro
partes	partes	NCFP000	parte
con	con	SPS00	con
su	su	DP3CS0	su
consentimto	consentimiento	NCMS000	consentimiento
y	y	CC	y
sin	sin	SPS00	sin
otro	otro	DI0MS0	otro
poder	poder	NCMS000	poder
mas	más	RC	más
q	que	CS	que
el	el	DA0MS0	el
que	que	PR0CN000	que
tenia	tenía	VMII0S0	tener
.	.	Fp	.
tanbien	También	RG	también
tengo	tengo	VMIP1S0	tener
abisado	avisado	VMP00SM	avisar
sobre	sobre	SPS00	sobre
lo	lo	DA0NS0	el
del	del	SPS00+DA0MS0	de+el
censo	censo	NCMS000	censo
del	del	SPS00+DA0MS0	de+el
