Jhs	JHS	NP00000	jhs
tengole	téngole	NCMS000	téngole
y	y	CC	y
no	no	RN	no
le	le	PP3CSD00	le
dejare	dejaré	VMIF1S0	dejar
	»	Frt	»
.	.	Fc	,
estos	Estos	DD0MP0	este
son	son	VSIP3P0	ser
los	los	DA0MP0	el
medios	medios	NCMP000	medio
pa	para	SPS00	para
conquistar	conquistar	VMN0000	conquistar
el	el	DA0MS0	el
amor	amor	NCMS000	amor
dibino	divino	AQ0MS0	divino
	.	Fp	.
la	La	DA0FS0	el
intenzon	intención	NCFS000	intención
se	se	P00CN000	se
supone	supone	VMIP3S0	suponer
ha	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
recta	recta	AQ0FS0	recto
y	y	CC	y
desinteresada	desinteresada	VMP00SF	desinteresar
	.	Fp	.
ay	Hay	VMIP3S0	haber
tres	tres	Z	3
cosas	cosas	NCFP000	cosa
:	:	Fd	:
deseo	deseo	VMIP1S0	desear
,	,	Fc	,
proposito	propósito	NCMS000	propósito
y	y	CC	y
obra	obra	NCFS000	obra
,	.	Fp	.
el	El	DA0MS0	el
deseo	deseo	NCMS000	deseo
supone	supone	VMIP3S0	suponer
aficion	afición	NCFS000	afición
à	a	SPS00	a
la	la	DA0FS0	el
virtud	virtud	NCFS000	virtud
,	;	Fx	;
el	el	DA0MS0	el
proposito	propósito	NCMS000	propósito
la	la	PP3FSA00	lo
comienza	comienza	VMIP3S0	comenzar
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
	,	Fc	,
y	y	CC	y
la	la	DA0FS0	el
obra	obra	NCFS000	obra
la	la	DA0FS0	el
busca	busca	NCFS000	busca
:	.	Fp	.
quien	Quien	PR0CS000	quien
no	no	RN	no
busca	busca	NCFS000	busca
	,	Fc	,
no	no	RN	no
halla	halla	VMIP3S0	hallar
:	.	Fp	.
si	Si	CS	si
saliesseis	salieseis	VMSI2P0	salir
	,	Fp	,
llenas	llenas	AQ0FP0	lleno
las	las	DA0FP0	el
manos	manos	NCFP000	mano
de	de	SPS00	de
myrra	mirra	NCFS000	mirra
	,	Fc	,
de	de	SPS00	de
esta	esta	DD0FS0	este
abnegacion	abnegación	NCFS000	abnegación
de	de	SPS00	de
vosotras	vosotras	PP2FP000	vosotros
mismas	mismas	AQ0FP0	mismo
	,	Fc	,
por	por	SPS00	por
amor	amor	NP00000	amor
hallareis	hallaréis	VMIF2P0	hallar
a	a	SPS00	a
vuestro	vuestro	DP2MSP	vuestro
esposo	esposo	NP00000	esposo
christo	Cristo	NP00000	cristo
y	y	CC	y
vuestro	vuestro	DP2MSP	vuestro
esposo	esposo	NP00000	esposo
christo	Cristo	NP00000	cristo
os	os	PP2CP000	os
entrara	entrará	VMIF3S0	entrar
en	en	SPS00	en
su	su	DP3CS0	su
corazon	corazón	NCMS000	corazón
	,	Fc	,
y	y	CC	y
os	os	PP2CP000	os
enseñara	enseñará	VMIF3S0	enseñar
ciencia	ciencia	NCFS000	ciencia
de	de	SPS00	de
amor	amor	NCMS000	amor
.	,	Fc	,
y	y	CC	y
os	os	PP2CP000	os
ira	irá	VMIF3S0	ir
haçiendo	haciendo	VMG0000	hacer
terribles	terribles	AQ0CP0	terrible
a	a	SPS00	a
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
enemigos	enemigos	NCMP000	enemigo
inbisibles	invisibles	NCMP000	invisibl
.	.	Fp	.
esta	Esta	DD0FS0	este
es	es	VSIP3S0	ser
del	del	SPS00+DA0MS0	de+el
yugo	yugo	NCMS000	yugo
suave	suave	AQ0CS0	suave
de	de	SPS00	de
christo	Cristo	NP00000	cristo
una	una	DI0FS0	uno
partecita	partecita	NCFS000	partecita
y	y	CC	y
es	es	VSIP3S0	ser
una	una	DI0FS0	uno
suma	suma	NCFS000	suma
dilatada	dilatada	VMP00SF	dilatar
de	de	SPS00	de
delicias	delicias	NCFP000	delicia
.	.	Fp	.
no	No	RN	no
se	se	P00CN000	se
debe	debe	VMIP3S0	deber
atender	atender	VMN0000	atender
a	a	SPS00	a
las	las	DA0FP0	el
dificultades	dificultades	NCFP000	dificultad
que	que	PR0CN000	que
pondra	pondrá	VMIF3S0	poner
el	el	DA0MS0	el
enemigo	enemigo	NCMS000	enemigo
,	,	Fc	,
sino	sino	CC	sino
	,	Fc	,
atenta	atenta	VMIP3S0	atentar
la	la	DA0FS0	el
salud	salud	NCFS000	salud
	,	Fc	,
obrar	obrar	VMN0000	obrar
de	de	SPS00	de
forma	forma	NCFS000	forma
que	que	CS	que
à	a	SPS00	a
ella	ella	PP3FS000	él
no	no	RN	no
se	se	P00CN000	se
le	le	PP3CSD00	le
perjudique	perjudique	VMSP0S0	perjudicar
ni	ni	CC	ni
a	a	SPS00	a
la	la	DA0FS0	el
conquista	conquista	NCFS000	conquista
d	de	SPS00	de
este	este	DD0MS0	este
dibino	divino	AQ0MS0	divino
amor	amor	NCMS000	amor
se	se	P00CN000	se
falte	falte	VMSP0S0	faltar
.	.	Fp	.
no	No	RN	no
fieis	fieis	VMSP2S0	fieis
de	de	SPS00	de
vosotras	vosotras	PP2FP000	vosotros
mismas	mismas	AQ0FP0	mismo
que	que	CS	que
podeis	podéis	VMIP2P0	poder
haçer	hacer	VMN0000	hacer
nada	nada	PI0NN00N	nada
d	de	SPS00	de
esto	esto	PD0NN000	esto
	;	Fx	;
fiad	fiad	VMM02P0	fiar
de	de	SPS00	de
vuestro	vuestro	DP2MSP	vuestro
esposo	esposo	NP00000	esposo
christo	Cristo	NP00000	cristo
.	.	Fp	.
no	No	RN	no
atendais	atendáis	VMSP2P0	atender
a	a	SPS00	a
que	que	CS	que
os	os	PP2CP000	os
tendran	tendrán	VMIF3P0	tener
por	por	SPS00	por
santas	santas	NCFP000	santo
ni	ni	CC	ni
por	por	SPS00	por
hipocritas	hipócritas	AQ0CP0	hipócrita
	,	Fc	,
pues	pues	CS	pues
lo	lo	PP3CNA00	lo
primero	primero	RG	primero
tira	tira	VMIP3S0	tirar
a	a	SPS00	a
quitar	quitar	VMN0000	quitar
la	la	DA0FS0	el
oraçion	oración	NCFS000	oración
y	y	CC	y
lo	lo	DA0NS0	el
segundo	segundo	AO0MS0	segundo
tira	tira	VMIP3S0	tirar
a	a	SPS00	a
fortalezer	fortalecer	VMN0000	fortalecer
el	el	DA0MS0	el
amor	amor	NCMS000	amor
propio	propio	NCMS000	propio
:	.	Fp	.
si	Si	CS	si
a	a	SPS00	a
lo	lo	DA0NS0	el
uno	uno	PI0MS000	uno
o	o	CC	o
lo	lo	DA0NS0	el
otro	otro	PI0MS000	otro
atendeis	atendéis	VMIP2P0	atender
	,	Fc	,
sacareis	sacaréis	VMIF2P0	sacar
perdida	pérdida	NCFS000	pérdida
y	y	CC	y
el	el	DA0MS0	el
enemigo	enemigo	NCMS000	enemigo
ganançia	ganancia	NCFS000	ganancia
.	.	Fp	.
en	En	SPS00	en
las	las	DA0FP0	el
comuniones	comuniones	NCFP000	comunión
id	id	VMM02P0	ir
como	como	CS	como
amantes	amantes	AQ0CP0	amante
de	de	SPS00	de
christo	Cristo	NP00000	cristo
	,	Fc	,
no	no	RN	no
baiais	vayáis	VMSP2P0	ir
como	como	CS	como
sierbas	siervas	NCFP000	siervo
	(	Fba	(
quiero	quiero	VMIP1S0	querer
deçir	decir	VMN0000	decir
no	no	RN	no
baiais	vayáis	VMSP2P0	ir
con	con	SPS00	con
temor	temor	NCMS000	temor
serbil	servil	AQ0CS0	servil
	,	Fc	,
sino	sino	CC	sino
con	con	SPS00	con
humildad	humildad	NCFS000	humildad
y	y	CC	y
amor	amor	NCMS000	amor
	)	Fbt	)
	.	Fp	.
y	Y	CC	y
reçibidle	recibidle	NCMS000	recibidle
en	en	SPS00	en
vuestro	vuestro	DP2MSP	vuestro
corazon	corazón	NCMS000	corazón
aunque	aunque	CS	aunque
no	no	RN	no
sea	sea	VSSP0S0	ser
por	por	SPS00	por
aora	ahora	RG	ahora
mas	más	RC	más
que	que	CS	que
con	con	SPS00	con
el	el	DA0MS0	el
deseo	deseo	NCMS000	deseo
	.	Fp	.
y	Y	CC	y
pedidle	pedidle	NCMS000	pedidle
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	,	Fc	,
sierbo	siervo	NCMS000	siervo
sin	sin	SPS00	sin
probecho	provecho	NCMS000	provecho
	.	Fp	.
esto	Esto	PD0NN000	esto
es	es	VSIP3S0	ser
quanto	cuanto	PR0MS000	cuanto
se	se	P00CN000	se
me	me	PP1CS000	me
ofreçe	ofrece	VMIP3S0	ofrecer
por	por	SPS00	por
aora	ahora	RG	ahora
que	que	CS	que
deçir	decir	VMN0000	decir
a	a	SPS00	a
vmds	VMs	NP00000	VM
sin	sin	SPS00	sin
perjuicio	perjuicio	NCMS000	perjuicio
de	de	SPS00	de
quien	quien	PR0CS000	quien
las	las	PP3FPA00	lo
gobierna	gobierna	NCFS000	gobierna
	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
de	dé	VMSP0S0	dar
a	a	SPS00	a
vmds	VMs	NP00000	VM
mucho	mucho	RQ	mucho
de	de	SPS00	de
su	su	DP3CS0	su
dibino	divino	AQ0MS0	divino
amor	amor	NCMS000	amor
y	y	CC	y
las	las	PP3FPA00	lo
llene	llene	VMSP0S0	llenar
de	de	SPS00	de
chard	caridad	NCFS000	caridad
	.	Fp	.
amen	Amén	I	amén
	.	Fp	.
sierbo	Siervo	NCMS000	siervo
sin	sin	SPS00	sin
probecho	provecho	NCMS000	provecho
y	y	CC	y
cappn	capellán	NCMS000	capellán
de	de	SPS00	de
Vmd	VM	NP00000	VM
	,	Fc	,
Vicente	Vicente	NP00000	vicente
de	de	SPS00	de
Cuellar	Cuéllar	NP00000	cuéllar
si	Si	CS	si
el	el	DA0MS0	el
director	director	NCMS000	director
de	de	SPS00	de
vmds	VMs	NP00000	VM
no	no	RN	no
las	las	PP3FPA00	lo
asiste	asiste	VMIP3S0	asistir
o	o	CC	o
no	no	RN	no
les	les	PP3CPD00	le
enseña	enseña	VMIP3S0	enseñar
el	el	DA0MS0	el
camino	camino	NCMS000	camino
berdadero	verdadero	AQ0MS0	verdadero
	,	Fc	,
desengañenle	desengáñenle	NCMS000	desengáñenle
y	y	CC	y
rueguenle	ruéguenle	RG	ruéguenle
se	se	P00CN000	se
exonere	exonere	VMSP0S0	exonerar
	,	Fc	,
que	que	CS	que
corre	corre	VMIP3S0	correr
gran	gran	AQ0CS0	gran
peligro	peligro	NCMS000	peligro
de	de	SPS00	de
perderse	perderse	VMN0000+P00CN000	perder+se
.	.	Fp	.
adbierto	Advierto	VMIP1S0	advertir
à	a	SPS00	a
vmds	VMs	NP00000	VM
que	que	CS	que
si	si	CS	si
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
la	la	PP3FSA00	lo
enseñan	enseñan	VMIP3P0	enseñar
à	a	SPS00	a
otrie	otro	PI0MS000	otro
derramaran	derramarán	VMIF3P0	derramar
esta	esta	DD0FS0	este
agua	agua	NCCS000	agua
que	que	PR0CN000	que
aqui	aquí	RG	aquí
les	les	PP3CPD00	le
doy	doy	VMIP1S0	dar
	.	Fp	.
encomiendolas	Encomiéndolas	VMG0000+PP3FPA00	encomendar+lo
a	a	SPS00	a
Dios	Dios	NP00000	dios
les	les	PP3CPD00	le
de	dé	VMSP0S0	dar
luz	luz	NCFS000	luz
pa	para	SPS00	para
que	que	CS	que
lo	lo	PP3CNA00	lo
bean	vean	VMSP3P0	ver
y	y	CC	y
escarmienten	escarmienten	VMSP3P0	escarmentar
en	en	SPS00	en
otras	otras	DI0FP0	otro
que	que	PR0CN000	que
lo	lo	PP3CNA00	lo
han	han	VAIP3P0	haber
hecho	hecho	VMP0000	hacer
	,	Fc	,
y	y	CC	y
lo	lo	DA0NS0	el
que	que	PR0CN000	que
han	han	VAIP3P0	haber
sacado	sacado	VMP0000	sacar
es	es	VSIP3S0	ser
llenarse	llenarse	VMN0000+P00CN000	llenar+se
de	de	SPS00	de
vanidad	vanidad	NCFS000	vanidad
y	y	CC	y
otros	otros	DI0MP0	otro
males	males	NCMP000	mal
asi	así	CC	así
positivos	positivos	NCMP000	positivo
como	como	CS	como
privativos	privativos	AQ0MP0	privativo
	.	Fp	.
