Hermano	Hermano	NP00000	hermano
	,	Fc	,
la	la	DA0FS0	el
estanquera	estanquera	NCFS000	estanquero
	,	Fc	,
y	y	CC	y
alli	allí	RG	allí
puedes	puedes	VMIP2S0	poder
degar	dejar	VMN0000	dejar
las	las	DA0FP0	el
medias	medias	NCFP000	media
y	y	CC	y
pasar	pasar	VMN0000	pasar
a	a	SPS00	a
la	la	DA0FS0	el
calle	calle	NCFS000	calle
de	de	SPS00	de
los	los	DA0MP0	el
mesones	mesones	NCMP000	mesón
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
el	el	DA0MS0	el
meson	mesón	NCMS000	mesón
de	de	SPS00	de
Ju	Juan	NP00000	juan
rodriguez	Rodríguez	NP00000	rodríguez
me	me	PP1CS000	me
puedes	puedes	VMIP2S0	poder
asperar	esperar	VMN0000	esperar
	.	Fp	.
esto	Esto	PD0NN000	esto
es	es	VSIP3S0	ser
albirtiendo	advirtiendo	VMG0000	advertir
que	que	CS	que
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
el	el	DA0MS0	el
dia	día	NCMS000	día
beinte	veinte	Z	20
y	y	CC	y
uno	uno	Z	1
de	de	SPS00	de
este	este	DD0MS0	este
mes	mes	NCMS000	mes
que	que	PR0CN000	que
	,	Fc	,
como	como	PA000000	como
llebo	llevo	VMIP1S0	llevar
dicho	dicho	VMP00SM	decir
	,	Fc	,
es	es	VSIP3S0	ser
el	el	DA0MS0	el
dia	día	NCMS000	día
figo	fijo	AQ0MS0	fijo
y	y	CC	y
el	el	DA0MS0	el
dia	día	NCMS000	día
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
estar	estar	VMN0000	estar
con	con	SPS00	con
el	el	DA0MS0	el
ariero	arriero	NCMS000	arriero
en	en	SPS00	en
dicho	dicho	VMP00SM	decir
lugar	lugar	NCMS000	lugar
	.	Fp	.
esto	Esto	PD0NN000	esto
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
megor	mejor	AQ0CS0	mejor
disposicion	disposición	NCFS000	disposición
para	para	SPS00	para
no	no	RN	no
benir	venir	VMN0000	venir
por	por	SPS00	por
toledo	Toledo	NP00000	toledo
	.	Fp	.
y	Y	CC	y
si	si	CS	si
te	te	PP2CS000	te
pareciere	pareciere	VMSF0S0	parecer
benir	venir	VMN0000	venir
este	este	DD0MS0	este
mesmo	mismo	AQ0MS0	mismo
dia	día	NCMS000	día
	,	Fc	,
as	has	VMIP2S0	haber
de	de	SPS00	de
benir	venir	VMN0000	venir
	.	Fp	.
yo	Yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
acia	hacía	VMII0S0	hacer
que	que	CS	que
fuera	fuera	VSSI0S0	ser
megor	mejor	RC	mejor
el	el	DA0MS0	el
pasarse	pasarse	VMN0000+P00CN000	pasar+se
a	a	SPS00	a
nobes	Novés	NP00000	novés
con	con	SPS00	con
las	las	DA0FP0	el
medias	medias	NCFP000	media
derecho	derecho	AQ0MS0	derecho
por	por	SPS00	por
la	La	DA0FS0	el
barca	Barca	NP00000	barca
y	y	CC	y
con	con	SPS00	con
eso	eso	PD0NN000	eso
no	no	RN	no
ubiera	hubiera	VMSI0S0	haber
enbaraco	embarazo	NCMS000	embarazo
ninguno	ninguno	DI0MS0	ninguno
	,	Fc	,
que	que	CS	que
alli	allí	RG	allí
nos	nos	PP1CP000	nos
emos	hemos	VMIP1P0	haber
de	de	SPS00	de
quedar	quedar	VMN0000	quedar
este	este	DD0MS0	este
dia	día	NCMS000	día
que	que	PR0CN000	que
digo	digo	VMIP1S0	decir
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
vmd	VM	NP00000	VM
lo	lo	PP3CNA00	lo
disponga	disponga	VMSP0S0	disponer
lo	lo	DA0NS0	el
megor	mejor	RC	mejor
que	que	PR0CN000	que
le	le	PP3CSD00	le
pareciere	pareciere	VMSF0S0	parecer
	.	Fp	.
no	No	RN	no
tendra	tendrá	VMIF3S0	tener
vmd	VM	NP00000	VM
muchos	muchos	DI0MP0	mucho
recados	recados	NCMP000	recado
	.	Fp	.
no	No	RN	no
se	se	P00CN000	se
ofrece	ofrece	VMIP3S0	ofrecer
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
	.	Fp	.
dios	Dios	NP00000	dios
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
vmd	VM	NP00000	VM
	.	Fp	.
Toledo	Toledo	NP00000	toledo
	,	Fc	,
y	y	CC	y
abril	abril	NCMS000	abril
a	a	SPS00	a
12	12	Z	12
de	de	SPS00	de
1684	1684	Z	1684
	.	Fp	.
Pedro	Pedro	NP00000	pedro
Molina	Molina	NP00000	molina
Palacios	Palacios	NP00000	palacios
