Amigo	Amigo	NP00000	amigo
y	Y	CC	y
la	la	DA0FS0	el
carta	carta	NCFS000	carta
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
escrito	escrito	VMP0000	escribir
bolviola	volviola	VMIS3S0+PP3FSA00	volver+lo
a	a	SPS00	a
enbiar	enviar	VMN0000	enviar
a	a	SPS00	a
anbrosio	Ambrosio	NP00000	ambrosio
de	de	SPS00	de
peguda	Peguda	NP00000	peguda
	,	Fc	,
y	y	CC	y
en	en	SPS00	en
la	la	DA0FS0	el
margen	margen	NCCS000	margen
pone	pone	VMIP3S0	poner
un	un	DI0MS0	uno
capitulo	capítulo	NCMS000	capítulo
en	en	SPS00	en
donde	donde	PA000000	donde
dise	dice	VMIP3S0	decir
que	que	CS	que
le	le	PP3CSA00	le
abisen	avisen	VMSP3P0	avisar
del	del	SPS00+DA0MS0	de+el
estado	estado	NCMS000	estado
de	de	SPS00	de
sus	sus	DP3CP0	su
pendensias	pendencias	NCFP000	pendencia
.	.	Fp	.
el	El	DA0MS0	el
agente	agente	NCCS000	agente
de	de	SPS00	de
madrid	Madrid	NP00000	madrid
escrive	escribe	VMIP3S0	escribir
que	que	CS	que
se	se	P00CN000	se
a	ha	VAIP3S0	haber
ynformado	informado	VMP0000	informar
con	con	SPS00	con
el	el	DA0MS0	el
procurador	procurador	NCMS000	procurador
y	y	CC	y
dise	dice	VMIP3S0	decir
que	que	CS	que
seria	sería	VSIC0S0	ser
bueno	bueno	AQ0MS0	bueno
que	que	CS	que
fuesen	fuesen	VSSI3P0	ser
testimonio	testimonio	NCMS000	testimonio
de	de	SPS00	de
la	la	DA0FS0	el
comision	comisión	NCFS000	comisión
	,	Fc	,
conque	conque	CS	conque
yo	yo	PP1CSN00	yo
cobrado	cobrado	VMP00SM	cobrar
en	en	SPS00	en
eso	eso	PD0NN000	eso
para	para	SPS00	para
el	el	DA0MS0	el
coreo	correo	NCMS000	correo
que	que	PR0CN000	que
biene	viene	VMIP3S0	venir
el	el	DA0MS0	el
Remitir	remitir	VMN0000	remitir
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
dize	dice	VMIP3S0	decir
que	que	CS	que
el	el	DA0MS0	el
agente	agente	NCCS000	agente
dize	dice	VMIP3S0	decir
que	que	CS	que
los	los	DA0MP0	el
cinco	cinco	Z	5
Reales	reales	NCMP000	real
de	de	SPS00	de
a	a	SPS00	a
ocho	ocho	Z	8
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
mandado	mandado	VMP0000	mandar
sera	será	VSIF3S0	ser
muy	muy	RQ	muy
poco	poco	RQ	poco
para	para	SPS00	para
sacar	sacar	VMN0000	sacar
los	los	DA0MP0	el
despachos	despachos	NCMP000	despacho
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
anunsia	anuncia	VMIP3S0	anunciar
en	en	SPS00	en
la	la	DA0FS0	el
suya	suya	PX3FS000	suyo
.	.	Fp	.
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
parese	parece	VMIP3S0	parecer
no	no	RN	no
ysiera	hiciera	VMSI0S0	hacer
mal	mal	RG	mal
biniese	viniese	VMSI0S0	venir
a	a	SPS00	a
dar	dar	VMN0000	dar
una	una	DI0FS0	uno
buelta	vuelta	NCFS000	vuelta
por	por	SPS00	por
aca	acá	RG	acá
	,	Fc	,
aunque	aunque	CS	aunque
fuera	fuera	VSSI0S0	ser
en	en	SPS00	en
secreto	secreto	NCMS000	secreto
	,	Fc	,
para	para	SPS00	para
prebenir	prevenir	VMN0000	prevenir
lo	lo	DA0NS0	el
mejor	mejor	RC	mejor
que	que	PR0CN000	que
conbenga	convenga	VMSP0S0	convenir
.	.	Fp	.
y	Y	CC	y
quando	cuando	PA000000	cuando
no	no	RN	no
pueda	pueda	VMSP0S0	poder
venir	venir	VMN0000	venir
	,	Fc	,
remita	remita	VMSP0S0	remitir
dinero	dinero	NCMS000	dinero
para	para	SPS00	para
el	el	DA0MS0	el
axente	agente	NCCS000	agente
de	de	SPS00	de
madrid	Madrid	NP00000	madrid
	;	Fx	;
y	y	CC	y
en	en	SPS00	en
esto	esto	PD0NN000	esto
no	no	RN	no
aya	haya	VMSP0S0	haber
falta	falta	NCFS000	falta
	.	Fp	.
los	Los	DA0MP0	el
amigos	amigos	NCMP000	amigo
Dn	don	NP00000	don
Mgl	Miguel	NP00000	miguel
geronimo	Gerónimo	NP00000	gerónimo
y	y	CC	y
Dn	don	NP00000	don
Joseph	José	NP00000	josé
estan	están	VMIP3P0	estar
bien	bien	RG	bien
aboridos	aborridos	VMP00PM	aborrir
	.	Fp	.
el	El	DA0MS0	el
ver	ver	VMN0000	ver
que	que	CS	que
dho	dicho	VMP00SM	decir
Bernardo	Bernardo	NP00000	bernardo
los	los	PP3MPA00	lo
tiene	tiene	VMIP3S0	tener
engañados	engañados	VMP00PM	engañar
del	del	SPS00+DA0MS0	de+el
modo	modo	NCMS000	modo
que	que	PR0CN000	que
los	los	PP3MPA00	lo
tiene	tiene	VMIP3S0	tener
	,	Fc	,
y	y	CC	y
de	de	SPS00	de
trastos	trastos	NCMP000	trasto
como	como	PA000000	como
ese	ése	PD0MS000	ese
se	se	P00CN000	se
enpreñan	empreñan	VMIP3P0	empreñar
.	.	Fp	.
Vmd	VM	NP00000	VM
aga	haga	VMSP0S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
mejor	mejor	RC	mejor
le	le	PP3CSD00	le
conbenga	convenga	VMSP0S0	convenir
si	si	CS	si
quiere	quiere	VMIP3S0	querer
ser	ser	VSN0000	ser
cobrado	cobrado	VMP00SM	cobrar
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
le	le	PP3CSD00	le
esta	está	VMIP3S0	estar
deviendo	debiendo	VMG0000	deber
	.	Fp	.
Tanbien	También	RG	también
tengo	tengo	VMIP1S0	tener
escrito	escrito	VMP00SM	escribir
a	a	SPS00	a
Vmd	VM	NP00000	VM
se	se	P00CN000	se
sirva	sirva	VMSP0S0	servir
de	de	SPS00	de
aserme	hacerme	VMN0000+PP1CS000	hacer+me
merse	merced	NCFS000	merced
de	de	SPS00	de
aser	hacer	VMN0000	hacer
deligensia	diligencia	NCFS000	diligencia
con	con	SPS00	con
el	el	DA0MS0	el
moso	mozo	NCMS000	mozo
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
trajo	trajo	VMIS3S0	traer
consigo	consigo	SPS00+PP3CNO00	con+sí
	,	Fc	,
que	que	PR0CN000	que
me	me	PP1CS000	me
aga	haga	VMSP0S0	hacer
merse	merced	NCFS000	merced
de	de	SPS00	de
Remitirme	remitirme	VMN0000+PP1CS000	remitir+me
mi	mi	DP1CSS	mi
estuche	estuche	NCMS000	estuche
con	con	SPS00	con
una	una	DI0FS0	uno
tigeras	tijeras	NCFP000	tijeras
y	y	CC	y
un	un	DI0MS0	uno
cuchillo	cuchillo	NCMS000	cuchillo
y	y	CC	y
ponson	punzón	NCMS000	punzón
y	y	CC	y
una	una	DI0FS0	uno
caxa	caja	NCFS000	caja
de	de	SPS00	de
tabaco	tabaco	NCMS000	tabaco
de	de	SPS00	de
mi	mi	DP1CSS	mi
consorte	consorte	NCCS000	consorte
de	de	SPS00	de
aramio	aramio	NCMS000	aramio
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
le	le	PP3CSD00	le
dira	dirá	VMIF3S0	decir
que	que	CS	que
de	dé	VMSP0S0	dar
quenta	cuenta	NCFS000	cuenta
de	de	SPS00	de
una	una	DI0FS0	uno
pastilla	pastilla	NCFS000	pastilla
de	de	SPS00	de
checolate	chocolate	NCMS000	chocolate
	,	Fc	,
porque	porque	CS	porque
en	en	SPS00	en
donde	donde	PA000000	donde
dormia	dormía	VMII0S0	dormir
se	se	P00CN000	se
allo	halló	VMIS3S0	hallar
el	el	DA0MS0	el
original	original	NCMS000	original
del	del	SPS00+DA0MS0	de+el
papel	papel	NCMS000	papel
donde	donde	PA000000	donde
estaba	estaba	VMII0S0	estar
enbuelto	envuelto	VMP00SM	envolver
	.	Fp	.
y	Y	CC	y
Vmd	VM	NP00000	VM
yso	hizo	VMIS3S0	hacer
muy	muy	RQ	muy
mal	mal	RG	mal
en	en	SPS00	en
no	no	RN	no
aberlo	haberlo	VAN0000+PP3CNA00	haber+lo
dho	dicho	VMP0000	decir
para	para	SPS00	para
que	que	CS	que
se	se	P00CN000	se
aclarase	aclarase	VMSI0S0	aclarar
la	la	DA0FS0	el
verdad	verdad	NCFS000	verdad
	,	Fc	,
porque	porque	CS	porque
entre	entre	SPS00	entre
amigos	amigos	NCMP000	amigo
la	la	DA0FS0	el
claridad	claridad	NCFS000	claridad
parese	parece	VMIP3S0	parecer
bien	bien	RG	bien
	.	Fp	.
es	Es	VSIP3S0	ser
quanto	cuanto	PR0MS000	cuanto
se	se	P00CN000	se
me	me	PP1CS000	me
ofrese	ofrece	VMIP3S0	ofrecer
cansar	cansar	VMN0000	cansar
a	a	SPS00	a
Vmd	VM	NP00000	VM
por	por	SPS00	por
agora	ahora	RG	ahora
	,	Fc	,
solo	sólo	RG	sólo
que	que	CS	que
me	me	PP1CS000	me
le	le	PP3CSA00	le
gde	guarde	VMSP0S0	guardar
nuestro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
los	los	DA0MP0	el
años	años	NCMP000	año
de	de	SPS00	de
su	su	DP3CS0	su
mayor	mayor	AQ0CS0	mayor
deseo	deseo	NCMS000	deseo
	.	Fp	.
d	De	SPS00	de
esta	esta	DD0FS0	este
suya	suya	PX3FS000	suyo
coruña	Coruña	NP00000	coruña
	,	Fc	,
y	y	CC	y
mayo	mayo	NCMS000	mayo
18	18	Z	18
de	de	SPS00	de
1699	1699	Z	1699
	.	Fp	.
su	Su	DP3CS0	su
mas	más	RC	más
seguro	seguro	AQ0MS0	seguro
servidor	servidor	NCMS000	servidor
q	que	PR0CN000	que
s	su	DP3CS0	su
m	mano	NCFS000	mano
B	besa	VMIP3S0	besar
	,	Fc	,
Miguel	Miguel	NP00000	miguel
de	de	SPS00	de
Sottomayor	Sotomayor	NP00000	sotomayor
sr	Señor	NP00000	señor
Dn	don	NP00000	don
Joseph	José	NP00000	josé
Vermudes	Bermúdez	NP00000	bermúdez
	.	Fp	.
la	La	DA0FS0	el
carta	carta	NCFS000	carta
del	del	SPS00+DA0MS0	de+el
señor	señor	NP00000	señor
Dn	don	NP00000	don
Barme	Bartolomé	NP00000	bartolomé
yo	yo	PP1CSN00	yo
se	se	PP3CN000	se
la	la	PP3FSA00	lo
entregare	entregaré	VMIF1S0	entregar
en	en	SPS00	en
su	su	DP3CS0	su
mano	mano	NCFS000	mano
propia	propia	AQ0FS0	propio
	.	Fp	.
