Sor	Señor	NP00000	señor
	.	Fp	.
a	Ha	VAIP3S0	haber
confesado	confesado	VMP0000	confesar
de	de	SPS00	de
llano	llano	NCMS000	llano
que	que	CS	que
A	a	SPS00	a
frai	fray	NP00000	fray
luis	Luis	NP00000	luis
le	le	PP3CSD00	le
ablo	habló	VMIS3S0	hablar
y	y	CC	y
que	que	CS	que
a	a	SPS00	a
vmd	VM	NP00000	VM
tambien	también	RG	también
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
estimo	estimo	VMIP1S0	estimar
sobre	sobre	SPS00	sobre
mi	mi	DP1CSS	mi
corona	corona	NCFS000	corona
la	la	DA0FS0	el
merced	merced	NCFS000	merced
que	que	CS	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
ace	hace	VMIP3S0	hacer
	,	Fc	,
bien	bien	RG	bien
debida	debida	VMP00SF	deber
no	no	RN	no
a	a	SPS00	a
obras	obras	NCFP000	obra
porque	porque	CS	porque
vmd	VM	NP00000	VM
no	no	RN	no
lo	lo	PP3CNA00	lo
a	ha	VMIP3S0	haber
menester	menester	NCMS000	menester
ni	ni	CC	ni
io	yo	PP1CSN00	yo
	.	Fp	.
como	Como	CS	como
cuitado	cuitado	AQ0MS0	cuitado
	,	Fc	,
por	por	SPS00	por
faltarme	faltarme	VMN0000+PP1CS000	faltar+me
las	las	DA0FP0	el
alas	alas	NCFP000	ala
de	de	SPS00	de
las	las	DA0FP0	el
fuerças	fuerzas	NCFP000	fuerza
no	no	RN	no
e	he	VAIP1S0	haber
agradezido	agradecido	VMP0000	agradecer
las	las	DA0FP0	el
muchas	muchas	DI0FP0	mucho
obligaciones	obligaciones	NCFP000	obligación
que	que	CS	que
a	a	SPS00	a
vmd	VM	NP00000	VM
debo	debo	VMIP1S0	deber
	,	Fc	,
mas	mas	CC	mas
se	sé	VMIP1S0	saber
que	que	CS	que
la	la	DA0FS0	el
boluntad	voluntad	NCFS000	voluntad
esta	está	VMIP3S0	estar
espuesta	expuesta	VMP00SF	exponer
Para	para	SPS00	para
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
quisiere	quisiere	VMSF0S0	querer
mandar	mandar	VMN0000	mandar
	.	Fp	.
y	Y	CC	y
fuera	fuera	VSSI0S0	ser
buena	buena	AQ0FS0	bueno
obra	obra	NCFS000	obra
que	que	CS	que
se	sí	RG	sí
se	se	P00CN000	se
rreportara	reportara	VMSI0S0	reportar
la	la	DA0FS0	el
portadora	portadora	NCFS000	portador
de	de	SPS00	de
las	las	DA0FP0	el
nuebas	nuevas	NCFP000	nueva
	,	Fc	,
pues	pues	CS	pues
ace	hace	VMIP3S0	hacer
mas	más	RC	más
mal	mal	RG	mal
ella	ella	PP3FS000	él
que	que	CS	que
yo	yo	PP1CSN00	yo
	,	Fc	,
pues	pues	CS	pues
yo	yo	PP1CSN00	yo
bibo	vivo	VMIP1S0	vivir
como	como	CS	como
debo	debo	VMIP1S0	deber
y	y	CC	y
ella	ella	PP3FS000	él
debe	debe	VMIP3S0	deber
de	de	SPS00	de
querer	querer	VMN0000	querer
que	que	CS	que
aga	haga	VMSP0S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
io	yo	PP1CSN00	yo
no	no	RN	no
me	me	PP1CS000	me
acuerdo	acuerdo	VMIP1S0	acordar
	.	Fp	.
de	De	SPS00	de
modo	modo	NCMS000	modo
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
que	que	CS	que
a	a	SPS00	a
Mariana	Mariana	NP00000	mariana
de	de	SPS00	de
Salçes	Salces	NP00000	salces
	,	Fc	,
con	con	SPS00	con
ser	ser	VSN0000	ser
muger	mujer	NCFS000	mujer
abladora	habladora	NCFS000	hablador
	,	Fc	,
a	ha	VAIP3S0	haber
desbuchado	desbuchado	VMP0000	desbuchar
y	y	CC	y
dicho	dicho	NCMS000	dicho
mil	mil	Z	1000
disparates	disparates	NCMP000	disparate
	.	Fp	.
entiendo	Entiendo	VMIP1S0	entender
no	no	RN	no
tendra	tendrá	VMIF3S0	tener
gana	gana	NCFS000	gana
de	de	SPS00	de
oir	oír	VMN0000	oír
la	la	DA0FS0	el
dicha	dicha	VMP00SF	decir
mariana	Mariana	NP00000	mariana
nuebas	nuevas	NCFP000	nueva
y	y	CC	y
abre	habré	VMIF1S0	haber
de	de	SPS00	de
açer	hacer	VMN0000	hacer
de	de	SPS00	de
suerte	suerte	NCFS000	suerte
que	que	CS	que
se	se	P00CN000	se
enmiende	enmiende	VMSP0S0	enmendar
	.	Fp	.
aquella	Aquella	DD0FS0	aquel
muger	mujer	NCFS000	mujer
que	que	PR0CN000	que
a	a	SPS00	a
vmd	VM	NP00000	VM
lo	lo	PP3CNA00	lo
ubiera	hubiera	VASI0S0	haber
dicho	dicho	VMP0000	decir
importaba	importaba	VMII0S0	importar
poco	poco	RQ	poco
	,	Fc	,
mas	mas	CC	mas
entiendo	entiendo	VMIP1S0	entender
que	qué	DT0CN0	qué
busca	busca	NCFS000	busca
	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
se	sé	VMIP1S0	saber
si	si	CSI	si
le	le	PP3CSD00	le
importa	importa	VMIP3S0	importar
	.	Fp	.
y	Y	CC	y
crea	crea	VMSP0S0	creer
vmd	VM	NP00000	VM
que	que	CS	que
estimo	estimo	VMIP1S0	estimar
mas	más	RC	más
mi	mi	DP1CSS	mi
sangre	sangre	NCFS000	sangre
que	que	CS	que
mi	mi	DP1CSS	mi
gusto	gusto	NCMS000	gusto
	,	Fc	,
quando	cuando	PA000000	cuando
lo	lo	PP3CNA00	lo
tubiera	tuviera	VMSI0S0	tener
	.	Fp	.
mas	Mas	CC	mas
quien	quien	PR0CS000	quien
con	con	SPS00	con
lengua	lengua	NCFS000	lengua
tan	tan	RC	tan
malbada	malvada	NCFS000	malvado
a	ha	VAIP3S0	haber
desonrrado	deshonrado	VMP0000	deshonrar
a	a	SPS00	a
muchos	muchos	PI0MP000	mucho
no	no	RN	no
me	me	PP1CS000	me
admiro	admiro	VMIP1S0	admirar
que	que	CS	que
aquella	aquella	DD0FS0	aquel
muger	mujer	NCFS000	mujer
ni	ni	CC	ni
sera	será	VSIF3S0	ser
el	el	DA0MS0	el
primer	primer	AO0MS0	primero
testimonio	testimonio	NCMS000	testimonio
y	y	CC	y
	,	Fc	,
si	si	CS	si
bibe	vive	VMIP3S0	vivir
	,	Fc	,
el	el	DA0MS0	el
ultimo	último	AO0MS0	último
	.	Fp	.
tieneme	Tiéneme	VMIP3S0+PP1CS000	tener+me
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
tan	tan	RC	tan
inquieto	inquieto	AQ0MS0	inquieto
como	como	CS	como
colerico	colérico	AQ0MS0	colérico
	,	Fc	,
como	como	CS	como
digo	digo	VMIP1S0	decir
	,	Fc	,
y	y	CC	y
ni	ni	CC	ni
se	sé	VMIP1S0	saber
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
digo	digo	VMIP1S0	decir
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
descanso	descanso	NCMS000	descanso
con	con	SPS00	con
vmd	VM	NP00000	VM
y	y	CC	y
asi	así	RG	así
suplico	suplico	VMIP1S0	suplicar
	,	Fc	,
pues	pues	CS	pues
es	es	VSIP3S0	ser
discreto	discreto	NCMS000	discreto
	,	Fc	,
vmd	VM	NP00000	VM
perdone	perdone	VMSP0S0	perdonar
	.	Fp	.
a	A	SPS00	a
diego	Diego	NP00000	diego
di	di	VMIS1S0	dar
los	los	DA0MP0	el
caizes	cahíces	NCMP000	cahíz
de	de	SPS00	de
trigo	trigo	NCMS000	trigo
famoso	famoso	AQ0MS0	famoso
y	y	CC	y
asi	así	RG	así
podra	podrá	VMIF3S0	poder
vmd	VM	NP00000	VM
acer	hacer	VMN0000	hacer
memoria	memoria	NCFS000	memoria
para	para	SPS00	para
que	que	CS	que
se	se	P00CN000	se
aga	haga	VMSP0S0	hacer
asiento	asiento	NCMS000	asiento
en	en	SPS00	en
el	el	DA0MS0	el
manual	manual	NCMS000	manual
	.	Fp	.
no	No	RN	no
tengo	tengo	VMIP1S0	tener
que	que	CS	que
ofrecerme	ofrecerme	VMN0000+PP1CS000	ofrecer+me
de	de	SPS00	de
nuebo	nuevo	AQ0MS0	nuevo
si	si	CS	si
no	no	RN	no
	,	Fc	,
pues	pues	CS	pues
sabe	sabe	VMIP3S0	saber
le	le	PP3CSD00	le
toca	toca	VMIP3S0	tocar
el	el	DA0MS0	el
mandar	mandar	VMN0000	mandar
y	y	CC	y
a	a	SPS00	a
mi	mí	PP1CSO00	mí
el	el	DA0MS0	el
obedeçer	obedecer	VMN0000	obedecer
	.	Fp	.
ceso	Ceso	VMIP1S0	cesar
	.	Fp	.
a	A	SPS00	a
quien	quien	PR0CS000	quien
ge	guarde	VMSP0S0	guardar
el	el	DA0MS0	el
señor	Señor	NP00000	señor
muchos	muchos	DI0MP0	mucho
años	años	NCMP000	año
	.	Fp	.
epila	Épila	NP00000	épila
	,	Fc	,
a	a	SPS00	a
10	10	Z	10
de	de	SPS00	de
Agosto	agosto	NCMS000	agosto
de	de	SPS00	de
1633	1633	Z	1633
	.	Fp	.
la	La	DA0FS0	el
causa	causa	NCFS000	causa
de	de	SPS00	de
aber	haber	VAN0000	haber
abido	habido	VMP0000	haber
dilacion	dilación	NCFS000	dilación
en	en	SPS00	en
la	la	DA0FS0	el
rrespuesta	respuesta	NCFS000	respuesta
por	por	SPS00	por
aguardar	aguardar	VMN0000	aguardar
persona	persona	NCFS000	persona
sigura	segura	AQ0FS0	seguro
	.	Fp	.
