hermano	Hermano	NP00000	hermano
	,	Fc	,
miercoles	miércoles	NCMN000	miércoles
	,	Fc	,
a	a	SPS00	a
las	las	DA0FP0	el
seys	seis	Z	6
de	de	SPS00	de
la	la	DA0FS0	el
mañana	mañana	NCFS000	mañana
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
el	el	DA0MS0	el
cochero	cochero	NCMS000	cochero
del	del	SPS00+DA0MS0	de+el
coche	coche	NCMS000	coche
en	en	SPS00	en
q	que	PR0CN000	que
yban	iban	VMII3P0	ir
con	con	SPS00	con
una	una	DI0FS0	uno
carta	carta	NCFS000	carta
del	del	SPS00+DA0MS0	de+el
marques	marqués	NCMS000	marqués
para	para	SPS00	para
el	el	DA0MS0	el
corejidor	corregidor	NCMS000	corregidor
	,	Fc	,
disiendole	diciéndole	VMG0000+PP3CSD00	decir+le
como	como	CS	como
avia	había	VAII0S0	haber
sacado	sacado	VMP0000	sacar
a	a	SPS00	a
una	una	DI0FS0	uno
yja	hija	NCFS000	hijo
de	de	SPS00	de
don	don	NP00000	don
cristobal	Cristóbal	NP00000	cristóbal
galindo	Galindo	NP00000	galindo
de	de	SPS00	de
un	un	DI0MS0	uno
conbento	convento	NCMS000	convento
para	para	SPS00	para
casarse	casarse	VMN0000+P00CN000	casar+se
con	con	SPS00	con
ella	ella	PP3FS000	él
	.	Fp	.
y	Y	CC	y
q	que	CS	que
qdaba	quedaba	VMII0S0	quedar
depositada	depositada	VMP00SF	depositar
	,	Fc	,
q	que	CS	que
le	le	PP3CSD00	le
inviase	enviase	VMSI0S0	enviar
dineros	dineros	NCMP000	dinero
	,	Fc	,
q	que	CS	que
llamase	llamase	VMSI0S0	llamar
a	a	SPS00	a
el	el	DA0MS0	el
aministrador	administrador	NCMS000	administrador
para	para	SPS00	para
q	que	CS	que
bendiese	vendiese	VMSI0S0	vender
el	el	DA0MS0	el
trigo	trigo	NCMS000	trigo
y	y	CC	y
q	que	CS	que
se	se	P00CN000	se
partia	partía	VMII0S0	partir
a	a	SPS00	a
sebilla	Sevilla	NP00000	sevilla
por	por	SPS00	por
los	los	DA0MP0	el
despachos	despachos	NCMP000	despacho
	.	Fp	.
el	El	DA0MS0	el
corejidor	corregidor	NCMS000	corregidor
	,	Fc	,
a	a	SPS00	a
las	las	DA0FP0	el
dose	doce	Z	12
del	del	SPS00+DA0MS0	de+el
dia	día	NCMS000	día
	,	Fc	,
me	me	PP1CS000	me
bino	vino	VMIS3S0	venir
a	a	SPS00	a
ver	ver	VMN0000	ver
y	y	CC	y
a	a	SPS00	a
darme	darme	VMN0000+PP1CS000	dar+me
cuenta	cuenta	NCFS000	cuenta
d	de	SPS00	de
esto	esto	PD0NN000	esto
	.	Fp	.
ya	Ya	RG	ya
io	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
savia	sabía	VMII0S0	saber
de	de	SPS00	de
su	su	DP3CS0	su
capellan	capellán	NCMS000	capellán
de	de	SPS00	de
vm	VM	NP00000	VM
	.	Fp	.
q	Que	CS	que
estando	estando	VMG0000	estar
en	en	SPS00	en
la	la	DA0FS0	el
cuadra	cuadra	NCFS000	cuadra
	,	Fc	,
llego	llegó	VMIS3S0	llegar
don	don	NP00000	don
diego	Diego	NP00000	diego
de	de	SPS00	de
gusman	Guzmán	NP00000	guzmán
i	y	CC	y
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
dijo	dijo	VMIS3S0	decir
	,	Fc	,
q	que	CS	que
a	a	SPS00	a
el	él	PP3MS000	él
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
avian	habían	VAII3P0	haber
escrito	escrito	VMP0000	escribir
de	de	SPS00	de
esija	Écija	NP00000	écija
	.	Fp	.
yo	Yo	PP1CSN00	yo
	,	Fc	,
asi	así	RG	así
como	como	CS	como
lo	lo	PP3CNA00	lo
supe	supe	VMIS1S0	saber
	,	Fc	,
ynvie	envié	VMIS1S0	enviar
abisar	avisar	VMN0000	avisar
a	a	SPS00	a
mi	mi	DP1CSS	mi
tia	tía	NCFS000	tía
	,	Fc	,
mi	mi	DP1CSS	mi
sra	señora	NP00000	señor
doña	doña	NP00000	don
teresa	Teresa	NP00000	teresa
de	de	SPS00	de
aguaio	Aguayo	NP00000	aguayo
	,	Fc	,
y	y	CC	y
a	a	SPS00	a
don	don	NP00000	don
fernando	Fernando	NP00000	fernando
de	de	SPS00	de
castilla	Castilla	NP00000	castilla
	.	Fp	.
bino	Vino	VMIS3S0	venir
luego	luego	RG	luego
y	y	CC	y
don	don	NP00000	don
jeronimo	Jerónimo	NP00000	jerónimo
manrique	Manrique	NP00000	manrique
i	y	CC	y
don	don	NP00000	don
fernando	Fernando	NP00000	fernando
de	de	SPS00	de
oses	Oses	NP00000	oses
y	y	CC	y
su	su	DP3CS0	su
madre	madre	NCFS000	madre
y	y	CC	y
fueron	fueron	VMIS3P0	ir
todos	todos	PI0MP000	todo
de	de	SPS00	de
pareser	parecer	NCMS000	parecer
se	se	P00CN000	se
fuese	fuese	VMSI0S0	ir
ablar	hablar	VMN0000	hablar
a	a	SPS00	a
el	el	DA0MS0	el
sor	señor	NP00000	señor
obispo	obispo	NCMS000	obispo
para	para	SPS00	para
q	que	CS	que
escribiese	escribiese	VMSI0S0	escribir
a	a	SPS00	a
esija	Écija	NP00000	écija
a	a	SPS00	a
el	el	DA0MS0	el
vicario	vicario	NCMS000	vicario
para	para	SPS00	para
q	que	CS	que
ynpidiese	impidiese	VMSI0S0	impedir
esto	esto	PD0NN000	esto
	,	Fc	,
avisando	avisando	VMG0000	avisar
a	a	SPS00	a
los	los	DA0MP0	el
curas	curas	NCMP000	cura
no	no	RN	no
casase	casase	VMSI0S0	casar
ninguno	ninguno	PI0MS00N	ninguno
a	a	SPS00	a
el	el	DA0MS0	el
marques	marqués	NCMS000	marqués
asta	hasta	SPS00	hasta
tener	tener	VMN0000	tener
nueba	nueva	AQ0FS0	nuevo
orden	orden	NCFS000	orden
	.	Fp	.
esto	Esto	PD0NN000	esto
por	por	SPS00	por
dar	dar	VMN0000	dar
cuenta	cuenta	NCFS000	cuenta
el	el	DA0MS0	el
consejo	consejo	NCMS000	consejo
	,	Fc	,
para	para	SPS00	para
q	que	CS	que
esto	esto	PD0NN000	esto
no	no	RN	no
se	se	P00CN000	se
isiera	hiciera	VMSI0S0	hacer
sin	sin	SPS00	sin
su	su	DP3CS0	su
orden	orden	NCFS000	orden
	.	Fp	.
andubo	Anduvo	VMIS3S0	andar
el	el	DA0MS0	el
obispo	obispo	NCMS000	obispo
muy	muy	RQ	muy
fino	fino	AQ0MS0	fino
y	y	CC	y
se	se	P00CN000	se
despacharon	despacharon	VMIS3P0	despachar
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
q	que	PR0CN000	que
escrivio	escribió	VMIS3S0	escribir
su	su	DP3CS0	su
ylustrisima	ilustrísima	AQSFS0	ilustre
asi	así	RG	así
para	para	SPS00	para
esija	Écija	NP00000	écija
como	como	CS	como
para	para	SPS00	para
sevilla	Sevilla	NP00000	sevilla
a	a	SPS00	a
el	el	DA0MS0	el
ordinario	ordinario	NCMS000	ordinario
	,	Fc	,
para	para	SPS00	para
q	que	CS	que
no	no	RN	no
diese	diese	VMSI0S0	dar
los	los	DA0MP0	el
despacho	despacho	NCMS000	despacho
	.	Fp	.
y	Y	CC	y
	,	Fc	,
si	si	CS	si
mando	mandó	VMIS3S0	mandar
el	él	PP3MS000	él
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
com	con	SPS00	con
este	este	DD0MS0	este
caballero	caballero	NCMS000	caballero
	,	Fc	,
estaba	estaba	VMII0S0	estar
pendiente	pendiente	AQ0CS0	pendiente
del	del	SPS00+DA0MS0	de+el
consejo	consejo	NCMS000	consejo
y	y	CC	y
q	que	CS	que
sin	sin	SPS00	sin
su	su	DP3CS0	su
orden	orden	NCFS000	orden
no	no	RN	no
le	le	PP3CSD00	le
estaria	estaría	VMIC0S0	estar
vien	bien	RG	bien
aser	hacer	VMN0000	hacer
una	una	DI0FS0	uno
cosa	cosa	NCFS000	cosa
d	de	SPS00	de
este	este	DD0MS0	este
jenero	género	NCMS000	género
	.	Fp	.
tanbien	También	RG	también
an	han	VAIP3P0	haber
sido	sido	VSP0000	ser
de	de	SPS00	de
pareser	parecer	NCMS000	parecer
estos	estos	DD0MP0	este
señores	señores	NCMP000	señor
q	que	CS	que
se	se	P00CN000	se
despache	despache	VMSP0S0	despachar
un	un	DI0MS0	uno
propio	propio	NCMS000	propio
a	a	SPS00	a
la	la	DA0FS0	el
posta	posta	NCFS000	posta
a	a	SPS00	a
dar	dar	VMN0000	dar
cuenta	cuenta	NCFS000	cuenta
a	a	SPS00	a
vm	VM	NP00000	VM
	,	Fc	,
al	al	SPS00+DA0MS0	a+el
sor	señor	NP00000	señor
don	don	NP00000	don
alonso	Alonso	NP00000	alonso
de	de	SPS00	de
oses	Oses	NP00000	oses
	,	Fc	,
a	a	SPS00	a
el	el	DA0MS0	el
señor	señor	NP00000	señor
don	don	NP00000	don
juan	Juan	NP00000	juan
de	de	SPS00	de
gongora	Góngora	NP00000	góngora
para	para	SPS00	para
q	que	CS	que
vm	VMs	NP00000	VM
vm	VM	NP00000	VM
tomasen	tomasen	VMSI3P0	tomar
resulision	resolución	NCFS000	resolución
en	en	SPS00	en
esta	esta	DD0FS0	este
materia	materia	NCFS000	materia
y	y	CC	y
bean	vean	VMSP3P0	ver
q	qué	DT0CN0	qué
forma	forma	NCFS000	forma
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
tomar	tomar	VMN0000	tomar
en	en	SPS00	en
esto	esto	PD0NN000	esto
	.	Fp	.
estas	Éstas	PD0FP000	este
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
las	las	DA0FP0	el
diligensias	diligencias	NCFP000	diligencia
que	que	PR0CN000	que
se	se	P00CN000	se
an	han	VAIP3P0	haber
echo	hecho	VMP0000	hacer
a	a	SPS00	a
el	el	DA0MS0	el
corejidor	corregidor	NCMS000	corregidor
	.	Fp	.
le	Le	PP3CSD00	le
dije	dije	VMIS1S0	decir
que	que	CS	que
su	su	DP3CS0	su
señor	señor	NP00000	señor
lo	lo	PP3MSA00	lo
tenia	tenía	VMII0S0	tener
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
y	y	CC	y
por	por	SPS00	por
orden	orden	NCFS000	orden
del	del	SPS00+DA0MS0	de+el
consejo	consejo	NCMS000	consejo
y	y	CC	y
q	que	CS	que
le	le	PP3CSD00	le
tocaba	tocaba	VMII0S0	tocar
aser	hacer	VMN0000	hacer
las	las	DA0FP0	el
dilijensias	diligencias	NCFP000	diligencia
posibles	posibles	AQ0CP0	posible
para	para	SPS00	para
detener	detener	VMN0000	detener
esto	esto	PD0NN000	esto
en	en	SPS00	en
el	el	DA0MS0	el
ynter	ínter	NCMS000	ínter
q	que	PR0CN000	que
se	se	P00CN000	se
daba	daba	VMII0S0	dar
cuenta	cuenta	NCFS000	cuenta
el	el	DA0MS0	el
sor	señor	NP00000	señor
don	don	NP00000	don
juan	Juan	NP00000	juan
de	de	SPS00	de
gongora	Góngora	NP00000	góngora
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
respondio	respondió	VMIS3S0	responder
q	que	CS	que
no	no	RN	no
se	se	P00CN000	se
avia	había	VMII0S0	haber
de	de	SPS00	de
poner	poner	VMN0000	poner
a	a	SPS00	a
un	un	DI0MS0	uno
desayre	desaire	NCMS000	desaire
si	si	CS	si
allaba	hallaba	VMII0S0	hallar
casado	casado	VMP00SM	casar
al	al	SPS00+DA0MS0	a+el
marques	marqués	NCMS000	marqués
	.	Fp	.
yo	Yo	PP1CSN00	yo
le	le	PP3CSD00	le
respondi	respondí	VMIS1S0	responder
que	que	CS	que
	,	Fc	,
si	si	CS	si
lo	lo	PP3MSD00	lo
paresia	parecía	VMII0S0	parecer
q	que	CS	que
cunplia	cumplía	VMII0S0	cumplir
de	de	SPS00	de
esa	esa	DD0FS0	ese
manera	manera	NCFS000	manera
con	con	SPS00	con
el	el	DA0MS0	el
consejo	consejo	NCMS000	consejo
y	y	CC	y
con	con	SPS00	con
sus	sus	DP3CP0	su
obligasiones	obligaciones	NCFP000	obligación
	,	Fc	,
q	que	CS	que
ysiera	hiciera	VMSI0S0	hacer
lo	lo	DA0NS0	el
q	que	PR0CN000	que
le	le	PP3CSD00	le
paresiera	pareciera	VMSI0S0	parecer
	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
avia	había	VMII0S0	haber
de	de	SPS00	de
dar	dar	VMN0000	dar
cuenta	cuenta	NCFS000	cuenta
a	a	SPS00	a
el	el	DA0MS0	el
consejo	consejo	NCMS000	consejo
y	y	CC	y
a	a	SPS00	a
vmd	VM	NP00000	VM
	,	Fc	,
y	y	CC	y
que	que	CS	que
a	a	SPS00	a
esto	esto	PD0NN000	esto
le	le	PP3CSD00	le
pusieses	pusieses	VMSI2S0	poner
cobro	cobro	NCMS000	cobro
	.	Fp	.
ello	Ello	PD0NN000	ello
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
una	una	DI0FS0	uno
bellaqria	bellaquería	NCFS000	bellaquería
grande	grande	AQ0CS0	grande
y	y	CC	y
q	que	CS	que
no	no	RN	no
sale	sale	VMIP3S0	salir
del	del	SPS00+DA0MS0	de+el
marques	marqués	NCMS000	marqués
esta	esta	DD0FS0	este
resulusion	resolución	NCFS000	resolución
	,	Fc	,
ni	ni	CCN	ni
el	él	PP3MS000	él
savia	sabía	VMII0S0	saber
adonde	adónde	PA000000	adónde
estaba	estaba	VMII0S0	estar
esa	esa	DD0FS0	ese
señora	señora	NP00000	señor
ystado	instado	VMP00SM	instar
de	de	SPS00	de
ellos	ellos	PP3MP000	ellos
y	y	CC	y
ayudado	ayudado	VMP00SM	ayudar
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
estos	estos	DD0MP0	este
caballeros	caballeros	NCMP000	caballero
les	les	PP3CPD00	le
respondio	respondió	VMIS3S0	responder
el	el	DA0MS0	el
corejidor	corregidor	NCMS000	corregidor
	,	Fc	,
ystandolo	instándolo	VMG0000+PP3MSA00	instar+lo
a	a	SPS00	a
que	que	CS	que
fuese	fuese	VMSI0S0	ir
en	en	SPS00	en
persona	persona	NCFS000	persona
a	a	SPS00	a
ver	ver	VMN0000	ver
lo	lo	DA0NS0	el
q	que	PR0CN000	que
podia	podía	VMII0S0	poder
remediar	remediar	VMN0000	remediar
	.	Fp	.
les	Les	PP3CPD00	le
respondio	respondió	VMIS3S0	responder
q	que	CS	que
el	él	PP3MS000	él
era	era	VSII0S0	ser
parte	parte	NCFS000	parte
y	y	CC	y
q	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
podia	podía	VMII0S0	poder
aser	hacer	VMN0000	hacer
en	en	SPS00	en
todo	todo	PI0MS000	todo
	,	Fc	,
dando	dando	VMG0000	dar
grandes	grandes	AQ0CP0	grande
primisias	primicias	NCFP000	primicia
de	de	SPS00	de
alguna	alguna	DI0FS0	alguno
culpa	culpa	NCFS000	culpa
	.	Fp	.
y	Y	CC	y
disen	dicen	VMIP3P0	decir
q	que	CS	que
el	el	DA0MS0	el
marques	marqués	NCMS000	marqués
avia	había	VAII0S0	haber
ydo	ido	VMP0000	ir
otras	otras	DI0FP0	otro
beses	veces	NCFP000	vez
a	a	SPS00	a
esija	Écija	NP00000	écija
de	de	SPS00	de
secreto	secreto	NCMS000	secreto
	.	Fp	.
esto	Esto	PD0NN000	esto
no	no	RN	no
se	se	P00CN000	se
sabe	sabe	VMIP3S0	saber
de	de	SPS00	de
cierto	cierto	AQ0MS0	cierto
	.	Fp	.
solo	Sólo	RG	sólo
sabemos	sabemos	VMIP1P0	saber
el	el	DA0MS0	el
trabajo	trabajo	NCMS000	trabajo
	,	Fc	,
q	que	CS	que
arto	harto	RG	harto
es	es	VSIP3S0	ser
un	un	DI0MS0	uno
caso	caso	NCMS000	caso
consegido	conseguido	VMP00SM	conseguir
con	con	SPS00	con
tales	tales	DD0CP0	tal
medios	medios	NCMP000	medio
y	y	CC	y
con	con	SPS00	con
una	una	DI0FS0	uno
señora	señora	NCFS000	señor
tersera	tercera	AO0FS0	tercero
u	o	CC	o
cuarta	cuarta	AO0FS0	cuarto
y	y	CC	y
sin	sin	SPS00	sin
camisa	camisa	NCFS000	camisa
y	y	CC	y
	,	Fc	,
a	a	SPS00	a
el	el	DA0MS0	el
pareser	parecer	NCMS000	parecer
	,	Fc	,
de	de	SPS00	de
tan	tan	RC	tan
corto	corto	AQ0MS0	corto
talento	talento	NCMS000	talento
	,	Fc	,
pues	pues	CS	pues
tubo	tuvo	VMIS3S0	tener
resulusion	resolución	NCFS000	resolución
de	de	SPS00	de
salirse	salirse	VMN0000+P00CN000	salir+se
de	de	SPS00	de
un	un	DI0MS0	uno
conbento	convento	NCMS000	convento
con	con	SPS00	con
un	un	DI0MS0	uno
onbre	hombre	NCMS000	hombre
q	que	PR0CN000	que
no	no	RN	no
fuera	fuera	VSSI0S0	ser
nuebo	nuevo	AQ0MS0	nuevo
	,	Fc	,
el	el	DA0MS0	el
q	que	PR0CN000	que
le	le	PP3CSD00	le
pudiera	pudiera	VMSI0S0	poder
aser	hacer	VMN0000	hacer
una	una	DI0FS0	uno
burla	burla	NCFS000	burla
q	que	PR0CN000	que
bien	bien	RG	bien
se	se	P00CN000	se
pudiera	pudiera	VMSI0S0	poder
aser	hacer	VMN0000	hacer
	.	Fp	.
	¡	Faa	¡
si	Si	CS	si
por	por	SPS00	por
aca	acá	RG	acá
tubiera	tuviera	VMSI0S0	tener
algun	algún	DI0MS0	alguno
enbaraso	embarazo	NCMS000	embarazo
q	que	PR0CN000	que
no	no	RN	no
fuera	fuera	VSSI0S0	ser
milagro	milagro	NCMS000	milagro
	,	Fc	,
q	que	CS	que
lo	lo	PP3MSA00	lo
tubiese	tuviese	VMSI0S0	tener
	!	Fat	!
vm	VMs	NP00000	VM
se	se	P00CN000	se
bean	vean	VMSP3P0	ver
con	con	SPS00	con
mi	mi	DP1CSS	mi
tio	tío	NCMS000	tío
	,	Fc	,
el	el	DA0MS0	el
señor	señor	NP00000	señor
don	don	NP00000	don
juan	Juan	NP00000	juan
	,	Fc	,
y	y	CC	y
el	el	DA0MS0	el
sor	señor	NP00000	señor
conde	conde	NCMS000	conde
de	de	SPS00	de
la	la	DA0FS0	el
puebla	Puebla	NP00000	puebla
y	y	CC	y
el	el	DA0MS0	el
sor	señor	NP00000	señor
don	don	NP00000	don
alonso	Alonso	NP00000	alonso
de	de	SPS00	de
oses	Oses	NP00000	oses
y	y	CC	y
	,	Fc	,
de	de	SPS00	de
pareser	parecer	NCMS000	parecer
de	de	SPS00	de
todos	todos	PI0MP000	todo
	,	Fc	,
nos	nos	PP1CP000	nos
avisen	avisen	VMSP3P0	avisar
lo	lo	DA0NS0	el
q	que	PR0CN000	que
en	en	SPS00	en
esto	esto	PD0NN000	esto
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
aser	hacer	VMN0000	hacer
	.	Fp	.
yo	Yo	PP1CSN00	yo
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
con	con	SPS00	con
el	el	DA0MS0	el
desconsuelo	desconsuelo	NCMS000	desconsuelo
q	que	PR0CN000	que
vm	VM	NP00000	VM
puede	puede	VMIP3S0	poder
ymajinar	imaginar	VMN0000	imaginar
	,	Fc	,
pues	pues	CS	pues
beo	veo	VMIP1S0	ver
las	las	DA0FP0	el
conbeniensias	conveniencias	NCFP000	conveniencia
del	del	SPS00+DA0MS0	de+el
marques	marqués	NCMS000	marqués
tan	tan	RC	tan
atrasadas	atrasadas	VMP00PF	atrasar
y	y	CC	y
q	que	CS	que
todos	todos	PI0MP000	todo
lo	lo	PP3CNA00	lo
emos	hemos	VAIP1P0	haber
de	de	SPS00	de
padeser	padecer	VMN0000	padecer
	.	Fp	.
sea	Sea	VSSP0S0	ser
dios	Dios	NP00000	dios
servido	servido	VMP00SM	servir
por	por	SPS00	por
todo	todo	PI0MS000	todo
	,	Fc	,
pues	pues	CS	pues
se	se	P00CN000	se
sirbe	sirve	VMIP3S0	servir
de	de	SPS00	de
darme	darme	VMN0000+PP1CS000	dar+me
tantos	tantos	DI0MP0	tanto
golpes	golpes	NCMP000	golpe
y	y	CC	y
todos	todos	PI0MP000	todo
tan	tan	RC	tan
grandes	grandes	AQ0CP0	grande
.	.	Fp	.
el	El	DA0MS0	el
coregidor	corregidor	NCMS000	corregidor
disen	dicen	VMIP3P0	decir
despacha	despacha	VMIP3S0	despachar
propio	propio	NCMS000	propio
y	y	CC	y
con	con	SPS00	con
su	su	DP3CS0	su
desenfado	desenfado	NCMS000	desenfado
me	me	PP1CS000	me
inbio	envió	VMIS3S0	enviar
a	a	SPS00	a
desir	decir	VMN0000	decir
q	que	CS	que
llebaria	llevaría	VMIC0S0	llevar
mis	mis	DP1CPS	mi
cuentas	cuentas	NCFP000	cuenta
	.	Fp	.
de	De	SPS00	de
pareser	parecer	NCMS000	parecer
de	de	SPS00	de
todos	todos	PI0MP000	todo
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
no	no	RN	no
es	es	VSIP3S0	ser
bien	bien	RG	bien
echo	hecho	VMP00SM	hacer
	.	Fp	.
ya	Ya	RG	ya
despacho	despachó	VMIS3S0	despachar
otro	otro	PI0MS000	otro
	.	Fp	.
mi	Mi	DP1CSS	mi
tia	tía	NCFS000	tía
escribe	escribe	VMIP3S0	escribir
a	a	SPS00	a
su	su	DP3CS0	su
marido	marido	NCMS000	marido
y	y	CC	y
a	a	SPS00	a
el	el	DA0MS0	el
sor	señor	NP00000	señor
don	don	NP00000	don
juan	Juan	NP00000	juan
en	en	SPS00	en
la	la	DA0FS0	el
misma	misma	AQ0FS0	mismo
materia	materia	NCFS000	materia
	.	Fp	.
yo	Yo	PP1CSN00	yo
ago	hago	VMIP1S0	hacer
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
y	y	CC	y
	,	Fc	,
si	si	CS	si
a	a	SPS00	a
vm	VM	NP00000	VM
paresiere	pareciere	VMSF0S0	parecer
sera	será	VSIF3S0	ser
bien	bien	RG	bien
el	el	DA0MS0	el
q	que	CS	que
de	dé	VMSP0S0	dar
cuenta	cuenta	NCFS000	cuenta
a	a	SPS00	a
el	el	DA0MS0	el
presidente	presidente	NCMS000	presidente
de	de	SPS00	de
castilla	Castilla	NP00000	castilla
	,	Fc	,
podra	podrá	VMIF3S0	poder
escribir	escribir	VMN0000	escribir
alla	allá	RG	allá
la	la	DA0FS0	el
carta	carta	NCFS000	carta
	.	Fp	.
todo	Todo	PI0MS000	todo
lo	lo	PP3CNA00	lo
dejo	dejo	VMIP1S0	dejar
a	a	SPS00	a
su	su	DP3CS0	su
disposision	disposición	NCFS000	disposición
	,	Fc	,
que	que	CS	que
sienpre	siempre	RG	siempre
sera	será	VSIF3S0	ser
lo	lo	DA0NS0	el
mas	más	RC	más
asertado	acertado	VMP00SM	acertar
.	.	Fp	.
dios	Dios	NP00000	dios
me	me	PP1CS000	me
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
vm	VM	NP00000	VM
	.	Fp	.
cordova	Córdoba	NP00000	córdoba
	,	Fc	,
12	12	Z	12
de	de	SPS00	de
junio	junio	NCMS000	junio
de	de	SPS00	de
1658	1658	Z	1658
	.	Fp	.
de	De	SPS00	de
vm	VM	NP00000	VM
ermana	hermana	NCFS000	hermano
q	que	PR0CN000	que
mas	más	RC	más
le	le	PP3CSA00	le
quiere	quiere	VMIP3S0	querer
	,	Fc	,
doña	doña	NP00000	don
ynes	Inés	NP00000	inés
ma	María	NP00000	maría
de	de	SPS00	de
sousa	Sousa	NP00000	sousa
y	y	CC	y
carillo	Carrillo	NP00000	carrillo
mi	Mi	DP1CSS	mi
tia	tía	NCFS000	tía
escribe	escribe	VMIP3S0	escribir
con	con	SPS00	con
mas	más	RC	más
fundamento	fundamento	NCMS000	fundamento
	,	Fc	,
q	que	CS	que
io	yo	PP1CSN00	yo
no	no	RN	no
estoi	estoy	VMIP1S0	estar
en	en	SPS00	en
mi	mí	PP1CSO00	mí
	.	Fp	.
